"relative_path","region","feature","file_domain","fork_status","hotfix_status","vanilla_status","difference_type","merge_status","intentional_fork_divergence","validated_static","validated_runtime","protected_concurrent_work","required_for_merge","priority","recommended_phase","recommended_action","evidence_report","evidence_commit","notes"
"events/agitators_events/natural_borders.txt","global","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/agitators_events/paris_commune_events.txt","france","French_content","events","PRESENT","PRESENT","PRESENT","ALL_THREE_DIFFER","POST_MERGE_DESIGN_BACKLOG","false","true","false","false","false","POST_MERGE","FUTURE_FLAVOR_OR_DESIGN_EXTENSION","Keep outside the hotfix merge completion path","HOTFIX_6A19_RESIDUAL_GLOBAL_SCRIPT_REINDEX.md","","ALL_THREE_DIFFER; 6A19_INDIVIDUAL_REVIEW; NO_CURRENT_RUNTIME_EVIDENCE; FLAVOR_OR_REDESIGN_ONLY"
"events/agitators_events/paris_commune_pulse_events.txt","france","French_content","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/agitators_events/revolution_events_01.txt","global","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/agitators_events/revolution_events_02.txt","global","events","events","PRESENT","PRESENT","PRESENT","ALL_THREE_DIFFER","UNKNOWN_REQUIRES_REVIEW","false","false","false","false","true","P1_REVIEW","FUTURE_BOUNDED_FUNCTIONAL_AUDIT","No automatic import; identify an object-level delta and design intent first","HOTFIX_6A19_RESIDUAL_GLOBAL_SCRIPT_REINDEX.md","","ALL_THREE_DIFFER; 6A19_INDIVIDUAL_REVIEW; NO_CURRENT_RUNTIME_EVIDENCE; AUDIT_REQUIRED_BEFORE_CORRECTION"
"events/agitators_events/revolution_events_03.txt","global","events","events","PRESENT","PRESENT","PRESENT","ALL_THREE_DIFFER","UNKNOWN_REQUIRES_REVIEW","false","false","false","false","true","P1_REVIEW","FUTURE_BOUNDED_FUNCTIONAL_AUDIT","No automatic import; identify an object-level delta and design intent first","HOTFIX_6A19_RESIDUAL_GLOBAL_SCRIPT_REINDEX.md","","ALL_THREE_DIFFER; 6A19_INDIVIDUAL_REVIEW; NO_CURRENT_RUNTIME_EVIDENCE; AUDIT_REQUIRED_BEFORE_CORRECTION"
"events/agitators_events/silkworm_diseases.txt","global","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/agitators_events/yeet_agitator_events.txt","global","events","events","PRESENT","PRESENT","PRESENT","ALL_THREE_DIFFER","UNKNOWN_REQUIRES_REVIEW","false","false","false","false","true","P1_REVIEW","FUTURE_BOUNDED_FUNCTIONAL_AUDIT","No automatic import; identify an object-level delta and design intent first","HOTFIX_6A19_RESIDUAL_GLOBAL_SCRIPT_REINDEX.md","","ALL_THREE_DIFFER; 6A19_INDIVIDUAL_REVIEW; NO_CURRENT_RUNTIME_EVIDENCE; AUDIT_REQUIRED_BEFORE_CORRECTION"
"events/alaska_events.txt","global","events","events","PRESENT","PRESENT","PRESENT","ALL_THREE_DIFFER","UNKNOWN_REQUIRES_REVIEW","false","false","false","false","true","P1_REVIEW","FUTURE_BOUNDED_FUNCTIONAL_AUDIT","No automatic import; identify an object-level delta and design intent first","HOTFIX_6A19_RESIDUAL_GLOBAL_SCRIPT_REINDEX.md","","ALL_THREE_DIFFER; 6A19_INDIVIDUAL_REVIEW; NO_CURRENT_RUNTIME_EVIDENCE; AUDIT_REQUIRED_BEFORE_CORRECTION"
"events/amazon_events.txt","global","events","events","PRESENT","PRESENT","PRESENT","ALL_THREE_DIFFER","UNKNOWN_REQUIRES_REVIEW","false","false","false","false","true","P1_REVIEW","FUTURE_BOUNDED_FUNCTIONAL_AUDIT","No automatic import; identify an object-level delta and design intent first","HOTFIX_6A19_RESIDUAL_GLOBAL_SCRIPT_REINDEX.md","","ALL_THREE_DIFFER; 6A19_INDIVIDUAL_REVIEW; NO_CURRENT_RUNTIME_EVIDENCE; AUDIT_REQUIRED_BEFORE_CORRECTION"
"events/american_civil_war/00_fsa_events.txt","america","American_content","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/american_civil_war/acw_events.txt","america","American_content","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/american_civil_war/acw_followup_events.txt","america","American_content","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/american_civil_war/acw_je_events.txt","america","American_content","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/assassination_events.txt","global","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/autocracy_events.txt","global","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/balkans_events/00_ip3_austria_events.txt","global","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/balkans_events/00_ip3_hungary_events.txt","global","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/balkans_events/03_ip3_austria_events.txt","global","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/balkans_events/austria_federalism.txt","global","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/balkans_events/balkan_wars_events.txt","global","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/balkans_events/bavarocracy.txt","global","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/balkans_events/eastern_crisis.txt","global","events","events","PRESENT","PRESENT","PRESENT","FORK_EQUALS_VANILLA_HOTFIX_CUSTOM","UNKNOWN_REQUIRES_REVIEW","false","false","false","false","true","P1_REVIEW","FUTURE_BOUNDED_FUNCTIONAL_AUDIT","No automatic import; identify an object-level delta and design intent first","HOTFIX_6A19_RESIDUAL_GLOBAL_SCRIPT_REINDEX.md","","FORK_EQUALS_VANILLA_HOTFIX_CUSTOM; 6A19_INDIVIDUAL_REVIEW; NO_CURRENT_RUNTIME_EVIDENCE; AUDIT_REQUIRED_BEFORE_CORRECTION"
"events/balkans_events/eastern_question.txt","global","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/balkans_events/hungry_forties.txt","global","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/balkans_events/metternich.txt","global","events","events","PRESENT","PRESENT","PRESENT","ALL_THREE_DIFFER","PROTECTED_CONCURRENT_WORK","false","true","false","true","false","PROTECTED_SCOPE","NONE","Preserve protected work and exclude from automatic merge","HOTFIX_6A19_RESIDUAL_GLOBAL_SCRIPT_REINDEX.md","","ALL_THREE_DIFFER; 6A19_INDIVIDUAL_REVIEW; NO_CURRENT_RUNTIME_EVIDENCE; BLOCKED_BY_PROTECTED_WORK"
"events/balkans_events/montenegro_events.txt","global","events","events","PRESENT","PRESENT","PRESENT","ALL_THREE_DIFFER","UNKNOWN_REQUIRES_REVIEW","false","false","false","false","true","P1_REVIEW","FUTURE_BOUNDED_FUNCTIONAL_AUDIT","No automatic import; identify an object-level delta and design intent first","HOTFIX_6A19_RESIDUAL_GLOBAL_SCRIPT_REINDEX.md","","ALL_THREE_DIFFER; 6A19_INDIVIDUAL_REVIEW; NO_CURRENT_RUNTIME_EVIDENCE; AUDIT_REQUIRED_BEFORE_CORRECTION"
"events/balkans_events/national_awakening.txt","global","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/balkans_events/ottoman_events.txt","mamluk_iraq","Mamluk_Iraq","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","MERGED_STATIC_ONLY","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve integrated IR1 chain; global runtime only","HOTFIX_3F_IR1_SECRET_GOAL.md; a24fe7e","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/balkans_events/serbia_events.txt","global","events","events","PRESENT","PRESENT","PRESENT","ALL_THREE_DIFFER","UNKNOWN_REQUIRES_REVIEW","false","false","false","false","true","P1_REVIEW","FUTURE_BOUNDED_FUNCTIONAL_AUDIT","No automatic import; identify an object-level delta and design intent first","HOTFIX_6A19_RESIDUAL_GLOBAL_SCRIPT_REINDEX.md","","ALL_THREE_DIFFER; 6A19_INDIVIDUAL_REVIEW; NO_CURRENT_RUNTIME_EVIDENCE; AUDIT_REQUIRED_BEFORE_CORRECTION"
"events/balkans_events/subjecthood_events.txt","global","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/balkans_events/the_grand_collapse_events.txt","global","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/balkans_events/yugoslavia_events.txt","global","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/belle_epoque_events.txt","global","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/bic_breakup.txt","global","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/boxer_rebellion_events.txt","global","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/brazil/amazonas.txt","south_america","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/brazil/brazil_navy.txt","south_america","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/brazil/brazilian_minors.txt","south_america","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/brazil/brazilian_slavery.txt","south_america","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/brazil/caudillo.txt","south_america","events","events","PRESENT","PRESENT","PRESENT","ALL_THREE_DIFFER","UNKNOWN_REQUIRES_REVIEW","false","false","false","false","true","P1_REVIEW","FUTURE_BOUNDED_FUNCTIONAL_AUDIT","No automatic import; identify an object-level delta and design intent first","HOTFIX_6A19_RESIDUAL_GLOBAL_SCRIPT_REINDEX.md","","ALL_THREE_DIFFER; 6A19_INDIVIDUAL_REVIEW; NO_CURRENT_RUNTIME_EVIDENCE; AUDIT_REQUIRED_BEFORE_CORRECTION"
"events/brazil/coffee_with_milk.txt","south_america","events","events","PRESENT","PRESENT","PRESENT","ALL_THREE_DIFFER","UNKNOWN_REQUIRES_REVIEW","false","false","false","false","true","P1_REVIEW","FUTURE_BOUNDED_FUNCTIONAL_AUDIT","No automatic import; identify an object-level delta and design intent first","HOTFIX_6A19_RESIDUAL_GLOBAL_SCRIPT_REINDEX.md","","ALL_THREE_DIFFER; 6A19_INDIVIDUAL_REVIEW; NO_CURRENT_RUNTIME_EVIDENCE; AUDIT_REQUIRED_BEFORE_CORRECTION"
"events/brazil/culture_brazil_events.txt","south_america","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/brazil/culture_south_america.txt","america","American_content","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/brazil/gran_colombia.txt","south_america","events","events","PRESENT","PRESENT","PRESENT","ALL_THREE_DIFFER","UNKNOWN_REQUIRES_REVIEW","false","false","false","false","true","P1_REVIEW","FUTURE_BOUNDED_FUNCTIONAL_AUDIT","No automatic import; identify an object-level delta and design intent first","HOTFIX_6A19_RESIDUAL_GLOBAL_SCRIPT_REINDEX.md","","ALL_THREE_DIFFER; 6A19_INDIVIDUAL_REVIEW; NO_CURRENT_RUNTIME_EVIDENCE; AUDIT_REQUIRED_BEFORE_CORRECTION"
"events/brazil/misc_events.txt","south_america","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/brazil/paraguay.txt","south_america","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/brazil/patagonia_events.txt","south_america","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/brazil/pedro_brazil_events.txt","south_america","events","events","PRESENT","PRESENT","PRESENT","ALL_THREE_DIFFER","UNKNOWN_REQUIRES_REVIEW","false","false","false","false","true","P1_REVIEW","FUTURE_BOUNDED_FUNCTIONAL_AUDIT","No automatic import; identify an object-level delta and design intent first","HOTFIX_6A19_RESIDUAL_GLOBAL_SCRIPT_REINDEX.md","","ALL_THREE_DIFFER; 6A19_INDIVIDUAL_REVIEW; NO_CURRENT_RUNTIME_EVIDENCE; AUDIT_REQUIRED_BEFORE_CORRECTION"
"events/brazil/positivism.txt","south_america","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/brazil/south_america_migration.txt","america","American_content","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/brazil/vargas.txt","south_america","events","events","PRESENT","PRESENT","PRESENT","ALL_THREE_DIFFER","UNKNOWN_REQUIRES_REVIEW","false","false","false","false","true","P1_REVIEW","FUTURE_BOUNDED_FUNCTIONAL_AUDIT","No automatic import; identify an object-level delta and design intent first","HOTFIX_6A19_RESIDUAL_GLOBAL_SCRIPT_REINDEX.md","","ALL_THREE_DIFFER; 6A19_INDIVIDUAL_REVIEW; NO_CURRENT_RUNTIME_EVIDENCE; AUDIT_REQUIRED_BEFORE_CORRECTION"
"events/british_raj_events.txt","global","events","events","PRESENT","PRESENT","PRESENT","ALL_THREE_DIFFER","PROTECTED_CONCURRENT_WORK","false","true","false","true","false","PROTECTED_SCOPE","NONE","Preserve protected work and exclude from automatic merge","HOTFIX_6A19_RESIDUAL_GLOBAL_SCRIPT_REINDEX.md","","ALL_THREE_DIFFER; 6A19_INDIVIDUAL_REVIEW; NO_CURRENT_RUNTIME_EVIDENCE; BLOCKED_BY_PROTECTED_WORK"
"events/bulgaria_events.txt","global","events","events","PRESENT","PRESENT","PRESENT","ALL_THREE_DIFFER","UNKNOWN_REQUIRES_REVIEW","false","false","false","false","true","P1_REVIEW","FUTURE_BOUNDED_FUNCTIONAL_AUDIT","No automatic import; identify an object-level delta and design intent first","HOTFIX_6A19_RESIDUAL_GLOBAL_SCRIPT_REINDEX.md","","ALL_THREE_DIFFER; 6A19_INDIVIDUAL_REVIEW; NO_CURRENT_RUNTIME_EVIDENCE; AUDIT_REQUIRED_BEFORE_CORRECTION"
"events/canada_australia_events.txt","global","events","events","PRESENT","PRESENT","PRESENT","ALL_THREE_DIFFER","UNKNOWN_REQUIRES_REVIEW","false","false","false","false","true","P1_REVIEW","FUTURE_BOUNDED_FUNCTIONAL_AUDIT","No automatic import; identify an object-level delta and design intent first","HOTFIX_6A19_RESIDUAL_GLOBAL_SCRIPT_REINDEX.md","","ALL_THREE_DIFFER; 6A19_INDIVIDUAL_REVIEW; NO_CURRENT_RUNTIME_EVIDENCE; AUDIT_REQUIRED_BEFORE_CORRECTION"
"events/canal_events.txt","global","events","events","PRESENT","PRESENT","PRESENT","ALL_THREE_DIFFER","UNKNOWN_REQUIRES_REVIEW","false","false","false","false","true","P1_REVIEW","FUTURE_BOUNDED_FUNCTIONAL_AUDIT","No automatic import; identify an object-level delta and design intent first","HOTFIX_6A19_RESIDUAL_GLOBAL_SCRIPT_REINDEX.md","","ALL_THREE_DIFFER; 6A19_INDIVIDUAL_REVIEW; NO_CURRENT_RUNTIME_EVIDENCE; AUDIT_REQUIRED_BEFORE_CORRECTION"
"events/character_events.txt","global","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/colonial_administration_events.txt","global","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
"events/commander_events.txt","global","events","events","PRESENT","PRESENT","PRESENT","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM","INTENTIONAL_FORK_DIVERGENCE","true","true","false","false","false","P2_REQUIRED_VALIDATION","RECALCULATE_AFTER_HOTFIX_6A","Preserve fork override pending final non-regression","Fork custom override against vanilla/hotfix baseline","","HOTFIX_EQUALS_VANILLA_FORK_CUSTOM"
