"diagnostic_id","diagnostic_kind","normalized_message","relative_path","line","script_line","object","object_type","suspected_api_or_reference","raw_excerpt","family","runtime_current","fork_context","source_context","vanilla_context","fork_file_present","source_file_present","vanilla_file_present","existing_report","existing_block","existing_classification","protected_area","intentional_divergence","post_merge_backlog","semantic_rewrite_required","bounded_exception","already_accounted_for","final_classification","classification_reason","merge_blocker","recommended_action","fresh_log_file","fresh_log_line","raw_log_excerpt"
"6A28-0180","PostValidate_trigger","PostValidate of trigger 'has_interest_marker_in_region' returned false","common/journal_entries/03_afghanistan.txt","148","148","je_consolidate_afghanistan","journal_entry","has_interest_marker_in_region","has_interest_marker_in_region = region_persia","API_HAS_INTEREST_MARKER_IN_REGION","true","has_interest_marker_in_region = region_persia","any_scope_state = {","has_interest_marker_in_region = sr:region_greater_persia","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","journal_entries","FAMILY_D","DECLARED_INTEREST_CLOSED_OR_DEFERRED","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","3146","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_interest_marker_in_region' returned false at common/journal_entries/03_afghanistan.txt:148"
"6A28-0181","PostValidate_trigger","PostValidate of trigger 'has_interest_marker_in_region' returned false","common/journal_entries/03_afghanistan.txt","166","166","je_consolidate_afghanistan","journal_entry","has_interest_marker_in_region","has_interest_marker_in_region = region_persia","API_HAS_INTEREST_MARKER_IN_REGION","true","has_interest_marker_in_region = region_persia","NOT = { THIS = ROOT }","has_interest_marker_in_region = sr:region_greater_persia","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","journal_entries","FAMILY_D","DECLARED_INTEREST_CLOSED_OR_DEFERRED","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","3147","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_interest_marker_in_region' returned false at common/journal_entries/03_afghanistan.txt:166"
"6A28-0182","PostValidate_trigger","PostValidate of trigger 'has_interest_marker_in_region' returned false","common/journal_entries/03_afghanistan.txt","197","197","je_consolidate_afghanistan","journal_entry","has_interest_marker_in_region","has_interest_marker_in_region = region_persia","API_HAS_INTEREST_MARKER_IN_REGION","true","has_interest_marker_in_region = region_persia","}","has_interest_marker_in_region = sr:region_greater_persia","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","journal_entries","FAMILY_D","DECLARED_INTEREST_CLOSED_OR_DEFERRED","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","3148","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_interest_marker_in_region' returned false at common/journal_entries/03_afghanistan.txt:197"
"6A28-0183","PostValidate_trigger","PostValidate of trigger 'has_interest_marker_in_region' returned false","common/journal_entries/03_afghanistan.txt","208","208","je_consolidate_afghanistan","journal_entry","has_interest_marker_in_region","has_interest_marker_in_region = region_persia","API_HAS_INTEREST_MARKER_IN_REGION","true","has_interest_marker_in_region = region_persia","}","has_interest_marker_in_region = sr:region_greater_persia","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","journal_entries","FAMILY_D","DECLARED_INTEREST_CLOSED_OR_DEFERRED","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","3149","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_interest_marker_in_region' returned false at common/journal_entries/03_afghanistan.txt:208"
"6A28-0184","PostValidate_trigger","PostValidate of trigger 'has_interest_marker_in_region' returned false","common/journal_entries/03_afghanistan.txt","222","222","je_consolidate_afghanistan","journal_entry","has_interest_marker_in_region","has_interest_marker_in_region = region_persia","API_HAS_INTEREST_MARKER_IN_REGION","true","has_interest_marker_in_region = region_persia","}","has_interest_marker_in_region = sr:region_greater_persia","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","journal_entries","FAMILY_D","DECLARED_INTEREST_CLOSED_OR_DEFERRED","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","3150","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_interest_marker_in_region' returned false at common/journal_entries/03_afghanistan.txt:222"
"6A28-0185","PostValidate_trigger","PostValidate of trigger 'has_interest_marker_in_region' returned false","common/journal_entries/03_afghanistan.txt","244","244","je_consolidate_afghanistan","journal_entry","has_interest_marker_in_region","has_interest_marker_in_region = region_persia","API_HAS_INTEREST_MARKER_IN_REGION","true","has_interest_marker_in_region = region_persia","}","has_interest_marker_in_region = sr:region_greater_persia","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","journal_entries","FAMILY_D","DECLARED_INTEREST_CLOSED_OR_DEFERRED","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","3151","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_interest_marker_in_region' returned false at common/journal_entries/03_afghanistan.txt:244"
"6A28-0186","PostValidate_trigger","PostValidate of trigger 'has_interest_marker_in_region' returned false","common/journal_entries/03_afghanistan.txt","262","262","je_consolidate_afghanistan","journal_entry","has_interest_marker_in_region","has_interest_marker_in_region = region_persia","API_HAS_INTEREST_MARKER_IN_REGION","true","has_interest_marker_in_region = region_persia","possible = {","has_interest_marker_in_region = sr:region_greater_persia","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","journal_entries","FAMILY_D","DECLARED_INTEREST_CLOSED_OR_DEFERRED","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","3152","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_interest_marker_in_region' returned false at common/journal_entries/03_afghanistan.txt:262"
"6A28-0187","PostValidate_trigger","PostValidate of trigger 'has_interest_marker_in_region' returned false","common/journal_entries/03_afghanistan.txt","286","286","je_consolidate_afghanistan","journal_entry","has_interest_marker_in_region","has_interest_marker_in_region = region_persia","API_HAS_INTEREST_MARKER_IN_REGION","true","has_interest_marker_in_region = region_persia","owner ?= { is_subject_of = ROOT }","has_interest_marker_in_region = sr:region_greater_persia","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","journal_entries","FAMILY_D","DECLARED_INTEREST_CLOSED_OR_DEFERRED","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","3153","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_interest_marker_in_region' returned false at common/journal_entries/03_afghanistan.txt:286"
"6A28-0188","PostValidate_trigger","PostValidate of trigger 'has_interest_marker_in_region' returned false","common/journal_entries/03_afghanistan.txt","298","298","je_consolidate_afghanistan","journal_entry","has_interest_marker_in_region","has_interest_marker_in_region = region_persia","API_HAS_INTEREST_MARKER_IN_REGION","true","has_interest_marker_in_region = region_persia","NOT = {","has_interest_marker_in_region = sr:region_greater_persia","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","journal_entries","FAMILY_D","DECLARED_INTEREST_CLOSED_OR_DEFERRED","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","3154","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_interest_marker_in_region' returned false at common/journal_entries/03_afghanistan.txt:298"
"6A28-0189","PostValidate_trigger","PostValidate of trigger 'has_interest_marker_in_region' returned false","common/journal_entries/03_afghanistan.txt","318","318","je_consolidate_afghanistan","journal_entry","has_interest_marker_in_region","has_interest_marker_in_region = region_persia","API_HAS_INTEREST_MARKER_IN_REGION","true","has_interest_marker_in_region = region_persia","is_in_geographic_region = geographic_region_india","has_interest_marker_in_region = sr:region_greater_persia","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","journal_entries","FAMILY_D","DECLARED_INTEREST_CLOSED_OR_DEFERRED","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","3155","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_interest_marker_in_region' returned false at common/journal_entries/03_afghanistan.txt:318"
"6A28-0190","PostValidate_trigger","PostValidate of trigger 'has_interest_marker_in_region' returned false","common/journal_entries/03_afghanistan.txt","336","336","je_consolidate_afghanistan","journal_entry","has_interest_marker_in_region","has_interest_marker_in_region = region_persia","API_HAS_INTEREST_MARKER_IN_REGION","true","has_interest_marker_in_region = region_persia","text = first_gp_approves_tt","has_interest_marker_in_region = sr:region_greater_persia","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","journal_entries","FAMILY_D","DECLARED_INTEREST_CLOSED_OR_DEFERRED","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","3156","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_interest_marker_in_region' returned false at common/journal_entries/03_afghanistan.txt:336"
"6A28-0191","PostValidate_trigger","PostValidate of trigger 'has_interest_marker_in_region' returned false","common/journal_entries/03_afghanistan.txt","443","443","je_consolidate_afghanistan","journal_entry","has_interest_marker_in_region","has_interest_marker_in_region = region_persia","API_HAS_INTEREST_MARKER_IN_REGION","true","has_interest_marker_in_region = region_persia","limit = {","has_interest_marker_in_region = sr:region_greater_persia","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","journal_entries","FAMILY_D","DECLARED_INTEREST_CLOSED_OR_DEFERRED","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","3157","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_interest_marker_in_region' returned false at common/journal_entries/03_afghanistan.txt:443"
"6A28-0192","PostValidate_trigger","PostValidate of trigger 'has_interest_marker_in_region' returned false","common/journal_entries/03_afghanistan.txt","461","461","je_consolidate_afghanistan","journal_entry","has_interest_marker_in_region","has_interest_marker_in_region = region_persia","API_HAS_INTEREST_MARKER_IN_REGION","true","has_interest_marker_in_region = region_persia","if = {","has_interest_marker_in_region = sr:region_greater_persia","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","journal_entries","FAMILY_D","DECLARED_INTEREST_CLOSED_OR_DEFERRED","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","3158","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_interest_marker_in_region' returned false at common/journal_entries/03_afghanistan.txt:461"
"6A28-0193","PostValidate_trigger","PostValidate of trigger 'has_role' returned false","common/journal_entries/04_india_non_cooperation.txt","214","214","je_india_non_cooperation_movement","journal_entry","has_role","has_role = politician","API_HAS_ROLE","true","has_role = politician","has_role_of_type = politician || has_role_of_type = agitator","has_role_of_type = politician || has_role_of_type = agitator","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","India_hotfix","FAMILY_B","INDIA_CLOSED","false","false","false","true","false","BOUNDED_EXCEPTION","API or pinning exception already bounded by the 6A25/6A26 audits; no atomic transformation is authorized.","false","PRESERVE_BOUNDED_EXCEPTION","debug.log","3159","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_role' returned false at common/journal_entries/04_india_non_cooperation.txt:214"
"6A28-0194","PostValidate_trigger","PostValidate of trigger 'has_role' returned false","common/journal_entries/04_india_non_cooperation.txt","235","235","je_india_non_cooperation_movement","journal_entry","has_role","has_role = agitator","API_HAS_ROLE","true","has_role = agitator","has_role_of_type = politician || has_role_of_type = agitator","has_role_of_type = politician || has_role_of_type = agitator","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","India_hotfix","FAMILY_B","INDIA_CLOSED","false","false","false","true","false","BOUNDED_EXCEPTION","API or pinning exception already bounded by the 6A25/6A26 audits; no atomic transformation is authorized.","false","PRESERVE_BOUNDED_EXCEPTION","debug.log","3160","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_role' returned false at common/journal_entries/04_india_non_cooperation.txt:235"
"6A28-0195","PostValidate_trigger","PostValidate of trigger 'has_role' returned false","common/journal_entries/05_austrian_fascism.txt","66","66","je_standestaat","journal_entry","has_role","has_role = politician","API_HAS_ROLE","true","has_role = politician","has_role_of_type = politician || has_role_of_type = agitator","has_role_of_type = politician || has_role_of_type = agitator","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","journal_entries","FAMILY_B","EXISTING_PROTECTED_CONCURRENT_WORK","false","false","false","true","false","BOUNDED_EXCEPTION","API or pinning exception already bounded by the 6A25/6A26 audits; no atomic transformation is authorized.","false","PRESERVE_BOUNDED_EXCEPTION","debug.log","3161","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_role' returned false at common/journal_entries/05_austrian_fascism.txt:66"
"6A28-0196","PostValidate_trigger","PostValidate of trigger 'has_role' returned false","common/journal_entries/05_austrian_fascism.txt","67","67","je_standestaat","journal_entry","has_role","has_role = agitator","API_HAS_ROLE","true","has_role = agitator","has_role_of_type = politician || has_role_of_type = agitator","has_role_of_type = politician || has_role_of_type = agitator","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","journal_entries","FAMILY_B","EXISTING_PROTECTED_CONCURRENT_WORK","false","false","false","true","false","BOUNDED_EXCEPTION","API or pinning exception already bounded by the 6A25/6A26 audits; no atomic transformation is authorized.","false","PRESERVE_BOUNDED_EXCEPTION","debug.log","3162","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_role' returned false at common/journal_entries/05_austrian_fascism.txt:67"
"6A28-0197","PostValidate_trigger","PostValidate of trigger 'has_role' returned false","common/journal_entries/05_austrian_fascism.txt","219","219","je_standestaat","journal_entry","has_role","has_role = politician","API_HAS_ROLE","true","has_role = politician","has_role_of_type = politician || has_role_of_type = agitator","has_role_of_type = politician || has_role_of_type = agitator","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","journal_entries","FAMILY_B","EXISTING_PROTECTED_CONCURRENT_WORK","false","false","false","true","false","BOUNDED_EXCEPTION","API or pinning exception already bounded by the 6A25/6A26 audits; no atomic transformation is authorized.","false","PRESERVE_BOUNDED_EXCEPTION","debug.log","3163","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_role' returned false at common/journal_entries/05_austrian_fascism.txt:219"
"6A28-0198","PostValidate_trigger","PostValidate of trigger 'has_role' returned false","common/journal_entries/05_austrian_fascism.txt","220","220","je_standestaat","journal_entry","has_role","has_role = agitator","API_HAS_ROLE","true","has_role = agitator","has_role_of_type = politician || has_role_of_type = agitator","has_role_of_type = politician || has_role_of_type = agitator","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","journal_entries","FAMILY_B","EXISTING_PROTECTED_CONCURRENT_WORK","false","false","false","true","false","BOUNDED_EXCEPTION","API or pinning exception already bounded by the 6A25/6A26 audits; no atomic transformation is authorized.","false","PRESERVE_BOUNDED_EXCEPTION","debug.log","3164","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_role' returned false at common/journal_entries/05_austrian_fascism.txt:220"
"6A28-0199","PostValidate_trigger","PostValidate of trigger 'has_interest_marker_in_region' returned false","common/journal_entries/07_american_mod_jes.txt","105","105","je_buying_florida_mod","journal_entry","has_interest_marker_in_region","has_interest_marker_in_region = region_dixie","API_HAS_INTEREST_MARKER_IN_REGION","true","has_interest_marker_in_region = region_dixie","has_interest_marker_in_region = sr:region_atlantic_coast || has_interest_marker_in_region = region_atlantic_coast","FILE_ABSENT","true","true","false","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","American_content","FAMILY_D","DECLARED_INTEREST_CLOSED_OR_DEFERRED","false","false","false","false","false","PROTECTED_WORK","Path or API family belongs to explicitly protected work; 6A28 neither opens nor changes it.","false","PRESERVE_PROTECTED_WORK","debug.log","3165","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_interest_marker_in_region' returned false at common/journal_entries/07_american_mod_jes.txt:105"
"6A28-0200","PostValidate_trigger","PostValidate of trigger 'has_journal_entry' returned false","common/laws/00_church_and_state.txt","85","85","law_state_religion","law","has_journal_entry","has_journal_entry = je_elevate_buddhism","API_HAS_JOURNAL_ENTRY","true","FILE_ABSENT","FILE_ABSENT","has_journal_entry = je_elevate_buddhism || has_journal_entry = je_shinbutsu_bunri || has_journal_entry = je_british_dictate_plantations","false","false","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","","FAMILY_E","","false","false","false","false","true","ALREADY_ACCOUNTED_FOR","Known diagnostic already covered by canonical merge state; no residual hotfix correction is demonstrated.","false","NO_FORK_ACTION","debug.log","2928","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_journal_entry' returned false at common/laws/00_church_and_state.txt:85"
"6A28-0201","PostValidate_trigger","PostValidate of trigger 'has_journal_entry' returned false","common/laws/00_church_and_state.txt","88","88","law_state_religion","law","has_journal_entry","has_journal_entry = je_shinbutsu_bunri","API_HAS_JOURNAL_ENTRY","true","FILE_ABSENT","FILE_ABSENT","has_journal_entry = je_elevate_buddhism || has_journal_entry = je_shinbutsu_bunri || has_journal_entry = je_british_dictate_plantations","false","false","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","","FAMILY_E","","false","false","false","false","true","ALREADY_ACCOUNTED_FOR","Known diagnostic already covered by canonical merge state; no residual hotfix correction is demonstrated.","false","NO_FORK_ACTION","debug.log","2929","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_journal_entry' returned false at common/laws/00_church_and_state.txt:88"
"6A28-0202","PostValidate_trigger","PostValidate of trigger 'has_journal_entry' returned false","common/laws/00_church_and_state.txt","435","435","law_freedom_of_conscience","law","has_journal_entry","has_journal_entry = je_shinbutsu_bunri","API_HAS_JOURNAL_ENTRY","true","FILE_ABSENT","FILE_ABSENT","has_journal_entry = je_elevate_buddhism || has_journal_entry = je_shinbutsu_bunri || has_journal_entry = je_british_dictate_plantations","false","false","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","","FAMILY_E","","false","false","false","false","true","ALREADY_ACCOUNTED_FOR","Known diagnostic already covered by canonical merge state; no residual hotfix correction is demonstrated.","false","NO_FORK_ACTION","debug.log","2930","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_journal_entry' returned false at common/laws/00_church_and_state.txt:435"
"6A28-0203","PostValidate_trigger","PostValidate of trigger 'has_journal_entry' returned false","common/laws/00_education_system.txt","106","106","law_religious_schools","law","has_journal_entry","has_journal_entry = je_elevate_buddhism","API_HAS_JOURNAL_ENTRY","true","FILE_ABSENT","FILE_ABSENT","has_journal_entry = je_sick_man_education || has_journal_entry = je_portugal_regeneration_institutions || has_journal_entry = je_elevate_buddhism","false","false","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","","FAMILY_E","","false","false","false","false","true","ALREADY_ACCOUNTED_FOR","Known diagnostic already covered by canonical merge state; no residual hotfix correction is demonstrated.","false","NO_FORK_ACTION","debug.log","2931","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_journal_entry' returned false at common/laws/00_education_system.txt:106"
"6A28-0204","PostValidate_trigger","PostValidate of trigger 'has_journal_entry' returned false","common/laws/00_education_system.txt","109","109","law_religious_schools","law","has_journal_entry","has_journal_entry = je_shinbutsu_bunri","API_HAS_JOURNAL_ENTRY","true","FILE_ABSENT","FILE_ABSENT","has_journal_entry = je_sick_man_education || has_journal_entry = je_portugal_regeneration_institutions || has_journal_entry = je_elevate_buddhism","false","false","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","","FAMILY_E","","false","false","false","false","true","ALREADY_ACCOUNTED_FOR","Known diagnostic already covered by canonical merge state; no residual hotfix correction is demonstrated.","false","NO_FORK_ACTION","debug.log","2932","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_journal_entry' returned false at common/laws/00_education_system.txt:109"
"6A28-0205","PostValidate_trigger","PostValidate of trigger 'has_journal_entry' returned false","common/laws/00_health_system.txt","66","66","law_charitable_health_system","law","has_journal_entry","has_journal_entry = je_elevate_buddhism","API_HAS_JOURNAL_ENTRY","true","FILE_ABSENT","FILE_ABSENT","has_journal_entry = je_elevate_buddhism","false","false","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","","FAMILY_E","","false","false","false","false","true","ALREADY_ACCOUNTED_FOR","Known diagnostic already covered by canonical merge state; no residual hotfix correction is demonstrated.","false","NO_FORK_ACTION","debug.log","2933","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_journal_entry' returned false at common/laws/00_health_system.txt:66"
"6A28-0206","PostValidate_trigger","PostValidate of trigger 'has_journal_entry' returned false","common/laws/00_migration.txt","129","129","law_closed_borders","law","has_journal_entry","has_journal_entry = je_meiji_imperial_marriage","API_HAS_JOURNAL_ENTRY","true","FILE_ABSENT","FILE_ABSENT","has_journal_entry = je_chinese_missions || has_journal_entry = je_meiji_diplomacy","false","false","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","","FAMILY_E","","false","false","false","false","true","ALREADY_ACCOUNTED_FOR","Known diagnostic already covered by canonical merge state; no residual hotfix correction is demonstrated.","false","NO_FORK_ACTION","debug.log","2934","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_journal_entry' returned false at common/laws/00_migration.txt:129"
"6A28-0207","PostValidate_trigger","PostValidate of trigger 'has_journal_entry' returned false","common/laws/00_trade_policy.txt","88","88","law_protectionism","law","has_journal_entry","has_journal_entry = je_meiji_imperial_marriage","API_HAS_JOURNAL_ENTRY","true","FILE_ABSENT","FILE_ABSENT","has_journal_entry = je_meiji_diplomacy || has_journal_entry = je_meiji_imperial_marriage","false","false","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","","FAMILY_E","","false","false","false","false","true","ALREADY_ACCOUNTED_FOR","Known diagnostic already covered by canonical merge state; no residual hotfix correction is demonstrated.","false","NO_FORK_ACTION","debug.log","2935","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_journal_entry' returned false at common/laws/00_trade_policy.txt:88"
"6A28-0208","PostValidate_trigger","PostValidate of trigger 'has_template' returned false","common/on_actions/00_code_on_actions.txt","669","669","on_monthly_pulse_country","on_action","has_template","has_template = spa_alfonso_xii_de_borbon_template","API_HAS_TEMPLATE","true","has_template = spa_alfonso_xii_de_borbon_template","has_template = tur_abdulaziz_osmanoglu_template || has_template = tur_murad_v_osmanoglu_template || has_template = tur_abdulmecid_osmanoglu_template","has_template = tur_abdulaziz_osmanoglu_template || has_template = tur_murad_v_osmanoglu_template || has_template = tur_abdulmecid_osmanoglu_template","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","common/on_actions","FAMILY_E","","false","false","false","false","true","ALREADY_ACCOUNTED_FOR","Known diagnostic already covered by canonical merge state; no residual hotfix correction is demonstrated.","false","NO_CORRECTION_SELECTED","debug.log","3107","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_template' returned false at common/on_actions/00_code_on_actions.txt:669"
"6A28-0209","PostValidate_trigger","PostValidate of trigger 'has_template' returned false","common/on_actions/00_code_on_actions.txt","676","676","on_monthly_pulse_country","on_action","has_template","has_template = spa_alfonso_xii_de_borbon_template","API_HAS_TEMPLATE","true","has_template = spa_alfonso_xii_de_borbon_template","has_template = tur_abdulaziz_osmanoglu_template || has_template = tur_murad_v_osmanoglu_template || has_template = tur_abdulmecid_osmanoglu_template","has_template = tur_abdulaziz_osmanoglu_template || has_template = tur_murad_v_osmanoglu_template || has_template = tur_abdulmecid_osmanoglu_template","true","true","true","docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md","common/on_actions","FAMILY_E","","false","false","false","false","true","ALREADY_ACCOUNTED_FOR","Known diagnostic already covered by canonical merge state; no residual hotfix correction is demonstrated.","false","NO_CORRECTION_SELECTED","debug.log","3108","[23:14:10][jomini_trigger.cpp:224]: PostValidate of trigger 'has_template' returned false at common/on_actions/00_code_on_actions.txt:676"
