"state_id"                    , "numeric_id", "source_file"                                    , "current_relevant_resources"                                                                                                                                                                                                                    , "candidate_limestone_potential", "potential_class", "evidence_status"  , "evidence_region"                      , "evidence_summary"                                                                                                                                                                                                                                                                                                                                                                                                            , "source_urls"                                                                                                                                                                                                                                                                                                                                                                                                                                                      , "implementation_status"            , "notes"
"STATE_MARRAKECH"             , "186"       , "map_data/state_regions/03_north_africa.txt"     , "building_iron_mine=30;building_sulfur_mine=52;building_fishing_wharf=8;building_salt_pan=20"                                                                                                                                                   , "48"                           , "HIGH"           , "MEDIUM_CONFIDENCE", "North Africa"                         , "STATE_MARRAKECH is classified HIGH because it represents broad carbonate-bearing sedimentary or fold-belt geology with good quarry plausibility. Regional basis: Atlas belts, Mediterranean basins and Egypt contain widespread carbonate strata, while crystalline massifs, dunes and deep Saharan cover lower practical quarry potential inland."                                                                          , "https://www.brgm.fr/en/reference-completed-project/new-edition-110000000-geological-map-africa|https://infoterre.brgm.fr/rapports/RP-54404-FR.pdf|https://emra.gov.eg/ca/geological-maps|https://cartesgeoscientifiques.mem.gov.ma/?tc=gp"                                                                                                                                                                                                                        , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MARYLAND"              , "296"       , "map_data/state_regions/05_north_america.txt"    , "building_logging_camp=6;building_fishing_wharf=9"                                                                                                                                                                                              , "28"                           , "MEDIUM"         , "HIGH_CONFIDENCE"  , "North America"                        , "STATE_MARYLAND is classified MEDIUM because it represents meaningful but spatially mixed carbonate geology at state scale. Regional basis: Limestone and dolomite are widespread across central and eastern North America and major western sedimentary basins; Canadian Shield and young volcanic provinces are substantially lower."                                                                                       , "https://www.usgs.gov/publications/natural-aggregates-conterminous-united-states|https://pubs.usgs.gov/bul/b1594/|https://pubs.usgs.gov/bul/1019e/report.pdf|https://geoappext.nrcan.gc.ca/arcgis/rest/services/MMS/GMRC_E/MapServer/0"                                                                                                                                                                                                                            , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MASSACHUSETTS"         , "302"       , "map_data/state_regions/05_north_america.txt"    , "building_coal_mine=56;building_iron_mine=36;building_logging_camp=14;building_whaling_station=8;building_fishing_wharf=10"                                                                                                                     , "16"                           , "MODEST"         , "HIGH_CONFIDENCE"  , "North America"                        , "STATE_MASSACHUSETTS is classified MODEST because it represents localized carbonate units constrained by cover, crystalline terrain, or access. Regional basis: Limestone and dolomite are widespread across central and eastern North America and major western sedimentary basins; Canadian Shield and young volcanic provinces are substantially lower."                                                                   , "https://www.usgs.gov/publications/natural-aggregates-conterminous-united-states|https://pubs.usgs.gov/bul/b1594/|https://pubs.usgs.gov/bul/1019e/report.pdf|https://geoappext.nrcan.gc.ca/arcgis/rest/services/MMS/GMRC_E/MapServer/0"                                                                                                                                                                                                                            , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MATO_GROSSO"           , "387"       , "map_data/state_regions/07_south_america.txt"    , "building_logging_camp=29;building_iron_mine=18;building_rubber_plantation=discoverable;building_oil_rig=discoverable"                                                                                                                          , "8"                            , "LOW"            , "MEDIUM_CONFIDENCE", "Brazil and Southern Cone"             , "STATE_MATO_GROSSO is classified LOW because it represents only limited or poorly resolved carbonate occurrence amid unfavorable terrain or small land area. Regional basis: Brazilian and Argentine mapping shows carbonate occurrences within sedimentary basins and folded belts, but large shields, Amazon cover, Pampas sediment and Patagonia make potential uneven."                                                   , "https://rigeo.sgb.gov.br/items/32bb9679-e245-49d8-ba89-3fd9d68b59ea|https://repositorio.segemar.gov.ar/bitstream/handle/308849217/2825/CMIRyG_2766II_SM_Tucuman_M.pdf?isAllowed=y&sequence=1|https://onegeology.github.io/documentation/using/portal.html"                                                                                                                                                                                                        , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MATRUH"                , "179"       , "map_data/state_regions/03_north_africa.txt"     , "building_fishing_wharf=3"                                                                                                                                                                                                                      , "28"                           , "MEDIUM"         , "MEDIUM_CONFIDENCE", "North Africa"                         , "STATE_MATRUH is classified MEDIUM because it represents meaningful but spatially mixed carbonate geology at state scale. Regional basis: Atlas belts, Mediterranean basins and Egypt contain widespread carbonate strata, while crystalline massifs, dunes and deep Saharan cover lower practical quarry potential inland."                                                                                                  , "https://www.brgm.fr/en/reference-completed-project/new-edition-110000000-geological-map-africa|https://infoterre.brgm.fr/rapports/RP-54404-FR.pdf|https://emra.gov.eg/ca/geological-maps|https://cartesgeoscientifiques.mem.gov.ma/?tc=gp"                                                                                                                                                                                                                        , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MAURITANIA"            , "197"       , "map_data/state_regions/03_north_africa.txt"     , "building_iron_mine=45;building_fishing_wharf=15;building_whaling_station=3"                                                                                                                                                                    , "28"                           , "MEDIUM"         , "MEDIUM_CONFIDENCE", "North Africa"                         , "STATE_MAURITANIA is classified MEDIUM because it represents meaningful but spatially mixed carbonate geology at state scale. Regional basis: Atlas belts, Mediterranean basins and Egypt contain widespread carbonate strata, while crystalline massifs, dunes and deep Saharan cover lower practical quarry potential inland."                                                                                              , "https://www.brgm.fr/en/reference-completed-project/new-edition-110000000-geological-map-africa|https://infoterre.brgm.fr/rapports/RP-54404-FR.pdf|https://emra.gov.eg/ca/geological-maps|https://cartesgeoscientifiques.mem.gov.ma/?tc=gp"                                                                                                                                                                                                                        , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MAZANDARAN"            , "420"       , "map_data/state_regions/08_middle_east.txt"      , "building_coal_mine=22;building_iron_mine=11;building_logging_camp=20;building_oil_rig=discoverable"                                                                                                                                            , "48"                           , "HIGH"           , "MEDIUM_CONFIDENCE", "Middle East"                          , "STATE_MAZANDARAN is classified HIGH because it represents broad carbonate-bearing sedimentary or fold-belt geology with good quarry plausibility. Regional basis: The Arabian platform, Levant and Zagros contain very extensive marine carbonate sequences; major river alluvium and interior sand cover reduce directly accessible outcrop in selected states."                                                            , "https://www.usgs.gov/maps/geologic-map-arabian-peninsula|https://pubs.usgs.gov/publication/ofr97470B|https://onegeology.github.io/documentation/using/portal.html"                                                                                                                                                                                                                                                                                                , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MAZOVIA"               , "154"       , "map_data/state_regions/02_east_europe.txt"      , "building_coal_mine=24;building_logging_camp=8"                                                                                                                                                                                                 , "28"                           , "MEDIUM"         , "HIGH_CONFIDENCE"  , "Poland and Baltic"                    , "STATE_MAZOVIA is classified MEDIUM because it represents meaningful but spatially mixed carbonate geology at state scale. Regional basis: Polish resource mapping explicitly records limestone, marl and chalk, strongest in southern and central belts; thick Quaternary cover and crystalline terrain lower potential northward and eastward."                                                                             , "https://www.pgi.gov.pl/en/mineral-resources/maps/|https://baza.pgi.gov.pl/en/cbdg/geoportal/uslugi/gis|https://gemas.eurogeosurveys.org/image/GEMAS_Brochure.pdf"                                                                                                                                                                                                                                                                                                 , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MECKLENBURG"           , "75"        , "map_data/state_regions/00_west_europe.txt"      , "building_logging_camp=8;building_fishing_wharf=10"                                                                                                                                                                                             , "28"                           , "MEDIUM"         , "MEDIUM_CONFIDENCE", "German states and Central Europe"     , "STATE_MECKLENBURG is classified MEDIUM because it represents meaningful but spatially mixed carbonate geology at state scale. Regional basis: Mesozoic limestone belts, Alpine carbonates and Carpathian units create broad quarry potential, while northern lowlands and crystalline cores are more discontinuous."                                                                                                         , "https://www.bgr.bund.de/DE/Themen/Sammlungen-Grundlagen/GG_geol_Info/Karten/Deutschland/GUEK250/guek250_inhalt.html?nn=1840614|https://www.bgr.bund.de/EN/Themen/Sammlungen-Grundlagen/GG_geol_Info/Karten/Deutschland/Bodenschatzkarte/bodenschatzkarte_node_en.html|https://gemas.eurogeosurveys.org/image/GEMAS_Brochure.pdf"                                                                                                                                  , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MEKONG"                , "519"       , "map_data/state_regions/11_east_asia.txt"        , "building_logging_camp=20;building_fishing_wharf=16;building_salt_pan=30;building_rubber_plantation=discoverable"                                                                                                                               , "28"                           , "MEDIUM"         , "MEDIUM_CONFIDENCE", "Southeast Asia"                       , "STATE_MEKONG is classified MEDIUM because it represents meaningful but spatially mixed carbonate geology at state scale. Regional basis: Regional geological compilation shows widespread carbonate and karst belts from Burma through Indochina and Malaya, interrupted by deltas, volcanic arcs and granitic uplands."                                                                                                     , "https://en.cgs.gov.cn/achievements/201601/t20160112_35416.html|https://gbank.gsj.jp/owscontents/index_en.html"                                                                                                                                                                                                                                                                                                                                                    , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MERZ"                  , "807"       , "map_data/state_regions/15_russia.txt"           , "building_iron_mine=21;building_logging_camp=5"                                                                                                                                                                                                 , "8"                            , "LOW"            , "LOW_CONFIDENCE"   , "Siberia and Arctic"                   , "STATE_MERZ is classified LOW because it represents only limited or poorly resolved carbonate occurrence amid unfavorable terrain or small land area. Regional basis: Siberian sedimentary platforms contain carbonates, but shield terrain, volcanic arcs, permafrost and extreme remoteness sharply reduce practical state-scale quarry potential."                                                                         , "https://pubs.usgs.gov/publication/ofr97470E|https://data.usgs.gov/datacatalog/data/USGS%3A60ad3d53d34e4043c850f275|https://www.usgs.gov/centers/central-energy-resources-science-center/science/world-geologic-maps"                                                                                                                                                                                                                                              , "REVIEW_REQUIRED"                  , "Regional-scale evidence only; targeted geological-survey or deposit-level confirmation is required before editing state resources."
"STATE_MEXICO"                , "332"       , "map_data/state_regions/05_north_america.txt"    , "building_iron_mine=9;building_lead_mine=12;building_logging_camp=7;building_rubber_plantation=discoverable"                                                                                                                                    , "48"                           , "HIGH"           , "MEDIUM_CONFIDENCE", "Mexico, Central America and Caribbean", "STATE_MEXICO is classified HIGH because it represents broad carbonate-bearing sedimentary or fold-belt geology with good quarry plausibility. Regional basis: Mexican and Greater Antillean sedimentary belts include major carbonate provinces, notably Yucatan and Cuba; volcanic Central America and small oceanic islands receive conservative values."                                                                  , "https://www.sgm.gob.mx/GeoInfoMexGobMx/|https://www.usgs.gov/maps/geologic-map-greater-antilles-and-virgin-islands|https://onegeology.github.io/documentation/using/portal.html"                                                                                                                                                                                                                                                                                  , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MICHIGAN"              , "287"       , "map_data/state_regions/05_north_america.txt"    , "building_iron_mine=60;building_sulfur_mine=32;building_logging_camp=50"                                                                                                                                                                        , "48"                           , "HIGH"           , "HIGH_CONFIDENCE"  , "North America"                        , "STATE_MICHIGAN is classified HIGH because it represents broad carbonate-bearing sedimentary or fold-belt geology with good quarry plausibility. Regional basis: Limestone and dolomite are widespread across central and eastern North America and major western sedimentary basins; Canadian Shield and young volcanic provinces are substantially lower."                                                                  , "https://www.usgs.gov/publications/natural-aggregates-conterminous-united-states|https://pubs.usgs.gov/bul/b1594/|https://pubs.usgs.gov/bul/1019e/report.pdf|https://geoappext.nrcan.gc.ca/arcgis/rest/services/MMS/GMRC_E/MapServer/0"                                                                                                                                                                                                                            , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MIDDLE_EGYPT"          , "177"       , "map_data/state_regions/03_north_africa.txt"     , "building_logging_camp=2;building_fishing_wharf=4"                                                                                                                                                                                              , "48"                           , "HIGH"           , "MEDIUM_CONFIDENCE", "North Africa"                         , "STATE_MIDDLE_EGYPT is classified HIGH because it represents broad carbonate-bearing sedimentary or fold-belt geology with good quarry plausibility. Regional basis: Atlas belts, Mediterranean basins and Egypt contain widespread carbonate strata, while crystalline massifs, dunes and deep Saharan cover lower practical quarry potential inland."                                                                       , "https://www.brgm.fr/en/reference-completed-project/new-edition-110000000-geological-map-africa|https://infoterre.brgm.fr/rapports/RP-54404-FR.pdf|https://emra.gov.eg/ca/geological-maps|https://cartesgeoscientifiques.mem.gov.ma/?tc=gp"                                                                                                                                                                                                                        , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MIDLANDS"              , "20"        , "map_data/state_regions/00_west_europe.txt"      , "building_coal_mine=80;building_iron_mine=60;building_sulfur_mine=40;building_logging_camp=6;building_fishing_wharf=2"                                                                                                                          , "48"                           , "HIGH"           , "HIGH_CONFIDENCE"  , "British Isles"                        , "STATE_MIDLANDS is classified HIGH because it represents broad carbonate-bearing sedimentary or fold-belt geology with good quarry plausibility. Regional basis: Chalk and other carbonate belts are extensive in southern and eastern England, with additional limestone provinces in Wales, northern England and Ireland; crystalline Highland terrain is less favorable."                                                  , "https://www2.bgs.ac.uk/groundwater/shaleGas/aquifersAndShales/maps/aquifers/Chalk.html|https://onegeology.github.io/documentation/using/portal.html"                                                                                                                                                                                                                                                                                                              , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MINAS_GERAIS"          , "391"       , "map_data/state_regions/07_south_america.txt"    , "building_gold_mine=2;building_iron_mine=45;building_lead_mine=30;building_logging_camp=24;building_gold_field=discoverable;building_rubber_plantation=discoverable;building_oil_rig=discoverable"                                              , "48"                           , "HIGH"           , "HIGH_CONFIDENCE"  , "Brazil and Southern Cone"             , "STATE_MINAS_GERAIS is classified HIGH because it represents broad carbonate-bearing sedimentary or fold-belt geology with good quarry plausibility. Regional basis: Brazilian and Argentine mapping shows carbonate occurrences within sedimentary basins and folded belts, but large shields, Amazon cover, Pampas sediment and Patagonia make potential uneven."                                                           , "https://rigeo.sgb.gov.br/items/32bb9679-e245-49d8-ba89-3fd9d68b59ea|https://repositorio.segemar.gov.ar/bitstream/handle/308849217/2825/CMIRyG_2766II_SM_Tucuman_M.pdf?isAllowed=y&sequence=1|https://onegeology.github.io/documentation/using/portal.html"                                                                                                                                                                                                        , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MINDANAO"              , "552"       , "map_data/state_regions/12_indonesia.txt"        , "building_iron_mine=36;building_logging_camp=14;building_fishing_wharf=8;building_rubber_plantation=discoverable"                                                                                                                               , "48"                           , "HIGH"           , "HIGH_CONFIDENCE"  , "Indonesia and Philippines"            , "STATE_MINDANAO is classified HIGH because it represents broad carbonate-bearing sedimentary or fold-belt geology with good quarry plausibility. Regional basis: Official Indonesian mapping records broad limestone distribution across the major islands; tectonic and volcanic areas make quality and accessibility variable, so not every island receives the same potential."                                            , "https://geologi.esdm.go.id/storage/publikasi/kcVEQXADi0eq4J94sT1N1Ri8BgnURtxdEFTrvwO7.pdf|https://psg.geologi.esdm.go.id/index.php/layanan-geomap/"                                                                                                                                                                                                                                                                                                               , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MINNESOTA"             , "284"       , "map_data/state_regions/05_north_america.txt"    , "building_iron_mine=45;building_sulfur_mine=40;building_logging_camp=40"                                                                                                                                                                        , "28"                           , "MEDIUM"         , "HIGH_CONFIDENCE"  , "North America"                        , "STATE_MINNESOTA is classified MEDIUM because it represents meaningful but spatially mixed carbonate geology at state scale. Regional basis: Limestone and dolomite are widespread across central and eastern North America and major western sedimentary basins; Canadian Shield and young volcanic provinces are substantially lower."                                                                                      , "https://www.usgs.gov/publications/natural-aggregates-conterminous-united-states|https://pubs.usgs.gov/bul/b1594/|https://pubs.usgs.gov/bul/1019e/report.pdf|https://geoappext.nrcan.gc.ca/arcgis/rest/services/MMS/GMRC_E/MapServer/0"                                                                                                                                                                                                                            , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MINSK"                 , "148"       , "map_data/state_regions/15_russia.txt"           , "building_logging_camp=35;building_iron_mine=8;building_coal_mine=5"                                                                                                                                                                            , "16"                           , "MODEST"         , "HIGH_CONFIDENCE"  , "Poland and Baltic"                    , "STATE_MINSK is classified MODEST because it represents localized carbonate units constrained by cover, crystalline terrain, or access. Regional basis: Polish resource mapping explicitly records limestone, marl and chalk, strongest in southern and central belts; thick Quaternary cover and crystalline terrain lower potential northward and eastward."                                                                , "https://www.pgi.gov.pl/en/mineral-resources/maps/|https://baza.pgi.gov.pl/en/cbdg/geoportal/uslugi/gis|https://gemas.eurogeosurveys.org/image/GEMAS_Brochure.pdf"                                                                                                                                                                                                                                                                                                 , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MIRANDA"               , "354"       , "map_data/state_regions/07_south_america.txt"    , "building_logging_camp=7;building_fishing_wharf=5;building_rubber_plantation=discoverable;building_oil_rig=discoverable"                                                                                                                        , "48"                           , "HIGH"           , "HIGH_CONFIDENCE"  , "Andes"                                , "STATE_MIRANDA is classified HIGH because it represents broad carbonate-bearing sedimentary or fold-belt geology with good quarry plausibility. Regional basis: National surveys document extensive limestone and industrial-mineral occurrences in Colombia and Peru; carbonate-bearing Andean basins continue regionally but volcanic massifs and high plateaus lower selected states."                                     , "https://www2.sgc.gov.co/Publicaciones/Cientificas/NoSeriadas/Documents/Caliza-en-Colombia-geologia.PDF|https://srvags.sgc.gov.co/PortalWeb/Elementos-web/Geoportal/sistema/index.html|https://geocatmin.ingemmet.gob.pe/arcgis/rest/services/SERV_GEOLOGIA_50K_INTEGRADA/MapServer|https://geocatmin.ingemmet.gob.pe/arcgis/rest/services/SERV_ROCAS_MINERALES_INDUSTRIALES/MapServer/17"                                                                         , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MISSISSIPPI"           , "291"       , "map_data/state_regions/05_north_america.txt"    , "building_coal_mine=40;building_logging_camp=14;building_fishing_wharf=5;building_oil_rig=discoverable;building_salt_mine=discoverable"                                                                                                         , "16"                           , "MODEST"         , "HIGH_CONFIDENCE"  , "North America"                        , "STATE_MISSISSIPPI is classified MODEST because it represents localized carbonate units constrained by cover, crystalline terrain, or access. Regional basis: Limestone and dolomite are widespread across central and eastern North America and major western sedimentary basins; Canadian Shield and young volcanic provinces are substantially lower."                                                                     , "https://www.usgs.gov/publications/natural-aggregates-conterminous-united-states|https://pubs.usgs.gov/bul/b1594/|https://pubs.usgs.gov/bul/1019e/report.pdf|https://geoappext.nrcan.gc.ca/arcgis/rest/services/MMS/GMRC_E/MapServer/0"                                                                                                                                                                                                                            , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MISSOURI"              , "282"       , "map_data/state_regions/05_north_america.txt"    , "building_lead_mine=36;building_logging_camp=16;building_oil_rig=discoverable"                                                                                                                                                                  , "80"                           , "VERY_HIGH"      , "HIGH_CONFIDENCE"  , "North America"                        , "STATE_MISSOURI is classified VERY_HIGH because it represents a major, well-exposed carbonate province or documented national concentration. Regional basis: Limestone and dolomite are widespread across central and eastern North America and major western sedimentary basins; Canadian Shield and young volcanic provinces are substantially lower."                                                                      , "https://www.usgs.gov/publications/natural-aggregates-conterminous-united-states|https://pubs.usgs.gov/bul/b1594/|https://pubs.usgs.gov/bul/1019e/report.pdf|https://geoappext.nrcan.gc.ca/arcgis/rest/services/MMS/GMRC_E/MapServer/0"                                                                                                                                                                                                                            , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MOCAMBIQUE"            , "237"       , "map_data/state_regions/04_subsaharan_africa.txt", "building_logging_camp=23;building_fishing_wharf=8;building_rubber_plantation=discoverable;building_gold_field=discoverable"                                                                                                                    , "16"                           , "MODEST"         , "MEDIUM_CONFIDENCE", "Sub-Saharan Africa"                   , "STATE_MOCAMBIQUE is classified MODEST because it represents localized carbonate units constrained by cover, crystalline terrain, or access. Regional basis: Local sedimentary basins and carbonate belts support limestone across the region, but large Precambrian shield areas make distribution discontinuous; South African mapping identifies major limestone and dolomite provinces."                                  , "https://www.brgm.fr/en/reference-completed-project/new-edition-110000000-geological-map-africa|https://infoterre.brgm.fr/rapports/RP-54404-FR.pdf|https://www.geoscience.org.za/cgs/systems/publications/downloadable-material/|https://www.geoscience.org.za/cgs/systems/publications/cgs-geological-maps/"                                                                                                                                                      , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MOGILEV"               , "138"       , "map_data/state_regions/15_russia.txt"           , "building_logging_camp=21"                                                                                                                                                                                                                      , "16"                           , "MODEST"         , "HIGH_CONFIDENCE"  , "Poland and Baltic"                    , "STATE_MOGILEV is classified MODEST because it represents localized carbonate units constrained by cover, crystalline terrain, or access. Regional basis: Polish resource mapping explicitly records limestone, marl and chalk, strongest in southern and central belts; thick Quaternary cover and crystalline terrain lower potential northward and eastward."                                                              , "https://www.pgi.gov.pl/en/mineral-resources/maps/|https://baza.pgi.gov.pl/en/cbdg/geoportal/uslugi/gis|https://gemas.eurogeosurveys.org/image/GEMAS_Brochure.pdf"                                                                                                                                                                                                                                                                                                 , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MOLDAVIA"              , "172"       , "map_data/state_regions/02_east_europe.txt"      , "building_iron_mine=26;building_logging_camp=8;building_oil_rig=discoverable"                                                                                                                                                                   , "16"                           , "MODEST"         , "MEDIUM_CONFIDENCE", "Russia and Ukraine"                   , "STATE_MOLDAVIA is classified MODEST because it represents localized carbonate units constrained by cover, crystalline terrain, or access. Regional basis: Large sedimentary platform areas contain repeated carbonate formations, with stronger exposure in Ukraine, the Volga region and southern belts; shields, peatlands and deep cover constrain other states."                                                         , "https://pubs.usgs.gov/publication/ofr97470E|https://data.usgs.gov/datacatalog/data/USGS%3A60ad3d53d34e4043c850f275"                                                                                                                                                                                                                                                                                                                                               , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MOLUCCAS"              , "549"       , "map_data/state_regions/12_indonesia.txt"        , "building_logging_camp=4;building_fishing_wharf=6;building_rubber_plantation=discoverable"                                                                                                                                                      , "48"                           , "HIGH"           , "HIGH_CONFIDENCE"  , "Indonesia and Philippines"            , "STATE_MOLUCCAS is classified HIGH because it represents broad carbonate-bearing sedimentary or fold-belt geology with good quarry plausibility. Regional basis: Official Indonesian mapping records broad limestone distribution across the major islands; tectonic and volcanic areas make quality and accessibility variable, so not every island receives the same potential."                                            , "https://geologi.esdm.go.id/storage/publikasi/kcVEQXADi0eq4J94sT1N1Ri8BgnURtxdEFTrvwO7.pdf|https://psg.geologi.esdm.go.id/index.php/layanan-geomap/"                                                                                                                                                                                                                                                                                                               , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MONTANA"               , "275"       , "map_data/state_regions/05_north_america.txt"    , "building_coal_mine=80;building_iron_mine=33;building_logging_camp=17;building_oil_rig=discoverable"                                                                                                                                            , "16"                           , "MODEST"         , "HIGH_CONFIDENCE"  , "North America"                        , "STATE_MONTANA is classified MODEST because it represents localized carbonate units constrained by cover, crystalline terrain, or access. Regional basis: Limestone and dolomite are widespread across central and eastern North America and major western sedimentary basins; Canadian Shield and young volcanic provinces are substantially lower."                                                                         , "https://www.usgs.gov/publications/natural-aggregates-conterminous-united-states|https://pubs.usgs.gov/bul/b1594/|https://pubs.usgs.gov/bul/1019e/report.pdf|https://geoappext.nrcan.gc.ca/arcgis/rest/services/MMS/GMRC_E/MapServer/0"                                                                                                                                                                                                                            , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MONTENEGRO"            , "119"       , "map_data/state_regions/01_south_europe.txt"     , "building_coal_mine=50;building_logging_camp=15;building_fishing_wharf=15;building_salt_pan=10"                                                                                                                                                 , "80"                           , "VERY_HIGH"      , "MEDIUM_CONFIDENCE", "Balkans"                              , "STATE_MONTENEGRO is classified VERY_HIGH because it represents a major, well-exposed carbonate province or documented national concentration. Regional basis: The Dinaric, Hellenic and Balkan mountain systems contain extensive Mesozoic carbonate and karst belts, making limestone broadly abundant despite local basin or volcanic interruptions."                                                                      , "https://onegeology.github.io/documentation/using/portal.html|https://www.usgs.gov/centers/central-energy-resources-science-center/science/world-geologic-maps"                                                                                                                                                                                                                                                                                                    , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MORAVIA"               , "53"        , "map_data/state_regions/00_west_europe.txt"      , "building_coal_mine=56;building_iron_mine=10;building_logging_camp=14"                                                                                                                                                                          , "48"                           , "HIGH"           , "MEDIUM_CONFIDENCE", "German states and Central Europe"     , "STATE_MORAVIA is classified HIGH because it represents broad carbonate-bearing sedimentary or fold-belt geology with good quarry plausibility. Regional basis: Mesozoic limestone belts, Alpine carbonates and Carpathian units create broad quarry potential, while northern lowlands and crystalline cores are more discontinuous."                                                                                        , "https://www.bgr.bund.de/DE/Themen/Sammlungen-Grundlagen/GG_geol_Info/Karten/Deutschland/GUEK250/guek250_inhalt.html?nn=1840614|https://www.bgr.bund.de/EN/Themen/Sammlungen-Grundlagen/GG_geol_Info/Karten/Deutschland/Bodenschatzkarte/bodenschatzkarte_node_en.html|https://gemas.eurogeosurveys.org/image/GEMAS_Brochure.pdf"                                                                                                                                  , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
"STATE_MOSCOW"                , "132"       , "map_data/state_regions/15_russia.txt"           , "building_coal_mine=60;building_iron_mine=30;building_logging_camp=34;building_salt_mine=discoverable"                                                                                                                                          , "16"                           , "MODEST"         , "MEDIUM_CONFIDENCE", "Russia and Ukraine"                   , "STATE_MOSCOW is classified MODEST because it represents localized carbonate units constrained by cover, crystalline terrain, or access. Regional basis: Large sedimentary platform areas contain repeated carbonate formations, with stronger exposure in Ukraine, the Volga region and southern belts; shields, peatlands and deep cover constrain other states."                                                           , "https://pubs.usgs.gov/publication/ofr97470E|https://data.usgs.gov/datacatalog/data/USGS%3A60ad3d53d34e4043c850f275"                                                                                                                                                                                                                                                                                                                                               , "RESEARCHED_PENDING_IMPLEMENTATION", "Audit recommendation only. The value is a future state resource cap, not a mine count, production amount, or current quarry deployment."
