"state_id","source_file","audit_potential","implemented_potential","match_status"
"STATE_YUKON_TERRITORY","map_data/state_regions/05_north_america.txt","8","8","MATCH"
"STATE_YUNNAN","map_data/state_regions/11_east_asia.txt","80","80","MATCH"
"STATE_ZACATECAS","map_data/state_regions/05_north_america.txt","48","48","MATCH"
"STATE_ZAMBEZI","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_ZAMBEZIA","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
"STATE_ZAMBIA","map_data/state_regions/04_subsaharan_africa.txt","8","8","MATCH"
"STATE_ZANZIBAR","map_data/state_regions/04_subsaharan_africa.txt","48","48","MATCH"
"STATE_ZEALAND","map_data/state_regions/00_west_europe.txt","48","48","MATCH"
"STATE_ZHEJIANG","map_data/state_regions/11_east_asia.txt","16","16","MATCH"
"STATE_ZHILI","map_data/state_regions/11_east_asia.txt","28","28","MATCH"
"STATE_ZULIA","map_data/state_regions/07_south_america.txt","48","48","MATCH"
"STATE_ZULULAND","map_data/state_regions/04_subsaharan_africa.txt","16","16","MATCH"
