"tag","country_name_en","country_name_fr_if_available","active_1776","world_region","world_subregion","capital_or_primary_region","country_type","country_tier","subject_type","overlord_tag","government_form","distribution_of_power","religion_state","primary_cultures","ruler_name","ruler_age","ruler_title","ruler_source","ruler_generated","character_history_source","shared_monarch","regency","historical_packet_batch","historical_status","government_status","title_status","constitutional_status","colonial_or_company_status","map_dependency","research_required","recommended_next_action","notes"
"LUA","Luang Prabang","Louang Prabang","YES","SOUTHEAST_ASIA","INDOCHINA","STATE_LAOS","unrecognized","principality","tributary","SIA","law_monarchy","law_autocracy","law_state_religion","lao","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","DEPENDENCY_RULER_RELATION_RESEARCH_REQUIRED","MINOR","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"MAD","Madagascar","Madagascar","YES","EAST_AFRICA","EAST_AFRICA","STATE_NORTH_MADAGASCAR","unrecognized","kingdom","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","malagasy","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"MARATH","Maratha Confederacy","Confédération marathe","YES","INDIA","SOUTH_INDIA","STATE_BOMBAY","unrecognized","kingdom","INDEPENDENT","","law_monarchy","law_oligarchy","law_state_religion","marathi","Sakharam Bapu Bokil / Madhavrao II","60","Regent / Peshwa","BATCH1_VALIDATED","NO","BATCH1 effective character history","NO","YES","BATCH1","ALREADY_VALIDATED_BATCH1","GOVERNMENT_OK","TITLE_OK","CONSTITUTIONAL_STATUS_OK","NOT_COLONIAL_OR_COMPANY","NO","NO","P3 retain validated Batch-1 packet; no new research.","Static 1776 setup audit; no external historical research performed."
"MAS","Mascara","Mascara","YES","NORTH_AFRICA","NORTH_AFRICA","STATE_ORAN","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_people_of_the_book","maghrebi;berber","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"MBS","Mombasa","Mombasa","YES","EAST_AFRICA","EAST_AFRICA","STATE_KENYA","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","swahili","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"MGD","Maguindanao","Maguindanao","YES","SOUTHEAST_ASIA","INDONESIA","STATE_MINDANAO","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","moro","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"MJT","Majerteen","Majerteen","YES","HORN_OF_AFRICA","HORN_OF_AFRICA","STATE_SOMALILAND","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","somali","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"MKT","Miskitia","Mosquitia","YES","CENTRAL_AMERICA","CENTRAL_AMERICA","STATE_NICARAGUA","unrecognized","principality","protectorate","GBR","law_monarchy","law_oligarchy","law_state_religion","miskito;afro_caribbean","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","DEPENDENCY_RULER_RELATION_RESEARCH_REQUIRED","MINOR","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"MLD","Maldives","Maldives","YES","INDIA","SOUTH_INDIA","STATE_CEYLON","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","sinhala","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"MOR","Morocco","Maroc","YES","NORTH_AFRICA","NORTH_AFRICA","STATE_FEZ","unrecognized","kingdom","INDEPENDENT","","law_monarchy","law_autocracy","law_people_of_the_book","maghrebi;berber","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"MSN","Massina","Massina","YES","WEST_AFRICA","WEST_AFRICA","STATE_EASTERN_MALI","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","fulbe","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"MUG","Hindustan","Hindoustan","YES","INDIA","NORTH_INDIA","STATE_DELHI","unrecognized","empire","tributary","DUR","law_monarchy","law_autocracy","law_state_religion","hindustani","Shah Alam II","47","Emperor","BATCH1_VALIDATED","NO","BATCH1 effective character history","NO","NO","BATCH1","ALREADY_VALIDATED_BATCH1","GOVERNMENT_OK","TITLE_OK","CONSTITUTIONAL_STATUS_OK","DEPENDENCY_RULER_RELATION_RESEARCH_REQUIRED","MINOR","NO","P3 retain validated Batch-1 packet; no new research.","Static 1776 setup audit; no external historical research performed."
"MYS","Mysore","Mysore","YES","INDIA","SOUTH_INDIA","STATE_MYSORE","unrecognized","principality","INDEPENDENT","","law_monarchy","law_oligarchy","law_state_religion","kannada","Hyder Ali","55","Sarvadhikari","BATCH1_VALIDATED","NO","BATCH1 effective character history","NO","NO","BATCH1","ALREADY_VALIDATED_BATCH1","GOVERNMENT_OK","TITLE_OK","CONSTITUTIONAL_STATUS_OK","NOT_COLONIAL_OR_COMPANY","NO","NO","P3 retain validated Batch-1 packet; no new research.","Static 1776 setup audit; no external historical research performed."
"NAG","Nagpur","Nagpur","YES","INDIA","NORTH_INDIA","STATE_CENTRAL_PROVINCES","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","marathi","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"NBS","New Brunswick","Nouveau-Brunswick","YES","NORTH_AMERICA","ATLANTIC_COAST","STATE_NEW_BRUNSWICK","colonial","principality","colony","GBR","law_colonial_administration","law_wealth_voting","law_freedom_of_conscience","anglo_canadian;franco_canadian","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","COLONIAL_EXECUTIVE_RESEARCH_REQUIRED","MAJOR","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"NEP","Nepal","Népal","YES","SOUTH_ASIA","HIMALAYAS","STATE_HIMALAYAS","unrecognized","kingdom","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","nepali","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"NVS","Nova Scotia","Nouvelle-Écosse","YES","NORTH_AMERICA","ATLANTIC_COAST","STATE_NEW_BRUNSWICK","colonial","principality","colony","GBR","law_colonial_administration","law_wealth_voting","law_freedom_of_conscience","anglo_canadian","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","COLONIAL_EXECUTIVE_RESEARCH_REQUIRED","MAJOR","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"OMA","Oman","Oman","YES","ARABIAN_PENINSULA","ARABIA","STATE_OMAN","unrecognized","kingdom","INDEPENDENT","","law_monarchy","law_autocracy","law_freedom_of_conscience","bedouin","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"ONT","Ontario","Ontario","YES","NORTH_AMERICA","CANADA","STATE_ONTARIO","colonial","principality","colony","GBR","law_colonial_administration","law_wealth_voting","law_freedom_of_conscience","anglo_canadian","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","COLONIAL_EXECUTIVE_RESEARCH_REQUIRED","MAJOR","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"ORA","Oranje","Oranje","YES","SOUTHERN_AFRICA","SOUTHERN_AFRICA","STATE_VRYSTAAT","unrecognized","principality","INDEPENDENT","","law_presidential_republic","law_wealth_voting","law_state_religion","boer","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"OYO","Oyo","Oyo","YES","WEST_AFRICA","WEST_AFRICA","STATE_YORUBA_STATES","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","yoruba","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"OZH","Orta Zhuz","Jüz moyenne","YES","CENTRAL_ASIA","CENTRAL_ASIA","STATE_SEMIRECHE","unrecognized","principality","protectorate","RUS","law_monarchy","law_autocracy","law_state_religion","kazak","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","DEPENDENCY_RULER_RELATION_RESEARCH_REQUIRED","MINOR","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"PAN","Punjab","Pendjab","YES","INDIA","NORTH_INDIA","STATE_PUNJAB","unrecognized","kingdom","INDEPENDENT","","law_monarchy","law_autocracy","law_freedom_of_conscience","panjabi","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"PCO","Puerto Rico","Porto Rico","YES","CARIBBEAN","CARIBBEAN","STATE_PUERTO_RICO","colonial","principality","colony","SPA","law_colonial_administration","law_landed_voting","law_state_religion","caribeno","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","COLONIAL_EXECUTIVE_RESEARCH_REQUIRED","MAJOR","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"PER","Persia","Perse","YES","MIDDLE_EAST","GREATER_PERSIA","STATE_IRAKAJEMI","unrecognized","empire","INDEPENDENT","","law_monarchy","law_autocracy","law_people_of_the_book","persian","Karim Khan Zand","70","Vakil","BATCH1_VALIDATED","NO","BATCH1 effective character history","NO","NO","BATCH1","ALREADY_VALIDATED_BATCH1","GOVERNMENT_OK","TITLE_OK","CONSTITUTIONAL_STATUS_OK","NOT_COLONIAL_OR_COMPANY","NO","NO","P3 retain validated Batch-1 packet; no new research.","Static 1776 setup audit; no external historical research performed."
"PHI","Philippines","Philippines","YES","SOUTHEAST_ASIA","INDONESIA","STATE_LUZON","colonial","kingdom","colony","SPA","law_colonial_administration","law_oligarchy","law_state_religion","filipino_mestizo;tagalog;ilocano;visayan","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","COLONIAL_EXECUTIVE_RESEARCH_REQUIRED","MAJOR","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"PHL","Philippolis","Philippolis","YES","SOUTHERN_AFRICA","SOUTHERN_AFRICA","STATE_VRYSTAAT","unrecognized","principality","INDEPENDENT","","law_monarchy","law_oligarchy","law_state_religion","griqua","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"PLY","Tahiti","Tahiti","YES","OCEANIA","PACIFIC","STATE_TAHITI","unrecognized","principality","protectorate","FRA","law_monarchy","law_autocracy","law_state_religion","polynesian","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","DEPENDENCY_RULER_RELATION_RESEARCH_REQUIRED","MINOR","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"PON","Pontianak","Pontianak","YES","SOUTHEAST_ASIA","INDONESIA","STATE_WEST_BORNEO","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","bornean","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"PRK","Perak","Perak","YES","SOUTHEAST_ASIA","INDOCHINA","STATE_MALAYA","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","malay","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"PUD","Pudukottai","Pudukottai","YES","INDIA","SOUTH_INDIA","STATE_MADRAS","unrecognized","principality","vassal","HYD","law_monarchy","law_autocracy","law_state_religion","tamil","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","DEPENDENCY_RULER_RELATION_RESEARCH_REQUIRED","MINOR","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"QUE","Quebec","Québec","YES","NORTH_AMERICA","CANADA","STATE_QUEBEC","colonial","principality","colony","GBR","law_colonial_administration","law_wealth_voting","law_freedom_of_conscience","franco_canadian","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","COLONIAL_EXECUTIVE_RESEARCH_REQUIRED","MAJOR","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"RWD","Rwanda","Rwanda","YES","EAST_AFRICA","EAST_AFRICA","STATE_TANGANYIKA","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","ruanda","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"RYU","Ryukyu","Ryūkyū","YES","EAST_ASIA","NORTHEAST_ASIA","STATE_RYUKYU_ISLANDS","unrecognized","kingdom","tributary","JAP","law_monarchy","law_autocracy","law_state_religion","ryukyuan","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","DEPENDENCY_RULER_RELATION_RESEARCH_REQUIRED","MINOR","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"SAK","Siak","Siak","YES","SOUTHEAST_ASIA","INDONESIA","STATE_NORTH_SUMATRA","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","sumatran","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"SAT","Satara","Satara","YES","INDIA","SOUTH_INDIA","STATE_BOMBAY","unrecognized","principality","vassal","MARATH","law_monarchy","law_autocracy","law_state_religion","marathi","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","DEPENDENCY_RULER_RELATION_RESEARCH_REQUIRED","MINOR","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"SC1","Nueva España","Nueva España","YES","CENTRAL_AMERICA","CENTRAL_AMERICA","STATE_MEXICO","colonial","kingdom","colony","SPA","law_colonial_administration","law_oligarchy","law_state_religion","spanish","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","COLONIAL_EXECUTIVE_RESEARCH_REQUIRED","MAJOR","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"SC2","Nueva Granada","Nueva Granada","YES","SOUTH_AMERICA","GRAN_COLOMBIA","STATE_CUNDINAMARCA","colonial","kingdom","colony","SPA","law_colonial_administration","law_oligarchy","law_state_religion","spanish","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","COLONIAL_EXECUTIVE_RESEARCH_REQUIRED","MAJOR","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"SC3","Perú","Perú","YES","SOUTH_AMERICA","ANDES","STATE_LIMA","colonial","kingdom","colony","SPA","law_colonial_administration","law_oligarchy","law_state_religion","spanish","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","COLONIAL_EXECUTIVE_RESEARCH_REQUIRED","MAJOR","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
