"tag","cleanup2c1b_runtime_status","cleanup2c1c_scope","company_issue","tibet_issue","title_duplication_issue","root_cause","hotfix_action","historical_character","historical_title","company_executive","implementation_status","technical_defer_reason","files_touched","static_validation","notes"
"JOH","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Mahmud Riayat Shah III","Sultan","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","He reigned 1761–1812."
"KTI","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Aji Kado","Sultan","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Local chronologies place Aji Kado before Aji Imbut, whose accession is around 1780."
"LAN","NOT_RETESTED_DEFERRED_PRESERVED","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Engine-generated placeholder retained; no historical identity forced","Engine procedural title retained","NOT_APPLICABLE","PRESERVED_DEFERRED","","None","PASS_PRESERVED","Lanfang is generally dated to 1777, after the scenario start."
"LUA","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Surinyavong II","King","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Surinyavong II ruled from 1771; the kingdom was under Burmese influence before later Siamese subordination."
"MGD","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Pahar Ud-Din","Sultan","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Ruler lists place Pahar Ud-Din in office 1755–1780."
"PHI","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Simón de Anda y Salazar","Governor-General of the Philippines","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","De Anda governed from 1770 until 30 October 1776. Published birth years conflict, so the MASTER deliberately omits a precise age."
"PON","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Syarif Abdurrahman Alkadrie","Sharif","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Pontianak was founded in 1771; local traditions place formal coronation as Sultan in 1778."
"PRK","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Alauddin Mansur Shah Iskandar Muda","Sultan","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","He ruled 1773–1786."
"SAK","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Muhammad Ali Abdul Jalil Muazzam Shah","Sultan","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Common ruler chronologies place Muhammad Ali in office during 1776, although exact accession-year presentations vary."
"SEL","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Salahuddin Shah","Sultan","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Raja Lumu, styled Sultan Salahuddin Shah, remained ruler until 1778."
"SHS","NOT_RETESTED_DEFERRED_PRESERVED","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Engine-generated placeholder retained; no historical identity forced","Engine procedural title retained","NOT_APPLICABLE","PRESERVED_DEFERRED","","None","PASS_PRESERVED","The Shan States were a collection of principalities, not one sovereign state in 1776."
"SIA","PASS_RUNTIME_VALIDATED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Taksin","King","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Taksin ruled 1767–1782."
"SMB","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Umar Akamuddin II","Sultan","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Ruler chronologies place Umar Akamuddin II in office 1764–1786."
"SRK","PASS_RUNTIME_VALIDATED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Pakubuwono III","Susuhunan","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Pakubuwono III reigned 1749/1755–1788 depending institutional dating; unquestionably held Surakarta in 1776."
"STG","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Abdurrahman Muhammad Jalaluddin","Sultan","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Ruler lists place Sultan Abdurrahman Muhammad Jalaluddin in office 1738–1786."
"SUL","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Mohammad Israel","Sultan","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Mohammad Israel is listed as Sultan from 1773 to 1778."
"TID","NOT_INDIVIDUALLY_RETESTED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Jamaluddin","Sultan","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","Jamaluddin ruled 1757–1779."
"YOG","PASS_RUNTIME_VALIDATED_1B","OUT_OF_SCOPE_PRESERVED","NOT_APPLICABLE","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","None in CLEANUP-2C-1C scope.","No content change; previous structure preserved.","Hamengkubuwono I","Sultan","NOT_APPLICABLE","PRESERVED","","None","PASS_PRESERVED","He ruled from the 1755 establishment of Yogyakarta until 1792."
"DUR","PASS_CORE_WITH_TITLE_DUPLICATION_POLISH","TITLE_DUPLICATION_AUDIT","NOT_APPLICABLE","NOT_APPLICABLE","CANDIDATE_AUDITED_PRESERVED","The fixed identity contains a word also used by the ruler title, but the authority packet gives that complete form as the recommended character identity.","No automatic rewrite; preserve the packet-authorized identity.","Timur Shah Durrani","Shah","NOT_APPLICABLE","AUDITED_PRESERVED_AUTHORITY_UNCERTAIN","","None","PASS_NO_UNAUTHORIZED_REWRITE","Timur Shah Durrani is the packet-authorized historical identity; Shah was preserved inside the name."
"IR1","PASS_CORE_WITH_TITLE_DUPLICATION_POLISH","TITLE_DUPLICATION_AUDIT","NOT_APPLICABLE","NOT_APPLICABLE","CANDIDATE_AUDITED_PRESERVED","The fixed identity contains a word also used by the ruler title, but the authority packet gives that complete form as the recommended character identity.","No automatic rewrite; preserve the packet-authorized identity.","Omar Pasha","Pasha","NOT_APPLICABLE","AUDITED_PRESERVED_AUTHORITY_UNCERTAIN","","None","PASS_NO_UNAUTHORIZED_REWRITE","Omar Pasha is the packet-authorized identity form; Pasha was preserved because the packet does not authorize Omar alone."
"BIC","FAIL_INITIAL_COMPANY_EXECUTIVE_1B","COMPANY_INITIAL_EXECUTIVE","Historical executive template existed but was never explicitly instantiated during startup character history.","NOT_APPLICABLE","NO_EXACT_TITLE_WORD_OVERLAP_DETECTED","executive_usage registers an eligible candidate for engine selection/replacement; it does not itself execute create_character during scenario initialization. The engine therefore retained its generated fallback cadre.","Explicitly create the historical company-bound template in the owner country character-history scope after the companies are established by country history.","John Harrison","Chairman of the East India Company / Chairman of the Court of Directors","John Harrison","DETERMINISTIC_INITIAL_EXECUTIVE_IMPLEMENTED_STATIC","","common/history/characters/cleanup2c1c - initial company executives 1776.txt","PASS_STATIC_RUNTIME_REQUIRED","Created under GBR from BIC_john_harrison; bound to company_east_india_company. gov_chartered_company remains unchanged and Warren Hastings is not restored."
