country_tag,country_name,character_id,name,role,is_ruler,is_ig_leader,is_general,is_admiral,other_role,birth_date,age_field,computed_age_1776,death_date,home_region,culture,religion,historical_status,actual_1776_holder,problem_type,date_quality,likely_1836_inheritance,priority,confidence,source_file,source_line_or_block,template_source,historical_source_1,historical_source_2,recommended_action
MON,Montenegro,mon_danilo_petrovic_njegos,Danilo Petrović-Njegoš,HEIR,NO,NO,NO,NO,HEIR,1826.05.25,,-51,,STATE_MONTENEGRO,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/mon - montenegro.txt,7,vanilla:common/character_templates/country_mon.txt:25,,,REMOVE_ANACHRONISTIC_CHARACTER
MON,Montenegro,mon_kenjo_jankoviC_,Kenjo Janković,GENERAL,NO,NO,YES,NO,,1797.4.30,,-22,,STATE_MONTENEGRO,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/mon - montenegro.txt,11,vanilla:common/character_templates/country_mon.txt:44,,,REMOVE_ANACHRONISTIC_CHARACTER
MON,Montenegro,mon_stanko_petrovic_njegos,Stanko Petrović-Njegoš,IG_LEADER;GENERAL,NO,YES,YES,NO,,1790.03.15,,-15,,STATE_MONTENEGRO,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/mon - montenegro.txt,15,vanilla:common/character_templates/country_mon.txt:62,,,REMOVE_ANACHRONISTIC_CHARACTER
MON,Montenegro,mon_dordije_petrovic_njegos,Đorđije Petrović-Njegoš,IG_LEADER,NO,YES,NO,NO,,1787.06.01,,-12,,STATE_MONTENEGRO,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/mon - montenegro.txt,18,vanilla:common/character_templates/country_mon.txt:81,,,REMOVE_ANACHRONISTIC_CHARACTER
MOR,Morocco,MOR_abd_al_rahman_al_alawi,Abd al-Rahman al-Alawi,RULER,YES,NO,NO,NO,,1778.2.19,,-3,,STATE_FEZ,cu:maghrebi,,ANACHRONISTIC,RESEARCH_REQUIRED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/mor - morocco.txt,4,vanilla:common/character_templates/country_mor.txt:5,,,REPLACE_CHARACTER
MOR,Morocco,MOR_moulay_hashem_al_alawi,Moulay Hashem al-Alawi,GENERAL,NO,NO,YES,NO,,1815.2.1,,-40,,,cu:maghrebi,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/mor - morocco.txt,11,vanilla:common/character_templates/country_mor.txt:127,,,REMOVE_ANACHRONISTIC_CHARACTER
MOR,Morocco,MOR_muhammad_al_alawi,Muhammad al-Alawi,HEIR,NO,NO,NO,NO,HEIR,,26,,,STATE_FEZ,cu:maghrebi,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/mor - morocco.txt,7,vanilla:common/character_templates/country_mor.txt:23,,,RESEARCH_MORE
MOS,Mossi,UNSCRIPTED_RULER_MOS,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
MRA,Mara,UNSCRIPTED_RULER_MRA,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
MRN,Mirning,UNSCRIPTED_RULER_MRN,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
MRV,Maravi,UNSCRIPTED_RULER_MRV,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
MSH,Mashona,UNSCRIPTED_RULER_MSH,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
MSI,Masai,UNSCRIPTED_RULER_MSI,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
MSK,Maseko,UNSCRIPTED_RULER_MSK,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
MSN,Massina,MSN_seku_amadu,Amadu al-Masini,RULER,YES,NO,NO,NO,,,60,,,STATE_EASTERN_MALI,cu:fulbe,rel:sunni,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,APPROXIMATION_NOT_DOCUMENTED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/msn - massina.txt,4,vanilla:common/character_templates/country_msn.txt:4,,,REPLACE_CHARACTER
MSN,Massina,MSN_ahmad_al-bakkai_al-kunti,Ahmad al-Bakkai al-Kunti,IG_LEADER,NO,YES,NO,NO,,,33,,,STATE_TIMBUKTU,cu:tuareg,rel:sunni,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/msn - massina.txt,14,vanilla:common/character_templates/country_msn.txt:42,,,RESEARCH_MORE
MSN,Massina,MSN_amadu_II,Amadu al-Masini,HEIR,NO,NO,NO,NO,HEIR,,21,,,STATE_EASTERN_MALI,cu:fulbe,rel:sunni,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/msn - massina.txt,8,vanilla:common/character_templates/country_msn.txt:22,,,RESEARCH_MORE
MSN,Massina,MSN_sidi_al-mukhtar,Sidi al-Mukhtar al-Sagir,IG_LEADER,NO,YES,NO,NO,,,50,,,STATE_TIMBUKTU,cu:fulbe,rel:sunni,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/msn - massina.txt,18,vanilla:common/character_templates/country_msn.txt:62,,,RESEARCH_MORE
MST,Mecklenburg-Strelitz,MST_george_von_mecklenburg_strelitz,George von Mecklenburg-Strelitz,RULER,YES,NO,NO,NO,,,56,,,STATE_HANNOVER,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,APPROXIMATION_NOT_DOCUMENTED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/mst - mecklenburg-strelitz.txt,3,vanilla:common/character_templates/country_mst.txt:1,,,REPLACE_CHARACTER
MST,Mecklenburg-Strelitz,MST_frederick_william_von_mecklenburg_strelitz,Frederick-William von Mecklenburg-Strelitz,HEIR,NO,NO,NO,NO,HEIR,,16,,,STATE_MECKLENBURG,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/mst - mecklenburg-strelitz.txt,7,vanilla:common/character_templates/country_mst.txt:15,,,RESEARCH_MORE
MTB,Ndebele,MTB_mzilikazi,Mzilikazi Khumalo,RULER;GENERAL,YES,NO,YES,NO,,,46,,,STATE_TRANSVAAL,cu:nguni,rel:animist,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,APPROXIMATION_NOT_DOCUMENTED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/mtb - matabele.txt,3,vanilla:common/character_templates/country_zul.txt:146,,,REPLACE_CHARACTER
MTP,Mutapa,UNSCRIPTED_RULER_MTP,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
MUG,Hindustan,mug_akbar_ii,Akbar Gurkani,RULER,YES,NO,NO,NO,,1760.4.22,,15,,STATE_DELHI,cu:hindustani,rel:sunni,ANACHRONISTIC,Shah Alam II (nominal Mughal emperor),LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,EXACT_DATE_WEAKLY_SOURCED,YES,P1_HIGH,HIGH,vanilla:common/history/characters/mug - hindustan.txt,3,vanilla:common/character_templates/country_mug.txt:5,https://searcharchives.bl.uk/catalog/040-003270088,,REPLACE_CHARACTER
MUG,Hindustan,mug_bahadur_ii,Bahadur Gurkani,HEIR,NO,NO,NO,NO,HEIR,1775.10.24,,0,,STATE_DELHI,cu:hindustani,rel:sunni,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/mug - hindustan.txt,6,vanilla:common/character_templates/country_mug.txt:26,,,RESEARCH_MORE
MUG,Hindustan,mug_hamid_ali_khan,Hamid Ali Khan,IG_LEADER,NO,YES,NO,NO,,,47,,,STATE_DELHI,cu:hindustani,rel:sunni,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/mug - hindustan.txt,12,vanilla:common/character_templates/country_mug.txt:112,,,RESEARCH_MORE
MUG,Hindustan,mug_raja_sohan_lal,Sohan Lal,IG_LEADER,NO,YES,NO,NO,,,56,,,STATE_DELHI,cu:hindustani,rel:sunni,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/mug - hindustan.txt,9,vanilla:common/character_templates/country_mug.txt:91,,,RESEARCH_MORE
MYS,Mysore,MYS_krishnaraja_wodeyar,Krishnaraja Wodeyar,RULER,YES,NO,NO,NO,,,42,,,STATE_MYSORE,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,APPROXIMATION_NOT_DOCUMENTED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/mys - mysore.txt,3,vanilla:common/character_templates/country_mys.txt:1,,,REPLACE_CHARACTER
MZB,Mzab,UNSCRIPTED_RULER_MZB,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
NAG,Nagpur,NAG_raghuji_bhonsle,Raghuji Bhonsle,RULER,YES,NO,NO,NO,,1806.4.4,,-31,,STATE_CENTRAL_PROVINCES,cu:marathi,,ANACHRONISTIC,RESEARCH_REQUIRED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/nag - nagpur.txt,4,vanilla:common/character_templates/indian_princely_states.txt:1566,,,REPLACE_CHARACTER
NAG,Nagpur,NAG_baka_bai,Baka Bai,IG_LEADER,NO,YES,NO,NO,,1774.6.14,,1,,STATE_CENTRAL_PROVINCES,cu:marathi,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/nag - nagpur.txt,9,vanilla:common/character_templates/indian_princely_states.txt:1588,,,RESEARCH_MORE
NAM,Nama,UNSCRIPTED_RULER_NAM,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
NAS,Nassau,NAS_wilhelm_von_nassau_weilburg,Wilhelm von Nassau-Weilburg,RULER,YES,NO,NO,NO,,,44,,,STATE_RHINELAND,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,APPROXIMATION_NOT_DOCUMENTED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/nas - nassau.txt,3,vanilla:common/character_templates/country_nas.txt:1,,,REPLACE_CHARACTER
NAS,Nassau,NAS_adolf_von_nassau_weilburg,Adolf von Nassau-Weilburg,HEIR,NO,NO,NO,NO,HEIR,,19,,,STATE_HESSE,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/nas - nassau.txt,7,vanilla:common/character_templates/country_nas.txt:19,,,RESEARCH_MORE
NBB,Nejd,UNSCRIPTED_RULER_NBB,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
NBS,New Brunswick,NBS_archibald_campbell,Archibald Campbell,RULER;IG_LEADER,YES,YES,NO,NO,,1769.3.12,,6,,STATE_HIGHLANDS,cu:scottish,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,EXACT_DATE_WEAKLY_SOURCED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/nbs - new brunswick.txt,3,vanilla:common/character_templates/country_can.txt:44,,,REPLACE_CHARACTER
NBS,New Brunswick,NBS_charles_simonds,Charles Simonds,IG_LEADER,NO,YES,NO,NO,,1783.8.22,,-8,,STATE_NEW_BRUNSWICK,cu:anglo_canadian,rel:protestant,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/nbs - new brunswick.txt,10,vanilla:common/character_templates/country_can.txt:63,,,REMOVE_ANACHRONISTIC_CHARACTER
NBS,New Brunswick,NBS_edward_chandler,Edward Chandler,IG_LEADER,NO,YES,NO,NO,,1800.8.22,,-25,,STATE_NEW_BRUNSWICK,cu:anglo_canadian,rel:protestant,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/nbs - new brunswick.txt,13,vanilla:common/character_templates/country_can.txt:81,,,REMOVE_ANACHRONISTIC_CHARACTER
NBS,New Brunswick,NBS_thomas_baillie,Thomas Baillie,IG_LEADER,NO,YES,NO,NO,,1796.10.4,,-21,,STATE_HOME_COUNTIES,cu:british,rel:protestant,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/nbs - new brunswick.txt,16,vanilla:common/character_templates/country_can.txt:100,,,REMOVE_ANACHRONISTIC_CHARACTER
NEP,Nepal,NEP_rajendra_bikram_shah,Rajendra Bikram Shah,RULER,YES,NO,NO,NO,,,23,,,STATE_HIMALAYAS,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,APPROXIMATION_NOT_DOCUMENTED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/nep - nepal.txt,3,vanilla:common/character_templates/country_nep.txt:1,,,REPLACE_CHARACTER
NEP,Nepal,NEP_surendra_bikram_shah,Surendra Bikram Shah,HEIR,NO,NO,NO,NO,HEIR,,5,,,STATE_HIMALAYAS,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/nep - nepal.txt,7,vanilla:common/character_templates/country_nep.txt:16,,,RESEARCH_MORE
NET,Netherlands,NET_willem_i_van_oranje_nassau,Willem van Oranje-Nassau,RULER,YES,NO,NO,NO,,,64,,,STATE_HOLLAND,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,APPROXIMATION_NOT_DOCUMENTED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/net - netherlands.txt,3,vanilla:common/character_templates/country_net.txt:5,,,REPLACE_CHARACTER
NET,Netherlands,NET_david_hendrik_chasse,David Hendrik Chassé,GENERAL,NO,NO,YES,NO,,,71,,,STATE_HOLLAND,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/net - netherlands.txt,14,vanilla:common/character_templates/country_net.txt:40,,,RESEARCH_MORE
NET,Netherlands,NET_engelbertus_lucas,Engelbertus Lucas,ADMIRAL,NO,NO,NO,YES,,,51,,,STATE_HOLLAND,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/net - netherlands.txt,18,vanilla:common/character_templates/country_net.txt:54,,,RESEARCH_MORE
NET,Netherlands,NET_willem_ii_van_oranje_nassau,Willem van Oranje-Nassau,HEIR,NO,NO,NO,NO,HEIR,,44,,,STATE_HOLLAND,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/net - netherlands.txt,7,vanilla:common/character_templates/country_net.txt:22,,,RESEARCH_MORE
NGA,Naga,UNSCRIPTED_RULER_NGA,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
NNG,Noongar,UNSCRIPTED_RULER_NNG,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
NRU,Nauru,UNSCRIPTED_RULER_NRU,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
NTO,Ngāti Toa,NTO_te_rauparaha_werawera,Te Rauparaha Werawera,RULER,YES,NO,NO,NO,,,74,,,STATE_NEW_ZEALAND,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,APPROXIMATION_NOT_DOCUMENTED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/nto - ngati toa.txt,3,vanilla:common/character_templates/country_nto.txt:1,,,REPLACE_CHARACTER
NTU,Ngāi Tahu,UNSCRIPTED_RULER_NTU,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
NUE,Nuer,UNSCRIPTED_RULER_NUE,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
NVJ,Navajo,UNSCRIPTED_RULER_NVJ,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
NVS,Nova Scotia,NVS_colin_campbell,Colin Campbell,RULER;IG_LEADER,YES,YES,NO,NO,,1776.4.18,,-1,,STATE_LOWLANDS,cu:scottish,,ANACHRONISTIC,RESEARCH_REQUIRED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/nvs - nova scotia.txt,3,vanilla:common/character_templates/country_can.txt:121,,,REPLACE_CHARACTER
NYM,Unyamwezi,UNSCRIPTED_RULER_NYM,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
NYP,Ngumpin-Yapa,UNSCRIPTED_RULER_NYP,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
NZP,Nimíipuu,NZP_tuekakas_wallowa,Tuekakas Wallowa,RULER,YES,NO,NO,NO,,,51,,,STATE_OREGON,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,APPROXIMATION_NOT_DOCUMENTED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/nzp - nimiipuu.txt,3,vanilla:common/character_templates/country_tis.txt:5,,,REPLACE_CHARACTER
OLD,Oldenburg,OLD_augustus_von_holstein_gottorp,Augustus von Holstein-Gottorp,RULER,YES,NO,NO,NO,,,53,,,STATE_HANNOVER,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,APPROXIMATION_NOT_DOCUMENTED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/old - oldenburg.txt,3,vanilla:common/character_templates/country_old.txt:1,,,REPLACE_CHARACTER
OLD,Oldenburg,OLD_peter_von_holstein_gottorp,Peter von Holstein-Gottorp,HEIR,NO,NO,NO,NO,HEIR,,9,,,STATE_HANNOVER,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/old - oldenburg.txt,7,vanilla:common/character_templates/country_old.txt:19,,,RESEARCH_MORE
OMA,Oman,oma_said_bin_sultan,Said Al-Busaidi,RULER,YES,NO,NO,NO,,,45,,,STATE_OMAN,cu:bedouin,rel:ibadi,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,APPROXIMATION_NOT_DOCUMENTED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/oma - oman.txt,3,vanilla:common/character_templates/country_oma.txt:5,,,REPLACE_CHARACTER
OMA,Oman,oma_ahmad_bin_nahman,Ahmad bin Na'aman,IG_LEADER,NO,YES,NO,NO,,1784.8.9,,-9,,STATE_OMAN,cu:mashriqi,rel:ibadi,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/oma - oman.txt,13,vanilla:common/character_templates/country_oma.txt:83,,,REMOVE_ANACHRONISTIC_CHARACTER
OMA,Oman,oma_thuwaini_bin_said,Thuwaini Al-Busaidi,HEIR,NO,NO,NO,NO,HEIR,,15,,,STATE_OMAN,cu:bedouin,rel:ibadi,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/oma - oman.txt,8,vanilla:common/character_templates/country_oma.txt:25,,,RESEARCH_MORE
