"historical_identity","normalized_message","country_if_known","country_tag_if_known","law_or_variant_if_known","law_script_key","fallback_law","script_path_if_known","line_if_known","source_mode","historical_occurrences","generation_seen","source_log","current_reproduced","current_occurrences","root_cause_group","fork_attribution","classification","vanilla_1_13_behavior","notes"
"CL-089","Country {COUNTRY} Company is not permitted to retain law Extraction Economy, fix this or consider Traditionalism instead","Russian-American Company","ALK","Extraction Economy","law_extraction_economy","Traditionalism","common/history/countries/alk - alyaska.txt","13","EXPLICIT_ACTIVATE_LAW","1","release_2.3.0_20260814_184942","error.log","NO","0","CL-G01_TECH_PREREQUISITES","FORK_1776_SETUP_VS_MODERN_LAW_RULES","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","Same 1.13.9 law technology prerequisite; vanilla 1836 normally supplies a higher starting-tech package.","Absent from retained LOG-9 rotations; late log flooding prevents interpreting absence as a fix."
"CL-090","Country {COUNTRY} is not permitted to retain law Censorship, fix this or consider Right of Assembly instead","SAR","SAR","Censorship","law_censorship","Right of Assembly","common/history/countries/sar - sardinia.txt","","IMPLICIT_DEFAULT_WITH_COUNTRY_HISTORY","1","release_2.3.0_20260814_184942","error.log","NO","0","CL-G01_TECH_PREREQUISITES","FORK_1776_SETUP_VS_MODERN_LAW_RULES","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","Same 1.13.9 law technology prerequisite; vanilla 1836 normally supplies a higher starting-tech package.","Absent from retained LOG-9 rotations; late log flooding prevents interpreting absence as a fix."
"CL-091","Country {COUNTRY} is not permitted to retain law Per-Capita Taxation, fix this or consider Consumption-Based Taxation instead","SAR","SAR","Per-Capita Taxation","law_per_capita_based_taxation","Consumption-Based Taxation","common/history/countries/sar - sardinia.txt","","IMPLICIT_DEFAULT_WITH_COUNTRY_HISTORY","1","release_2.3.0_20260814_184942","error.log","NO","0","CL-G01_TECH_PREREQUISITES","FORK_1776_SETUP_VS_MODERN_LAW_RULES","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","Same 1.13.9 law technology prerequisite; vanilla 1836 normally supplies a higher starting-tech package.","Absent from retained LOG-9 rotations; late log flooding prevents interpreting absence as a fix."
"CL-092","Country {COUNTRY} is not permitted to retain law Censorship, fix this or consider Right of Assembly instead","SAX","SAX","Censorship","law_censorship","Right of Assembly","common/history/countries/sax - saxony.txt","","IMPLICIT_DEFAULT_WITH_COUNTRY_HISTORY","1","release_2.3.0_20260814_184942","error.log","NO","0","CL-G01_TECH_PREREQUISITES","FORK_1776_SETUP_VS_MODERN_LAW_RULES","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","Same 1.13.9 law technology prerequisite; vanilla 1836 normally supplies a higher starting-tech package.","Absent from retained LOG-9 rotations; late log flooding prevents interpreting absence as a fix."
"CL-093","Country {COUNTRY} is not permitted to retain law Per-Capita Taxation, fix this or consider Consumption-Based Taxation instead","SAX","SAX","Per-Capita Taxation","law_per_capita_based_taxation","Consumption-Based Taxation","common/history/countries/sax - saxony.txt","","IMPLICIT_DEFAULT_WITH_COUNTRY_HISTORY","1","release_2.3.0_20260814_184942","error.log","NO","0","CL-G01_TECH_PREREQUISITES","FORK_1776_SETUP_VS_MODERN_LAW_RULES","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","Same 1.13.9 law technology prerequisite; vanilla 1836 normally supplies a higher starting-tech package.","Absent from retained LOG-9 rotations; late log flooding prevents interpreting absence as a fix."
"CL-094","Country {COUNTRY} is not permitted to retain law Censorship, fix this or consider Right of Assembly instead","SCH","SCH","Censorship","law_censorship","Right of Assembly","common/history/countries/sch - schleswig.txt","","IMPLICIT_DEFAULT_WITH_COUNTRY_HISTORY","1","release_2.3.0_20260814_184942","error.log","NO","0","CL-G01_TECH_PREREQUISITES","FORK_1776_SETUP_VS_MODERN_LAW_RULES","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","Same 1.13.9 law technology prerequisite; vanilla 1836 normally supplies a higher starting-tech package.","Absent from retained LOG-9 rotations; late log flooding prevents interpreting absence as a fix."
"CL-095","Country {COUNTRY} is not permitted to retain law Per-Capita Taxation, fix this or consider Consumption-Based Taxation instead","SCH","SCH","Per-Capita Taxation","law_per_capita_based_taxation","Consumption-Based Taxation","common/history/countries/sch - schleswig.txt","","IMPLICIT_DEFAULT_WITH_COUNTRY_HISTORY","1","release_2.3.0_20260814_184942","error.log","NO","0","CL-G01_TECH_PREREQUISITES","FORK_1776_SETUP_VS_MODERN_LAW_RULES","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","Same 1.13.9 law technology prerequisite; vanilla 1836 normally supplies a higher starting-tech package.","Absent from retained LOG-9 rotations; late log flooding prevents interpreting absence as a fix."
"CL-096","Country {COUNTRY} is not permitted to retain law Censorship, fix this or consider Right of Assembly instead","SCM","SCM","Censorship","law_censorship","Right of Assembly","common/history/countries/scm - schaumburg-lippe.txt","","IMPLICIT_DEFAULT_WITH_COUNTRY_HISTORY","1","release_2.3.0_20260814_184942","error.log","NO","0","CL-G01_TECH_PREREQUISITES","FORK_1776_SETUP_VS_MODERN_LAW_RULES","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","Same 1.13.9 law technology prerequisite; vanilla 1836 normally supplies a higher starting-tech package.","Absent from retained LOG-9 rotations; late log flooding prevents interpreting absence as a fix."
"CL-097","Country {COUNTRY} is not permitted to retain law Per-Capita Taxation, fix this or consider Consumption-Based Taxation instead","SCM","SCM","Per-Capita Taxation","law_per_capita_based_taxation","Consumption-Based Taxation","common/history/countries/scm - schaumburg-lippe.txt","","IMPLICIT_DEFAULT_WITH_COUNTRY_HISTORY","1","release_2.3.0_20260814_184942","error.log","NO","0","CL-G01_TECH_PREREQUISITES","FORK_1776_SETUP_VS_MODERN_LAW_RULES","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","Same 1.13.9 law technology prerequisite; vanilla 1836 normally supplies a higher starting-tech package.","Absent from retained LOG-9 rotations; late log flooding prevents interpreting absence as a fix."
"CL-098","Country {COUNTRY} is not permitted to retain law Censorship, fix this or consider Right of Assembly instead","SCW","SCW","Censorship","law_censorship","Right of Assembly","common/history/countries/scw - schwarzburg.txt","","IMPLICIT_DEFAULT_WITH_COUNTRY_HISTORY","1","release_2.3.0_20260814_184942","error.log","NO","0","CL-G01_TECH_PREREQUISITES","FORK_1776_SETUP_VS_MODERN_LAW_RULES","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","Same 1.13.9 law technology prerequisite; vanilla 1836 normally supplies a higher starting-tech package.","Absent from retained LOG-9 rotations; late log flooding prevents interpreting absence as a fix."
"CL-099","Country {COUNTRY} is not permitted to retain law Per-Capita Taxation, fix this or consider Consumption-Based Taxation instead","SCW","SCW","Per-Capita Taxation","law_per_capita_based_taxation","Consumption-Based Taxation","common/history/countries/scw - schwarzburg.txt","","IMPLICIT_DEFAULT_WITH_COUNTRY_HISTORY","1","release_2.3.0_20260814_184942","error.log","NO","0","CL-G01_TECH_PREREQUISITES","FORK_1776_SETUP_VS_MODERN_LAW_RULES","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","Same 1.13.9 law technology prerequisite; vanilla 1836 normally supplies a higher starting-tech package.","Absent from retained LOG-9 rotations; late log flooding prevents interpreting absence as a fix."
"CL-100","Country {COUNTRY} is not permitted to retain law Homesteading, fix this or consider Serfdom instead","SWI","SWI","Homesteading","law_homesteading","Serfdom","common/history/countries/swi - switzerland.txt","18","EXPLICIT_ACTIVATE_LAW","1","release_2.3.0_20260814_184942","error.log","NO","0","CL-G02_VARIANT_VISIBILITY","FORK_1776_SETUP_VS_MODERN_LAW_RULES","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","Vanilla 1.13.9 enforces parent/variant visibility by country, subject, culture, or geography.","Absent from retained LOG-9 rotations; late log flooding prevents interpreting absence as a fix."
"CL-101","Country {COUNTRY} is not permitted to retain law Mercantilism, fix this or consider Isolationism instead","TUG","TUG","Mercantilism","law_mercantilism","Isolationism","common/history/countries/tug - touggourt.txt","","IMPLICIT_DEFAULT_WITH_COUNTRY_HISTORY","1","release_2.3.0_20260814_184942","error.log","NO","0","CL-G01_TECH_PREREQUISITES","FORK_1776_SETUP_VS_MODERN_LAW_RULES","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","Same 1.13.9 law technology prerequisite; vanilla 1836 normally supplies a higher starting-tech package.","Absent from retained LOG-9 rotations; late log flooding prevents interpreting absence as a fix."
"CL-102","Country {COUNTRY} is not permitted to retain law Mercantilism, fix this or consider Isolationism instead","TUN","TUN","Mercantilism","law_mercantilism","Isolationism","common/history/countries/tun - tunis.txt","","IMPLICIT_DEFAULT_WITH_COUNTRY_HISTORY","1","release_2.3.0_20260814_184942","error.log","NO","0","CL-G01_TECH_PREREQUISITES","FORK_1776_SETUP_VS_MODERN_LAW_RULES","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","Same 1.13.9 law technology prerequisite; vanilla 1836 normally supplies a higher starting-tech package.","Absent from retained LOG-9 rotations; late log flooding prevents interpreting absence as a fix."
"CL-103","Country {COUNTRY} is not permitted to retain law Censorship, fix this or consider Right of Assembly instead","TUS","TUS","Censorship","law_censorship","Right of Assembly","common/history/countries/tus - tuscany.txt","","IMPLICIT_DEFAULT_WITH_COUNTRY_HISTORY","1","release_2.3.0_20260814_184942","error.log","NO","0","CL-G01_TECH_PREREQUISITES","FORK_1776_SETUP_VS_MODERN_LAW_RULES","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","Same 1.13.9 law technology prerequisite; vanilla 1836 normally supplies a higher starting-tech package.","Absent from retained LOG-9 rotations; late log flooding prevents interpreting absence as a fix."
"CL-104","Country {COUNTRY} is not permitted to retain law Per-Capita Taxation, fix this or consider Consumption-Based Taxation instead","TUS","TUS","Per-Capita Taxation","law_per_capita_based_taxation","Consumption-Based Taxation","common/history/countries/tus - tuscany.txt","","IMPLICIT_DEFAULT_WITH_COUNTRY_HISTORY","1","release_2.3.0_20260814_184942","error.log","NO","0","CL-G01_TECH_PREREQUISITES","FORK_1776_SETUP_VS_MODERN_LAW_RULES","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","Same 1.13.9 law technology prerequisite; vanilla 1836 normally supplies a higher starting-tech package.","Absent from retained LOG-9 rotations; late log flooding prevents interpreting absence as a fix."
"CL-105","Country {COUNTRY} is not permitted to retain law Freedom of Conscience, fix this or consider State Religion instead","UNT","UNT","Freedom of Conscience","law_freedom_of_conscience","State Religion","common/history/countries/unt - united tribes.txt","8","EXPLICIT_ACTIVATE_LAW","1","release_2.3.0_20260814_184942","error.log","NO","0","CL-G01_TECH_PREREQUISITES","FORK_1776_SETUP_VS_MODERN_LAW_RULES","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","Same 1.13.9 law technology prerequisite; vanilla 1836 normally supplies a higher starting-tech package.","Absent from retained LOG-9 rotations; late log flooding prevents interpreting absence as a fix."
"CL-106","Country {COUNTRY} is not permitted to retain law Mercantilism, fix this or consider Isolationism instead","UNT","UNT","Mercantilism","law_mercantilism","Isolationism","common/history/countries/unt - united tribes.txt","12","EXPLICIT_ACTIVATE_LAW","1","release_2.3.0_20260814_184942","error.log","NO","0","CL-G01_TECH_PREREQUISITES","FORK_1776_SETUP_VS_MODERN_LAW_RULES","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","Same 1.13.9 law technology prerequisite; vanilla 1836 normally supplies a higher starting-tech package.","Absent from retained LOG-9 rotations; late log flooding prevents interpreting absence as a fix."
"CL-107","Country {COUNTRY} is not permitted to retain law Religious Schools, fix this or consider No Schools instead","UNT","UNT","Religious Schools","law_religious_schools","No Schools","common/history/countries/unt - united tribes.txt","7","EXPLICIT_ACTIVATE_LAW","1","release_2.3.0_20260814_184942","error.log","NO","0","CL-G01_TECH_PREREQUISITES","FORK_1776_SETUP_VS_MODERN_LAW_RULES","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","Same 1.13.9 law technology prerequisite; vanilla 1836 normally supplies a higher starting-tech package.","Absent from retained LOG-9 rotations; late log flooding prevents interpreting absence as a fix."
"CL-108","Country {COUNTRY} is not permitted to retain law Censorship, fix this or consider Right of Assembly instead","WEI","WEI","Censorship","law_censorship","Right of Assembly","common/history/countries/wei - saxe-weimar.txt","","IMPLICIT_DEFAULT_WITH_COUNTRY_HISTORY","1","release_2.3.0_20260814_184942","error.log","NO","0","CL-G01_TECH_PREREQUISITES","FORK_1776_SETUP_VS_MODERN_LAW_RULES","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","Same 1.13.9 law technology prerequisite; vanilla 1836 normally supplies a higher starting-tech package.","Absent from retained LOG-9 rotations; late log flooding prevents interpreting absence as a fix."
"CL-109","Country {COUNTRY} is not permitted to retain law Per-Capita Taxation, fix this or consider Consumption-Based Taxation instead","WEI","WEI","Per-Capita Taxation","law_per_capita_based_taxation","Consumption-Based Taxation","common/history/countries/wei - saxe-weimar.txt","","IMPLICIT_DEFAULT_WITH_COUNTRY_HISTORY","1","release_2.3.0_20260814_184942","error.log","NO","0","CL-G01_TECH_PREREQUISITES","FORK_1776_SETUP_VS_MODERN_LAW_RULES","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","Same 1.13.9 law technology prerequisite; vanilla 1836 normally supplies a higher starting-tech package.","Absent from retained LOG-9 rotations; late log flooding prevents interpreting absence as a fix."
"CL-110","Country {COUNTRY} is not permitted to retain law Censorship, fix this or consider Right of Assembly instead","WLD","WLD","Censorship","law_censorship","Right of Assembly","common/history/countries/wld - waldeck.txt","","IMPLICIT_DEFAULT_WITH_COUNTRY_HISTORY","1","release_2.3.0_20260814_184942","error.log","NO","0","CL-G01_TECH_PREREQUISITES","FORK_1776_SETUP_VS_MODERN_LAW_RULES","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","Same 1.13.9 law technology prerequisite; vanilla 1836 normally supplies a higher starting-tech package.","Absent from retained LOG-9 rotations; late log flooding prevents interpreting absence as a fix."
"CL-111","Country {COUNTRY} is not permitted to retain law Per-Capita Taxation, fix this or consider Consumption-Based Taxation instead","WLD","WLD","Per-Capita Taxation","law_per_capita_based_taxation","Consumption-Based Taxation","common/history/countries/wld - waldeck.txt","","IMPLICIT_DEFAULT_WITH_COUNTRY_HISTORY","1","release_2.3.0_20260814_184942","error.log","NO","0","CL-G01_TECH_PREREQUISITES","FORK_1776_SETUP_VS_MODERN_LAW_RULES","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","Same 1.13.9 law technology prerequisite; vanilla 1836 normally supplies a higher starting-tech package.","Absent from retained LOG-9 rotations; late log flooding prevents interpreting absence as a fix."
"CL-112","Country {COUNTRY} is not permitted to retain law Censorship, fix this or consider Right of Assembly instead","WUR","WUR","Censorship","law_censorship","Right of Assembly","common/history/countries/wur - wurttemberg.txt","","IMPLICIT_DEFAULT_WITH_COUNTRY_HISTORY","1","release_2.3.0_20260814_184942","error.log","NO","0","CL-G01_TECH_PREREQUISITES","FORK_1776_SETUP_VS_MODERN_LAW_RULES","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","Same 1.13.9 law technology prerequisite; vanilla 1836 normally supplies a higher starting-tech package.","Absent from retained LOG-9 rotations; late log flooding prevents interpreting absence as a fix."
"CL-113","Country {COUNTRY} is not permitted to retain law Per-Capita Taxation, fix this or consider Consumption-Based Taxation instead","WUR","WUR","Per-Capita Taxation","law_per_capita_based_taxation","Consumption-Based Taxation","common/history/countries/wur - wurttemberg.txt","","IMPLICIT_DEFAULT_WITH_COUNTRY_HISTORY","1","release_2.3.0_20260814_184942","error.log","NO","0","CL-G01_TECH_PREREQUISITES","FORK_1776_SETUP_VS_MODERN_LAW_RULES","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","Same 1.13.9 law technology prerequisite; vanilla 1836 normally supplies a higher starting-tech package.","Absent from retained LOG-9 rotations; late log flooding prevents interpreting absence as a fix."
