"id","subsystem","diagnostic_type","normalized_message","raw_example","script_path","script_line","occurrences","fork_file","current_vanilla_homologue","present_in_previous_cleanup","previous_classification","root_cause","attribution","safe_fix","patch_applied","notes"
"LOG13-R1136","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_a_sea_of_light' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'modifier_a_sea_of_light' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1137","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_defeated_zaibatsu_char' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'modifier_defeated_zaibatsu_char' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1138","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_defeated_zaibatsu_ig' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'modifier_defeated_zaibatsu_ig' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1139","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_japan_reasserted_control' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'modifier_japan_reasserted_control' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1140","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_military_industrial_supply_chain' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'modifier_military_industrial_supply_chain' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1141","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_zaibatsu_cemented' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'modifier_zaibatsu_cemented' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1142","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_zaibatsu_curtailed' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'modifier_zaibatsu_curtailed' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1143","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_zaibatsu_oligarchy' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'modifier_zaibatsu_oligarchy' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1144","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_zaibatsu_oligarchy_democratic' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'modifier_zaibatsu_oligarchy_democratic' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1145","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'two_more_more_company_slots_tt' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'two_more_more_company_slots_tt' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1146","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'voting_power_wealth_threshold_below_10_tt' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'voting_power_wealth_threshold_below_10_tt' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1147","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'zaibatsu.1.a' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'zaibatsu.1.a' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1148","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'zaibatsu.1.b' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'zaibatsu.1.b' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1149","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'zaibatsu.1.d' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'zaibatsu.1.d' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1150","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'zaibatsu.1.f' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'zaibatsu.1.f' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1151","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'zaibatsu.1.t' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'zaibatsu.1.t' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1152","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'zaibatsu.2.a' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'zaibatsu.2.a' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1153","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'zaibatsu.2.b' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'zaibatsu.2.b' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1154","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'zaibatsu.2.d' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'zaibatsu.2.d' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1155","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'zaibatsu.2.d_1' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'zaibatsu.2.d_1' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1156","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'zaibatsu.2.f' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'zaibatsu.2.f' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1157","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'zaibatsu.2.t' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'zaibatsu.2.t' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1158","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'zaibatsu.2.t_1' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'zaibatsu.2.t_1' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1159","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'zaibatsu_democracy_info' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'zaibatsu_democracy_info' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1160","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'ZAIBATSU_LIST_CONTENT' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'ZAIBATSU_LIST_CONTENT' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1161","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'ZAIBATSU_LIST_EMPTY' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'ZAIBATSU_LIST_EMPTY' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1162","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'ZAIBATSU_LIST_ENTRY' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'ZAIBATSU_LIST_ENTRY' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1163","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'ZAIBATSU_LIST_HEADER' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","Duplicate localization key. Key 'ZAIBATSU_LIST_HEADER' is defined in both 'localization/english/ep2_04_l_english.yml' and 'localization/english/hotfix_zaibatsu_l_english.yml'.","localization/english/ep2_04_l_english.yml | localization/english/hotfix_zaibatsu_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1164","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'je_ryukyu_rivalry_honor_kikoeogimi_button' is defined in both 'localization/english/ep2_ryukyu_rivalry_l_english.yml' and 'localization/english/hotfix_ryukyu_rivalry_l_english.yml'.","Duplicate localization key. Key 'je_ryukyu_rivalry_honor_kikoeogimi_button' is defined in both 'localization/english/ep2_ryukyu_rivalry_l_english.yml' and 'localization/english/hotfix_ryukyu_rivalry_l_english.yml'.","localization/english/ep2_ryukyu_rivalry_l_english.yml | localization/english/hotfix_ryukyu_rivalry_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1165","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'je_ryukyu_rivalry_honor_kikoeogimi_button_desc' is defined in both 'localization/english/ep2_ryukyu_rivalry_l_english.yml' and 'localization/english/hotfix_ryukyu_rivalry_l_english.yml'.","Duplicate localization key. Key 'je_ryukyu_rivalry_honor_kikoeogimi_button_desc' is defined in both 'localization/english/ep2_ryukyu_rivalry_l_english.yml' and 'localization/english/hotfix_ryukyu_rivalry_l_english.yml'.","localization/english/ep2_ryukyu_rivalry_l_english.yml | localization/english/hotfix_ryukyu_rivalry_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1166","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'je_ryukyu_rivalry_inspect_defenses_button' is defined in both 'localization/english/ep2_ryukyu_rivalry_l_english.yml' and 'localization/english/hotfix_ryukyu_rivalry_l_english.yml'.","Duplicate localization key. Key 'je_ryukyu_rivalry_inspect_defenses_button' is defined in both 'localization/english/ep2_ryukyu_rivalry_l_english.yml' and 'localization/english/hotfix_ryukyu_rivalry_l_english.yml'.","localization/english/ep2_ryukyu_rivalry_l_english.yml | localization/english/hotfix_ryukyu_rivalry_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1167","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'je_ryukyu_rivalry_inspect_defenses_button_desc' is defined in both 'localization/english/ep2_ryukyu_rivalry_l_english.yml' and 'localization/english/hotfix_ryukyu_rivalry_l_english.yml'.","Duplicate localization key. Key 'je_ryukyu_rivalry_inspect_defenses_button_desc' is defined in both 'localization/english/ep2_ryukyu_rivalry_l_english.yml' and 'localization/english/hotfix_ryukyu_rivalry_l_english.yml'.","localization/english/ep2_ryukyu_rivalry_l_english.yml | localization/english/hotfix_ryukyu_rivalry_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1168","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'je_ryukyu_rivalry_progress_bar' is defined in both 'localization/english/ep2_ryukyu_rivalry_l_english.yml' and 'localization/english/hotfix_ryukyu_rivalry_l_english.yml'.","Duplicate localization key. Key 'je_ryukyu_rivalry_progress_bar' is defined in both 'localization/english/ep2_ryukyu_rivalry_l_english.yml' and 'localization/english/hotfix_ryukyu_rivalry_l_english.yml'.","localization/english/ep2_ryukyu_rivalry_l_english.yml | localization/english/hotfix_ryukyu_rivalry_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1169","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'je_ryukyu_rivalry_progress_bar_desc' is defined in both 'localization/english/ep2_ryukyu_rivalry_l_english.yml' and 'localization/english/hotfix_ryukyu_rivalry_l_english.yml'.","Duplicate localization key. Key 'je_ryukyu_rivalry_progress_bar_desc' is defined in both 'localization/english/ep2_ryukyu_rivalry_l_english.yml' and 'localization/english/hotfix_ryukyu_rivalry_l_english.yml'.","localization/english/ep2_ryukyu_rivalry_l_english.yml | localization/english/hotfix_ryukyu_rivalry_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1170","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'je_ryukyu_rivalry_reaffirm_suzerainty_button' is defined in both 'localization/english/ep2_ryukyu_rivalry_l_english.yml' and 'localization/english/hotfix_ryukyu_rivalry_l_english.yml'.","Duplicate localization key. Key 'je_ryukyu_rivalry_reaffirm_suzerainty_button' is defined in both 'localization/english/ep2_ryukyu_rivalry_l_english.yml' and 'localization/english/hotfix_ryukyu_rivalry_l_english.yml'.","localization/english/ep2_ryukyu_rivalry_l_english.yml | localization/english/hotfix_ryukyu_rivalry_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1171","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'je_ryukyu_rivalry_reaffirm_suzerainty_button_desc' is defined in both 'localization/english/ep2_ryukyu_rivalry_l_english.yml' and 'localization/english/hotfix_ryukyu_rivalry_l_english.yml","Duplicate localization key. Key 'je_ryukyu_rivalry_reaffirm_suzerainty_button_desc' is defined in both 'localization/english/ep2_ryukyu_rivalry_l_english.yml' and 'localization/english/hotfix_ryukyu_rivalry_l_english.yml'.","localization/english/ep2_ryukyu_rivalry_l_english.yml | localization/english/hotfix_ryukyu_rivalry_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1172","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'je_ryukyu_rivalry_reaffirm_suzerainty_china' is defined in both 'localization/english/ep2_ryukyu_rivalry_l_english.yml' and 'localization/english/hotfix_ryukyu_rivalry_l_english.yml'.","Duplicate localization key. Key 'je_ryukyu_rivalry_reaffirm_suzerainty_china' is defined in both 'localization/english/ep2_ryukyu_rivalry_l_english.yml' and 'localization/english/hotfix_ryukyu_rivalry_l_english.yml'.","localization/english/ep2_ryukyu_rivalry_l_english.yml | localization/english/hotfix_ryukyu_rivalry_l_english.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
