"id","script_path","line","raw_message","legacy_region_key","script_context","API_or_trigger","left_scope","expected_object_type","runtime_observed","runtime_occurrences_if_script_system","fork_file","vanilla_homologue","modern_object","migration_rule","classification","safe_fix","patch_applied","notes"
"RGN-103","common/scripted_buttons/00_new_colonial_admins.txt","1781","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_punjab' file location: common/scripted_buttons/00_new_colonial_admins.txt:1781","region_punjab","region = sr:region_punjab","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_punjab_old.","is_in_geographic_region = geographic_region_punjab_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-104","common/scripted_buttons/00_new_colonial_admins.txt","1924","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_central_india' file location: common/scripted_buttons/00_new_colonial_admins.txt:1924","region_central_india","region = sr:region_central_india","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_central_india_old.","is_in_geographic_region = geographic_region_central_india_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-105","common/scripted_buttons/00_new_colonial_admins.txt","1953","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_central_india' file location: common/scripted_buttons/00_new_colonial_admins.txt:1953","region_central_india","region = sr:region_central_india","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_central_india_old.","is_in_geographic_region = geographic_region_central_india_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-106","common/scripted_buttons/00_new_colonial_admins.txt","1959","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_central_india' file location: common/scripted_buttons/00_new_colonial_admins.txt:1959","region_central_india","region = sr:region_central_india","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_central_india_old.","is_in_geographic_region = geographic_region_central_india_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-107","common/scripted_buttons/00_scripted_buttons_modSX.txt","30","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_dixie' file location: common/scripted_buttons/00_scripted_buttons_modSX.txt:30","region_dixie","has_interest_marker_in_region = sr:region_dixie","has_interest_marker_in_region","country","strategic_region","NO","","YES","Victoria 3 1.13.9 current strategic-region API; vanilla homologues use sr:region_atlantic_coast.","sr:region_atlantic_coast","LEGACY_STRATEGIC_INTEREST_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Interest markers require a current strategic region."
"RGN-108","common/scripted_buttons/00_scripted_buttons_modSX.txt","41","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_dixie' file location: common/scripted_buttons/00_scripted_buttons_modSX.txt:41","region_dixie","has_interest_marker_in_region = sr:region_dixie","has_interest_marker_in_region","country","strategic_region","NO","","YES","Victoria 3 1.13.9 current strategic-region API; vanilla homologues use sr:region_atlantic_coast.","sr:region_atlantic_coast","LEGACY_STRATEGIC_INTEREST_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Interest markers require a current strategic region."
"RGN-109","common/scripted_buttons/00_scripted_buttons_modSX.txt","64","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_dixie' file location: common/scripted_buttons/00_scripted_buttons_modSX.txt:64","region_dixie","region = sr:region_dixie","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_dixie_old.","is_in_geographic_region = geographic_region_dixie_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-110","common/scripted_buttons/00_scripted_buttons_modSX.txt","82","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_dixie' file location: common/scripted_buttons/00_scripted_buttons_modSX.txt:82","region_dixie","region = sr:region_dixie","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_dixie_old.","is_in_geographic_region = geographic_region_dixie_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-111","common/scripted_buttons/00_scripted_buttons_modSX.txt","127","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_dixie' file location: common/scripted_buttons/00_scripted_buttons_modSX.txt:127","region_dixie","has_interest_marker_in_region = sr:region_dixie","has_interest_marker_in_region","country","strategic_region","NO","","YES","Victoria 3 1.13.9 current strategic-region API; vanilla homologues use sr:region_atlantic_coast.","sr:region_atlantic_coast","LEGACY_STRATEGIC_INTEREST_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Interest markers require a current strategic region."
"RGN-112","common/journal_entries/00_establish_colonial_administration.txt","10","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_senegal' file location: common/journal_entries/00_establish_colonial_administration.txt:10","region_senegal","has_interest_marker_in_region = sr:region_senegal","has_interest_marker_in_region","country","strategic_region","NO","","YES","Victoria 3 1.13.9 current strategic-region API; vanilla homologues use sr:region_west_africa.","sr:region_west_africa","LEGACY_STRATEGIC_INTEREST_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Interest markers require a current strategic region."
"RGN-113","common/journal_entries/00_establish_colonial_administration.txt","11","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_niger' file location: common/journal_entries/00_establish_colonial_administration.txt:11","region_niger","has_interest_marker_in_region = sr:region_niger","has_interest_marker_in_region","country","strategic_region","NO","","YES","Victoria 3 1.13.9 current strategic-region API; vanilla homologues use sr:region_west_africa.","sr:region_west_africa","LEGACY_STRATEGIC_INTEREST_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Interest markers require a current strategic region."
"RGN-114","common/journal_entries/00_establish_colonial_administration.txt","12","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_ethiopia' file location: common/journal_entries/00_establish_colonial_administration.txt:12","region_ethiopia","has_interest_marker_in_region = sr:region_ethiopia","has_interest_marker_in_region","country","strategic_region","NO","","YES","Victoria 3 1.13.9 current strategic-region API; vanilla homologues use sr:region_east_africa.","sr:region_east_africa","LEGACY_STRATEGIC_INTEREST_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Interest markers require a current strategic region."
"RGN-115","common/journal_entries/00_establish_colonial_administration.txt","13","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_zanj' file location: common/journal_entries/00_establish_colonial_administration.txt:13","region_zanj","has_interest_marker_in_region = sr:region_zanj","has_interest_marker_in_region","country","strategic_region","NO","","YES","Victoria 3 1.13.9 current strategic-region API; vanilla homologues use sr:region_east_africa.","sr:region_east_africa","LEGACY_STRATEGIC_INTEREST_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Interest markers require a current strategic region."
"RGN-116","common/journal_entries/00_establish_colonial_administration.txt","15","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_congo' file location: common/journal_entries/00_establish_colonial_administration.txt:15","region_congo","has_interest_marker_in_region = sr:region_congo","has_interest_marker_in_region","country","strategic_region","NO","","YES","Victoria 3 1.13.9 current strategic-region API; vanilla homologues use sr:region_equatorial_africa.","sr:region_equatorial_africa","LEGACY_STRATEGIC_INTEREST_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Interest markers require a current strategic region."
"RGN-117","common/journal_entries/00_establish_colonial_administration.txt","31","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_senegal' file location: common/journal_entries/00_establish_colonial_administration.txt:31","region_senegal","region = sr:region_senegal","region comparison","random_state_region (state_region)","strategic_region","NO","","YES","Exact Victoria 3 1.13.9 homologue uses sr:region_west_africa on random_state_region.","region = sr:region_west_africa","LEGACY_STATE_REGION_STRATEGIC_COMPARISON_TO_VANILLA_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","YES","YES","State-region API retained; only the obsolete strategic object is migrated."
"RGN-118","common/journal_entries/00_establish_colonial_administration.txt","37","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_niger' file location: common/journal_entries/00_establish_colonial_administration.txt:37","region_niger","region = sr:region_niger","region comparison","random_state_region (state_region)","strategic_region","NO","","YES","Exact Victoria 3 1.13.9 homologue uses sr:region_west_africa on random_state_region.","region = sr:region_west_africa","LEGACY_STATE_REGION_STRATEGIC_COMPARISON_TO_VANILLA_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","YES","YES","State-region API retained; only the obsolete strategic object is migrated."
"RGN-119","common/journal_entries/00_establish_colonial_administration.txt","43","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_ethiopia' file location: common/journal_entries/00_establish_colonial_administration.txt:43","region_ethiopia","region = sr:region_ethiopia","region comparison","random_state_region (state_region)","strategic_region","NO","","YES","Exact Victoria 3 1.13.9 homologue uses sr:region_east_africa on random_state_region.","region = sr:region_east_africa","LEGACY_STATE_REGION_STRATEGIC_COMPARISON_TO_VANILLA_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","YES","YES","State-region API retained; only the obsolete strategic object is migrated."
"RGN-120","common/journal_entries/00_establish_colonial_administration.txt","49","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_zanj' file location: common/journal_entries/00_establish_colonial_administration.txt:49","region_zanj","region = sr:region_zanj","region comparison","random_state_region (state_region)","strategic_region","NO","","YES","Exact Victoria 3 1.13.9 homologue uses sr:region_east_africa on random_state_region.","region = sr:region_east_africa","LEGACY_STATE_REGION_STRATEGIC_COMPARISON_TO_VANILLA_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","YES","YES","State-region API retained; only the obsolete strategic object is migrated."
"RGN-121","common/journal_entries/00_establish_colonial_administration.txt","61","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_congo' file location: common/journal_entries/00_establish_colonial_administration.txt:61","region_congo","region = sr:region_congo","region comparison","random_state_region (state_region)","strategic_region","NO","","YES","Exact Victoria 3 1.13.9 homologue uses sr:region_equatorial_africa on random_state_region.","region = sr:region_equatorial_africa","LEGACY_STATE_REGION_STRATEGIC_COMPARISON_TO_VANILLA_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","YES","YES","State-region API retained; only the obsolete strategic object is migrated."
"RGN-122","common/journal_entries/00_major_railroads.txt","12","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_east_siberia' file location: common/journal_entries/00_major_railroads.txt:12","region_east_siberia","region = sr:region_east_siberia","region comparison","state-compatible scope","geographic_region","YES","1048","YES","Victoria 3 1.13.9 defines geographic_region_east_siberia_old.","is_in_geographic_region = geographic_region_east_siberia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-123","common/journal_entries/00_major_railroads.txt","13","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_west_siberia' file location: common/journal_entries/00_major_railroads.txt:13","region_west_siberia","region = sr:region_west_siberia","region comparison","state-compatible scope","geographic_region","YES","1048","YES","Victoria 3 1.13.9 defines geographic_region_west_siberia_old.","is_in_geographic_region = geographic_region_west_siberia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-124","common/journal_entries/00_player_objectives_great_game.txt","57","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/00_player_objectives_great_game.txt:57","region_persia","sr:region_persia = {","strategic_region_scope","enclosing script scope","current strategic region or geographic iterator","NO","","YES","Exact Victoria 3 1.13.9 file homologue or generated geographic-region iterator.","REMOVED_UNUSED_PERSIA_SCOPE","REMOVE_UNUSED_INVALID_SCOPE_BLOCK","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","YES","YES","Structural migration locally proven."
"RGN-125","common/journal_entries/00_player_objectives_great_game.txt","60","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_caucasus' file location: common/journal_entries/00_player_objectives_great_game.txt:60","region_caucasus","sr:region_caucasus = {","strategic_region_scope","enclosing script scope","current strategic region or geographic iterator","NO","","YES","Exact Victoria 3 1.13.9 file homologue or generated geographic-region iterator.","REMOVED_UNUSED_CAUCASUS_SCOPE","REMOVE_UNUSED_INVALID_SCOPE_BLOCK","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","YES","YES","Structural migration locally proven."
"RGN-126","common/journal_entries/00_player_objectives_great_game.txt","92","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_caucasus' file location: common/journal_entries/00_player_objectives_great_game.txt:92","region_caucasus","sr:region_caucasus = {","strategic_region_scope","enclosing script scope","current strategic region or geographic iterator","NO","","YES","Exact Victoria 3 1.13.9 file homologue or generated geographic-region iterator.","any_country_in_caucasus_old","LEGACY_STRATEGIC_SCOPE_TO_EXACT_GEOGRAPHIC_ITERATOR","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","YES","YES","Structural migration locally proven."
"RGN-127","common/journal_entries/00_player_objectives_great_game.txt","142","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/00_player_objectives_great_game.txt:142","region_persia","sr:region_persia = {","strategic_region_scope","enclosing script scope","current strategic region or geographic iterator","NO","","YES","Exact Victoria 3 1.13.9 file homologue or generated geographic-region iterator.","any_country_in_persia_old","LEGACY_STRATEGIC_SCOPE_TO_EXACT_GEOGRAPHIC_ITERATOR","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","YES","YES","Structural migration locally proven."
"RGN-128","common/journal_entries/00_player_objectives_great_game.txt","218","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/00_player_objectives_great_game.txt:218","region_persia","region = sr:region_persia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_persia_old.","is_in_geographic_region = geographic_region_persia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-129","common/journal_entries/00_player_objectives_great_game.txt","225","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/00_player_objectives_great_game.txt:225","region_persia","region = sr:region_persia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_persia_old.","is_in_geographic_region = geographic_region_persia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-130","common/journal_entries/00_player_objectives_great_game.txt","238","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/00_player_objectives_great_game.txt:238","region_persia","region = sr:region_persia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_persia_old.","is_in_geographic_region = geographic_region_persia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-131","common/journal_entries/00_player_objectives_great_game.txt","245","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/00_player_objectives_great_game.txt:245","region_persia","region = sr:region_persia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_persia_old.","is_in_geographic_region = geographic_region_persia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-132","common/journal_entries/00_player_objectives_great_game.txt","294","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/00_player_objectives_great_game.txt:294","region_persia","region = sr:region_persia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_persia_old.","is_in_geographic_region = geographic_region_persia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-133","common/journal_entries/00_player_objectives_great_game.txt","310","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/00_player_objectives_great_game.txt:310","region_persia","region = sr:region_persia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_persia_old.","is_in_geographic_region = geographic_region_persia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-134","common/journal_entries/00_player_objectives_great_game.txt","317","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/00_player_objectives_great_game.txt:317","region_persia","region = sr:region_persia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_persia_old.","is_in_geographic_region = geographic_region_persia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-135","common/journal_entries/00_player_objectives_great_game.txt","330","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/00_player_objectives_great_game.txt:330","region_persia","region = sr:region_persia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_persia_old.","is_in_geographic_region = geographic_region_persia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-136","common/journal_entries/00_player_objectives_great_game.txt","337","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/00_player_objectives_great_game.txt:337","region_persia","region = sr:region_persia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_persia_old.","is_in_geographic_region = geographic_region_persia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-137","common/journal_entries/00_player_objectives_great_game.txt","864","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_manchuria' file location: common/journal_entries/00_player_objectives_great_game.txt:864","region_manchuria","region = sr:region_manchuria","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_manchuria_old.","is_in_geographic_region = geographic_region_manchuria_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-138","common/journal_entries/00_player_objectives_great_game.txt","875","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_manchuria' file location: common/journal_entries/00_player_objectives_great_game.txt:875","region_manchuria","region = sr:region_manchuria","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_manchuria_old.","is_in_geographic_region = geographic_region_manchuria_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-139","common/journal_entries/00_player_objectives_great_game.txt","1006","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_japan' file location: common/journal_entries/00_player_objectives_great_game.txt:1006","region_japan","capital.region = sr:region_japan","capital.region comparison","country.capital state","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_japan_old and uses the capital-state trigger pattern.","capital = { is_in_geographic_region = geographic_region_japan_old }","CAPITAL_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-140","common/journal_entries/00_player_objectives_great_game.txt","1007","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_manchuria' file location: common/journal_entries/00_player_objectives_great_game.txt:1007","region_manchuria","capital.region = sr:region_manchuria","capital.region comparison","country.capital state","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_manchuria_old and uses the capital-state trigger pattern.","capital = { is_in_geographic_region = geographic_region_manchuria_old }","CAPITAL_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-141","common/journal_entries/00_player_objectives_great_game.txt","1091","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_bengal' file location: common/journal_entries/00_player_objectives_great_game.txt:1091","region_bengal","region = sr:region_bengal","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_bengal_old.","is_in_geographic_region = geographic_region_bengal_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-142","common/journal_entries/00_player_objectives_great_game.txt","1092","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_madras' file location: common/journal_entries/00_player_objectives_great_game.txt:1092","region_madras","region = sr:region_madras","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_madras_old.","is_in_geographic_region = geographic_region_madras_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-143","common/journal_entries/00_player_objectives_great_game.txt","1249","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/00_player_objectives_great_game.txt:1249","region_persia","sr:region_persia = {","strategic_region_scope","enclosing script scope","current strategic region or geographic iterator","NO","","YES","Exact Victoria 3 1.13.9 file homologue or generated geographic-region iterator.","sr:region_greater_persia","LEGACY_STRATEGIC_SCOPE_TO_VANILLA_CURRENT_STRATEGIC_SCOPE","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","YES","YES","Structural migration locally proven."
"RGN-144","common/journal_entries/00_player_objectives_great_game.txt","1263","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/00_player_objectives_great_game.txt:1263","region_persia","region = sr:region_persia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_persia_old.","is_in_geographic_region = geographic_region_persia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-145","common/journal_entries/00_player_objectives_great_game.txt","1282","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/00_player_objectives_great_game.txt:1282","region_persia","region = sr:region_persia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_persia_old.","is_in_geographic_region = geographic_region_persia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-146","common/journal_entries/00_player_objectives_great_game.txt","1292","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/00_player_objectives_great_game.txt:1292","region_persia","region = sr:region_persia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_persia_old.","is_in_geographic_region = geographic_region_persia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-147","common/journal_entries/00_player_objectives_great_game.txt","1320","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/00_player_objectives_great_game.txt:1320","region_persia","region = sr:region_persia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_persia_old.","is_in_geographic_region = geographic_region_persia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-148","common/journal_entries/00_player_objectives_great_game.txt","1333","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/00_player_objectives_great_game.txt:1333","region_persia","region = sr:region_persia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_persia_old.","is_in_geographic_region = geographic_region_persia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-149","common/journal_entries/00_player_objectives_great_game.txt","1348","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/00_player_objectives_great_game.txt:1348","region_persia","region = sr:region_persia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_persia_old.","is_in_geographic_region = geographic_region_persia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-150","common/journal_entries/00_player_objectives_great_game.txt","1395","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/00_player_objectives_great_game.txt:1395","region_persia","region = sr:region_persia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_persia_old.","is_in_geographic_region = geographic_region_persia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
