"innovation_id","innovation_name","category","innovation_type","earliest_antecedent_date","practical_breakthrough_date","commercial_adoption_date","mass_industrialization_date","origin_regions","important_people_or_institutions","diffusion_routes","scientific_prerequisites","technical_prerequisites","institutional_prerequisites","energy_requirements","raw_materials_required","intermediate_goods","final_products","industries_enabled","industries_transformed","labor_and_skill_changes","infrastructure_requirements","military_uses","civilian_uses","social_effects","environmental_effects","importance_for_1776_start","possible_game_representation","candidate_tech_era","historical_confidence","gameplay_relevance_score","sources","notes"
"I061","Antisepsie et asepsie","médecine","medical_innovation","antécédents avant 1836","1836-1860","1850-1880","1870-1910","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","médecine","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1836-1870","HIGH_CONFIDENCE","5","S61;S78","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I062","Égouts urbains intégrés","construction","infrastructure_system","antécédents avant 1836","1836-1860","1850-1880","1870-1910","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","construction","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1836-1870","HIGH_CONFIDENCE","5","S62;S79","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I063","Filtration de l'eau","médecine","medical_innovation","antécédents avant 1836","1836-1860","1850-1880","1870-1910","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","médecine","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1836-1870","HIGH_CONFIDENCE","5","S63;S80","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I064","Chloration de l'eau","médecine","medical_innovation","antécédents avant 1836","1836-1860","1850-1880","1870-1910","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","médecine","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1836-1870","HIGH_CONFIDENCE","5","S64;S81","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I065","Téléphone et commutation","communications","infrastructure_system","antécédents avant 1836","1836-1860","1850-1880","1870-1910","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","communications","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1836-1870","HIGH_CONFIDENCE","5","S65;S82","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I066","Radio sans fil","communications","infrastructure_system","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","communications","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","CONTESTED","5","S66;S83","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I067","Dynamo industrielle","chimie","production_process","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","chimie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S67;S84","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I068","Éclairage électrique systémique","énergie","technical_invention","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","énergie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S68;S85","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I069","Courant alternatif","chimie","production_process","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","chimie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S69;S86","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I070","Moteur électrique d'usine","énergie","technical_invention","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","énergie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S70;S87","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I071","Hydroélectricité","énergie","technical_invention","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","énergie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S71;S88","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I072","Turbine à vapeur","énergie","technical_invention","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","énergie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S72;S89","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I073","Moteur à quatre temps","moteurs","technical_invention","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","moteurs","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S73;S90","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I074","Moteur Diesel","moteurs","technical_invention","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","moteurs","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S74;S91","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I075","Forage pétrolier moderne","extraction","production_process","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","extraction","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S75;S92","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I076","Raffinage fractionné du pétrole","chimie","production_process","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","chimie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S76;S93","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I077","Pipeline industriel","transport","infrastructure_system","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","transport","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S77;S94","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I078","Procédé Solvay","chimie","production_process","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","chimie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S78;S95","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I079","Superphosphate","agriculture","agricultural_innovation","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","agriculture","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S79;S96","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I080","Commerce mondial du guano","agriculture","agricultural_innovation","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","agriculture","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S80;S97","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I081","Synthèse Haber-Bosch","chimie","production_process","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","chimie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S81;S98","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I082","Hall-Héroult aluminium","métallurgie","production_process","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","métallurgie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S82;S99","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I083","Procédé Bayer alumine","métallurgie","production_process","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","métallurgie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S83;S100","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I084","Béton armé","construction","infrastructure_system","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","construction","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S84;S101","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I085","Ossature d'acier","métallurgie","production_process","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","métallurgie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S85;S102","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I086","Soudage à l'arc","machines-outils","technical_invention","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","machines-outils","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S86;S103","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I087","Roulements de précision","machines-outils","technical_invention","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","machines-outils","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S87;S104","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I088","Bicyclette de sécurité","transport","infrastructure_system","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","transport","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S88;S105","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I089","Automobile","transport","infrastructure_system","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","transport","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S89;S106","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I090","Aviation motorisée","transport","infrastructure_system","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","transport","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","CONTESTED","5","S90;S107","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I091","Caoutchouc de plantation asiatique","chimie","production_process","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","chimie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S91;S108","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
