tech_id,category,unlock_type,unlock_id,unlock_name,relationship_type,source_file,source_context,notes
mechanical_tools,production,production_methods,coffee_plantation_wet_process_manual,Wet Process - Manual Pulping,UNLOCK,common/production_methods/04_plantations.txt,27: mechanical_tools,PM_REQUIREMENT
mechanical_tools,production,production_methods,pm_precision_tools,Precision Tools,UNLOCK,common/production_methods/01_industry.txt,598: mechanical_tools,PM_REQUIREMENT
mechanical_tools,production,production_methods,pm_slaughterhouses,Slaughterhouses,UNLOCK,common/production_methods/02_agro.txt,544: mechanical_tools,PM_REQUIREMENT
mechanical_tools,production,production_methods,pm_steel,Steel Tools,UNLOCK,common/production_methods/01_industry.txt,967: mechanical_tools,PM_REQUIREMENT
mechanical_tools,production,production_methods,pm_sulfite_pulping,Sulfite Pulping,UNLOCK,common/production_methods/01_industry.txt,1127: mechanical_tools,PM_REQUIREMENT
mechanized_farming,production,production_methods,pm_intensive_grazing_ranch,Intensive Wool Gathering,UNLOCK,common/production_methods/02_agro.txt,487: mechanized_farming,PM_REQUIREMENT
mechanized_farming,production,production_methods,pm_mechanized_slaughtering,Mechanized Slaughterhouses,UNLOCK,common/production_methods/02_agro.txt,570: mechanized_farming,PM_REQUIREMENT
mechanized_farming,production,production_methods,pm_tractors,Tractors,UNLOCK,common/production_methods/02_agro.txt,221: mechanized_farming,PM_REQUIREMENT
mechanized_workshops,production,modifier,building_economy_of_scale_level_cap_add,[concept_economy_of_scale] Building Level Cap,MODIFIER,common/technology/technologies/10_production.txt,398: technology modifier block,building_economy_of_scale_level_cap_add=10
mechanized_workshops,production,technology,shift_work,Shift Work,PREREQUISITE,common/technology/technologies/10_production.txt,690: mechanized_workshops,PREREQUISITE
mechanized_workshops,production,technology,vacuum_canning,Vacuum Canning,PREREQUISITE,common/technology/technologies/10_production.txt,672: mechanized_workshops,PREREQUISITE
mechanized_workshops,production,production_methods,coffee_plantation_mechanical_drying,Mechanical Dryers,UNLOCK,common/production_methods/04_plantations.txt,111: mechanized_workshops,PM_REQUIREMENT
mechanized_workshops,production,production_methods,coffee_plantation_wet_process_mechanical,Wet Process - Mechanical Pulping,UNLOCK,common/production_methods/04_plantations.txt,60: mechanized_workshops,PM_REQUIREMENT
mechanized_workshops,production,production_methods,pm_mechanized_looms,Mechanized Looms,UNLOCK,common/production_methods/01_industry.txt,441: mechanized_workshops,PM_REQUIREMENT
mechanized_workshops,production,production_methods,pm_mechanized_workshops,Mechanized Workshops,UNLOCK,common/production_methods/01_industry.txt,541: mechanized_workshops,PM_REQUIREMENT
mechanized_workshops,production,production_methods,pm_sewing_machines,Sewing Machines,UNLOCK,common/production_methods/01_industry.txt,322: mechanized_workshops,PM_REQUIREMENT
medical_degrees,society,modifier,country_institution_health_system_max_investment_add,Max $institution_health_system$ [concept_institution] Investment,MODIFIER,common/technology/technologies/30_society.txt,315: technology modifier block,country_institution_health_system_max_investment_add=1
medical_degrees,society,technology,pharmaceuticals,Pharmaceuticals,PREREQUISITE,common/technology/technologies/30_society.txt,443: medical_degrees,PREREQUISITE
medical_degrees,society,laws,law_charitable_health_system,Charity Hospitals,UNLOCK,common/laws/00_health_system.txt,32: medical_degrees,LAW_REQUIREMENT
military_aviation,military,technology,dreadnought_tech,Dreadnought,PREREQUISITE,common/technology/technologies/20_military.txt,894: military_aviation,PREREQUISITE
military_aviation,military,mobilization_options,mobilization_option_aerial_recon,Aerial Reconnaissance,UNLOCK,common/mobilization_options/00_mobilization_option.txt,861: military_aviation,UNIT_REQUIREMENT
military_aviation,military,production_methods,pm_aeroplane_production,Aeroplane Production,UNLOCK,common/production_methods/01_industry.txt,2221: military_aviation,PM_REQUIREMENT
military_drill,military,modifier,unit_experience_gain_mult,$unit_experience_gain_add$,MODIFIER,common/technology/technologies/20_military.txt,100: technology modifier block,unit_experience_gain_mult=0.05
military_drill,military,technology,line_infantry,Line Infantry,PREREQUISITE,common/technology/technologies/20_military.txt,185: military_drill,PREREQUISITE
military_drill,military,laws,law_diplomatic_navy,Diplomatic Fleet,UNLOCK,common/laws/00_navy_model.txt,145: unlocking_technologies = { military_drill },LAW_REQUIREMENT
military_drill,military,laws,law_professional_army,Professional Army,UNLOCK,common/laws/00_army_model.txt,118: unlocking_technologies = { military_drill },LAW_REQUIREMENT
military_drill,military,laws,law_professional_navy,Capital Fleet,UNLOCK,common/laws/00_navy_model.txt,96: unlocking_technologies = { military_drill },LAW_REQUIREMENT
military_statistics,military,modifier,military_formation_organization_gain_mult,$military_formation_organization_gain_add$,MODIFIER,common/technology/technologies/20_military.txt,500: technology modifier block,military_formation_organization_gain_mult=0.2
military_statistics,military,technology,wargaming,Wargaming,PREREQUISITE,common/technology/technologies/20_military.txt,765: military_statistics,PREREQUISITE
military_statistics,military,mobilization_options,mobilization_option_luxurious_supplies,Luxurious Supplies,UNLOCK,common/mobilization_options/00_mobilization_option.txt,120: military_statistics,UNIT_REQUIREMENT
military_statistics,military,production_methods,pm_advanced_tactics_training,Advanced Tactics Training,UNLOCK,common/production_methods/05_military.txt,59: military_statistics,PM_REQUIREMENT
military_statistics,military,production_methods,pm_advanced_tactics_training_conscription,$pm_advanced_tactics_training$,UNLOCK,common/production_methods/05_military.txt,219: military_statistics,PM_REQUIREMENT
mobile_armor,military,combat_unit_types,combat_unit_type_heavy_tank,Heavy Tanks,UNLOCK,common/combat_unit_types/00_land_combat_unit_types.txt,665: unlocking_technologies = { mobile_armor },UNIT_REQUIREMENT
mobile_armor,military,combat_unit_types,combat_unit_type_light_tanks,Light Tanks,UNLOCK,common/combat_unit_types/00_land_combat_unit_types.txt,944: unlocking_technologies = { mobile_armor },UNIT_REQUIREMENT
mobile_armor,military,combat_unit_types,combat_unit_type_mechanized_infantry,Mechanized Infantry,UNLOCK,common/combat_unit_types/00_land_combat_unit_types.txt,345: unlocking_technologies = { mobile_armor },UNIT_REQUIREMENT
mobile_armor,military,journal_entries,je_great_reforms_military,Great Reforms: Military Reform,UNLOCK,common/journal_entries/03_russia.txt,1258: has_technology_researched = mobile_armor,JOURNAL_REQUIREMENT
mobile_armor,military,production_methods,pm_mobile_warfare_tactics,Mobile Warfare Tactics,UNLOCK,common/production_methods/05_military.txt,131: mobile_armor,PM_REQUIREMENT
mobile_armor,military,production_methods,pm_mobile_warfare_tactics_conscription,$pm_mobile_warfare_tactics$,UNLOCK,common/production_methods/05_military.txt,297: mobile_armor,PM_REQUIREMENT
mobile_armor,military,production_methods,pm_tank_production,Tank Production,UNLOCK,common/production_methods/01_industry.txt,2249: mobile_armor,PM_REQUIREMENT
modern_financial_instruments,society,modifier,country_government_dividends_efficiency_add,$concept_government_dividends$ Efficiency,MODIFIER,common/technology/technologies/30_society.txt,1639: technology modifier block,country_government_dividends_efficiency_add=0.05
modern_financial_instruments,society,modifier,country_loan_interest_rate_add,Loan interest rate,MODIFIER,common/technology/technologies/30_society.txt,1639: technology modifier block,country_loan_interest_rate_add=-0.02
modern_financial_instruments,society,modifier,country_minting_mult,Minting,MODIFIER,common/technology/technologies/30_society.txt,1639: technology modifier block,country_minting_mult=0.1
modern_nursing,military,journal_entries,je_war_nursing,War Wounded,UNLOCK,common/journal_entries/00_nursing.txt,11: has_technology_researched = modern_nursing,JOURNAL_REQUIREMENT
modern_nursing,military,mobilization_options,mobilization_option_field_hospitals,Field Hospitals,UNLOCK,common/mobilization_options/00_mobilization_option.txt,941: modern_nursing,UNIT_REQUIREMENT
modern_sewerage,society,modifier,country_max_weekly_construction_progress_add,Max Weekly Construction Progress,MODIFIER,common/technology/technologies/30_society.txt,451: technology modifier block,country_max_weekly_construction_progress_add=5
modern_sewerage,society,modifier,state_building_construction_sector_max_level_add,$building_construction_sector$ Max Level,MODIFIER,common/technology/technologies/30_society.txt,451: technology modifier block,state_building_construction_sector_max_level_add=5
modern_sewerage,society,modifier,state_harvest_condition_flood_impact_mult,[GetHarvestConditionType('flood').GetName] [concept_harvest_condition] Impact,MODIFIER,common/technology/technologies/30_society.txt,451: technology modifier block,state_harvest_condition_flood_impact_mult=-0.1
modern_sewerage,society,modifier,state_infrastructure_from_population_add,"Infrastructure per [GetDefine('NPops','INDIVIDUALS_PER_POP_INFRASTRUCTURE')|vK] Population",MODIFIER,common/technology/technologies/30_society.txt,451: technology modifier block,state_infrastructure_from_population_add=1
modern_sewerage,society,modifier,state_infrastructure_from_population_max_add,Maximum Infrastructure from Population,MODIFIER,common/technology/technologies/30_society.txt,451: technology modifier block,state_infrastructure_from_population_max_add=20
modern_sewerage,society,modifier,state_pollution_reduction_health_mult,Pollution Health Effects Reduction,MODIFIER,common/technology/technologies/30_society.txt,451: technology modifier block,state_pollution_reduction_health_mult=-0.1
modern_sewerage,society,technology,steel_frame_buildings,Steel-Frame Buildings,PREREQUISITE,common/technology/technologies/30_society.txt,943: modern_sewerage,PREREQUISITE
modern_sewerage,society,journal_entries,je_sol_1,Poverty Crisis,UNLOCK,common/journal_entries/00_standard_of_living.txt,28: has_technology_researched = modern_sewerage,JOURNAL_REQUIREMENT
monitor_tech,military,technology,destroyer,Destroyer,PREREQUISITE,common/technology/technologies/20_military.txt,854: monitor_tech,PREREQUISITE
monitor_tech,military,technology,landing_craft,Landing Craft,PREREQUISITE,common/technology/technologies/20_military.txt,935: monitor_tech,PREREQUISITE
monitor_tech,military,laws,law_diplomatic_navy,Diplomatic Fleet,UNLOCK,common/laws/00_navy_model.txt,174: has_technology_researched = monitor_tech,LAW_REQUIREMENT
monitor_tech,military,laws,law_jeune_ecole,Jeune École,UNLOCK,common/laws/00_navy_model.txt,79: has_technology_researched = monitor_tech,LAW_REQUIREMENT
monitor_tech,military,laws,law_professional_navy,Capital Fleet,UNLOCK,common/laws/00_navy_model.txt,127: has_technology_researched = monitor_tech,LAW_REQUIREMENT
monitor_tech,military,ship_types,ship_type_coastal_defense_ship,Coastal Defense Ship,UNLOCK,common/ship_types/00_ship_types.txt,335: unlocking_technologies = { monitor_tech },NAVAL_DESIGN_REQUIREMENT
monitor_tech,military,ship_types,ship_type_early_ironclad,Early Ironclad,UNLOCK,common/ship_types/00_ship_types.txt,194: has_technology_researched = monitor_tech,NAVAL_DESIGN_REQUIREMENT
monitor_tech,military,ship_types,ship_type_frigate,Frigate,UNLOCK,common/ship_types/00_ship_types.txt,811: has_technology_researched = monitor_tech,NAVAL_DESIGN_REQUIREMENT
monitor_tech,military,ship_types,ship_type_modern_ironclad,Modern Ironclad,UNLOCK,common/ship_types/00_ship_types.txt,429: unlocking_technologies = { monitor_tech },NAVAL_DESIGN_REQUIREMENT
monitor_tech,military,ship_types,ship_type_monitor,Monitor,UNLOCK,common/ship_types/00_ship_types.txt,101: has_technology_researched = monitor_tech,NAVAL_DESIGN_REQUIREMENT
monitor_tech,military,ship_types,ship_type_ship_of_the_line,Ship of the Line,UNLOCK,common/ship_types/00_ship_types.txt,14: has_technology_researched = monitor_tech,NAVAL_DESIGN_REQUIREMENT
multilateral_alliances,society,modifier,country_allow_multiple_alliances_bool,Allow Multiple Alliances,MODIFIER,common/technology/technologies/30_society.txt,1545: technology modifier block,country_allow_multiple_alliances_bool=yes
multilateral_alliances,society,modifier,country_diplomatic_play_maneuvers_mult,"[Concept('concept_maneuver', '$concept_maneuvers$')] per Diplomatic Play",MODIFIER,common/technology/technologies/30_society.txt,1545: technology modifier block,country_diplomatic_play_maneuvers_mult=0.5
multilateral_alliances,society,modifier,country_infamy_generation_mult,Infamy Generation,MODIFIER,common/technology/technologies/30_society.txt,1545: technology modifier block,country_infamy_generation_mult=-0.25
mutual_funds,society,modifier,country_loan_interest_rate_add,Loan interest rate,MODIFIER,common/technology/technologies/30_society.txt,1219: technology modifier block,country_loan_interest_rate_add=-0.02
mutual_funds,society,modifier,country_minting_mult,Minting,MODIFIER,common/technology/technologies/30_society.txt,1219: technology modifier block,country_minting_mult=0.1
mutual_funds,society,modifier,state_max_trade_advantage_from_capacity_add,Maximum [concept_trade_advantage] from Capacity,MODIFIER,common/technology/technologies/30_society.txt,1219: technology modifier block,state_max_trade_advantage_from_capacity_add=0.05
mutual_funds,society,technology,international_exchange_standards,International Exchange Standards,PREREQUISITE,common/technology/technologies/30_society.txt,1478: mutual_funds,PREREQUISITE
mutual_funds,society,technology,investment_banks,Investment Banks,PREREQUISITE,common/technology/technologies/30_society.txt,1253: mutual_funds,PREREQUISITE
mutual_funds,society,company_types,company_mozambique_company,Companhia de Moçambique,UNLOCK,common/company_types/00_companies_europe.txt,1149: has_technology_researched = mutual_funds,COMPANY_REQUIREMENT
mutual_funds,society,laws,law_commercialized_agriculture,Commercialized Agriculture,UNLOCK,common/laws/00_land_reform.txt,358: mutual_funds,LAW_REQUIREMENT
mutual_funds,society,production_methods,pm_financial_district_publicly_traded,$pm_publicly_traded$,UNLOCK,common/production_methods/11_private_infrastructure.txt,474: unlocking_technologies = { mutual_funds },PM_REQUIREMENT
napoleonic_warfare,military,technology,field_works,Field Works,PREREQUISITE,common/technology/technologies/20_military.txt,233: napoleonic_warfare,PREREQUISITE
napoleonic_warfare,military,technology,logistics,Logistics,PREREQUISITE,common/technology/technologies/20_military.txt,253: napoleonic_warfare,PREREQUISITE
napoleonic_warfare,military,combat_unit_types,combat_unit_type_lancers,Lancers,UNLOCK,common/combat_unit_types/00_land_combat_unit_types.txt,877: unlocking_technologies = { napoleonic_warfare },UNIT_REQUIREMENT
napoleonic_warfare,military,combat_unit_types,combat_unit_type_mobile_artillery,Mobile Artillery,UNLOCK,common/combat_unit_types/00_land_combat_unit_types.txt,471: unlocking_technologies = { napoleonic_warfare },UNIT_REQUIREMENT
napoleonic_warfare,military,journal_entries,je_meiji_army,Restoration: Retire the Samurai,UNLOCK,common/journal_entries/00_meiji_restoration.txt,803: has_technology_researched = napoleonic_warfare,JOURNAL_REQUIREMENT
napoleonic_warfare,military,journal_entries,je_sick_man_army,Tanzimat: Army Modernization,UNLOCK,common/journal_entries/00_sick_man.txt,405: has_technology_researched = napoleonic_warfare,JOURNAL_REQUIREMENT
nationalism,society,modifier,country_authority_mult,@aut![Nbsp][concept_authority],MODIFIER,common/technology/technologies/30_society.txt,691: technology modifier block,country_authority_mult=0.1
nationalism,society,modifier,country_voting_power_mult,$country_voting_power_base_add$,MODIFIER,common/technology/technologies/30_society.txt,691: technology modifier block,country_voting_power_mult=0.1
nationalism,society,technology,civilizing_mission,Civilizing Mission,PREREQUISITE,common/technology/technologies/30_society.txt,966: nationalism,PREREQUISITE
nationalism,society,technology,corporatism,Corporatism,PREREQUISITE,common/technology/technologies/30_society.txt,1156: nationalism,PREREQUISITE
nationalism,society,technology,organized_sports,Organized Sports,PREREQUISITE,common/technology/technologies/30_society.txt,529: nationalism,PREREQUISITE
nationalism,society,technology,pan-nationalism,Pan-nationalism,PREREQUISITE,common/technology/technologies/30_society.txt,1194: nationalism,PREREQUISITE
nationalism,society,decrees,decree_promote_national_values,Promote National Values,UNLOCK,common/decrees/00_decree.txt,303: nationalism,UNLOCK
nationalism,society,diplomatic_actions,support_separatism,Support Separatism,UNLOCK,common/diplomatic_actions/52_nationalism_actions.txt,13: nationalism,UNLOCK
nationalism,society,journal_entries,je_alaska,The Acquisition of Alaska,UNLOCK,common/journal_entries/00_alaska.txt,125: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_australia_aus,Federate Australia,UNLOCK,common/journal_entries/00_canada_australia.txt,171: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_australia_gbr,Federate Australia,UNLOCK,common/journal_entries/00_canada_australia.txt,215: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_autocracy,"Religion, Autocracy, Nationality",UNLOCK,common/journal_entries/00_autocracy.txt,16: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_balkan_national_awakenings,National Awakening,UNLOCK,common/journal_entries/05_balkan_national_awakening.txt,12: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_boxer_rebellion,The Boxer Rebellion,UNLOCK,common/journal_entries/00_boxer_rebellion.txt,13: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_brazilian_nation_building,Integrating the Brazilian Nation,UNLOCK,common/journal_entries/02_brazilian_nation_building.txt,31: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_canada_can,Confederate Canada,UNLOCK,common/journal_entries/00_canada_australia.txt,22: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_canada_gbr,Confederate Canada,UNLOCK,common/journal_entries/00_canada_australia.txt,107: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_christ_of_nations,Christ of Nations,UNLOCK,common/journal_entries/00_poland.txt,29: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_communal_divides,Communal Divides,UNLOCK,common/journal_entries/04_communal_divides.txt,10: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_conquest_of_tetouan,Eye for an Eye,UNLOCK,common/journal_entries/06_spanish_africa.txt,22: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_danubian_federation,The Federal Solution,UNLOCK,common/journal_entries/05_danubian_federation.txt,8: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_filipino_ethnogenesis,Archipelagic Ethnogenesis,UNLOCK,common/journal_entries/06_philippines_je.txt,331: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_french_natural_borders,The Natural Borders of France,UNLOCK,common/journal_entries/01_natural_borders_of_france.txt,13: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_great_eastern_crisis,Great Eastern Crisis,UNLOCK,common/journal_entries/05_great_eastern_crisis.txt,53: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_greek_nationalism,The Megali Idea,UNLOCK,common/journal_entries/00_greek_nationalism.txt,19: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_iberia,The Iberian Union,UNLOCK,common/journal_entries/06_iberia.txt,"2: icon = ""gfx/interface/icons/invention_icons/nationalism.dds""",JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_north_german_unification,North German Confederation,UNLOCK,common/journal_entries/00_german_unification.txt,212: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_philippines_main,Perla del Mar de Oriente,UNLOCK,common/journal_entries/06_philippines_je.txt,197: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_populist_unrest,Populist Unrest,UNLOCK,common/journal_entries/02_vargas.txt,"2: icon = ""gfx/interface/icons/invention_icons/nationalism.dds""",JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_portugal_regeneration,Our Fortunate Regeneration,UNLOCK,common/journal_entries/06_portugal_politics.txt,335: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_risorgimento,Risorgimento,UNLOCK,common/journal_entries/00_italian_unification.txt,73: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_south_american_national_identity_emergence,The [ROOT.GetCountry.GetAdjective] Nation,UNLOCK,common/journal_entries/02_south_american_national_identity.txt,30: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_south_german_unification,South German Federation,UNLOCK,common/journal_entries/00_german_unification.txt,271: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_spa_economic_regeneration_master,Economic Regeneration,UNLOCK,common/journal_entries/06_economic_regeneration.txt,53: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_struggle_for_the_highveld,Struggle for the Highveld,UNLOCK,common/journal_entries/05_struggle_for_the_highveld.txt,"2: icon = ""gfx/interface/icons/invention_icons/nationalism.dds""",JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_the_eastern_border,The Ruler of the East,UNLOCK,common/journal_entries/03_russia.txt,16: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_unite_the_principalities,Unite the Principalities,UNLOCK,common/journal_entries/00_romania.txt,25: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_vernacular_policy,The Status of the Vernacular,UNLOCK,common/journal_entries/06_language_policy.txt,65: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,journal_entries,je_yugoslavia,Establishing $YUG$,UNLOCK,common/journal_entries/05_creation_of_yugoslavia.txt,8: has_technology_researched = nationalism,JOURNAL_REQUIREMENT
nationalism,society,laws,law_ethnostate,Ethnostate,UNLOCK,common/laws/00_citizenship.txt,153: nationalism,LAW_REQUIREMENT
navigation,military,technology,admiralty,Admiralty,PREREQUISITE,common/technology/technologies/20_military.txt,150: navigation,PREREQUISITE
navigation,military,technology,drydocks,Drydocks,PREREQUISITE,common/technology/technologies/20_military.txt,34: navigation,PREREQUISITE
navigation,military,buildings,building_port,Port,UNLOCK,common/buildings/11_private_infrastructure.txt,11: unlocking_technologies = { navigation },BUILDING_REQUIREMENT
navigation,military,buildings,building_shipyard,Shipyards,UNLOCK,common/buildings/01_industry.txt,328: navigation,BUILDING_REQUIREMENT
navigation,military,buildings,building_whaling_station,Whaling Stations,UNLOCK,common/buildings/09_misc_resource.txt,72: navigation,BUILDING_REQUIREMENT
navigation,military,journal_entries,je_portugal_and_brazil,The Old Empire,UNLOCK,common/journal_entries/06_lusosphere.txt,"2: icon = ""gfx/interface/icons/invention_icons/navigation.dds""",JOURNAL_REQUIREMENT
nco_training,military,modifier,country_general_rank_impact_mult,$concept_general$ $concept_rank$ Impact,MODIFIER,common/technology/technologies/20_military.txt,981: technology modifier block,country_general_rank_impact_mult=0.2
nco_training,military,technology,mobile_armor,Mobile Armor,PREREQUISITE,common/technology/technologies/20_military.txt,1068: nco_training,PREREQUISITE
nco_training,military,combat_unit_types,combat_unit_type_squad_infantry,Squad Infantry,UNLOCK,common/combat_unit_types/00_land_combat_unit_types.txt,285: unlocking_technologies = { nco_training },UNIT_REQUIREMENT
nco_training,military,journal_entries,je_great_reforms_military,Great Reforms: Military Reform,UNLOCK,common/journal_entries/03_russia.txt,1249: has_technology_researched = nco_training,JOURNAL_REQUIREMENT
nco_training,military,production_methods,pm_nco_incorporation,NCO Incorporation,UNLOCK,common/production_methods/05_military.txt,107: nco_training,PM_REQUIREMENT
nco_training,military,production_methods,pm_nco_incorporation_conscription,$pm_nco_incorporation$,UNLOCK,common/production_methods/05_military.txt,271: nco_training,PM_REQUIREMENT
nitrogen_fixation,production,production_methods,pm_chemical_fertilizer,Chemical Fertilizers,UNLOCK,common/production_methods/02_agro.txt,99: nitrogen_fixation,PM_REQUIREMENT
nitrogen_fixation,production,production_methods,pm_chemical_fertilizer_building_rice_farm,Chemical Fertilizers,UNLOCK,common/production_methods/02_agro.txt,374: nitrogen_fixation,PM_REQUIREMENT
nitrogen_fixation,production,production_methods,pm_nitrogen_fixation,Nitrogen Fixation Process,UNLOCK,common/production_methods/01_industry.txt,1308: nitrogen_fixation,PM_REQUIREMENT
nitroglycerin,production,modifier,country_resource_discovery_chance_mult,Resource Discovery Chance,MODIFIER,common/technology/technologies/10_production.txt,337: technology modifier block,country_resource_discovery_chance_mult=0.25
nitroglycerin,production,technology,dynamite,Dynamite,PREREQUISITE,common/technology/technologies/10_production.txt,500: nitroglycerin,PREREQUISITE
nitroglycerin,production,production_methods,pm_ammonia-soda_process,Ammonia-soda Process,UNLOCK,common/production_methods/01_industry.txt,1373: nitroglycerin,PM_REQUIREMENT
nitroglycerin,production,production_methods,pm_nitroglycerin_building_coal_mine,Nitroglycerin,UNLOCK,common/production_methods/03_mines.txt,122: nitroglycerin,PM_REQUIREMENT
nitroglycerin,production,production_methods,pm_nitroglycerin_building_gold_mine,Nitroglycerin,UNLOCK,common/production_methods/03_mines.txt,932: nitroglycerin,PM_REQUIREMENT
nitroglycerin,production,production_methods,pm_nitroglycerin_building_iron_mine,Nitroglycerin,UNLOCK,common/production_methods/03_mines.txt,341: nitroglycerin,PM_REQUIREMENT
nitroglycerin,production,production_methods,pm_nitroglycerin_building_lead_mine,Nitroglycerin,UNLOCK,common/production_methods/03_mines.txt,565: nitroglycerin,PM_REQUIREMENT
nitroglycerin,production,production_methods,pm_nitroglycerin_building_sulfur_mine,Nitroglycerin,UNLOCK,common/production_methods/03_mines.txt,736: nitroglycerin,PM_REQUIREMENT
oil_turbine,production,production_methods,pm_oil-fired_plant,Oil-Fired Plant,UNLOCK,common/production_methods/06_urban_center.txt,475: oil_turbine,PM_REQUIREMENT
open_hearth_process,production,technology,electric_arc_process,Electric Arc Process,PREREQUISITE,common/technology/technologies/10_production.txt,940: open_hearth_process,PREREQUISITE
open_hearth_process,production,company_types,company_lkab,LKAB,UNLOCK,common/company_types/00_companies_europe.txt,668: has_technology_researched = open_hearth_process,COMPANY_REQUIREMENT
open_hearth_process,production,company_types,company_manfred_weiss,Manfréd Weiss Steel and Metal Works,UNLOCK,common/company_types/00_companies_austria_hungary.txt,222: has_technology_researched = open_hearth_process,COMPANY_REQUIREMENT
open_hearth_process,production,company_types,company_us_steel,Carnegie Steel Company,UNLOCK,common/company_types/00_companies_usa.txt,210: has_technology_researched = open_hearth_process,COMPANY_REQUIREMENT
open_hearth_process,production,production_methods,pm_open_hearth_process,Open Hearth Process,UNLOCK,common/production_methods/01_industry.txt,1595: open_hearth_process,PM_REQUIREMENT
organized_sports,society,modifier,country_prestige_mult,Prestige,MODIFIER,common/technology/technologies/30_society.txt,519: technology modifier block,country_prestige_mult=0.1
paddle_steamer,military,modifier,ship_crew_damage_mult,$ship_crew_damage_add$,MODIFIER,common/technology/technologies/20_military.txt,193: technology modifier block,ship_crew_damage_mult=0.05
paddle_steamer,military,modifier,ship_hull_damage_mult,$ship_hull_damage_add$,MODIFIER,common/technology/technologies/20_military.txt,193: technology modifier block,ship_hull_damage_mult=0.05
paddle_steamer,military,technology,screw_frigate,Screw Frigate,PREREQUISITE,common/technology/technologies/20_military.txt,377: paddle_steamer,PREREQUISITE
pan-nationalism,society,modifier,country_authority_mult,@aut![Nbsp][concept_authority],MODIFIER,common/technology/technologies/30_society.txt,1180: technology modifier block,country_authority_mult=0.1
pan-nationalism,society,modifier,country_support_separatism_strength_mult,[GetDiplomaticActionType('support_separatism').GetName] Strength,MODIFIER,common/technology/technologies/30_society.txt,1180: technology modifier block,country_support_separatism_strength_mult=0.25
pan-nationalism,society,modifier,country_voting_power_mult,$country_voting_power_base_add$,MODIFIER,common/technology/technologies/30_society.txt,1180: technology modifier block,country_voting_power_mult=0.1
pan-nationalism,society,technology,multilateral_alliances,Multilateral Alliances,PREREQUISITE,common/technology/technologies/30_society.txt,1557: pan-nationalism,PREREQUISITE
pan-nationalism,society,journal_entries,je_boxer_rebellion,The Boxer Rebellion,UNLOCK,common/journal_entries/00_boxer_rebellion.txt,17: has_technology_researched = pan-nationalism,JOURNAL_REQUIREMENT
pan-nationalism,society,journal_entries,je_communal_divides,Communal Divides,UNLOCK,common/journal_entries/04_communal_divides.txt,27: has_technology_researched = pan-nationalism,JOURNAL_REQUIREMENT
pan-nationalism,society,journal_entries,je_danubian_federation,The Federal Solution,UNLOCK,common/journal_entries/05_danubian_federation.txt,18: has_technology_researched = pan-nationalism,JOURNAL_REQUIREMENT
pan-nationalism,society,journal_entries,je_german_unification,German Unification,UNLOCK,common/journal_entries/00_german_unification.txt,336: has_technology_researched = pan-nationalism,JOURNAL_REQUIREMENT
