record_id,tag,formation,hq_region,current_2d4_general,regional_source,regional_decision,regional_candidate,global_override,final_decision,final_historical_character,reuse_existing_character,birth_date_source_value,birth_date_precision,birth_place_source_value,mapped_v3_origin_state,culture_final,religion_final,dna_action,historical_profile_action,notes
GEN1776-127,GWA,GwaliorArmy,region_north_india,Mahadji Shinde,2D5H,RETAIN_NAMED_HISTORICAL_GENERAL,Mahadji Shinde,,REUSE_EXISTING_HISTORICAL_CHARACTER,Mahadji Shinde,YES,c.1727,year_uncertain; Maharashtra state encyclopedia gives ?1727; reject false exact 1730 day without stronger evidence,"Exact birthplace not explicitly secured; family seat Kanherkhed, Satara district",STATE_BOMBAY provisional for Satara/Kanherkhed,marathi,hindu,DNA_PENDING_FUTURE_PORTRAIT_PHASE,REUSE_EXISTING_CHARACTER_ADD_GENERAL_ROLE_AND_ATTACH,
GEN1776-128,NAG,NagpurArmy,region_north_india,DEFAULT_TEMPLATE_PROCEDURAL,2D5H,ADD_NAMED_HISTORICAL_GENERAL_CONDITIONAL_RULER_DUPLICATION,Mudhoji Bhonsle,,REUSE_EXISTING_HISTORICAL_CHARACTER,Mudhoji Bhonsle,YES,,unknown; do not use weak 1735 claim,Unknown in priority sources consulted,UNRESOLVED,marathi,hindu,DNA_PENDING_FUTURE_PORTRAIT_PHASE,REUSE_EXISTING_CHARACTER_ADD_GENERAL_ROLE_AND_ATTACH,
GEN1776-129,MYS,cleanup2d3b_mys_land_2,region_south_india,Hyder Ali,2D5H,RETAIN_NAMED_HISTORICAL_GENERAL,Hyder Ali,,REUSE_EXISTING_HISTORICAL_CHARACTER,Hyder Ali,YES,c.1722,year_uncertain; early-life chronology explicitly uncertain,Budikote near Kolar (commonly attested; early-life details uncertain),STATE_MYSORE,deccani is present in mod and is preferable to blindly inheriting kannada; verify character-system token semantics,sunni provisional,DNA_PENDING_FUTURE_PORTRAIT_PHASE,REUSE_EXISTING_CHARACTER_ADD_GENERAL_ROLE_AND_ATTACH,
GEN1776-130,MYS,cleanup2d3b_mys_land_1,region_south_india,DEFAULT_TEMPLATE_PROCEDURAL,2D5H,ADD_NAMED_HISTORICAL_GENERAL,Tipu Sultan,,IMPLEMENT_HISTORICAL,Tipu Sultan,NO,1750-11-20,exact_day_high_confidence,"Devanahalli, near Bangalore",STATE_MYSORE,deccani preferred over automatic kannada; verify token and personal semantics,sunni provisional,DNA_PENDING_FUTURE_PORTRAIT_PHASE,CREATE_HISTORICAL_PROFILE,
GEN1776-131,COO,CoochBeharArmy,region_north_india,DEFAULT_TEMPLATE_PROCEDURAL,2D5H,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-132,GAR,GarhwalArmy,region_north_india,DEFAULT_TEMPLATE_PROCEDURAL,2D5H,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-133,SAT,SataraArmy,region_south_india,DEFAULT_TEMPLATE_PROCEDURAL,2D5H,KEEP_PROCEDURAL_STRUCTURE_DUBIOUS,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-134,KHP,KolhapurArmy,region_south_india,DEFAULT_TEMPLATE_PROCEDURAL,2D5H,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-135,KNO,KurnoolArmy,region_south_india,DEFAULT_TEMPLATE_PROCEDURAL,2D5H,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-136,BHV,BhavnagarArmy,region_north_india,DEFAULT_TEMPLATE_PROCEDURAL,2D5H,KEEP_PROCEDURAL_RULER_NOT_AUTO_GENERAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-137,PUD,PudukottaiArmy,region_south_india,DEFAULT_TEMPLATE_PROCEDURAL,2D5H,KEEP_PROCEDURAL_RULER_NOT_AUTO_GENERAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-138,JEY,JeyporeArmy,region_south_india,DEFAULT_TEMPLATE_PROCEDURAL,2D5H,KEEP_PROCEDURAL_NO_COMMANDER_SECURE,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-139,COC,CochinArmy,region_south_india,DEFAULT_TEMPLATE_PROCEDURAL,2D5H,KEEP_PROCEDURAL_PENDING_STRUCTURE_REWORK,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-140,TRA,TravancoreArmy,region_south_india,Eustachius De Lannoy,2D5H,RETAIN_NAMED_HISTORICAL_GENERAL,Eustachius Benedictus De Lannoy,,IMPLEMENT_HISTORICAL,Eustachius De Lannoy,NO,1715,year_high_confidence; exact day and birthplace disputed,"Disputed: Belgium/Southern Netherlands in Ulloor tradition; Arras, Artois, Kingdom of France in Mark de Lannoy reconstruction",UNRESOLVED_OUTSIDE_SOUTH_ASIA,flemish,catholic,DNA_PENDING_FUTURE_PORTRAIT_PHASE,REBUILD_2D4_HISTORICAL_PROFILE,
GEN1776-141,SIN,SindhArmy,region_north_india,DEFAULT_TEMPLATE_PROCEDURAL,2D5H,KEEP_PROCEDURAL_DYNASTIC_TRANSITION,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-142,MUG,MughalArmy,region_north_india,Mirza Najaf Khan,2D5H,RETAIN_NAMED_HISTORICAL_GENERAL,Mirza Najaf Khan,,IMPLEMENT_HISTORICAL,Mirza Najaf Khan,NO,1723,year_high_confidence; exact day/location not secured,Iran/Persia; exact locality unresolved,UNRESOLVED_OUTSIDE_SOUTH_ASIA,persian,shiite/shia token — verify exact mod token,DNA_PENDING_FUTURE_PORTRAIT_PHASE,REBUILD_2D4_HISTORICAL_PROFILE,
GEN1776-143,CHI,cleanup2d3b_chi_land_1,region_north_china,DEFAULT_TEMPLATE_PROCEDURAL,2D5J,REPLACE_PROCEDURAL_WITH_HISTORICAL_ABSTRACTION,Fengshenge,,IMPLEMENT_HISTORICAL,Fengshenge,NO,UNKNOWN,UNKNOWN,UNKNOWN_NOT_ATTESTED,UNKNOWN_NOT_MAPPABLE,manchu,TBD_DO_NOT_INFER,DNA_PENDING_FUTURE_PORTRAIT_PHASE,CREATE_HISTORICAL_PROFILE,
GEN1776-144,CHI,cleanup2d3b_chi_land_2,region_north_china,DEFAULT_TEMPLATE_PROCEDURAL,2D5J,REPLACE_PROCEDURAL_WITH_HISTORICAL_ABSTRACTION,Agūi,,IMPLEMENT_HISTORICAL,Agūi,NO,1717-09-07,EXACT_DAY_SOURCE_CONVERTED,UNKNOWN_NOT_ATTESTED_IN_CONSULTED_AUTHORITY,UNKNOWN_NOT_MAPPABLE,manchu,TBD_DO_NOT_INFER,DNA_PENDING_FUTURE_PORTRAIT_PHASE,CREATE_HISTORICAL_PROFILE,
GEN1776-145,CHI,cleanup2d3b_chi_land_3,region_northeast_asia,DEFAULT_TEMPLATE_PROCEDURAL,2D5J,REPLACE_PROCEDURAL_WITH_HISTORICAL_REGIONAL_COMMANDER,Fuyu,,IMPLEMENT_HISTORICAL,Fuyu,NO,UNKNOWN,UNKNOWN_SOURCE_CONFLICT,UNKNOWN_NOT_ATTESTED,UNKNOWN_NOT_MAPPABLE,manchu,TBD_DO_NOT_INFER,DNA_PENDING_FUTURE_PORTRAIT_PHASE,CREATE_HISTORICAL_PROFILE,
GEN1776-146,CHI,cleanup2d3b_chi_land_4,region_south_china,DEFAULT_TEMPLATE_PROCEDURAL,2D5J,REPLACE_PROCEDURAL_WITH_HISTORICAL_ABSTRACTION,Mingliang,,IMPLEMENT_HISTORICAL,Mingliang,NO,1736,YEAR,UNKNOWN_NOT_ATTESTED,UNKNOWN_NOT_MAPPABLE,manchu,TBD_DO_NOT_INFER,DNA_PENDING_FUTURE_PORTRAIT_PHASE,CREATE_HISTORICAL_PROFILE,
GEN1776-147,CHI,cleanup2d3b_chi_land_5,region_north_china,DEFAULT_TEMPLATE_PROCEDURAL,2D5J,REPLACE_PROCEDURAL_WITH_HISTORICAL_ABSTRACTION,Qilikeqi,,IMPLEMENT_HISTORICAL,Qilikeqi,NO,UNKNOWN,UNKNOWN,UNKNOWN_NOT_ATTESTED,UNKNOWN_NOT_MAPPABLE,mongol,TBD_DO_NOT_INFER,DNA_PENDING_FUTURE_PORTRAIT_PHASE,CREATE_HISTORICAL_PROFILE,
GEN1776-148,CHI,cleanup2d3b_chi_land_6,region_south_china,DEFAULT_TEMPLATE_PROCEDURAL,2D5J,REPLACE_PROCEDURAL_WITH_HISTORICAL_ABSTRACTION,Wufu,,IMPLEMENT_HISTORICAL,Wufu,NO,c.1728,APPROX_YEAR,UNKNOWN_NOT_ATTESTED,UNKNOWN_NOT_MAPPABLE,manchu,TBD_DO_NOT_INFER,DNA_PENDING_FUTURE_PORTRAIT_PHASE,CREATE_HISTORICAL_PROFILE,
GEN1776-149,CHI,cleanup2d3b_chi_land_7,region_south_china,DEFAULT_TEMPLATE_PROCEDURAL,2D5J,REPLACE_PROCEDURAL_WITH_HISTORICAL_ABSTRACTION,Hailancha,,IMPLEMENT_HISTORICAL,Hailancha,NO,UNKNOWN,UNKNOWN,UNKNOWN_NOT_ATTESTED,UNKNOWN_NOT_MAPPABLE,manchu,TBD_DO_NOT_INFER,DNA_PENDING_FUTURE_PORTRAIT_PHASE,CREATE_HISTORICAL_PROFILE,
GEN1776-150,CHI,cleanup2d3b_chi_land_8,region_south_china,DEFAULT_TEMPLATE_PROCEDURAL,2D5J,REPLACE_PROCEDURAL_WITH_HISTORICAL_ABSTRACTION,Techenge,,IMPLEMENT_HISTORICAL,Techenge,NO,1746,YEAR,UNKNOWN_NOT_ATTESTED,UNKNOWN_NOT_MAPPABLE,manchu,TBD_DO_NOT_INFER,DNA_PENDING_FUTURE_PORTRAIT_PHASE,CREATE_HISTORICAL_PROFILE,
GEN1776-151,DEI,Koninklijk_Nederlandsch_Indisch_Leger,region_indonesia,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,KEEP_PROCEDURAL,Gideon Dulez/Dubez; Johan George Englert,,KEEP_EXISTING_PROCEDURAL,,NO,,not established,,,,not established candidate-by-candidate,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-152,BUR,tatmadaw,region_indochina,Maha Thiha Thura,2D5K,REBUILD_NAMED_HISTORICAL_GENERAL,Maha Thiha Thura,,IMPLEMENT_HISTORICAL,Maha Thiha Thura,NO,1720,YEAR_ONLY_DISPUTED,Mu River valley / Shwebo area,STATE_MANDALAY (approximate mapping for Shwebo/Mu Valley),Burmese/Bamar culture key — verify exact mod/vanilla key at implementation time,"Theravada Buddhist — historically very probable, but no personal devotional record located in the consulted core sources",DNA_PENDING_FUTURE_PORTRAIT_PHASE,REBUILD_2D4_HISTORICAL_PROFILE,
GEN1776-153,PHI,ejercito_de_filipinas,region_indonesia,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,IMPLEMENT_NAMED_HISTORICAL_GENERAL,Simón de Anda y Salazar,,REUSE_EXISTING_HISTORICAL_CHARACTER,Simón de Anda y Salazar,YES,1709-10-28,EXACT,"Subijana / Subijana-Morillas, Álava",STATE_NAVARRA (approximate V3 mapping for Álava/Basque provinces),Basque if available; otherwise Spanish only as a fallback mapping,Roman Catholic,DNA_PENDING_FUTURE_PORTRAIT_PHASE,REUSE_EXISTING_CHARACTER_ADD_GENERAL_ROLE_AND_ATTACH,
GEN1776-154,JAP,Edo_Guard_Army,region_northeast_asia,DEFAULT_TEMPLATE_PROCEDURAL,2D5J,KEEP_PROCEDURAL_ABSTRACTION,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,japanese,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-155,JAP,Kinai_Guard_Army,region_northeast_asia,DEFAULT_TEMPLATE_PROCEDURAL,2D5J,REPLACE_PROCEDURAL_WITH_HISTORICAL_ABSTRACTION,Kuze Hiroaki,,IMPLEMENT_HISTORICAL,Kuze Hiroaki,NO,1732,YEAR,UNKNOWN_NOT_ATTESTED_IN_CONSULTED_BIOGRAPHY,UNKNOWN_NOT_MAPPABLE,japanese,TBD_DO_NOT_INFER,DNA_PENDING_FUTURE_PORTRAIT_PHASE,CREATE_HISTORICAL_PROFILE,
GEN1776-156,ACE,cleanup2d3b_ace_land_1,region_indonesia,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-157,BAL,cleanup2d3b_bal_land_1,region_indonesia,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,KEEP_PROCEDURAL_PENDING_STRUCTURE_REWORK,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-158,BLG,cleanup2d3b_blg_land_1,region_indonesia,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-159,BNJ,cleanup2d3b_bnj_land_1,region_indonesia,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-160,BRU,cleanup2d3b_bru_land_1,region_indonesia,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-161,BTN,cleanup2d3b_btn_land_1,region_indonesia,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-162,CAM,cleanup2d3b_cam_land_1,region_indochina,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,KEEP_PROCEDURAL_PENDING_STRUCTURE_REWORK,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-163,CHP,cleanup2d3b_chp_land_1,region_indochina,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,KEEP_PROCEDURAL_PENDING_STRUCTURE_REWORK,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-164,CMI,cleanup2d3b_cmi_land_1,region_indochina,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,KEEP_PROCEDURAL_PENDING_STRUCTURE_REWORK,Kawila,,KEEP_EXISTING_PROCEDURAL,,NO,1742,YEAR_ONLY,Lampang / Lanna,STATE_CHIANG_MAI (regional approximation; birthplace is Lampang),Thai/Lao-derived Lanna mapping — verify exact key,Theravada Buddhist,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-165,JMB,cleanup2d3b_jmb_land_1,region_indonesia,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,KEEP_PROCEDURAL_PENDING_STRUCTURE_REWORK,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-166,JOH,cleanup2d3b_joh_land_1,region_indochina,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,IMPLEMENT_NAMED_HISTORICAL_GENERAL,Raja Haji Fisabilillah,,IMPLEMENT_HISTORICAL,Raja Haji Fisabilillah,NO,1725-1727,CONFLICTING_APPROXIMATE_YEAR_RANGE,Kota Lama / Hulu Riau (Riau archipelago),STATE_MALAYA (approximate current-mod mapping; verify Riau island province assignment before implementation),Bugis preferred if available; Malay is a possible political fallback but loses lineage specificity,Sunni Islam,DNA_PENDING_FUTURE_PORTRAIT_PHASE,CREATE_HISTORICAL_PROFILE,
GEN1776-167,KTI,cleanup2d3b_kti_land_1,region_indonesia,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-168,LAN,cleanup2d3b_lan_land_1,region_indonesia,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,KEEP_PROCEDURAL_PENDING_STRUCTURE_REWORK,Luo Fangbo,,KEEP_EXISTING_PROCEDURAL,,NO,1738,YEAR_ONLY,"Jiaying Prefecture / later Meixian, Guangdong",STATE_GUANGDONG,Hakka if supported; otherwise Han/Chinese fallback,not securely established in consulted sources,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-169,LUA,cleanup2d3b_lua_land_1,region_indochina,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,KEEP_PROCEDURAL_PENDING_STRUCTURE_REWORK,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-170,MGD,cleanup2d3b_mgd_land_1,region_indonesia,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-171,PON,cleanup2d3b_pon_land_1,region_indonesia,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-172,PRK,cleanup2d3b_prk_land_1,region_indochina,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-173,SAK,cleanup2d3b_sak_land_1,region_indonesia,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-174,SEL,cleanup2d3b_sel_land_1,region_indochina,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-175,SIA,cleanup2d3b_sia_land_1,region_indochina,Chao Phraya Chakri (Thongduang),2D5K,REBUILD_NAMED_HISTORICAL_GENERAL,Chao Phraya Chakri (Thongduang),,IMPLEMENT_HISTORICAL,Chao Phraya Chakri (Thongduang),NO,1737-03-20,EXACT_DAY_MONTH_CALENDAR_CONVERSION_RESOLVED_WITH_NOTE,Ayutthaya,STATE_BANGKOK (current V3 regional approximation for Ayutthaya/central Siam),Thai/Siamese culture key,Theravada Buddhist; personally ordained as a monk in youth,DNA_PENDING_FUTURE_PORTRAIT_PHASE,REBUILD_2D4_HISTORICAL_PROFILE,
GEN1776-176,SMB,cleanup2d3b_smb_land_1,region_indonesia,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-177,SRK,cleanup2d3b_srk_land_1,region_indonesia,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,DEFER_POLITY_SCOPE_MISMATCH_KEEP_PROCEDURAL,Mangkunegara I (Raden Mas Said),,KEEP_EXISTING_PROCEDURAL,,NO,1726,YEAR_ONLY (day/month not revalidated in this phase),Kartasura/central Java region,STATE_CENTRAL_JAVA,Javanese,Islam (Javanese court tradition),NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-178,STG,cleanup2d3b_stg_land_1,region_indonesia,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-179,SUL,cleanup2d3b_sul_land_1,region_indonesia,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-180,TID,cleanup2d3b_tid_land_1,region_indonesia,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-181,YOG,cleanup2d3b_yog_land_1,region_indonesia,DEFAULT_TEMPLATE_PROCEDURAL,2D5K,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-182,AGC,army_of_angoche,region_east_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,PROCEDURAL_REQUIRED_COLLECTIVE_STRUCTURE,,Canonical formation is army_of_angoche; keep procedural collective structure,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-183,ANK,cleanup2d3b_ank_land_1,region_east_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-184,ASH,cleanup2d3b_ash_land_1,region_west_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,PROCEDURAL_REQUIRED_COLLECTIVE_STRUCTURE,Osei Kwadwo (examined),,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,Akan/Asante,Akan/Asante religious tradition,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-185,BEN,cleanup2d3b_ben_land_1,region_west_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,KEEP_PROCEDURAL,Oba Akengbuda (examined),,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,Edo,Edo royal/religious tradition,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-186,BGI,cleanup2d3b_bgi_land_1,region_equatorial_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,KEEP_PROCEDURAL,Muhammad al-Amin (examined),,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,Bagirmi/Barma,Sunni Islam,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-187,BNY,cleanup2d3b_bny_land_1,region_east_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-188,BOR,cleanup2d3b_bor_land_1,region_west_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,KEEP_PROCEDURAL,Ali ibn Hamdun (examined),,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,Kanuri/Bornu,Sunni Islam,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-189,BRD,cleanup2d3b_brd_land_1,region_east_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-190,BRG,cleanup2d3b_brg_land_1,region_west_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,PROCEDURAL_REQUIRED_COLLECTIVE_STRUCTURE,,,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-191,BST,cleanup2d3b_bst_land_1,region_southern_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,PROCEDURAL_REQUIRED_COLLECTIVE_STRUCTURE,,,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-192,BUG,cleanup2d3b_bug_land_1,region_east_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-193,DAH,cleanup2d3b_dah_land_1,region_west_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,KEEP_PROCEDURAL,Kpengla (Yansunu),,KEEP_EXISTING_PROCEDURAL,,NO,c.1735,APPROX_YEAR,Dahomey (exact locality unresolved),,Fon,Dahomean/Vodun royal religious context; personal affiliation not oversimplified,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-194,ETH,cleanup2d3b_eth_land_1,region_east_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,IMPLEMENT_HISTORICAL,Dejazmach Wand Bewossen (Wänd Bäwäsän),,IMPLEMENT_HISTORICAL,Wand Bewossen,NO,,UNKNOWN,,,Amhara/Ethiopian highland nobility; V3 mapping to verify,Ethiopian Orthodox Christianity (high-confidence social/political context; personal profession not separately documented here),DNA_PENDING_FUTURE_PORTRAIT_PHASE,CREATE_HISTORICAL_PROFILE,
GEN1776-195,FTJ,cleanup2d3b_ftj_land_1,region_west_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,IMPLEMENT_HISTORICAL,Ibrahima Sori Mawdo,,REUSE_EXISTING_HISTORICAL_CHARACTER,Ibrahima Sori Mawdo,YES,,UNKNOWN,,,Fulbe/Fulani,Sunni Islam,DNA_PENDING_FUTURE_PORTRAIT_PHASE,REUSE_EXISTING_CHARACTER_ADD_GENERAL_ROLE_AND_ATTACH,
