tag,country_name,state,population_relevant,incorporated,military_law,technology_factor,existing_modifier_factor,native_conscription_rate,native_max_capacity,allocated_target,implemented_capacity,shortfall,shortfall_reason,temporary_modifier_candidate,confidence,notes
NBS,New Brunswick,STATE_NEW_BRUNSWICK,30215,YES,law_peasant_levies,1.0,NONE,0.040000,1,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=120860; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
NEP,Nepal,STATE_HIMALAYAS,1060606,YES,law_professional_army,1.0,church_law=-0.4,0.006000,6,21,6,15,LAW,NO,MEDIUM_HIGH_STATIC,Total population=4242426; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
NET,Netherlands,STATE_FRIESLAND,168518,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,23,1,22,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=674072; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
NET,Netherlands,STATE_GELRE,195665,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=782660; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
NET,Netherlands,STATE_GOLD_COAST,13686,NO,law_professional_army,1.0,church_law=-0.4;unincorporated=-0.5,0.001000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=54744; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
NET,Netherlands,STATE_GUAYANA,35308,NO,law_professional_army,1.0,church_law=-0.4;unincorporated=-0.5,0.001000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=141232; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
NET,Netherlands,STATE_HOLLAND,309866,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1239464; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
NET,Netherlands,STATE_TRAVANCORE,272587,NO,law_professional_army,1.0,church_law=-0.4;unincorporated=-0.5,0.001000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1090404; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
NET,Netherlands,STATE_WEST_INDIES,5209,NO,law_professional_army,1.0,church_law=-0.4;unincorporated=-0.5,0.001000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=20838; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
NVS,Nova Scotia,STATE_NEW_BRUNSWICK,50393,YES,law_peasant_levies,1.0,NONE,0.040000,2,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=201572; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
OLD,Oldenburg,STATE_HANNOVER,64424,YES,law_professional_army,1.0,NONE,0.010000,0,2,0,2,LAW,NO,MEDIUM_HIGH_STATIC,Total population=257696; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
OMA,Oman,STATE_ABU_DHABI,1232,YES,law_professional_army,1.0,NONE,0.010000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=4830; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
OMA,Oman,STATE_BALUCHISTAN,1215,NO,law_professional_army,1.0,unincorporated=-0.5,0.005000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=4560; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
OMA,Oman,STATE_KENYA,17225,YES,law_professional_army,1.0,NONE,0.010000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=60900; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
OMA,Oman,STATE_LARISTAN,18107,NO,law_professional_army,1.0,unincorporated=-0.5,0.005000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=64230; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
OMA,Oman,STATE_OMAN,62500,YES,law_professional_army,1.0,NONE,0.010000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=234000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
OMA,Oman,STATE_SISTAN,1458,NO,law_professional_army,1.0,unincorporated=-0.5,0.005000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=5521; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
OMA,Oman,STATE_ZANZIBAR,312300,YES,law_professional_army,1.0,NONE,0.010000,3,25,3,22,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=1176200; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
ONT,Ontario,STATE_ONTARIO,102699,YES,law_peasant_levies,1.0,NONE,0.040000,4,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=410796; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
ORA,Oranje,STATE_VRYSTAAT,13305,YES,law_national_militia,1.0,church_law=-0.4,0.030000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=43220; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=100; techs=NONE.
OYO,Oyo,STATE_YORUBA_STATES,401000,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,9,35,9,26,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=1576004; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
OZH,Orta Zhuz,STATE_AKMOLINSK,29689,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=118756; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
OZH,Orta Zhuz,STATE_CHELYABINSK,15372,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=61490; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
OZH,Orta Zhuz,STATE_SEMIRECHE,60668,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,3,1,2,TECH,NO,MEDIUM_HIGH_STATIC,Total population=242674; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
OZH,Orta Zhuz,STATE_SYRDARYA,9125,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=36500; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PAN,Punjab,STATE_PUNJAB,1370062,YES,law_professional_army,1.2,NONE,0.012000,16,80,16,64,LAW,NO,MEDIUM_HIGH_STATIC,Total population=5480251; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=mandatory_service. Country-level residual recorded once; no unit attempted above state capacity.
PAP,Papal States,STATE_LAZIO,334866,YES,law_professional_army,1.0,church_law=-0.4,0.006000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1339464; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
PAP,Papal States,STATE_ROMAGNA,200900,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=803600; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
PAP,Papal States,STATE_UMBRIA,112750,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=451000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
PAR,Parma,STATE_EMILIA,118001,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,2,0,2,LAW,NO,MEDIUM_HIGH_STATIC,Total population=472004; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
PCO,Puerto Rico,STATE_PUERTO_RICO,81667,NO,law_professional_army,1.0,church_law=-0.4;unincorporated=-0.5,0.001000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=294668; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
PER,Persia,STATE_ARMENIA,63241,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=252964; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PER,Persia,STATE_AZERBAIJAN,71320,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=285283; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PER,Persia,STATE_ELIZAVETPOL,65198,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=260795; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PER,Persia,STATE_FARS,137659,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=538436; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PER,Persia,STATE_IRAKAJEMI,380278,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,9,31,9,22,TECH,NO,MEDIUM_HIGH_STATIC,Total population=1509713; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
PER,Persia,STATE_ISFAHAN,128445,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=499382; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PER,Persia,STATE_KERMAN,59522,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=227689; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PER,Persia,STATE_KHORASAN,180555,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=715822; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PER,Persia,STATE_LARISTAN,10680,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=39521; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PER,Persia,STATE_LURISTAN,84400,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=325202; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PER,Persia,STATE_MAZANDARAN,258284,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,6,6,6,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1026936; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PER,Persia,STATE_PERSIAN_KURDISTAN,101692,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=401370; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PER,Persia,STATE_SEMNAN,14902,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=59311; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PER,Persia,STATE_TABRIZ,230571,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=914086; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PER,Persia,STATE_URMIA,91285,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=360941; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PHI,Philippines,STATE_LUZON,358614,YES,law_professional_army,1.0,church_law=-0.4,0.006000,2,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1434456; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
PHI,Philippines,STATE_MINDANAO,24521,NO,law_professional_army,1.0,church_law=-0.4;unincorporated=-0.5,0.001000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=98086; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
PHI,Philippines,STATE_VISAYAS,258435,NO,law_professional_army,1.0,church_law=-0.4;unincorporated=-0.5,0.001000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1033743; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
PHI,Philippines,STATE_WEST_MICRONESIA,2248,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=8994; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
PHL,Philippolis,STATE_VRYSTAAT,7820,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=31280; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PLC,Poland-Lithuania,STATE_BREST,192833,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=771332; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PLC,Poland-Lithuania,STATE_COURLAND,116688,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=467752; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PLC,Poland-Lithuania,STATE_GREATER_POLAND,645707,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,15,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=2588291; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PLC,Poland-Lithuania,STATE_KAUNAS,151534,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=607037; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PLC,Poland-Lithuania,STATE_KIEV,826425,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,19,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=3313761; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PLC,Poland-Lithuania,STATE_LESSER_POLAND,248049,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=992197; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PLC,Poland-Lithuania,STATE_MAZOVIA,328257,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,7,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1315511; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PLC,Poland-Lithuania,STATE_MINSK,197006,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=788027; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PLC,Poland-Lithuania,STATE_POSEN,391591,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,9,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1568764; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PLC,Poland-Lithuania,STATE_VILNIUS,130309,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=522137; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PLC,Poland-Lithuania,STATE_VOLHYNIA,179211,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=716846; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PLC,Poland-Lithuania,STATE_WEST_PRUSSIA,16401,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=67004; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PLY,Tahiti,STATE_TAHITI,50869,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=169564; workforce formula applies base/pop-type ratio plus law_women_own_property; law cap=25; techs=NONE.
PON,Pontianak,STATE_WEST_BORNEO,30325,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,2,0,2,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=115200; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
POR,Portugal,STATE_ALENTEJO,114253,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=457012; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
POR,Portugal,STATE_AZORES,52633,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=210532; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
POR,Portugal,STATE_BEIRA,276530,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,6,6,6,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1106122; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
POR,Portugal,STATE_BOMBAY,111597,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=446391; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
POR,Portugal,STATE_CAPE_VERDE,22677,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=78819; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
POR,Portugal,STATE_ENTRE_DOURO_E_MINHO,300753,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,7,17,7,10,TECH,NO,MEDIUM_HIGH_STATIC,Total population=1203012; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
POR,Portugal,STATE_ESTREMADURA,197753,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=791012; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
POR,Portugal,STATE_GUANGDONG,86999,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=347996; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
POR,Portugal,STATE_GUINEA,1426,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=5105; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
POR,Portugal,STATE_GUJARAT,13906,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=55624; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
POR,Portugal,STATE_LOURENCO_MARQUES,29440,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=117761; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
POR,Portugal,STATE_MADEIRA,27550,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=110202; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
POR,Portugal,STATE_MOCAMBIQUE,84998,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=339992; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
POR,Portugal,STATE_NORTH_ANGOLA,842,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=3368; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
POR,Portugal,STATE_SENEGAL,170564,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=681914; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
POR,Portugal,STATE_SOUTH_ANGOLA,58001,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=232004; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
POR,Portugal,STATE_SOUTH_CAMEROON,6671,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=15652; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
POR,Portugal,STATE_SUNDA_ISLANDS,22048,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=88192; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
POR,Portugal,STATE_ZAMBEZIA,97100,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=388400; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
PRK,Perak,STATE_MALAYA,37250,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,4,0,4,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=147000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
PRU,Prussia,STATE_ANHALT,345848,YES,law_professional_army,1.0,church_law=-0.4,0.006000,2,48,2,46,LAW,NO,MEDIUM_HIGH_STATIC,Total population=1383392; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
PRU,Prussia,STATE_BRANDENBURG,407876,YES,law_professional_army,1.0,church_law=-0.4,0.006000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1631504; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
PRU,Prussia,STATE_BRUNSWICK,28000,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=112000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
PRU,Prussia,STATE_EAST_PRUSSIA,214598,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=859792; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
PRU,Prussia,STATE_LOWER_SILESIA,479790,YES,law_professional_army,1.0,church_law=-0.4,0.006000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1919162; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
PRU,Prussia,STATE_NORTH_RHINE,253932,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1015728; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
PRU,Prussia,STATE_POMERANIA,286950,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1147800; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
PRU,Prussia,STATE_RHINELAND,189098,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=756392; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
PRU,Prussia,STATE_RUHR,214072,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=856288; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
PRU,Prussia,STATE_UPPER_SILESIA,183965,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=735861; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
PRU,Prussia,STATE_WESTPHALIA,319707,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1278830; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
PRU,Prussia,STATE_WEST_PRUSSIA,198901,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=797004; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
PUD,Pudukottai,STATE_MADRAS,2203535,YES,law_professional_army,1.0,church_law=-0.4,0.006000,13,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=8569817; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
QUE,Quebec,STATE_QUEBEC,138800,YES,law_peasant_levies,1.0,NONE,0.040000,5,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=555200; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
