"tag","country_name","current_frigates","current_ship_of_the_line","current_other_ships","current_total_crew","current_naval_admin","historical_registered_hulls","historical_ready_or_commissioned_hulls","historical_active_personnel","hull_based_frigate_equivalent","hull_based_sol_equivalent","crew_based_frigate_equivalent","crew_based_sol_equivalent","readiness_factor","readiness_rationale","target_frigates_low","target_frigates_high","target_frigates_recommended","target_sol_low","target_sol_high","target_sol_recommended","target_other_ships","target_total_crew","target_naval_admin_levels","target_fleet_count","current_to_target_delta","structural_defer","structural_resolution","conversion_confidence","notes"
"POR","Portugal","7","3","0","5900","9","","Primary archive confirms an active Southern/Brazil squadron in 1776; exact total not exposed in catalogue","","8","4","","","QUALITATIVE_RECONCILIATION","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; Lisbon and documented South Atlantic presence represented separately.","6","10","8","2","6","4","0","7200","8","2","2","NO","","LOW","Portugal should retain a real oceanic navy; do not infer its full strength from one surviving catalogue entry. MODELED_FROM_QUALITATIVE_EVIDENCE=YES; Lisbon and documented South Atlantic presence represented separately."
"PRK","Perak","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. Regional warfare included sea/river power, but European SOL/frigate categories may be inappropriate. No packet evidence or current combat fleet supports creating a standing navy."
"PRU","Prussia","0","0","0","0","0","","No meaningful 1776 Prussian state battle fleet established in the research pass","","0","0","","","QUALITATIVE_RECONCILIATION","No meaningful 1776 Prussian blue-water combat navy; remove empty formation.","0","0","0","0","0","0","0","0","0","0","0","NO","","MEDIUM","Historical verdict for current empty 'Kniglich_Preuische_Marine': EMPTY FORMATION IS NOT EVIDENCE OF A NAVY; likely remove the empty fleet in implementation rather than populate it. No meaningful 1776 Prussian blue-water combat navy; remove empty formation."
"PUD","Pudukottai","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. No packet evidence or current combat fleet supports creating a standing navy."
"QUE","Quebec","0","0","0","0","0","","","","","","","","","Independent fleet target withheld pending structural resolution.","","","","","","","","","","0","","YES","ALLOCATE_FROM_OVERLORD_POOL","VERY_LOW","Quebec is a British colony; garrison belongs to imperial/colonial structure. Independent fleet target withheld pending structural resolution."
"RUS","Russia","33","43","0","50900","0","","No single reliable Jan-1776 fleet total extracted in this pass","","14","18","","","QUALITATIVE_RECONCILIATION","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; meaningful Baltic force discounted for postwar transition, below Atlantic first-rank navies.","10","18","14","14","22","18","0","21400","22","2","-44","NO","","LOW","Russia is a significant regional naval power, but the current zero naval-administration levels are a separate structural bug from historical fleet size. MODELED_FROM_QUALITATIVE_EVIDENCE=YES; meaningful Baltic force discounted for postwar transition, below Atlantic first-rank navies."
"RWD","Rwanda","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. No packet evidence or current combat fleet supports creating a standing navy."
"RYU","Ryukyu","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. No packet evidence or current combat fleet supports creating a standing navy."
"SAK","Siak","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. Regional warfare included sea/river power, but European SOL/frigate categories may be inappropriate. No packet evidence or current combat fleet supports creating a standing navy."
"SAR","Sardinia-Piedmont","5","0","0","2500","2","","","","5","0","","","QUALITATIVE_RECONCILIATION","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; current regional combat mix retained as a provisional center point pending ship-list evidence.","3","6","5","0","0","0","0","2500","3","1","0","NO","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; current regional combat mix retained as a provisional center point pending ship-list evidence."
"SAT","Satara","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. No packet evidence or current combat fleet supports creating a standing navy."
"SAX","Saxony","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. No packet evidence or current combat fleet supports creating a standing navy."
"SC1","Nueva España","0","0","0","0","0","","","","","","","","","Independent fleet target withheld pending structural resolution.","","","","","","","","","","0","","YES","ALLOCATE_FROM_OVERLORD_POOL","VERY_LOW","Nueva España is a Spanish imperial administrative structure, not an independent 1776 sovereign force. Independent fleet target withheld pending structural resolution."
"SC2","Nueva Granada","0","0","0","0","0","","","","","","","","","Independent fleet target withheld pending structural resolution.","","","","","","","","","","0","","YES","ALLOCATE_FROM_OVERLORD_POOL","VERY_LOW","Nueva Granada is a Spanish imperial administrative structure. Independent fleet target withheld pending structural resolution."
"SC3","Perú","0","0","0","0","0","","","","","","","","","Independent fleet target withheld pending structural resolution.","","","","","","","","","","0","","YES","ALLOCATE_FROM_OVERLORD_POOL","VERY_LOW","Perú is a Spanish imperial administrative structure. Independent fleet target withheld pending structural resolution."
"SC4","Río de la Plata","1","0","0","500","0","","","","","","","","","Spanish imperial allocation; independent fleet target withheld.","","","","","","","","","","0","","YES","ALLOCATE_FROM_OVERLORD_POOL","VERY_LOW","Río de la Plata is a Spanish imperial administrative structure; viceroyalty created 1776 but its fleet/garrison is imperial. Spanish imperial allocation; independent fleet target withheld."
"SCH","Schleswig","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. No packet evidence or current combat fleet supports creating a standing navy."
"SCM","Schaumburg-Lippe","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. No packet evidence or current combat fleet supports creating a standing navy."
"SCW","Schwarzburg","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. No packet evidence or current combat fleet supports creating a standing navy."
"SEL","Selangor","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. Regional warfare included sea/river power, but European SOL/frigate categories may be inappropriate. No packet evidence or current combat fleet supports creating a standing navy."
"SGU","Segou","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. No packet evidence or current combat fleet supports creating a standing navy."
"SHS","Shan","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. Regional warfare included sea/river power, but European SOL/frigate categories may be inappropriate. No packet evidence or current combat fleet supports creating a standing navy."
"SIA","Siam","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. Regional warfare included sea/river power, but European SOL/frigate categories may be inappropriate. No packet evidence or current combat fleet supports creating a standing navy."
"SIC","Two Sicilies","6","2","0","4600","3","","","","","","","","","Map/polity reconstruction required before a Two Sicilies fleet target.","","","","","","","","","","0","","YES","MAP_REWORK_DEFERRED","VERY_LOW","The fork's Two Sicilies tag is anachronistic/overlapping for 1776 and must be reconciled with Naples/Sicily representation. Map/polity reconstruction required before a Two Sicilies fleet target."
"SIK","Sikkim","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. No packet evidence or current combat fleet supports creating a standing navy."
"SIL","Sierra Leone","0","0","0","0","0","","","","","","","","","Independent fleet target withheld pending structural resolution.","","","","","","","","","","0","","YES","MAP_REWORK_DEFERRED","VERY_LOW","Sierra Leone colony/state representation is later than 1776. Independent fleet target withheld pending structural resolution."
"SIN","Sindh","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. No packet evidence or current combat fleet supports creating a standing navy."
"SMB","Sambas","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. Regional warfare included sea/river power, but European SOL/frigate categories may be inappropriate. No packet evidence or current combat fleet supports creating a standing navy."
"SOK","Sokoto","0","0","0","0","0","","","","","","","","","Independent fleet target withheld pending structural resolution.","","","","","","","","","","0","","YES","MAP_REWORK_DEFERRED","VERY_LOW","Sokoto Caliphate is a later polity; do not back-project its nineteenth-century military establishment. Independent fleet target withheld pending structural resolution."
"SPA","Spain","60","20","0","46000","24","59 ships of the line listed in Feb 1777 near-date inventory (not total all-class warships)","17 in full commission by March 1776; 28 in armament by Feb 1777","","18","17 commissioned / 59 inventory","","","Commissioned floor plus partial in-armament capacity","17 SOL fully commissioned and 28 in armament bracket three distinct geographic squadrons.","14","22","18","17","28","22","0","26600","27","3","-40","NO","","HIGH","Historical verdict: MULTIPLE_SQUADRONS_JUSTIFIED, TWO_IDENTICAL_REAL_ARMADA_BLOCKS_NOT_JUSTIFIED. 17 SOL fully commissioned and 28 in armament bracket three distinct geographic squadrons."
"SRK","Surakarta","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. Regional warfare included sea/river power, but European SOL/frigate categories may be inappropriate. No packet evidence or current combat fleet supports creating a standing navy."
"STG","Sintang","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. Regional warfare included sea/river power, but European SOL/frigate categories may be inappropriate. No packet evidence or current combat fleet supports creating a standing navy."
"SUL","Sulu","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. Regional warfare included sea/river power, but European SOL/frigate categories may be inappropriate. No packet evidence or current combat fleet supports creating a standing navy."
"SWE","Sweden","5","10","0","10500","10","","","","6","22 nominal / 16 non-obsolete","","","16/22 = 0.727 quality/readiness factor","22 nominal SOL less six obsolete gives a 16-SOL recommended combat abstraction.","4","8","6","12","18","16","0","15800","16","2","7","NO","","MEDIUM","Sweden remains a significant regional Baltic navy, below first-rank Atlantic powers. 22 nominal SOL less six obsolete gives a 16-SOL recommended combat abstraction."
"SWI","Switzerland","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. No packet evidence or current combat fleet supports creating a standing navy."
"SWZ","Swaziland","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. No packet evidence or current combat fleet supports creating a standing navy."
"TGI","Tungi","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. No packet evidence or current combat fleet supports creating a standing navy."
"TIB","Tibet","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. No packet evidence or current combat fleet supports creating a standing navy."
"TID","Tidore","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. Regional warfare included sea/river power, but European SOL/frigate categories may be inappropriate. No packet evidence or current combat fleet supports creating a standing navy."
"TRA","Travancore","1","0","0","500","1","","","","1","0","","","QUALITATIVE_RECONCILIATION","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; current regional combat mix retained as a provisional center point pending ship-list evidence.","0","2","1","0","0","0","0","500","1","1","0","NO","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; current regional combat mix retained as a provisional center point pending ship-list evidence."
"TRI","Tripolitania","1","0","0","500","1","","","","1","0","","","QUALITATIVE_RECONCILIATION","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; current regional combat mix retained as a provisional center point pending ship-list evidence.","0","2","1","0","0","0","0","500","1","1","0","NO","","LOW","Active current fleet is not historically approved by this pass; retain LOW confidence. MODELED_FROM_QUALITATIVE_EVIDENCE=YES; current regional combat mix retained as a provisional center point pending ship-list evidence."
"TRN","Transvaal","0","0","0","0","0","","","","","","","","","Independent fleet target withheld pending structural resolution.","","","","","","","","","","0","","YES","MAP_REWORK_DEFERRED","VERY_LOW","Transvaal/South African Republic is anachronistic for 1776. Independent fleet target withheld pending structural resolution."
"TRS","Transylvania","0","0","0","0","0","","","","","","","","","Independent fleet target withheld pending structural resolution.","","","","","","","","","","0","","YES","ALLOCATE_FROM_OVERLORD_POOL","VERY_LOW","Transylvania is Habsburg territory; avoid independent national double-counting. Independent fleet target withheld pending structural resolution."
"TUG","Touggourt","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. No packet evidence or current combat fleet supports creating a standing navy."
"TUN","Tunis","1","0","0","500","1","","","","1","0","","","QUALITATIVE_RECONCILIATION","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; current regional combat mix retained as a provisional center point pending ship-list evidence.","0","2","1","0","0","0","0","500","1","1","0","NO","","LOW","Active current fleet is not historically approved by this pass; retain LOW confidence. MODELED_FROM_QUALITATIVE_EVIDENCE=YES; current regional combat mix retained as a provisional center point pending ship-list evidence."
"TUR","Ottoman Empire","8","4","0","7200","9","","","","6","3","","","QUALITATIVE_RECONCILIATION","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; conservative postwar Ottoman combat fleet abstraction.","4","8","6","2","5","3","0","5400","6","1","-3","NO","","LOW","Active current fleet is not historically approved by this pass; retain LOW confidence. MODELED_FROM_QUALITATIVE_EVIDENCE=YES; conservative postwar Ottoman combat fleet abstraction."
"TUS","Tuscany","1","0","0","500","1","","","","1","0","","","QUALITATIVE_RECONCILIATION","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; current regional combat mix retained as a provisional center point pending ship-list evidence.","0","2","1","0","0","0","0","500","1","1","0","NO","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; current regional combat mix retained as a provisional center point pending ship-list evidence."
"UBD","United Baltic Provinces","0","0","0","0","0","","","","","","","","","Independent fleet target withheld pending structural resolution.","","","","","","","","","","0","","YES","ALLOCATE_FROM_OVERLORD_POOL","VERY_LOW","United Baltic Provinces abstraction must be reconciled with Russian imperial military structures. Independent fleet target withheld pending structural resolution."
"UNT","United Tribes","0","0","0","0","0","","","","","","","","","Independent fleet target withheld pending structural resolution.","","","","","","","","","","0","","YES","LOCAL_MILITIA_ONLY","VERY_LOW","The fork tag does not map cleanly to an independent 1776 sovereign navy. Imperial/colonial/local vessels must be attributed before V3 conversion. Independent fleet target withheld pending structural resolution."
"USA","America","9","6","0","9300","0","about 27 colonial/Continental warships by 1776 (whole-year statement, not 1 Jan inventory)","Small improvised Continental force; exact 1 Jan 1776 commissioned count lower than later-1776 total","not all annual personnel simultaneously afloat","5","0","6.18 frigate-only maximum from 3090 personnel","","QUALITATIVE_RECONCILIATION","Crew-based ceiling 3090 / 500 = 6.18 frigate units; five small converted-vessel abstractions recommended; authorized frigates excluded.","3","6","5","0","0","0","0","2500","3","1","-10","NO","","HIGH","Privateers and state navies are mobilization/auxiliary maritime power, not standing Continental Navy V3 units. No Continental SOL should exist at Jan start. Crew-based ceiling 3090 / 500 = 6.18 frigate units; five small converted-vessel abstractions recommended; authorized frigates excluded."
"UZH","Uly Zhuz","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. No packet evidence or current combat fleet supports creating a standing navy."
"VEN","Venice","6","4","0","6200","5","","","","5","2","","","QUALITATIVE_RECONCILIATION","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; reduced Adriatic regional force.","4","6","5","1","3","2","0","4100","5","1","-3","NO","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; reduced Adriatic regional force."
"WAD","Wadai","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. No packet evidence or current combat fleet supports creating a standing navy."
"WAL","Wallachia","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. No packet evidence or current combat fleet supports creating a standing navy."
"WBL","Griqualand","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. No packet evidence or current combat fleet supports creating a standing navy."
"WEI","Saxe-Weimar-Eisenach","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. No packet evidence or current combat fleet supports creating a standing navy."
"WLD","Waldeck","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. No packet evidence or current combat fleet supports creating a standing navy."
"WSG","Warsangali","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. No packet evidence or current combat fleet supports creating a standing navy."
"WTU","Witu","0","0","0","0","0","","","","","","","","","Independent fleet target withheld pending structural resolution.","","","","","","","","","","0","","YES","MAP_REWORK_DEFERRED","VERY_LOW","Witu Sultanate representation is later than 1776. Independent fleet target withheld pending structural resolution."
"WUR","Württemberg","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. No packet evidence or current combat fleet supports creating a standing navy."
"YOG","Yogyakarta","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. Regional warfare included sea/river power, but European SOL/frigate categories may be inappropriate. No packet evidence or current combat fleet supports creating a standing navy."
"ZAI","Azal","0","0","0","0","0","","","","0","0","","","QUALITATIVE_RECONCILIATION","No packet evidence or current combat fleet supports creating a standing navy.","0","0","0","0","0","0","0","0","0","0","0","NO","","LOW","No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. No packet evidence or current combat fleet supports creating a standing navy."
