tag,formation,state,unit_type,state_direct_owner,state_barrack_cap,state_existing_regulars,state_target_regulars,formation_state_type_target,unit_type_allowed,hq,materialization_expected,mismatch_after,notes
HDJ,cleanup2d3b_hdj_land_1,STATE_HEDJAZ,combat_unit_type_irregular_infantry,YES,25,4,4,3,YES,region_arabia,YES,0,R1_CAP_SAFE_PRESERVED
HDJ,cleanup2d3b_hdj_land_1,STATE_HEDJAZ,combat_unit_type_lancers,YES,25,4,4,1,YES,region_arabia,YES,0,R1_CAP_SAFE_PRESERVED
ZAI,cleanup2d3b_zai_land_1,STATE_YEMEN,combat_unit_type_irregular_infantry,YES,25,2,2,1,YES,region_arabia,YES,0,R1_CAP_SAFE_PRESERVED
ZAI,cleanup2d3b_zai_land_1,STATE_YEMEN,combat_unit_type_lancers,YES,25,2,2,1,YES,region_arabia,YES,0,R1_CAP_SAFE_PRESERVED
PAN,FaujiKhas,STATE_PUNJAB,combat_unit_type_cannon_artillery,YES,100,45,45,2,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
PAN,FaujiKhas,STATE_PUNJAB,combat_unit_type_dragoons,YES,100,45,45,7,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
PAN,FaujiKhas,STATE_PUNJAB,combat_unit_type_irregular_infantry,YES,100,45,45,14,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
PAN,FaujiAin,STATE_PUNJAB,combat_unit_type_cannon_artillery,YES,100,45,45,1,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
PAN,FaujiAin,STATE_PUNJAB,combat_unit_type_cuirassiers,YES,100,45,45,7,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
PAN,FaujiAin,STATE_PUNJAB,combat_unit_type_irregular_infantry,YES,100,45,45,14,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
BIC,cleanup2d3b_bic_land_2,STATE_CIRCARS,combat_unit_type_cannon_artillery,YES,100,25,25,1,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
BIC,cleanup2d3b_bic_land_2,STATE_CIRCARS,combat_unit_type_lancers,YES,100,25,25,3,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
BIC,cleanup2d3b_bic_land_2,STATE_CIRCARS,combat_unit_type_line_infantry,YES,100,25,25,12,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
BIC,cleanup2d3b_bic_land_3,STATE_CIRCARS,combat_unit_type_cannon_artillery,YES,100,25,25,1,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
BIC,cleanup2d3b_bic_land_3,STATE_CIRCARS,combat_unit_type_lancers,YES,100,25,25,1,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
BIC,cleanup2d3b_bic_land_3,STATE_CIRCARS,combat_unit_type_line_infantry,YES,100,25,25,7,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
BIC,Bengal_Army,STATE_AWADH,combat_unit_type_cannon_artillery,YES,100,30,30,3,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
BIC,Bengal_Army,STATE_AWADH,combat_unit_type_lancers,YES,100,30,30,4,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
BIC,Bengal_Army,STATE_AWADH,combat_unit_type_line_infantry,YES,100,30,30,23,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
HYD,sarf_e_khas,STATE_HYDERABAD,combat_unit_type_cannon_artillery,YES,100,28,28,2,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
HYD,sarf_e_khas,STATE_HYDERABAD,combat_unit_type_lancers,YES,100,28,28,8,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
HYD,sarf_e_khas,STATE_HYDERABAD,combat_unit_type_line_infantry,YES,100,28,28,18,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
AWA,OudhRoyalArmy,STATE_AWADH,combat_unit_type_cannon_artillery,YES,100,36,36,3,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
AWA,OudhRoyalArmy,STATE_AWADH,combat_unit_type_lancers,YES,100,36,36,9,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
AWA,OudhRoyalArmy,STATE_AWADH,combat_unit_type_line_infantry,YES,100,36,36,24,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
MARATH,cleanup2d3b_marath_land_2,STATE_BOMBAY,combat_unit_type_cannon_artillery,YES,25,21,21,1,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
MARATH,cleanup2d3b_marath_land_2,STATE_BOMBAY,combat_unit_type_irregular_infantry,YES,25,21,21,13,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
MARATH,cleanup2d3b_marath_land_2,STATE_BOMBAY,combat_unit_type_lancers,YES,25,21,21,7,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
MARATH,cleanup2d3b_marath_land_1,STATE_AGRA,combat_unit_type_cannon_artillery,YES,25,24,24,2,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
MARATH,cleanup2d3b_marath_land_1,STATE_AGRA,combat_unit_type_irregular_infantry,YES,25,24,24,14,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
MARATH,cleanup2d3b_marath_land_1,STATE_AGRA,combat_unit_type_lancers,YES,25,24,24,8,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
GWA,GwaliorArmy,STATE_MALWA,combat_unit_type_cannon_artillery,YES,100,30,30,2,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
GWA,GwaliorArmy,STATE_MALWA,combat_unit_type_lancers,YES,100,30,30,10,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
GWA,GwaliorArmy,STATE_MALWA,combat_unit_type_line_infantry,YES,100,30,30,18,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
NAG,NagpurArmy,STATE_CENTRAL_PROVINCES,combat_unit_type_cannon_artillery,YES,100,16,16,1,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
NAG,NagpurArmy,STATE_CENTRAL_PROVINCES,combat_unit_type_irregular_infantry,YES,100,16,16,10,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
NAG,NagpurArmy,STATE_CENTRAL_PROVINCES,combat_unit_type_lancers,YES,100,16,16,4,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
NAG,NagpurArmy,STATE_CENTRAL_PROVINCES,combat_unit_type_line_infantry,YES,100,16,16,1,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
MYS,cleanup2d3b_mys_land_2,STATE_MYSORE,combat_unit_type_cannon_artillery,YES,100,32,32,2,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
MYS,cleanup2d3b_mys_land_2,STATE_MYSORE,combat_unit_type_lancers,YES,100,32,32,3,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
MYS,cleanup2d3b_mys_land_2,STATE_MYSORE,combat_unit_type_line_infantry,YES,100,32,32,11,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
MYS,cleanup2d3b_mys_land_1,STATE_MYSORE,combat_unit_type_cannon_artillery,YES,100,32,32,2,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
MYS,cleanup2d3b_mys_land_1,STATE_MYSORE,combat_unit_type_lancers,YES,100,32,32,3,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
MYS,cleanup2d3b_mys_land_1,STATE_MYSORE,combat_unit_type_line_infantry,YES,100,32,32,11,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
COO,CoochBeharArmy,STATE_WEST_BENGAL,combat_unit_type_irregular_infantry,YES,100,2,2,1,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
COO,CoochBeharArmy,STATE_WEST_BENGAL,combat_unit_type_lancers,YES,100,2,2,1,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
GAR,GarhwalArmy,STATE_AGRA,combat_unit_type_irregular_infantry,YES,100,2,2,1,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
GAR,GarhwalArmy,STATE_AGRA,combat_unit_type_lancers,YES,100,2,2,1,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
SAT,SataraArmy,STATE_BOMBAY,combat_unit_type_lancers,YES,100,2,2,1,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
SAT,SataraArmy,STATE_BOMBAY,combat_unit_type_line_infantry,YES,100,2,2,1,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
KHP,KolhapurArmy,STATE_BOMBAY,combat_unit_type_lancers,YES,100,4,4,1,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
KHP,KolhapurArmy,STATE_BOMBAY,combat_unit_type_line_infantry,YES,100,4,4,3,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
KNO,KurnoolArmy,STATE_KURNOOL,combat_unit_type_irregular_infantry,YES,100,5,5,3,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
KNO,KurnoolArmy,STATE_KURNOOL,combat_unit_type_lancers,YES,100,5,5,1,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
KNO,KurnoolArmy,STATE_KURNOOL,combat_unit_type_line_infantry,YES,100,5,5,1,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
BHV,BhavnagarArmy,STATE_GUJARAT,combat_unit_type_irregular_infantry,YES,25,3,3,2,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
BHV,BhavnagarArmy,STATE_GUJARAT,combat_unit_type_lancers,YES,25,3,3,1,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
PUD,PudukottaiArmy,STATE_MADRAS,combat_unit_type_irregular_infantry,YES,100,2,2,1,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
PUD,PudukottaiArmy,STATE_MADRAS,combat_unit_type_lancers,YES,100,2,2,1,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
JEY,JeyporeArmy,STATE_CIRCARS,combat_unit_type_irregular_infantry,YES,100,3,3,2,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
JEY,JeyporeArmy,STATE_CIRCARS,combat_unit_type_lancers,YES,100,3,3,1,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
COC,CochinArmy,STATE_TRAVANCORE,combat_unit_type_lancers,YES,100,2,2,1,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
COC,CochinArmy,STATE_TRAVANCORE,combat_unit_type_line_infantry,YES,100,2,2,1,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
TRA,TravancoreArmy,STATE_TRAVANCORE,combat_unit_type_cannon_artillery,YES,100,7,7,1,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
TRA,TravancoreArmy,STATE_TRAVANCORE,combat_unit_type_lancers,YES,100,7,7,2,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
TRA,TravancoreArmy,STATE_TRAVANCORE,combat_unit_type_line_infantry,YES,100,7,7,4,YES,region_south_india,YES,0,R1_CAP_SAFE_PRESERVED
SIN,SindhArmy,STATE_SINDH,combat_unit_type_cannon_artillery,YES,25,17,17,1,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
SIN,SindhArmy,STATE_SINDH,combat_unit_type_irregular_infantry,YES,25,17,17,11,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
SIN,SindhArmy,STATE_SINDH,combat_unit_type_lancers,YES,25,17,17,5,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
MUG,MughalArmy,STATE_DELHI,combat_unit_type_hussars,YES,25,2,2,1,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
MUG,MughalArmy,STATE_DELHI,combat_unit_type_irregular_infantry,YES,25,2,2,1,YES,region_north_india,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_1,STATE_ALXA,combat_unit_type_hussars,YES,25,25,25,8,YES,region_north_china,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_1,STATE_ALXA,combat_unit_type_irregular_infantry,YES,25,25,25,17,YES,region_north_china,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_1,STATE_JIANGXI,combat_unit_type_irregular_infantry,YES,25,25,25,12,YES,region_north_china,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_2,STATE_JIANGXI,combat_unit_type_hussars,YES,25,25,25,8,YES,region_north_china,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_2,STATE_JIANGXI,combat_unit_type_irregular_infantry,YES,25,25,25,5,YES,region_north_china,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_2,STATE_SOUTHERN_ANHUI,combat_unit_type_irregular_infantry,YES,25,25,25,24,YES,region_north_china,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_3,STATE_AMUR,combat_unit_type_hussars,YES,25,25,25,8,YES,region_northeast_asia,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_3,STATE_AMUR,combat_unit_type_irregular_infantry,YES,25,25,25,17,YES,region_northeast_asia,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_3,STATE_HENAN,combat_unit_type_irregular_infantry,YES,25,25,25,11,YES,region_northeast_asia,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_3,STATE_SOUTHERN_ANHUI,combat_unit_type_irregular_infantry,YES,25,25,25,1,YES,region_northeast_asia,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_4,STATE_CHONGQING,combat_unit_type_hussars,YES,25,25,25,8,YES,region_south_china,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_4,STATE_CHONGQING,combat_unit_type_irregular_infantry,YES,25,25,25,17,YES,region_south_china,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_4,STATE_HENAN,combat_unit_type_irregular_infantry,YES,25,25,25,12,YES,region_south_china,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_5,STATE_FUJIAN,combat_unit_type_irregular_infantry,YES,25,25,25,9,YES,region_north_china,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_5,STATE_HENAN,combat_unit_type_dragoons,YES,25,25,25,2,YES,region_north_china,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_5,STATE_SUZHOU,combat_unit_type_dragoons,YES,25,25,25,5,YES,region_north_china,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_5,STATE_SUZHOU,combat_unit_type_irregular_infantry,YES,25,25,25,20,YES,region_north_china,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_6,STATE_FUJIAN,combat_unit_type_dragoons,YES,25,25,25,7,YES,region_south_china,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_6,STATE_FUJIAN,combat_unit_type_irregular_infantry,YES,25,25,25,9,YES,region_south_china,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_6,STATE_SHANDONG,combat_unit_type_irregular_infantry,YES,25,25,25,20,YES,region_south_china,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_7,STATE_BEIJING,combat_unit_type_dragoons,YES,25,25,25,2,YES,region_south_china,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_7,STATE_BEIJING,combat_unit_type_irregular_infantry,YES,25,25,25,23,YES,region_south_china,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_7,STATE_GUANGXI,combat_unit_type_irregular_infantry,YES,25,25,25,5,YES,region_south_china,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_7,STATE_SHANDONG,combat_unit_type_dragoons,YES,25,25,25,5,YES,region_south_china,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_8,STATE_GUANGXI,combat_unit_type_dragoons,YES,25,25,25,7,YES,region_south_china,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_8,STATE_GUANGXI,combat_unit_type_irregular_infantry,YES,25,25,25,13,YES,region_south_china,YES,0,R1_CAP_SAFE_PRESERVED
CHI,cleanup2d3b_chi_land_8,STATE_SHANXI,combat_unit_type_irregular_infantry,YES,25,15,15,15,YES,region_south_china,YES,0,R1_CAP_SAFE_PRESERVED
DEI,Koninklijk_Nederlandsch_Indisch_Leger,STATE_CELEBES,combat_unit_type_cannon_artillery,YES,25,12,12,1,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
DEI,Koninklijk_Nederlandsch_Indisch_Leger,STATE_CELEBES,combat_unit_type_dragoons,YES,25,12,12,1,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
DEI,Koninklijk_Nederlandsch_Indisch_Leger,STATE_CELEBES,combat_unit_type_irregular_infantry,YES,25,12,12,10,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
BUR,tatmadaw,STATE_KACHIN,combat_unit_type_cannon_artillery,YES,25,25,25,1,YES,region_indochina,YES,0,R1_CAP_SAFE_PRESERVED
BUR,tatmadaw,STATE_KACHIN,combat_unit_type_cuirassiers,YES,25,25,25,5,YES,region_indochina,YES,0,R1_CAP_SAFE_PRESERVED
BUR,tatmadaw,STATE_KACHIN,combat_unit_type_irregular_infantry,YES,25,25,25,19,YES,region_indochina,YES,0,R1_CAP_SAFE_PRESERVED
BUR,tatmadaw,STATE_PEGU,combat_unit_type_irregular_infantry,YES,25,5,5,5,YES,region_indochina,YES,0,R1_CAP_SAFE_PRESERVED
PHI,ejercito_de_filipinas,STATE_LUZON,combat_unit_type_cannon_artillery,YES,100,5,5,1,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
PHI,ejercito_de_filipinas,STATE_LUZON,combat_unit_type_dragoons,YES,100,5,5,1,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
PHI,ejercito_de_filipinas,STATE_LUZON,combat_unit_type_irregular_infantry,YES,100,5,5,1,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
PHI,ejercito_de_filipinas,STATE_LUZON,combat_unit_type_line_infantry,YES,100,5,5,2,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
PHI,ejercito_de_filipinas,STATE_VISAYAS,combat_unit_type_irregular_infantry,YES,100,2,2,1,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
PHI,ejercito_de_filipinas,STATE_VISAYAS,combat_unit_type_line_infantry,YES,100,2,2,1,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
JAP,Edo_Guard_Army,STATE_CHUGOKU,combat_unit_type_dragoons,YES,25,25,25,2,YES,region_northeast_asia,YES,0,R1_CAP_SAFE_PRESERVED
JAP,Edo_Guard_Army,STATE_CHUGOKU,combat_unit_type_irregular_infantry,YES,25,25,25,19,YES,region_northeast_asia,YES,0,R1_CAP_SAFE_PRESERVED
JAP,Kinai_Guard_Army,STATE_CHUGOKU,combat_unit_type_dragoons,YES,25,25,25,2,YES,region_northeast_asia,YES,0,R1_CAP_SAFE_PRESERVED
JAP,Kinai_Guard_Army,STATE_CHUGOKU,combat_unit_type_irregular_infantry,YES,25,25,25,2,YES,region_northeast_asia,YES,0,R1_CAP_SAFE_PRESERVED
JAP,Kinai_Guard_Army,STATE_KANSAI,combat_unit_type_irregular_infantry,YES,25,17,17,17,YES,region_northeast_asia,YES,0,R1_CAP_SAFE_PRESERVED
ACE,cleanup2d3b_ace_land_1,STATE_ACEH,combat_unit_type_irregular_infantry,YES,25,2,2,2,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
BAL,cleanup2d3b_bal_land_1,STATE_SUNDA_ISLANDS,combat_unit_type_dragoons,YES,25,4,4,1,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
BAL,cleanup2d3b_bal_land_1,STATE_SUNDA_ISLANDS,combat_unit_type_irregular_infantry,YES,25,4,4,3,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
BLG,cleanup2d3b_blg_land_1,STATE_EAST_BORNEO,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
BNJ,cleanup2d3b_bnj_land_1,STATE_EAST_BORNEO,combat_unit_type_irregular_infantry,YES,25,2,2,2,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
BRU,cleanup2d3b_bru_land_1,STATE_NORTH_BORNEO,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
BTN,cleanup2d3b_btn_land_1,STATE_CELEBES,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
CAM,cleanup2d3b_cam_land_1,STATE_CAMBODIA,combat_unit_type_irregular_infantry,YES,25,6,6,5,YES,region_indochina,YES,0,R1_CAP_SAFE_PRESERVED
CAM,cleanup2d3b_cam_land_1,STATE_CAMBODIA,combat_unit_type_lancers,YES,25,6,6,1,YES,region_indochina,YES,0,R1_CAP_SAFE_PRESERVED
CHP,cleanup2d3b_chp_land_1,STATE_LAOS,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_indochina,YES,0,R1_CAP_SAFE_PRESERVED
CMI,cleanup2d3b_cmi_land_1,STATE_CHIANG_MAI,combat_unit_type_irregular_infantry,YES,25,4,4,3,YES,region_indochina,YES,0,R1_CAP_SAFE_PRESERVED
CMI,cleanup2d3b_cmi_land_1,STATE_CHIANG_MAI,combat_unit_type_lancers,YES,25,4,4,1,YES,region_indochina,YES,0,R1_CAP_SAFE_PRESERVED
JMB,cleanup2d3b_jmb_land_1,STATE_NORTH_SUMATRA,combat_unit_type_irregular_infantry,YES,25,2,2,2,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
JOH,cleanup2d3b_joh_land_1,STATE_MALAYA,combat_unit_type_irregular_infantry,YES,25,2,2,2,YES,region_indochina,YES,0,R1_CAP_SAFE_PRESERVED
KTI,cleanup2d3b_kti_land_1,STATE_EAST_BORNEO,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
LAN,cleanup2d3b_lan_land_1,STATE_WEST_BORNEO,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
LUA,cleanup2d3b_lua_land_1,STATE_LAOS,combat_unit_type_irregular_infantry,YES,25,3,3,3,YES,region_indochina,YES,0,R1_CAP_SAFE_PRESERVED
MGD,cleanup2d3b_mgd_land_1,STATE_MINDANAO,combat_unit_type_irregular_infantry,YES,25,2,2,2,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
PON,cleanup2d3b_pon_land_1,STATE_WEST_BORNEO,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
PRK,cleanup2d3b_prk_land_1,STATE_MALAYA,combat_unit_type_irregular_infantry,YES,25,2,2,2,YES,region_indochina,YES,0,R1_CAP_SAFE_PRESERVED
SAK,cleanup2d3b_sak_land_1,STATE_ACEH,combat_unit_type_irregular_infantry,YES,25,2,2,2,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
SEL,cleanup2d3b_sel_land_1,STATE_MALAYA,combat_unit_type_irregular_infantry,YES,25,2,2,2,YES,region_indochina,YES,0,R1_CAP_SAFE_PRESERVED
SIA,cleanup2d3b_sia_land_1,STATE_BANGKOK,combat_unit_type_cannon_artillery,YES,25,18,18,1,YES,region_indochina,YES,0,R1_CAP_SAFE_PRESERVED
SIA,cleanup2d3b_sia_land_1,STATE_BANGKOK,combat_unit_type_irregular_infantry,YES,25,18,18,14,YES,region_indochina,YES,0,R1_CAP_SAFE_PRESERVED
SIA,cleanup2d3b_sia_land_1,STATE_BANGKOK,combat_unit_type_lancers,YES,25,18,18,3,YES,region_indochina,YES,0,R1_CAP_SAFE_PRESERVED
SMB,cleanup2d3b_smb_land_1,STATE_WEST_BORNEO,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
SRK,cleanup2d3b_srk_land_1,STATE_CENTRAL_JAVA,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
STG,cleanup2d3b_stg_land_1,STATE_WEST_BORNEO,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
SUL,cleanup2d3b_sul_land_1,STATE_LUZON,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
TID,cleanup2d3b_tid_land_1,STATE_CELEBES,combat_unit_type_irregular_infantry,YES,25,2,2,2,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
YOG,cleanup2d3b_yog_land_1,STATE_CENTRAL_JAVA,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_indonesia,YES,0,R1_CAP_SAFE_PRESERVED
AGC,army_of_angoche,STATE_MOCAMBIQUE,combat_unit_type_dragoons,YES,25,4,4,1,YES,region_east_africa,YES,0,R1_CAP_SAFE_PRESERVED
AGC,army_of_angoche,STATE_MOCAMBIQUE,combat_unit_type_irregular_infantry,YES,25,4,4,3,YES,region_east_africa,YES,0,R1_CAP_SAFE_PRESERVED
ANK,cleanup2d3b_ank_land_1,STATE_UGANDA,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_east_africa,YES,0,R1_CAP_SAFE_PRESERVED
ASH,cleanup2d3b_ash_land_1,STATE_GOLD_COAST,combat_unit_type_dragoons,YES,25,18,18,3,YES,region_west_africa,YES,0,R1_CAP_SAFE_PRESERVED
ASH,cleanup2d3b_ash_land_1,STATE_GOLD_COAST,combat_unit_type_irregular_infantry,YES,25,18,18,15,YES,region_west_africa,YES,0,R1_CAP_SAFE_PRESERVED
BEN,cleanup2d3b_ben_land_1,STATE_BENIN,combat_unit_type_dragoons,YES,25,8,8,2,YES,region_west_africa,YES,0,R1_CAP_SAFE_PRESERVED
BEN,cleanup2d3b_ben_land_1,STATE_BENIN,combat_unit_type_irregular_infantry,YES,25,8,8,6,YES,region_west_africa,YES,0,R1_CAP_SAFE_PRESERVED
BGI,cleanup2d3b_bgi_land_1,STATE_WADDAI,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_equatorial_africa,YES,0,R1_CAP_SAFE_PRESERVED
BNY,cleanup2d3b_bny_land_1,STATE_UGANDA,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_east_africa,YES,0,R1_CAP_SAFE_PRESERVED
BOR,cleanup2d3b_bor_land_1,STATE_BORNU,combat_unit_type_dragoons,YES,25,6,6,2,YES,region_west_africa,YES,0,R1_CAP_SAFE_PRESERVED
BOR,cleanup2d3b_bor_land_1,STATE_BORNU,combat_unit_type_irregular_infantry,YES,25,6,6,4,YES,region_west_africa,YES,0,R1_CAP_SAFE_PRESERVED
