tag,country_name,domain,formation_name,source_file,source_line_or_block,hq,base_state_if_relevant,unit_type,unit_count,estimated_engine_manpower,commander_count,commander_names,duplicate_name_count,duplicate_definition,empty,invalid_reference,vfs_status,risk_level,notes
SC2,Nueva Granada,army,Ejrcito_del_Ecuador,common/history/military_formations/02_military_formations_south_america.txt,line 83,region_andes,,combat_unit_type_cuirassiers=1;combat_unit_type_irregular_infantry=2;combat_unit_type_line_infantry=4,7,7000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
SC2,Nueva Granada,army,Ejrcito_de_la_Nueva_Granada,common/history/military_formations/02_military_formations_south_america.txt,line 106,region_gran_colombia,,combat_unit_type_cuirassiers=2;combat_unit_type_irregular_infantry=4;combat_unit_type_line_infantry=12,18,18000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
SC2,Nueva Granada,army,Ejrcito_de_Venezuela,common/history/military_formations/02_military_formations_south_america.txt,line 147,region_gran_colombia,,combat_unit_type_cuirassiers=2;combat_unit_type_line_infantry=7,9,9000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
SC4,Río de la Plata,army,Ejrcito_Argentino,common/history/military_formations/02_military_formations_south_america.txt,line 46,region_la_plata,,combat_unit_type_cuirassiers=1;combat_unit_type_line_infantry=6,7,7000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
SC4,Río de la Plata,fleet,Armada_Argentina,common/history/military_formations/02_military_formations_south_america.txt,line 70,region_la_plata,,ship_type_frigate=1,1,500,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,P0,country_sailor_capacity=0; country_fleet_crew_requirement=500
SCH,Schleswig,army,Schleswigsche_Armee,common/history/military_formations/00_military_formations_europe.txt,line 3144,region_central_europe,,combat_unit_type_cuirassiers=1;combat_unit_type_line_infantry=1,2,2000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
SIC,Two Sicilies,army,Reale_Esercito_di_SM_il_Re_del_Regno_delle_Due_Sicilie,common/history/military_formations/00_military_formations_europe.txt,line 3244,region_southern_europe,,combat_unit_type_cannon_artillery=1;combat_unit_type_dragoons=4;combat_unit_type_line_infantry=15,20,20000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
SIC,Two Sicilies,army,Guardia_Reale,common/history/military_formations/00_military_formations_europe.txt,line 3297,region_southern_europe,,combat_unit_type_hussars=2;combat_unit_type_line_infantry=8,10,10000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
SIC,Two Sicilies,fleet,Armata_di_Mare_di_SM_il_Re_del_Regno_delle_Due_Sicilie,common/history/military_formations/00_military_formations_europe.txt,line 3315,region_southern_europe,STATE_CAMPANIA:3,ship_type_frigate=6;ship_type_ship_of_the_line=2,8,4600,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,P1,country_sailor_capacity=3000; country_fleet_crew_requirement=4600
SIN,Sindh,army,SindhArmy,common/history/military_formations/05_military_formations_india.txt,line 678,region_north_india,,combat_unit_type_cannon_artillery=1;combat_unit_type_irregular_infantry=12;combat_unit_type_lancers=5;combat_unit_type_line_infantry=5,23,23000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
SPA,Spain,army,Guardia_Real,common/history/military_formations/00_military_formations_europe.txt,line 3796,region_southern_europe,,combat_unit_type_cannon_artillery=2;combat_unit_type_cuirassiers=4;combat_unit_type_dragoons=2;combat_unit_type_line_infantry=16,24,24000,2,<unnamed>;<unnamed>,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
SPA,Spain,army,Ejercito_del_Norte,common/history/military_formations/00_military_formations_europe.txt,line 3867,region_southern_europe,,combat_unit_type_cannon_artillery=10;combat_unit_type_dragoons=12;combat_unit_type_hussars=6;combat_unit_type_line_infantry=34,62,62000,2,<unnamed>;<unnamed>,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
SPA,Spain,army,Ejercito_del_Centro,common/history/military_formations/00_military_formations_europe.txt,line 3980,region_southern_europe,,combat_unit_type_cannon_artillery=3;combat_unit_type_dragoons=2;combat_unit_type_hussars=2;combat_unit_type_line_infantry=9,16,16000,1,<unnamed>,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
SPA,Spain,fleet,Real_Armada_Espaola,common/history/military_formations/00_military_formations_europe.txt,line 4037,region_southern_europe,STATE_GALICIA:8|STATE_LOWER_ANDALUSIA:8|STATE_MURCIA:5|STATE_WEST_INDIES:3,ship_type_frigate=30;ship_type_ship_of_the_line=10,40,23000,1,<unnamed>,2,YES,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,P0,country_sailor_capacity=24000; country_fleet_crew_requirement=46000
SPA,Spain,fleet,Real_Armada_Espaola,common/history/military_formations/00_military_formations_europe.txt,line 4054,region_southern_europe,STATE_GALICIA:8|STATE_LOWER_ANDALUSIA:8|STATE_MURCIA:5|STATE_WEST_INDIES:3,ship_type_frigate=30;ship_type_ship_of_the_line=10,40,23000,1,<unnamed>,2,YES,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,P0,country_sailor_capacity=24000; country_fleet_crew_requirement=46000
SWE,Sweden,army,Kungliga_Svenska_Armn,common/history/military_formations/00_military_formations_europe.txt,line 2942,region_northern_europe,,combat_unit_type_cannon_artillery=3;combat_unit_type_cuirassiers=1;combat_unit_type_dragoons=2;combat_unit_type_hussars=4;combat_unit_type_line_infantry=20,30,30000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
SWE,Sweden,fleet,Hgsjflottan,common/history/military_formations/00_military_formations_europe.txt,line 3032,region_northern_europe,STATE_SCANIA:10,ship_type_frigate=5;ship_type_ship_of_the_line=10,15,10500,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,P1,country_sailor_capacity=10000; country_fleet_crew_requirement=10500
TRA,Travancore,army,TravancoreArmy,common/history/military_formations/05_military_formations_india.txt,line 643,region_south_india,,combat_unit_type_cannon_artillery=1;combat_unit_type_lancers=1;combat_unit_type_line_infantry=7,9,9000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
TRA,Travancore,fleet,TravancoreNavy,common/history/military_formations/05_military_formations_india.txt,line 666,region_south_india,STATE_TRAVANCORE:1,ship_type_frigate=1,1,500,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,country_sailor_capacity=1000; country_fleet_crew_requirement=500
TRI,Tripolitania,fleet,Escadre_de_Tripoli,common/history/military_formations/03_military_formations_north_africa.txt,line 17,region_north_africa,STATE_TRIPOLI:1,ship_type_frigate=1,1,500,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,country_sailor_capacity=1000; country_fleet_crew_requirement=500
TRS,Transylvania,army,generalkommando_hermannstadt,common/history/military_formations/00_military_formations_europe.txt,line 878,region_balkans,,combat_unit_type_hussars=3;combat_unit_type_line_infantry=16,19,19000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
TUN,Tunis,fleet,Bahriat_alTuwnusia,common/history/military_formations/03_military_formations_north_africa.txt,line 3,region_north_africa,STATE_TUNISIA:1,ship_type_frigate=1,1,500,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,country_sailor_capacity=1000; country_fleet_crew_requirement=500
TUR,Ottoman Empire,army,Hassa_Ordusu,common/history/military_formations/04_military_formations_middle_east.txt,line 55,region_balkans,,combat_unit_type_cannon_artillery=2;combat_unit_type_hussars=2;combat_unit_type_irregular_infantry=10,14,14000,1,Omer_Lutfi Pasha,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
TUR,Ottoman Empire,army,Rumeli_Ordusu,common/history/military_formations/04_military_formations_middle_east.txt,line 110,region_balkans,,combat_unit_type_cannon_artillery=1;combat_unit_type_hussars=7;combat_unit_type_irregular_infantry=21,29,29000,1,Hafiz_Osman Pasha,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
TUR,Ottoman Empire,army,Konstantiniyye_Ordusu,common/history/military_formations/04_military_formations_middle_east.txt,line 180,region_balkans,,combat_unit_type_cannon_artillery=1;combat_unit_type_irregular_infantry=10,11,11000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
TUR,Ottoman Empire,army,Anadolu_Ordusu,common/history/military_formations/04_military_formations_middle_east.txt,line 198,region_near_east,,combat_unit_type_cannon_artillery=1;combat_unit_type_hussars=2;combat_unit_type_irregular_infantry=21,24,24000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
TUR,Ottoman Empire,fleet,Donanmay_Humyn,common/history/military_formations/04_military_formations_middle_east.txt,line 246,region_balkans,STATE_EASTERN_THRACE:9,ship_type_frigate=8;ship_type_ship_of_the_line=4,12,7200,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,country_sailor_capacity=9000; country_fleet_crew_requirement=7200
TUS,Tuscany,army,Esercito_del_Granducato_di_Toscana,common/history/military_formations/00_military_formations_europe.txt,line 3500,region_southern_europe,,combat_unit_type_cannon_artillery=1;combat_unit_type_dragoons=1;combat_unit_type_lancers=1;combat_unit_type_line_infantry=5,8,8000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
TUS,Tuscany,fleet,Marina_del_Granducato_di_Toscana,common/history/military_formations/00_military_formations_europe.txt,line 3530,region_southern_europe,STATE_TUSCANY:1,ship_type_frigate=1,1,500,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,country_sailor_capacity=1000; country_fleet_crew_requirement=500
UBD,United Baltic Provinces,army,<unnamed@4103>,common/history/military_formations/00_military_formations_europe.txt,line 4103,region_eastern_europe,,combat_unit_type_lancers=1;combat_unit_type_line_infantry=5,6,6000,0,,0,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,No explicit name key; engine/localization may generate a visible name.
USA,America,army,Army_of_Observation,common/history/military_formations/01_military_formations_north_america.txt,line 3,region_atlantic_coast,,combat_unit_type_cannon_artillery=5;combat_unit_type_hussars=20;combat_unit_type_line_infantry=40,65,65000,2,<unnamed>;<unnamed>,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
USA,America,army,Regular_Army,common/history/military_formations/01_military_formations_north_america.txt,line 55,region_atlantic_coast,,combat_unit_type_cannon_artillery=10;combat_unit_type_hussars=20;combat_unit_type_line_infantry=45,75,75000,3,Edmund_P Gaines;<unnamed>;<unnamed>,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
USA,America,army,Army_of_Florida,common/history/military_formations/01_military_formations_north_america.txt,line 140,region_atlantic_coast,,combat_unit_type_dragoons=9;combat_unit_type_line_infantry=15,24,24000,1,<unnamed>,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
USA,America,fleet,Navy_Yard_Gosport,common/history/military_formations/01_military_formations_north_america.txt,line 170,region_atlantic_coast,,ship_type_frigate=2;ship_type_ship_of_the_line=1,3,1800,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,P0,country_sailor_capacity=0; country_fleet_crew_requirement=9300
USA,America,fleet,Navy_Yard_New_York,common/history/military_formations/01_military_formations_north_america.txt,line 184,region_atlantic_coast,,ship_type_frigate=2;ship_type_ship_of_the_line=3,5,3400,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,P0,country_sailor_capacity=0; country_fleet_crew_requirement=9300
USA,America,fleet,Navy_Yard_Boston,common/history/military_formations/01_military_formations_north_america.txt,line 198,region_atlantic_coast,,ship_type_frigate=1;ship_type_ship_of_the_line=1,2,1300,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,P0,country_sailor_capacity=0; country_fleet_crew_requirement=9300
USA,America,fleet,Mediterranean_Squadron,common/history/military_formations/01_military_formations_north_america.txt,line 212,region_atlantic_coast,,ship_type_frigate=2;ship_type_ship_of_the_line=1,3,1800,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,P0,country_sailor_capacity=0; country_fleet_crew_requirement=9300
USA,America,fleet,Pacific_Squadron,common/history/military_formations/01_military_formations_north_america.txt,line 226,region_atlantic_coast,,ship_type_frigate=1,1,500,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,P0,country_sailor_capacity=0; country_fleet_crew_requirement=9300
USA,America,fleet,West_Indies_Squadron,common/history/military_formations/01_military_formations_north_america.txt,line 235,region_atlantic_coast,,ship_type_frigate=1,1,500,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,P0,country_sailor_capacity=0; country_fleet_crew_requirement=9300
VEN,Venice,army,<unnamed@537>,common/history/military_formations/00_military_formations_europe.txt,line 537,region_southern_europe,,combat_unit_type_dragoons=4;combat_unit_type_line_infantry=8,12,12000,0,,0,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,No explicit name key; engine/localization may generate a visible name.
VEN,Venice,fleet,merchant_venice_fleet,common/history/military_formations/00_military_formations_europe.txt,line 521,region_southern_europe,STATE_VENETIA:5,ship_type_frigate=6;ship_type_ship_of_the_line=4,10,6200,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,P1,country_sailor_capacity=5000; country_fleet_crew_requirement=6200
WAL,Wallachia,army,Armata_rii_Romneti,common/history/military_formations/00_military_formations_europe.txt,line 3190,region_balkans,,combat_unit_type_hussars=1;combat_unit_type_line_infantry=3,4,4000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
WLD,Waldeck,army,Waldecksches_Bataillon,common/history/military_formations/00_military_formations_europe.txt,line 2908,region_central_europe,,combat_unit_type_line_infantry=1,1,1000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
WUR,Württemberg,army,Kniglich_Wrttembergische_Armee,common/history/military_formations/00_military_formations_europe.txt,line 2517,region_central_europe,,combat_unit_type_cannon_artillery=2;combat_unit_type_dragoons=2;combat_unit_type_lancers=2;combat_unit_type_line_infantry=8,14,14000,0,,1,NO,NO,,ACTIVE_MOD_FILE_SHADOWS_SAME_RELATIVE_VANILLA_FILE,INFO,
