tag,file,formation_type,formation_name_key,same_key_ordinal,formation_ordinal,hq_region_after,scripted_regular_target_before_r1,scripted_regular_target_after_r1,scripted_conscript_target_before_r1,scripted_conscript_target_after_r1,scripted_ships_after_r1,total_potential_units_after_r1,initial_empty_land_formation_after,runtime_3e_correlation,runtime_3e_regular_objects_exact_formation,runtime_3e_regular_positive_manpower_exact_formation,runtime_3e_conscript_objects_exact_formation,runtime_3e_conscript_positive_manpower_exact_formation,runtime_3e_country_regular_objects,runtime_3e_country_regular_positive_manpower,runtime_3e_country_conscript_objects,runtime_3e_country_conscript_positive_manpower,runtime_3e_country_total_formations_including_engine_or_user_created,final_country_scripted_conscript_target_r1,r2_expected_regular_status,notes
SEL,06_military_formations_asia.txt,army,cleanup2d3b_sel_land_1,1,1,region_indochina,2,2,1,3,0,5,NO,EXACT_NAME_KEY,2,2,1,0,2,2,1,0,1,3,PASS_STATIC_STATE_CAP_REALLOCATION,
SIA,06_military_formations_asia.txt,army,cleanup2d3b_sia_land_1,1,1,region_indochina,18,18,19,36,0,54,NO,EXACT_NAME_KEY,18,18,19,0,18,18,19,0,1,36,PASS_STATIC_STATE_CAP_REALLOCATION,
SMB,06_military_formations_asia.txt,army,cleanup2d3b_smb_land_1,1,1,region_indonesia,1,1,0,1,0,2,NO,EXACT_NAME_KEY,1,1,0,0,1,1,0,0,1,1,PASS_STATIC_STATE_CAP_REALLOCATION,
SRK,06_military_formations_asia.txt,army,cleanup2d3b_srk_land_1,1,1,region_indonesia,1,1,0,1,0,2,NO,EXACT_NAME_KEY,1,1,0,0,1,1,0,0,1,1,PASS_STATIC_STATE_CAP_REALLOCATION,
STG,06_military_formations_asia.txt,army,cleanup2d3b_stg_land_1,1,1,region_indonesia,1,1,0,1,0,2,NO,EXACT_NAME_KEY,1,1,0,0,1,1,0,0,1,1,PASS_STATIC_STATE_CAP_REALLOCATION,
SUL,06_military_formations_asia.txt,army,cleanup2d3b_sul_land_1,1,1,region_indonesia,1,1,0,2,0,3,NO,EXACT_NAME_KEY,1,1,0,0,1,1,0,0,1,2,PASS_STATIC_STATE_CAP_REALLOCATION,
TID,06_military_formations_asia.txt,army,cleanup2d3b_tid_land_1,1,1,region_indonesia,2,2,1,4,0,6,NO,EXACT_NAME_KEY,2,1,1,0,2,1,1,0,1,4,PASS_STATIC_STATE_CAP_REALLOCATION,
YOG,06_military_formations_asia.txt,army,cleanup2d3b_yog_land_1,1,1,region_indonesia,1,1,0,1,0,2,NO,EXACT_NAME_KEY,1,1,0,0,1,1,0,0,1,1,PASS_STATIC_STATE_CAP_REALLOCATION,
AGC,07_military_formations_subsaharan_africa.txt,army,army_of_angoche,1,1,region_east_africa,4,4,0,1,0,5,NO,EXACT_NAME_KEY,3,3,0,0,3,3,0,0,1,1,PASS_STATIC_STATE_CAP_REALLOCATION,
ANK,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_ank_land_1,1,1,region_east_africa,1,1,1,3,0,4,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,1,0,0,0,1,3,PASS_STATIC_STATE_CAP_REALLOCATION,
ASH,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_ash_land_1,1,1,region_west_africa,18,18,7,13,0,31,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,1,0,0,0,1,13,PASS_STATIC_STATE_CAP_REALLOCATION,
BEN,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_ben_land_1,1,1,region_west_africa,8,8,11,19,0,27,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,1,0,0,0,1,19,PASS_STATIC_STATE_CAP_REALLOCATION,
BGI,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_bgi_land_1,1,1,region_equatorial_africa,1,1,0,2,0,3,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,1,0,0,0,1,2,PASS_STATIC_STATE_CAP_REALLOCATION,
BNY,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_bny_land_1,1,1,region_east_africa,1,1,1,3,0,4,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,1,0,0,0,1,3,PASS_STATIC_STATE_CAP_REALLOCATION,
BOR,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_bor_land_1,1,1,region_west_africa,6,6,3,11,0,17,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,1,0,0,0,1,11,PASS_STATIC_STATE_CAP_REALLOCATION,
BRD,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_brd_land_1,1,1,region_east_africa,2,2,2,5,0,7,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,1,0,0,0,1,5,PASS_STATIC_STATE_CAP_REALLOCATION,
BRG,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_brg_land_1,1,1,region_west_africa,1,1,1,3,0,4,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,1,0,0,0,1,3,PASS_STATIC_STATE_CAP_REALLOCATION,
BST,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_bst_land_1,1,1,region_southern_africa,2,2,1,3,0,5,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,1,0,0,0,1,3,PASS_STATIC_STATE_CAP_REALLOCATION,
BUG,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_bug_land_1,1,1,region_east_africa,4,4,4,8,0,12,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,1,0,0,0,1,8,PASS_STATIC_STATE_CAP_REALLOCATION,
DAH,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_dah_land_1,1,1,region_west_africa,7,7,2,5,0,12,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,1,0,0,0,1,5,PASS_STATIC_STATE_CAP_REALLOCATION,
ETH,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_eth_land_1,1,1,region_east_africa,16,16,43,48,0,64,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,0,0,0,0,0,48,PASS_STATIC_STATE_CAP_REALLOCATION,
FTJ,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_ftj_land_1,1,1,region_west_africa,4,4,2,5,0,9,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,1,0,0,0,1,5,PASS_STATIC_STATE_CAP_REALLOCATION,
FTR,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_ftr_land_1,1,1,region_west_africa,4,4,0,3,0,7,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,1,0,0,0,1,3,PASS_STATIC_STATE_CAP_REALLOCATION,
GLD,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_gld_land_1,1,1,region_east_africa,2,2,1,3,0,5,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,1,0,0,0,1,3,PASS_STATIC_STATE_CAP_REALLOCATION,
HAU,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_hau_land_1,1,1,region_west_africa,4,4,2,5,0,9,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,0,0,0,0,0,5,PASS_STATIC_STATE_CAP_REALLOCATION,
ISQ,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_isq_land_1,1,1,region_east_africa,1,1,0,2,0,3,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,0,0,0,0,0,2,PASS_STATIC_STATE_CAP_REALLOCATION,
KON,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_kon_land_1,1,1,region_equatorial_africa,2,2,5,6,0,8,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,1,0,0,0,1,6,PASS_STATIC_STATE_CAP_REALLOCATION,
KRG,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_krg_land_1,1,1,region_east_africa,1,1,0,2,0,3,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,1,0,0,0,1,2,PASS_STATIC_STATE_CAP_REALLOCATION,
KRT,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_krt_land_1,1,1,region_west_africa,4,4,1,3,0,7,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,1,0,0,0,1,3,PASS_STATIC_STATE_CAP_REALLOCATION,
MAD,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_mad_land_1,1,1,region_east_africa,8,8,11,21,0,29,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,1,0,0,0,1,21,PASS_STATIC_STATE_CAP_REALLOCATION,
MBS,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_mbs_land_1,1,1,region_east_africa,1,1,0,1,0,2,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,0,0,0,0,0,1,PASS_STATIC_STATE_CAP_REALLOCATION,
MJT,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_mjt_land_1,1,1,region_east_africa,3,3,3,4,0,7,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,1,0,0,0,1,4,PASS_STATIC_STATE_CAP_REALLOCATION,
MSN,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_msn_land_1,1,1,region_west_africa,8,8,7,14,0,22,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,1,0,0,0,1,14,PASS_STATIC_STATE_CAP_REALLOCATION,
OYO,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_oyo_land_1,1,1,region_west_africa,12,12,9,17,0,29,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,0,0,0,0,0,17,PASS_STATIC_STATE_CAP_REALLOCATION,
RWD,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_rwd_land_1,1,1,region_east_africa,2,2,3,6,0,8,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,0,0,0,0,0,6,PASS_STATIC_STATE_CAP_REALLOCATION,
SGU,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_sgu_land_1,1,1,region_west_africa,4,4,1,4,0,8,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,1,0,0,0,1,4,PASS_STATIC_STATE_CAP_REALLOCATION,
SWZ,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_swz_land_1,1,1,region_southern_africa,1,1,0,1,0,2,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,1,0,0,0,1,1,PASS_STATIC_STATE_CAP_REALLOCATION,
TGI,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_tgi_land_1,1,1,region_east_africa,1,1,0,1,0,2,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,0,0,0,0,0,1,PASS_STATIC_STATE_CAP_REALLOCATION,
WAD,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_wad_land_1,1,1,region_equatorial_africa,4,4,1,4,0,8,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,1,0,0,0,1,4,PASS_STATIC_STATE_CAP_REALLOCATION,
WBL,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_wbl_land_1,1,1,region_southern_africa,1,1,0,1,0,2,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,1,0,0,0,1,1,PASS_STATIC_STATE_CAP_REALLOCATION,
WSG,07_military_formations_subsaharan_africa.txt,army,cleanup2d3b_wsg_land_1,1,1,region_east_africa,1,1,0,1,0,2,NO,NOT_MATERIALIZED_OR_RUNTIME_NAME_MISMATCH,,,,,1,0,0,0,1,1,PASS_STATIC_STATE_CAP_REALLOCATION,
