record_id,research_batch,tag,country_name,formation,source_file,hq_region,expected_runtime_total,reference_date,commander_required_2d4,command_role_type,recommended_character,office_or_role_1776,implementation_decision,procedural_allowed,research_status,role_identity_confidence,formation_mapping_confidence,structural_context,source_1,source_2,legacy_action,notes
GEN1776-101,00_EUROPE_POST_2D3,AIT,Ait Abbas,cleanup2d3b_ait_land_1,03_military_formations_north_africa.txt,region_north_africa,2,1776-01-01,YES,STRUCTURAL_CONTEXT_WITH_CURRENT_FORMATION,,,PROCEDURAL_ALLOWED_PENDING_STRUCTURE_REWORK,YES,NO_DEFENSIBLE_NAME_STRUCTURAL_CONTEXT,N/A,N/A,POLITY_CONTEXT_DEFERRED:IDENTITY_MAP_REWORK_DEFERRED,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,"Current runtime formation still needs a commander, but polity/map architecture is deferred. Use a procedural commander and do not turn the placeholder into a historical claim."
GEN1776-102,00_EUROPE_POST_2D3,CON,Constantine,cleanup2d3b_con_land_1,03_military_formations_north_africa.txt,region_north_africa,6,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-103,00_EUROPE_POST_2D3,DFR,Darfur,cleanup2d3b_dfr_land_1,03_military_formations_north_africa.txt,region_nile_basin,3,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-104,00_EUROPE_POST_2D3,MOR,Morocco,cleanup2d3b_mor_land_1,03_military_formations_north_africa.txt,region_north_africa,26,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-105,00_EUROPE_POST_2D3,TUG,Touggourt,cleanup2d3b_tug_land_1,03_military_formations_north_africa.txt,region_north_africa,1,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-106,03_MIDDLE_EAST_CAUCASUS,IR1,Mamluk Iraq,cleanup2d3e_r1_ir1_land_1,04_military_formations_middle_east.txt,region_near_east,19,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-107,03_MIDDLE_EAST_CAUCASUS,TUR,Ottoman Empire,cleanup2d3b_tur_land_1,04_military_formations_middle_east.txt,region_balkans,157,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-108,03_MIDDLE_EAST_CAUCASUS,TUR,Ottoman Empire,cleanup2d3b_tur_land_2,04_military_formations_middle_east.txt,region_balkans,16,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-109,03_MIDDLE_EAST_CAUCASUS,TUR,Ottoman Empire,cleanup2d3b_tur_land_3,04_military_formations_middle_east.txt,region_near_east,16,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-110,03_MIDDLE_EAST_CAUCASUS,TUR,Ottoman Empire,cleanup2d3b_tur_land_4,04_military_formations_middle_east.txt,region_near_east,15,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-111,03_MIDDLE_EAST_CAUCASUS,OMA,Oman,cleanup2d3e_r1_oma_land_1,04_military_formations_middle_east.txt,region_greater_persia,13,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-112,03_MIDDLE_EAST_CAUCASUS,PER,Persia,cleanup2d3e_r1_per_land_1,04_military_formations_middle_east.txt,region_greater_persia,70,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-113,03_MIDDLE_EAST_CAUCASUS,DUR,Afghanistan,cleanup2d3e_r1_dur_land_1,04_military_formations_middle_east.txt,region_greater_persia,86,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-114,03_MIDDLE_EAST_CAUCASUS,DUR,Afghanistan,cleanup2d3e_r1_dur_land_2,04_military_formations_middle_east.txt,region_greater_persia,22,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-115,03_MIDDLE_EAST_CAUCASUS,ARB,Arabistan,cleanup2d3e_r1_arb_land_1,04_military_formations_middle_east.txt,region_greater_persia,6,1776-01-01,YES,STRUCTURAL_CONTEXT_WITH_CURRENT_FORMATION,,,PROCEDURAL_ALLOWED_PENDING_STRUCTURE_REWORK,YES,NO_DEFENSIBLE_NAME_STRUCTURAL_CONTEXT,N/A,N/A,POLITY_CONTEXT_DEFERRED:MAP_DIPLOMACY_REWORK_DEFERRED,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,"Current runtime formation still needs a commander, but polity/map architecture is deferred. Use a procedural commander and do not turn the placeholder into a historical claim."
GEN1776-116,03_MIDDLE_EAST_CAUCASUS,HDJ,Hedjaz,cleanup2d3b_hdj_land_1,04_military_formations_middle_east.txt,region_arabia,6,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-117,03_MIDDLE_EAST_CAUCASUS,ZAI,Azal,cleanup2d3b_zai_land_1,04_military_formations_middle_east.txt,region_arabia,6,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-118,04_SOUTH_ASIA,PAN,Punjab,FaujiKhas,05_military_formations_india.txt,region_north_india,36,1776-01-01,YES,COLLECTIVE_HIGH_COMMAND,Jassa Singh Ahluwalia,Commander / supreme-command figure of the Dal Khalsa,IMPLEMENT_NAMED_HISTORICAL_GENERAL,NO,NAMED_HISTORICAL_CANDIDATE,HIGH,MEDIUM,POLITY_CONTEXT_DEFERRED:POLITICAL_STRUCTURE_REWORK_DEFERRED_WITH_HISTORICAL_ABSTRACTION,https://www.thesikhencyclopedia.com/dal-khalsa/,https://www.thesikhencyclopedia.com/jassa-singh-ahluvalta/,REPLACE_IF_MISMATCH_OR_CREATE_IF_MISSING,Confederal force. Use him on one primary formation only; do not imply the second formation was his personal standing army.
GEN1776-119,04_SOUTH_ASIA,PAN,Punjab,FaujiAin,05_military_formations_india.txt,region_north_india,22,1776-01-01,YES,COLLECTIVE_COMMAND_STRUCTURE,,,PROCEDURAL_REQUIRED_COLLECTIVE_STRUCTURE,YES,NO_SINGLE_DEFENSIBLE_COMMANDER_COLLECTIVE_STRUCTURE,N/A,N/A,POLITY_CONTEXT_DEFERRED:POLITICAL_STRUCTURE_REWORK_DEFERRED_WITH_HISTORICAL_ABSTRACTION,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No single formation commander is asserted. Use a culturally compatible procedural general without historical=yes unless later specialist research closes the identity.
GEN1776-120,04_SOUTH_ASIA,BIC,East India,cleanup2d3b_bic_land_2,05_military_formations_india.txt,region_south_india,61,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,COLONIAL_OR_COMPANY_CONTEXT,,,REPLACE_BROKEN_OR_ANACHRONISTIC_LEGACY_IF_PRESENT,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-121,04_SOUTH_ASIA,BIC,East India,cleanup2d3b_bic_land_3,05_military_formations_india.txt,region_south_india,9,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,COLONIAL_OR_COMPANY_CONTEXT,,,REPLACE_BROKEN_OR_ANACHRONISTIC_LEGACY_IF_PRESENT,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-122,04_SOUTH_ASIA,BIC,East India,Bengal_Army,05_military_formations_india.txt,region_north_india,30,1776-01-01,YES,HIGHER_COMMAND_ABSTRACTION,John Clavering,"Commander-in-Chief, India",IMPLEMENT_NAMED_HISTORICAL_GENERAL,NO,NAMED_HISTORICAL_CANDIDATE,HIGH,MEDIUM_HIGH,COLONIAL_OR_COMPANY_CONTEXT,https://searcharchives.bl.uk/catalog/032-002295910,https://searcharchives.bl.uk/catalog/040-003414633,REPLACE_IF_MISMATCH_OR_CREATE_IF_MISSING,Strong office match to Company military hierarchy; Bengal_Army is the best current formation target.
GEN1776-123,04_SOUTH_ASIA,HYD,Hyderabad,sarf_e_khas,05_military_formations_india.txt,region_south_india,42,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-124,04_SOUTH_ASIA,AWA,Awadh,OudhRoyalArmy,05_military_formations_india.txt,region_north_india,43,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-125,04_SOUTH_ASIA,MARATH,Maratha Confederacy,cleanup2d3b_marath_land_2,05_military_formations_india.txt,region_south_india,100,1776-01-01,YES,FORMATION_COMMAND,Haripant Phadke,Commander of the Poona ministers' army pursuing Raghunathrao,IMPLEMENT_NAMED_HISTORICAL_GENERAL,NO,NAMED_HISTORICAL_CANDIDATE,HIGH,HIGH,,https://gazetteers.maharashtra.gov.in/cultural.maharashtra.gov.in/english/gazetteer/Poona%20District/Poona-II/history_marathas.html,https://gazetteers.maharashtra.gov.in/cultural.maharashtra.gov.in/english/gazetteer/DHULIA/his_maratha%20period.html,REPLACE_IF_MISMATCH_OR_CREATE_IF_MISSING,Directly evidenced as an active field commander in the 1774-1775 crisis leading into the 1776 context.
GEN1776-126,04_SOUTH_ASIA,MARATH,Maratha Confederacy,cleanup2d3b_marath_land_1,05_military_formations_india.txt,region_north_india,24,1776-01-01,YES,HOUSEHOLD_FORCE_HIGH_COMMAND,Tukoji Holkar,Head of military matters / commander of Holkar household troops,IMPLEMENT_NAMED_HISTORICAL_GENERAL,NO,NAMED_HISTORICAL_CANDIDATE,HIGH,MEDIUM,,https://www.scribd.com/document/677076390/The-Marathas-1600-1818-Cambridge-History-of-India-Vol-2-Part-4,https://ahilyabaiholkar.in/tukojirao-holkar-1/,REPLACE_IF_MISMATCH_OR_CREATE_IF_MISSING,Northern Maratha/Holkar command abstraction; the confederacy was not a single modern national army.
GEN1776-127,04_SOUTH_ASIA,GWA,Gwalior,GwaliorArmy,05_military_formations_india.txt,region_north_india,47,1776-01-01,YES,FORMATION_COMMAND,Mahadji Shinde,Maratha sardar and military commander of the Shinde/Scindia power,IMPLEMENT_NAMED_HISTORICAL_GENERAL,NO,NAMED_HISTORICAL_CANDIDATE,HIGH,HIGH,COLLECTIVE_OR_DECENTRALIZED_COMMAND_CONTEXT,https://vishwakosh.marathi.gov.in/33475/,,REPLACE_IF_MISMATCH_OR_CREATE_IF_MISSING,Good identity match to the Gwalior/Shinde military formation abstraction.
GEN1776-128,04_SOUTH_ASIA,NAG,Nagpur,NagpurArmy,05_military_formations_india.txt,region_north_india,28,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-129,04_SOUTH_ASIA,MYS,Mysore,cleanup2d3b_mys_land_2,05_military_formations_india.txt,region_south_india,26,1776-01-01,YES,FORMATION_COMMAND,Hyder Ali,Commander-in-chief / de facto ruler of Mysore,IMPLEMENT_NAMED_HISTORICAL_GENERAL,NO,NAMED_HISTORICAL_CANDIDATE,HIGH,HIGH,,https://www.ebsco.com/research-starters/history/hyder-ali,,REPLACE_IF_MISMATCH_OR_CREATE_IF_MISSING,Military role independently supports the assignment; he is not selected merely because he was effective political ruler.
GEN1776-130,04_SOUTH_ASIA,MYS,Mysore,cleanup2d3b_mys_land_1,05_military_formations_india.txt,region_south_india,16,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-131,04_SOUTH_ASIA,COO,Cooch Behar,CoochBeharArmy,05_military_formations_india.txt,region_north_india,2,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-132,04_SOUTH_ASIA,GAR,Garhwal,GarhwalArmy,05_military_formations_india.txt,region_north_india,2,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-133,04_SOUTH_ASIA,SAT,Satara,SataraArmy,05_military_formations_india.txt,region_south_india,3,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-134,04_SOUTH_ASIA,KHP,Kolhapur,KolhapurArmy,05_military_formations_india.txt,region_south_india,5,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-135,04_SOUTH_ASIA,KNO,Kurnool,KurnoolArmy,05_military_formations_india.txt,region_south_india,7,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-136,04_SOUTH_ASIA,BHV,Bhavnagar,BhavnagarArmy,05_military_formations_india.txt,region_north_india,7,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-137,04_SOUTH_ASIA,PUD,Pudukottai,PudukottaiArmy,05_military_formations_india.txt,region_south_india,5,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-138,04_SOUTH_ASIA,JEY,Jeypore,JeyporeArmy,05_military_formations_india.txt,region_south_india,3,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-139,04_SOUTH_ASIA,COC,Cochin,CochinArmy,05_military_formations_india.txt,region_south_india,3,1776-01-01,YES,STRUCTURAL_CONTEXT_WITH_CURRENT_FORMATION,,,PROCEDURAL_ALLOWED_PENDING_STRUCTURE_REWORK,YES,NO_DEFENSIBLE_NAME_STRUCTURAL_CONTEXT,N/A,N/A,POLITY_CONTEXT_DEFERRED:IMPLEMENT_HISTORICAL_RULER_WITH_DIPLOMACY_DEFER,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,"Current runtime formation still needs a commander, but polity/map architecture is deferred. Use a procedural commander and do not turn the placeholder into a historical claim."
GEN1776-140,04_SOUTH_ASIA,TRA,Travancore,TravancoreArmy,05_military_formations_india.txt,region_south_india,9,1776-01-01,YES,FORMATION_COMMAND,Eustachius De Lannoy,General commander of the Travancore military,IMPLEMENT_NAMED_HISTORICAL_GENERAL,NO,NAMED_HISTORICAL_CANDIDATE,HIGH,HIGH,,https://archive.org/details/nayarbrigadeoftr00madr,https://www.dbnl.org/tekst/_nee003193601_01/_nee003193601_01_0137.php,REPLACE_IF_MISMATCH_OR_CREATE_IF_MISSING,Tomb inscription and government compilation support command continuing until his death in June 1777.
GEN1776-141,04_SOUTH_ASIA,SIN,Sindh,SindhArmy,05_military_formations_india.txt,region_north_india,29,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-142,04_SOUTH_ASIA,MUG,Hindustan,MughalArmy,05_military_formations_india.txt,region_north_india,5,1776-01-01,YES,FORMATION_COMMAND,Mirza Najaf Khan,Senior Mughal field commander / commander-in-chief figure,IMPLEMENT_NAMED_HISTORICAL_GENERAL,NO,NAMED_HISTORICAL_CANDIDATE,HIGH,HIGH,,https://www.originalsources.com/Document.aspx?DocID=9H1MYVXHHTEKR4Z,https://www.mughallegacy.com/product-page/mirza-najaf-khan-the-commander-in-chief-of-the-mughal-army,REPLACE_IF_MISMATCH_OR_CREATE_IF_MISSING,A 1775 campaign account places him in command of the main imperial line; strong fit for the single MughalArmy.
GEN1776-143,06_EAST_ASIA,CHI,China,cleanup2d3b_chi_land_1,06_military_formations_asia.txt,region_north_china,187,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-144,06_EAST_ASIA,CHI,China,cleanup2d3b_chi_land_2,06_military_formations_asia.txt,region_north_china,37,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-145,06_EAST_ASIA,CHI,China,cleanup2d3b_chi_land_3,06_military_formations_asia.txt,region_northeast_asia,37,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-146,06_EAST_ASIA,CHI,China,cleanup2d3b_chi_land_4,06_military_formations_asia.txt,region_south_china,37,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-147,06_EAST_ASIA,CHI,China,cleanup2d3b_chi_land_5,06_military_formations_asia.txt,region_north_china,36,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-148,06_EAST_ASIA,CHI,China,cleanup2d3b_chi_land_6,06_military_formations_asia.txt,region_south_china,36,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-149,06_EAST_ASIA,CHI,China,cleanup2d3b_chi_land_7,06_military_formations_asia.txt,region_south_china,35,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
GEN1776-150,06_EAST_ASIA,CHI,China,cleanup2d3b_chi_land_8,06_military_formations_asia.txt,region_south_china,35,1776-01-01,YES,NO_DEFENSIBLE_FORMATION_COMMAND_FOUND,,,PROCEDURAL_ALLOWED,YES,NO_DEFENSIBLE_NAME_FOUND_IN_THIS_PASS,N/A,N/A,,,,PROCEDURAL_IF_MISSING_OR_UNVALIDATED_LEGACY,No formation-specific identity met the source/date/mapping threshold in this pass. This is not proof that no historical commander existed; it is an anti-invention decision.
