"tag","country_name","domain","proposed_formation_name","historical_or_modeled","historical_role","proposed_hq","proposed_base_region","infantry","cavalry","artillery","other_land","frigates","ships_of_the_line","other_ships","total_units","crew_or_manpower","commander_needed_later","historical_commander_candidate_if_packet_has_one","confidence","source_basis","current_formation_action","notes"
"NET","Netherlands","land","Koninklijk_Nederlands_Leger","MODELED","STANDING_CORE","region_western_europe","","18","4","2","0","0","0","0","24","24000","YES","","LOW","Provincial standing model with militia separated.","MERGE","Target division is arithmetic and preserves national composition; current formations: Koninklijk_Nederlands_Leger; korps_mariniers."
"OLD","Oldenburg","land","Groherzoglich_Oldenburgische_Armee","MODELED","STANDING_CORE","region_central_europe","","2","0","0","1","0","0","0","3","3000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","KEEP","Target division is arithmetic and preserves national composition; current formations: Groherzoglich_Oldenburgische_Armee."
"OMA","Oman","land","<unnamed@275>","MODELED","STANDING_CORE","region_greater_persia","","6","3","1","0","0","0","0","10","10000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; household core plus tribal mobilization.","KEEP","Target division is arithmetic and preserves national composition; current formations: <unnamed@275>."
"OYO","Oyo","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_west_africa","","7","5","0","0","0","0","0","12","12000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; cavalry-heavy royal core, subject-town forces mobilizable.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"OZH","Orta Zhuz","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_greater_persia","","0","1","0","0","0","0","0","1","1000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"PAN","Punjab","land","FaujiKhas","MODELED","STANDING_CORE","region_north_india","","14","7","2","0","0","0","0","23","23000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; current 86-unit script reduced to a defensible core model.","MERGE","Target division is arithmetic and preserves national composition; current formations: FaujiKhas; FaujiAin; FaujiBe_Qawaid."
"PAN","Punjab","land","FaujiAin","MODELED","STANDING_CORE","region_north_india","","14","7","1","0","0","0","0","22","22000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; current 86-unit script reduced to a defensible core model.","MERGE","Target division is arithmetic and preserves national composition; current formations: FaujiKhas; FaujiAin; FaujiBe_Qawaid."
"PAP","Papal States","land","Esercito_dello_Stato_della_Chiesa","MODELED","STANDING_CORE","region_southern_europe","","5","1","0","0","0","0","0","6","6000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","RESIZE","Target division is arithmetic and preserves national composition; current formations: Esercito_dello_Stato_della_Chiesa."
"PAR","Parma","land","Truppe_Reali_Parmensi","MODELED","STANDING_CORE","region_southern_europe","","2","0","0","1","0","0","0","3","3000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","KEEP","Target division is arithmetic and preserves national composition; current formations: Truppe_Reali_Parmensi."
"PCO","Puerto Rico","land","MiliciasDiciplinadas","STRUCTURAL_DEFER","NO_INDEPENDENT_TARGET","region_central_america","","0","0","0","0","0","0","0","0","0","NO","","VERY_LOW","ALLOCATE_FROM_OVERLORD_POOL","STRUCTURAL_DEFER","Current formation frozen for map/overlord decision; do not interpret as approved target."
"PER","Persia","land","<unnamed@300>","MODELED","STANDING_CORE","region_greater_persia","","20","10","2","0","0","0","0","32","32000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; effective core held below half of unsafe campaign paper strength.","MERGE","Target division is arithmetic and preserves national composition; current formations: <unnamed@300>; <unnamed@342>."
"PHI","Philippines","land","ejercito_de_filipinas","STRUCTURAL_DEFER","NO_INDEPENDENT_TARGET","region_indonesia","","0","0","0","0","0","0","0","0","0","NO","","VERY_LOW","ALLOCATE_FROM_OVERLORD_POOL","STRUCTURAL_DEFER","Current formation frozen for map/overlord decision; do not interpret as approved target."
"PLC","Poland-Lithuania","land","<unnamed@55>","MODELED","STANDING_CORE","region_eastern_europe","","10","5","1","0","0","0","0","16","16000","YES","","LOW","Effective 12,000 and paper 24,000 reconciled to a conservative 16-unit standing target.","RESIZE","Target division is arithmetic and preserves national composition; current formations: <unnamed@55>."
"PON","Pontianak","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_indochina","","1","0","0","0","0","0","0","1","1000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"POR","Portugal","land","Exercito_Portugues","MODELED","STANDING_CORE","region_southern_europe","","18","4","2","0","0","0","0","24","24000","YES","","LOW","Metropolitan and imperial Crown allocation represented once under POR.","KEEP","Target division is arithmetic and preserves national composition; current formations: Exercito_Portugues."
"PRK","Perak","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_indochina","","2","0","0","0","0","0","0","2","2000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"PRU","Prussia","land","First Army","HISTORICAL_MODEL","WESTERN_FIELD_FORCE","region_central_europe","","29","8","3","0","0","0","0","40","40000","YES","","HIGH","Near-date 158,000 establishment; no militia folded into standing.","RESIZE","Target division is arithmetic and preserves national composition; current formations: 1_Armee; 2_Armee; Main_Armee; Elbe_Armee."
"PRU","Prussia","land","Second Army","HISTORICAL_MODEL","CENTRAL_FIELD_FORCE","region_central_europe","","29","8","3","0","0","0","0","40","40000","YES","","HIGH","Near-date 158,000 establishment; no militia folded into standing.","RESIZE","Target division is arithmetic and preserves national composition; current formations: 1_Armee; 2_Armee; Main_Armee; Elbe_Armee."
"PRU","Prussia","land","Third Army","HISTORICAL_MODEL","EASTERN_FIELD_FORCE","region_central_europe","","29","7","3","0","0","0","0","39","39000","YES","","HIGH","Near-date 158,000 establishment; no militia folded into standing.","RESIZE","Target division is arithmetic and preserves national composition; current formations: 1_Armee; 2_Armee; Main_Armee; Elbe_Armee."
"PRU","Prussia","land","Garrison and Reserve Command","HISTORICAL_MODEL","FORTRESS_GARRISON","region_central_europe","","29","7","3","0","0","0","0","39","39000","YES","","HIGH","Near-date 158,000 establishment; no militia folded into standing.","RESIZE","Target division is arithmetic and preserves national composition; current formations: 1_Armee; 2_Armee; Main_Armee; Elbe_Armee."
"PUD","Pudukottai","land","PudukottaiArmy","MODELED","STANDING_CORE","region_south_india","","1","1","0","0","0","0","0","2","2000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","KEEP","Target division is arithmetic and preserves national composition; current formations: PudukottaiArmy."
"RUS","Russia","land","Guards and Western Army","MODELED","GUARDS_AND_WESTERN_FIELD_FORCE","region_russia","","31","9","4","0","0","0","0","44","44000","YES","","LOW","300,000-350,000 establishment x 0.62-0.70 field-representation range for garrisons, dispersion and postwar transition.","MERGE","Target division is arithmetic and preserves national composition; current formations: Otdelniy_Gvardeyskiy_Korpus; 1y_Pekhotniy_Korpus; 2y_Pekhotniy_Korpus; 3y_Pekhotniy_Korpus; 4y_Pekhotniy_Korpus; 5y_Pekhotniy_Korpus; Otdelniy_Grenaderskiy_Korpus."
"RUS","Russia","land","First Field Army","MODELED","EUROPEAN_FIELD_FORCE","region_russia","","31","9","4","0","0","0","0","44","44000","YES","","LOW","300,000-350,000 establishment x 0.62-0.70 field-representation range for garrisons, dispersion and postwar transition.","MERGE","Target division is arithmetic and preserves national composition; current formations: Otdelniy_Gvardeyskiy_Korpus; 1y_Pekhotniy_Korpus; 2y_Pekhotniy_Korpus; 3y_Pekhotniy_Korpus; 4y_Pekhotniy_Korpus; 5y_Pekhotniy_Korpus; Otdelniy_Grenaderskiy_Korpus."
"RUS","Russia","land","Second Field Army","MODELED","EUROPEAN_FIELD_FORCE","region_russia","","31","8","4","0","0","0","0","43","43000","YES","","LOW","300,000-350,000 establishment x 0.62-0.70 field-representation range for garrisons, dispersion and postwar transition.","MERGE","Target division is arithmetic and preserves national composition; current formations: Otdelniy_Gvardeyskiy_Korpus; 1y_Pekhotniy_Korpus; 2y_Pekhotniy_Korpus; 3y_Pekhotniy_Korpus; 4y_Pekhotniy_Korpus; 5y_Pekhotniy_Korpus; Otdelniy_Grenaderskiy_Korpus."
"RUS","Russia","land","Southern Frontier Army","MODELED","SOUTHERN_FRONTIER","region_balkans","","31","8","3","0","0","0","0","42","42000","YES","","LOW","300,000-350,000 establishment x 0.62-0.70 field-representation range for garrisons, dispersion and postwar transition.","MERGE","Target division is arithmetic and preserves national composition; current formations: Otdelniy_Gvardeyskiy_Korpus; 1y_Pekhotniy_Korpus; 2y_Pekhotniy_Korpus; 3y_Pekhotniy_Korpus; 4y_Pekhotniy_Korpus; 5y_Pekhotniy_Korpus; Otdelniy_Grenaderskiy_Korpus."
"RUS","Russia","land","Siberian and Eastern Garrisons","MODELED","DISPERSED_FRONTIER_GARRISONS","region_siberia","","31","8","3","0","0","0","0","42","42000","YES","","LOW","300,000-350,000 establishment x 0.62-0.70 field-representation range for garrisons, dispersion and postwar transition.","MERGE","Target division is arithmetic and preserves national composition; current formations: Otdelniy_Gvardeyskiy_Korpus; 1y_Pekhotniy_Korpus; 2y_Pekhotniy_Korpus; 3y_Pekhotniy_Korpus; 4y_Pekhotniy_Korpus; 5y_Pekhotniy_Korpus; Otdelniy_Grenaderskiy_Korpus."
"RWD","Rwanda","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_west_africa","","1","1","0","0","0","0","0","2","2000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"SAK","Siak","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_indochina","","2","0","0","0","0","0","0","2","2000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"SAR","Sardinia-Piedmont","land","I_Corpo_dArmata","MODELED","STANDING_CORE","region_southern_europe","","14","3","2","0","0","0","0","19","19000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","MERGE","Target division is arithmetic and preserves national composition; current formations: I_Corpo_dArmata; II_Corpo_dArmata."
"SAT","Satara","land","SataraArmy","MODELED","STANDING_CORE","region_south_india","","1","1","0","0","0","0","0","2","2000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","RESIZE","Target division is arithmetic and preserves national composition; current formations: SataraArmy."
"SAX","Saxony","land","Kniglich_Schsische_Armee","HISTORICAL_MODEL","STANDING_CORE","region_central_europe","","17","3","2","0","0","0","0","22","22000","YES","","HIGH","Near-date 21,840 establishment rounded to 22 units.","RESIZE","Target division is arithmetic and preserves national composition; current formations: Kniglich_Schsische_Armee."
"SC2","Nueva Granada","land","Ejrcito_del_Ecuador","STRUCTURAL_DEFER","NO_INDEPENDENT_TARGET","region_andes","","0","0","0","0","0","0","0","0","0","NO","","VERY_LOW","ALLOCATE_FROM_OVERLORD_POOL","STRUCTURAL_DEFER","Current formation frozen for map/overlord decision; do not interpret as approved target."
"SC2","Nueva Granada","land","Ejrcito_de_la_Nueva_Granada","STRUCTURAL_DEFER","NO_INDEPENDENT_TARGET","region_gran_colombia","","0","0","0","0","0","0","0","0","0","NO","","VERY_LOW","ALLOCATE_FROM_OVERLORD_POOL","STRUCTURAL_DEFER","Current formation frozen for map/overlord decision; do not interpret as approved target."
"SC2","Nueva Granada","land","Ejrcito_de_Venezuela","STRUCTURAL_DEFER","NO_INDEPENDENT_TARGET","region_gran_colombia","","0","0","0","0","0","0","0","0","0","NO","","VERY_LOW","ALLOCATE_FROM_OVERLORD_POOL","STRUCTURAL_DEFER","Current formation frozen for map/overlord decision; do not interpret as approved target."
"SC4","Río de la Plata","land","Ejrcito_Argentino","STRUCTURAL_DEFER","NO_INDEPENDENT_TARGET","region_la_plata","","0","0","0","0","0","0","0","0","0","NO","","VERY_LOW","ALLOCATE_FROM_OVERLORD_POOL","STRUCTURAL_DEFER","Current formation frozen for map/overlord decision; do not interpret as approved target."
"SCH","Schleswig","land","Schleswigsche_Armee","MODELED","STANDING_CORE","region_central_europe","","2","0","0","0","0","0","0","2","2000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","KEEP","Target division is arithmetic and preserves national composition; current formations: Schleswigsche_Armee."
"SCW","Schwarzburg","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_central_europe","","1","0","0","0","0","0","0","1","1000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"SEL","Selangor","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_indochina","","2","0","0","0","0","0","0","2","2000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"SGU","Segou","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_west_africa","","3","1","0","0","0","0","0","4","4000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"SIA","Siam","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_indochina","","14","3","1","0","0","0","0","18","18000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"SIC","Two Sicilies","land","Reale_Esercito_di_SM_il_Re_del_Regno_delle_Due_Sicilie","STRUCTURAL_DEFER","NO_INDEPENDENT_TARGET","region_southern_europe","","0","0","0","0","0","0","0","0","0","NO","","VERY_LOW","MAP_REWORK_DEFERRED","STRUCTURAL_DEFER","Current formation frozen for map/overlord decision; do not interpret as approved target."
"SIC","Two Sicilies","land","Guardia_Reale","STRUCTURAL_DEFER","NO_INDEPENDENT_TARGET","region_southern_europe","","0","0","0","0","0","0","0","0","0","NO","","VERY_LOW","MAP_REWORK_DEFERRED","STRUCTURAL_DEFER","Current formation frozen for map/overlord decision; do not interpret as approved target."
"SIK","Sikkim","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_north_india","","1","0","0","0","0","0","0","1","1000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"SIN","Sindh","land","SindhArmy","MODELED","STANDING_CORE","region_north_india","","11","5","1","0","0","0","0","17","17000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","RESIZE","Target division is arithmetic and preserves national composition; current formations: SindhArmy."
"SMB","Sambas","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_indochina","","1","0","0","0","0","0","0","1","1000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"SPA","Spain","land","EjÃ©rcito Peninsular del Norte","MODELED","PENINSULAR_FIELD_FORCE","region_southern_europe","","25","5","3","0","0","0","0","33","33000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; Crown global regular/garrison model, including imperial deployments once only.","RESIZE","Target division is arithmetic and preserves national composition; current formations: Guardia_Real; Ejercito_del_Norte; Ejercito_del_Centro."
"SPA","Spain","land","EjÃ©rcito Peninsular del Sur","MODELED","PENINSULAR_FIELD_FORCE","region_southern_europe","","24","5","3","0","0","0","0","32","32000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; Crown global regular/garrison model, including imperial deployments once only.","RESIZE","Target division is arithmetic and preserves national composition; current formations: Guardia_Real; Ejercito_del_Norte; Ejercito_del_Centro."
"SPA","Spain","land","Comandos de Ultramar","MODELED","IMPERIAL_GARRISONS","region_central_america","","24","4","2","0","0","0","0","30","30000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; Crown global regular/garrison model, including imperial deployments once only.","RESIZE","Target division is arithmetic and preserves national composition; current formations: Guardia_Real; Ejercito_del_Norte; Ejercito_del_Centro."
"SRK","Surakarta","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_indochina","","1","0","0","0","0","0","0","1","1000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"STG","Sintang","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_indochina","","1","0","0","0","0","0","0","1","1000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"SUL","Sulu","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_indochina","","1","0","0","0","0","0","0","1","1000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"SWE","Sweden","land","Kungliga_Svenska_Armn","MODELED","STANDING_CORE","region_northern_europe","","23","5","2","0","0","0","0","30","30000","YES","","LOW","Allotment-system regional model; meaningful Baltic land power.","KEEP","Target division is arithmetic and preserves national composition; current formations: Kungliga_Svenska_Armn."
"SWI","Switzerland","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_central_europe","","3","1","0","0","0","0","0","4","4000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"SWZ","Swaziland","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_west_africa","","1","0","0","0","0","0","0","1","1000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"TGI","Tungi","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_north_india","","1","0","0","0","0","0","0","1","1000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"TIB","Tibet","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_northeast_asia","","6","1","0","0","0","0","0","7","7000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"TID","Tidore","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_indochina","","2","0","0","0","0","0","0","2","2000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"TRA","Travancore","land","TravancoreArmy","MODELED","STANDING_CORE","region_south_india","","4","2","1","0","0","0","0","7","7000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","RESIZE","Target division is arithmetic and preserves national composition; current formations: TravancoreArmy."
"TRI","Tripolitania","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_near_east","","4","2","0","0","0","0","0","6","6000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"TRS","Transylvania","land","generalkommando_hermannstadt","MODELED","STANDING_CORE","region_balkans","","7","0","1","0","0","0","0","8","8000","YES","","VERY_LOW","Habsburg Transylvania garrison allocation from parent pool.","RESIZE","Target division is arithmetic and preserves national composition; current formations: generalkommando_hermannstadt."
"TUG","Touggourt","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_near_east","","1","0","0","0","0","0","0","1","1000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"TUN","Tunis","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_near_east","","3","2","0","0","0","0","0","5","5000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"TUR","Ottoman Empire","land","KapÄ±kulu and Capital Army","MODELED","CENTRAL_PAID_CORPS","region_balkans","","11","5","2","0","0","0","0","18","18000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; central/garrison core separated from provincial and warrior mobilization.","RESIZE","Target division is arithmetic and preserves national composition; current formations: Hassa_Ordusu; Rumeli_Ordusu; Konstantiniyye_Ordusu; Anadolu_Ordusu."
"TUR","Ottoman Empire","land","Rumelian Army","MODELED","EUROPEAN_GARRISON_CORE","region_balkans","","11","4","1","0","0","0","0","16","16000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; central/garrison core separated from provincial and warrior mobilization.","RESIZE","Target division is arithmetic and preserves national composition; current formations: Hassa_Ordusu; Rumeli_Ordusu; Konstantiniyye_Ordusu; Anadolu_Ordusu."
"TUR","Ottoman Empire","land","Anatolian Army","MODELED","ANATOLIAN_GARRISON_CORE","region_near_east","","11","4","1","0","0","0","0","16","16000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; central/garrison core separated from provincial and warrior mobilization.","RESIZE","Target division is arithmetic and preserves national composition; current formations: Hassa_Ordusu; Rumeli_Ordusu; Konstantiniyye_Ordusu; Anadolu_Ordusu."
"TUR","Ottoman Empire","land","Frontier Garrison Command","MODELED","FORTRESS_GARRISON","region_near_east","","10","4","1","0","0","0","0","15","15000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; central/garrison core separated from provincial and warrior mobilization.","RESIZE","Target division is arithmetic and preserves national composition; current formations: Hassa_Ordusu; Rumeli_Ordusu; Konstantiniyye_Ordusu; Anadolu_Ordusu."
"TUS","Tuscany","land","Esercito_del_Granducato_di_Toscana","MODELED","STANDING_CORE","region_southern_europe","","5","1","1","0","0","0","0","7","7000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","RESIZE","Target division is arithmetic and preserves national composition; current formations: Esercito_del_Granducato_di_Toscana."
"UBD","United Baltic Provinces","land","<unnamed@4103>","STRUCTURAL_DEFER","NO_INDEPENDENT_TARGET","region_eastern_europe","","0","0","0","0","0","0","0","0","0","NO","","VERY_LOW","ALLOCATE_FROM_OVERLORD_POOL","STRUCTURAL_DEFER","Current formation frozen for map/overlord decision; do not interpret as approved target."
"USA","America","land","Continental Army","HISTORICAL_MODEL","CONTINENTAL_CORE_ONLY","region_atlantic_coast","","17","2","1","0","0","0","0","20","20000","YES","","HIGH","Continental core only; state militia, Flying Camp and short-term service are mobilization.","MERGE","Target division is arithmetic and preserves national composition; current formations: Army_of_Observation; Regular_Army; Army_of_Florida."
"VEN","Venice","land","<unnamed@537>","MODELED","STANDING_CORE","region_southern_europe","","8","2","1","0","0","0","0","11","11000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","RESIZE","Target division is arithmetic and preserves national composition; current formations: <unnamed@537>."
"WAD","Wadai","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_west_africa","","3","1","0","0","0","0","0","4","4000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
