tag,country_name,centralized,barracks_levels,land_formations,infantry_units,cavalry_units,artillery_units,other_land_units,total_land_units,land_manpower_equivalent,naval_base_levels,fleets,frigate_units,ship_of_the_line_units,other_ship_units,total_naval_units,naval_manpower_equivalent,generals,admirals,empty_armies,empty_fleets,duplicate_army_names,duplicate_fleet_names,invalid_land_unit_refs,invalid_naval_unit_refs,structural_risk,notes
ACE,Aceh,YES,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_ACEH:4; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_ACEH:4; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
LUX,Luxembourg,YES,0,1,3,0,0,0,3,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_WALLONIA:3; capacity_floor_by_state=STATE_WALLONIA:3; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
MAD,Madagascar,YES,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_NORTH_MADAGASCAR:10|STATE_SOUTH_MADAGASCAR:10; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_NORTH_MADAGASCAR:10|STATE_SOUTH_MADAGASCAR:10; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
MARATH,Maratha Confederacy,YES,0,1,55,4,0,0,59,59000,1,1,2,0,0,2,1000,0,1,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_AGRA:44|STATE_CENTRAL_PROVINCES:15; capacity_floor_by_state=STATE_AGRA:44|STATE_CENTRAL_PROVINCES:15; naval_administration_by_state=STATE_BOMBAY:1; naval_sailor_capacity=1000; naval_crew_requirement=1000. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
MAS,Mascara,YES,0,1,18,2,3,0,23,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_ALGIERS:12|STATE_ORAN:11; capacity_floor_by_state=STATE_ALGIERS:12|STATE_ORAN:11; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
MBS,Mombasa,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_KENYA:1; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_KENYA:1; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
MEC,Mecklenburg-Schwerin,YES,0,1,3,2,1,0,6,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_MECKLENBURG:6; capacity_floor_by_state=STATE_MECKLENBURG:6; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
MEI,Saxe-Meiningen,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_SAXONY:2; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_SAXONY:2; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
MGD,Maguindanao,YES,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_MINDANAO:5; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_MINDANAO:5; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
MJT,Majerteen,YES,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_SOMALILAND:7; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_SOMALILAND:7; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
MKT,Miskitia,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_NICARAGUA:2; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_NICARAGUA:2; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
MLD,Maldives,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=NONE; capacity_floor_by_state=NONE; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
MLT,Order of Malta,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=NONE; capacity_floor_by_state=NONE; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
MOD,Modena,YES,0,1,3,1,0,0,4,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_EMILIA:4; capacity_floor_by_state=STATE_EMILIA:4; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
MOL,Moldavia,YES,0,1,2,1,0,0,3,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_MOLDAVIA:3; capacity_floor_by_state=STATE_MOLDAVIA:3; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
MON,Montenegro,YES,0,1,7,0,0,0,7,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_MONTENEGRO:7; capacity_floor_by_state=STATE_MONTENEGRO:7; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
MOR,Morocco,YES,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_AL_RIF:3|STATE_FEZ:10|STATE_INNER_MOROCCO:4|STATE_MARRAKECH:10; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_AL_RIF:3|STATE_FEZ:10|STATE_INNER_MOROCCO:4|STATE_MARRAKECH:10; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
MSN,Massina,YES,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_EASTERN_MALI:20; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_EASTERN_MALI:20; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
MST,Mecklenburg-Strelitz,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_MECKLENBURG:1; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_MECKLENBURG:1; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
MUG,Hindustan,YES,0,1,2,1,0,0,3,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_DELHI:3; capacity_floor_by_state=STATE_DELHI:3; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
MYS,Mysore,YES,0,1,5,2,0,0,7,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_MYSORE:7; capacity_floor_by_state=STATE_MYSORE:7; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
NAG,Nagpur,YES,0,1,15,5,1,0,21,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_CENTRAL_PROVINCES:21; capacity_floor_by_state=STATE_CENTRAL_PROVINCES:21; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
NAS,Nassau,YES,0,1,2,0,1,0,3,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_HESSE:3; capacity_floor_by_state=STATE_HESSE:3; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
NBS,New Brunswick,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_NEW_BRUNSWICK:2; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_NEW_BRUNSWICK:2; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
NEP,Nepal,YES,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_HIMALAYAS:35; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_HIMALAYAS:35; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
NET,Netherlands,YES,0,2,12,8,3,1,24,24000,13,1,18,6,0,24,13800,0,0,0,0,0,0,0,0,P1,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_FRIESLAND:5|STATE_GELRE:5|STATE_HOLLAND:14; capacity_floor_by_state=STATE_FRIESLAND:5|STATE_GELRE:5|STATE_HOLLAND:14; naval_administration_by_state=STATE_HOLLAND:13; naval_sailor_capacity=13000; naval_crew_requirement=13800. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
NVS,Nova Scotia,YES,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_NEW_BRUNSWICK:3; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_NEW_BRUNSWICK:3; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
OLD,Oldenburg,YES,0,1,2,0,1,0,3,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_HANNOVER:3; capacity_floor_by_state=STATE_HANNOVER:3; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
OMA,Oman,YES,10,1,6,2,2,0,10,10000,4,1,10,5,0,15,9000,0,0,0,0,0,0,0,0,P1,explicit_barracks_by_state=STATE_OMAN:5|STATE_ZANZIBAR:5; formation_required_levels_by_state=STATE_IRAKAJEMI:8|STATE_LURISTAN:2; capacity_floor_by_state=STATE_IRAKAJEMI:8|STATE_LURISTAN:2|STATE_OMAN:5|STATE_ZANZIBAR:5; naval_administration_by_state=STATE_OMAN:4; naval_sailor_capacity=4000; naval_crew_requirement=9000. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
ONT,Ontario,YES,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_ONTARIO:5; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_ONTARIO:5; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
ORA,Oranje,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_VRYSTAAT:2; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_VRYSTAAT:2; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
OYO,Oyo,YES,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_YORUBA_STATES:15; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_YORUBA_STATES:15; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
OZH,Orta Zhuz,YES,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_AKMOLINSK:2|STATE_SEMIRECHE:1; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_AKMOLINSK:2|STATE_SEMIRECHE:1; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
PAN,Punjab,YES,0,3,70,12,4,0,86,86000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_PUNJAB:86; capacity_floor_by_state=STATE_PUNJAB:86; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
PAP,Papal States,YES,0,1,4,2,1,0,7,7000,1,1,1,0,0,1,500,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_LAZIO:4|STATE_ROMAGNA:2|STATE_UMBRIA:1; capacity_floor_by_state=STATE_LAZIO:4|STATE_ROMAGNA:2|STATE_UMBRIA:1; naval_administration_by_state=STATE_LAZIO:1; naval_sailor_capacity=1000; naval_crew_requirement=500. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
PAR,Parma,YES,0,1,2,1,0,0,3,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_EMILIA:3; capacity_floor_by_state=STATE_EMILIA:3; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
PCO,Puerto Rico,YES,0,1,6,1,0,0,7,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_PUERTO_RICO:7; capacity_floor_by_state=STATE_PUERTO_RICO:7; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
PER,Persia,YES,0,2,64,15,6,0,85,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_FARS:5|STATE_IRAKAJEMI:25|STATE_ISFAHAN:5|STATE_KERMAN:5|STATE_KHORASAN:15|STATE_LURISTAN:10|STATE_MAZANDARAN:10|STATE_TABRIZ:10; capacity_floor_by_state=STATE_FARS:5|STATE_IRAKAJEMI:25|STATE_ISFAHAN:5|STATE_KERMAN:5|STATE_KHORASAN:15|STATE_LURISTAN:10|STATE_MAZANDARAN:10|STATE_TABRIZ:10; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
PHI,Philippines,YES,0,1,5,1,1,0,7,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_LUZON:5|STATE_VISAYAS:2; capacity_floor_by_state=STATE_LUZON:5|STATE_VISAYAS:2; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
PHL,Philippolis,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_VRYSTAAT:1; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_VRYSTAAT:1; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
PLC,Poland-Lithuania,YES,0,1,30,19,0,0,49,49000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_GREATER_POLAND:15|STATE_LESSER_POLAND:15|STATE_MAZOVIA:6|STATE_VILNIUS:7|STATE_VOLHYNIA:6; capacity_floor_by_state=STATE_GREATER_POLAND:15|STATE_LESSER_POLAND:15|STATE_MAZOVIA:6|STATE_VILNIUS:7|STATE_VOLHYNIA:6; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
PLY,Tahiti,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=NONE; capacity_floor_by_state=NONE; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
PON,Pontianak,YES,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_WEST_BORNEO:3; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_WEST_BORNEO:3; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
POR,Portugal,YES,0,1,14,8,2,0,24,24000,9,1,7,3,0,10,5900,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_ALENTEJO:4|STATE_BEIRA:14|STATE_ESTREMADURA:6; capacity_floor_by_state=STATE_ALENTEJO:4|STATE_BEIRA:14|STATE_ESTREMADURA:6; naval_administration_by_state=STATE_ESTREMADURA:9; naval_sailor_capacity=9000; naval_crew_requirement=5900. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
PRK,Perak,YES,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_MALAYA:5; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_MALAYA:5; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
PRU,Prussia,YES,0,4,77,36,9,0,122,122000,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,P0,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_BRANDENBURG:44|STATE_EAST_PRUSSIA:22|STATE_LOWER_SILESIA:14|STATE_POMERANIA:14|STATE_RHINELAND:11|STATE_RUHR:8|STATE_WESTPHALIA:9; capacity_floor_by_state=STATE_BRANDENBURG:44|STATE_EAST_PRUSSIA:22|STATE_LOWER_SILESIA:14|STATE_POMERANIA:14|STATE_RHINELAND:11|STATE_RUHR:8|STATE_WESTPHALIA:9; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
PUD,Pudukottai,YES,0,1,1,1,0,0,2,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_MADRAS:2; capacity_floor_by_state=STATE_MADRAS:2; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
QUE,Quebec,YES,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_QUEBEC:5; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_QUEBEC:5; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
RUS,Russia,YES,0,7,96,49,31,0,176,176000,0,2,33,43,0,76,50900,6,0,0,0,0,0,0,0,P0,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_AKMOLINSK:1|STATE_ARKHANGELSK:1|STATE_ASTRAKHAN:4|STATE_CHERNIHIV:4|STATE_EAST_KARELIA:1|STATE_GALICH:2|STATE_INGRIA:23|STATE_IRKUTSK:1|STATE_KAMCHATKA:1|STATE_KAZAN:5|STATE_KHARKOV:26|STATE_KIEV:6|STATE_KURSK:17|STATE_MOSCOW:28|STATE_NOVGOROD:8|STATE_OKHOTSK:1|STATE_ORYOL:5|STATE_RIGA:1|STATE_ROSTOV:2|STATE_SMOLENSK:20|STATE_TARTARIA:4|STATE_TOBOLSK:1|STATE_TOMSK:1|STATE_TVER:7|STATE_URAL:5|STATE_YAKUTSK:1; capacity_floor_by_state=STATE_AKMOLINSK:1|STATE_ARKHANGELSK:1|STATE_ASTRAKHAN:4|STATE_CHERNIHIV:4|STATE_EAST_KARELIA:1|STATE_GALICH:2|STATE_INGRIA:23|STATE_IRKUTSK:1|STATE_KAMCHATKA:1|STATE_KAZAN:5|STATE_KHARKOV:26|STATE_KIEV:6|STATE_KURSK:17|STATE_MOSCOW:28|STATE_NOVGOROD:8|STATE_OKHOTSK:1|STATE_ORYOL:5|STATE_RIGA:1|STATE_ROSTOV:2|STATE_SMOLENSK:20|STATE_TARTARIA:4|STATE_TOBOLSK:1|STATE_TOMSK:1|STATE_TVER:7|STATE_URAL:5|STATE_YAKUTSK:1; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=50900. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
RWD,Rwanda,YES,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_TANGANYIKA:5; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_TANGANYIKA:5; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
RYU,Ryukyu,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=NONE; capacity_floor_by_state=NONE; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SAK,Siak,YES,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_ACEH:2|STATE_NORTH_SUMATRA:3; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_ACEH:2|STATE_NORTH_SUMATRA:3; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SAR,Sardinia-Piedmont,YES,0,2,12,7,2,0,21,21000,2,1,5,0,0,5,2500,0,0,0,0,0,0,0,0,P1,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_PIEDMONT:15|STATE_PROVENCE:1|STATE_SARDINIA:3|STATE_SAVOY:2; capacity_floor_by_state=STATE_PIEDMONT:15|STATE_PROVENCE:1|STATE_SARDINIA:3|STATE_SAVOY:2; naval_administration_by_state=STATE_SARDINIA:2; naval_sailor_capacity=2000; naval_crew_requirement=2500. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SAT,Satara,YES,0,1,2,1,0,0,3,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_BOMBAY:3; capacity_floor_by_state=STATE_BOMBAY:3; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
