tag,country_name,state,population_relevant,incorporated,military_law,true_native_formula_rate,true_native_raw,raw_state_center_cap,country_has_active_conscription_law,state_directly_owned,state_incorporation_status,state_conscription_allowed,unit_type_allowed_for_conscripts,tech_requirements_met,law_requirements_met,other_engine_requirements_met,active_church_law,effective_rate_factor,final_state_effective_cap,capacity_basis,effective_native_country_cap,desired_2d2,final_scripted_country_target,country_shortfall,country_shortfall_reason
DUR,Afghanistan,STATE_QUETTA,81637,YES,law_peasant_levies,0.040000,3.265480,4,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,63,120,63,57,EFFECTIVE_NATIVE_CAP
DUR,Afghanistan,STATE_SISTAN,39405,YES,law_peasant_levies,0.040000,1.576200,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,63,120,63,57,EFFECTIVE_NATIVE_CAP
ETH,Ethiopia,STATE_AMHARA,616380,YES,law_peasant_levies,0.040000,24.655200,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,24,VANILLA_1_13_9_EFFECTIVE_FORMULA,66,48,48,0,NONE
ETH,Ethiopia,STATE_ERITREA,7750,YES,law_peasant_levies,0.040000,0.310000,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,66,48,48,0,NONE
ETH,Ethiopia,STATE_GONDER,809483,YES,law_peasant_levies,0.040000,32.379320,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,66,48,48,0,NONE
ETH,Ethiopia,STATE_OROMIA,439318,YES,law_peasant_levies,0.040000,17.572720,18,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,17,VANILLA_1_13_9_EFFECTIVE_FORMULA,66,48,48,0,NONE
EZO,Ezochi,STATE_HOKKAIDO,7582,NO,law_warrior_caste,0.010000,0.075820,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,0,0,0,NONE
EZO,Ezochi,STATE_SAKHALIN,352,NO,law_warrior_caste,0.010000,0.003520,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,0,0,0,NONE
FRA,France,STATE_ALSACE_LORRAINE,359032,YES,law_professional_army,0.010000,3.590320,4,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,3,VANILLA_1_13_9_EFFECTIVE_FORMULA,72,80,72,8,EFFECTIVE_NATIVE_CAP
FRA,France,STATE_AQUITAINE,461044,YES,law_professional_army,0.010000,4.610440,5,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,4,VANILLA_1_13_9_EFFECTIVE_FORMULA,72,80,72,8,EFFECTIVE_NATIVE_CAP
FRA,France,STATE_AUVERGNE_LIMOUSIN,581971,YES,law_professional_army,0.010000,5.819710,6,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,5,VANILLA_1_13_9_EFFECTIVE_FORMULA,72,80,72,8,EFFECTIVE_NATIVE_CAP
FRA,France,STATE_BRITTANY,655069,YES,law_professional_army,0.010000,6.550690,7,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,6,VANILLA_1_13_9_EFFECTIVE_FORMULA,72,80,72,8,EFFECTIVE_NATIVE_CAP
FRA,France,STATE_BURGUNDY,394229,YES,law_professional_army,0.010000,3.942290,4,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,3,VANILLA_1_13_9_EFFECTIVE_FORMULA,72,80,72,8,EFFECTIVE_NATIVE_CAP
FRA,France,STATE_CHAMPAGNE,290486,YES,law_professional_army,0.010000,2.904860,3,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,2,VANILLA_1_13_9_EFFECTIVE_FORMULA,72,80,72,8,EFFECTIVE_NATIVE_CAP
FRA,France,STATE_CORSICA,51972,NO,law_professional_army,0.010000,0.519720,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,72,80,72,8,EFFECTIVE_NATIVE_CAP
FRA,France,STATE_FRANCHE_COMTE,233731,YES,law_professional_army,0.010000,2.337310,3,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,2,VANILLA_1_13_9_EFFECTIVE_FORMULA,72,80,72,8,EFFECTIVE_NATIVE_CAP
FRA,France,STATE_FRENCH_LOW_COUNTRIES,422767,YES,law_professional_army,0.010000,4.227670,5,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,4,VANILLA_1_13_9_EFFECTIVE_FORMULA,72,80,72,8,EFFECTIVE_NATIVE_CAP
FRA,France,STATE_GUAYANA,4098,NO,law_professional_army,0.010000,0.040980,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,72,80,72,8,EFFECTIVE_NATIVE_CAP
FRA,France,STATE_GUYENNE,433510,YES,law_professional_army,0.010000,4.335100,5,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,4,VANILLA_1_13_9_EFFECTIVE_FORMULA,72,80,72,8,EFFECTIVE_NATIVE_CAP
FRA,France,STATE_ILE_DE_FRANCE,470588,YES,law_professional_army,0.010000,4.705880,5,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,4,VANILLA_1_13_9_EFFECTIVE_FORMULA,72,80,72,8,EFFECTIVE_NATIVE_CAP
FRA,France,STATE_INDIAN_OCEAN_TERRITORY,26498,NO,law_professional_army,0.010000,0.264980,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,72,80,72,8,EFFECTIVE_NATIVE_CAP
FRA,France,STATE_IVORY_COAST,22000,NO,law_professional_army,0.010000,0.220000,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,72,80,72,8,EFFECTIVE_NATIVE_CAP
FRA,France,STATE_LANGUEDOC,593282,YES,law_professional_army,0.010000,5.932820,6,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,5,VANILLA_1_13_9_EFFECTIVE_FORMULA,72,80,72,8,EFFECTIVE_NATIVE_CAP
FRA,France,STATE_LORRAINE,288275,YES,law_professional_army,0.010000,2.882750,3,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,2,VANILLA_1_13_9_EFFECTIVE_FORMULA,72,80,72,8,EFFECTIVE_NATIVE_CAP
FRA,France,STATE_MADRAS,57652,NO,law_professional_army,0.010000,0.576520,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,72,80,72,8,EFFECTIVE_NATIVE_CAP
FRA,France,STATE_MAINE_ANJOU,402548,YES,law_professional_army,0.010000,4.025480,5,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,4,VANILLA_1_13_9_EFFECTIVE_FORMULA,72,80,72,8,EFFECTIVE_NATIVE_CAP
FRA,France,STATE_NORMANDY,671283,YES,law_professional_army,0.010000,6.712830,7,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,6,VANILLA_1_13_9_EFFECTIVE_FORMULA,72,80,72,8,EFFECTIVE_NATIVE_CAP
FRA,France,STATE_ORLEANS,344873,YES,law_professional_army,0.010000,3.448730,4,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,3,VANILLA_1_13_9_EFFECTIVE_FORMULA,72,80,72,8,EFFECTIVE_NATIVE_CAP
FRA,France,STATE_PICARDY,369610,YES,law_professional_army,0.010000,3.696100,4,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,3,VANILLA_1_13_9_EFFECTIVE_FORMULA,72,80,72,8,EFFECTIVE_NATIVE_CAP
FRA,France,STATE_POITOU,437048,YES,law_professional_army,0.010000,4.370480,5,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,4,VANILLA_1_13_9_EFFECTIVE_FORMULA,72,80,72,8,EFFECTIVE_NATIVE_CAP
FRA,France,STATE_PROVENCE,272711,YES,law_professional_army,0.010000,2.727110,3,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,2,VANILLA_1_13_9_EFFECTIVE_FORMULA,72,80,72,8,EFFECTIVE_NATIVE_CAP
FRA,France,STATE_RHONE,651191,YES,law_professional_army,0.010000,6.511910,7,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,6,VANILLA_1_13_9_EFFECTIVE_FORMULA,72,80,72,8,EFFECTIVE_NATIVE_CAP
FRA,France,STATE_SENEGAL,35098,NO,law_professional_army,0.010000,0.350980,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,72,80,72,8,EFFECTIVE_NATIVE_CAP
FRA,France,STATE_WEST_INDIES,59576,NO,law_professional_army,0.010000,0.595760,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,72,80,72,8,EFFECTIVE_NATIVE_CAP
FRM,Frankfurt,STATE_HESSE,28218,YES,law_professional_army,0.010000,0.282180,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,0,0,0,NONE
FTJ,Futa Jallon,STATE_GUINEA,111590,YES,law_peasant_levies,0.040000,4.463600,5,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,2,VANILLA_1_13_9_EFFECTIVE_FORMULA,2,12,2,10,EFFECTIVE_NATIVE_CAP
FTR,Futa Toro,STATE_MAURITANIA,22250,YES,law_peasant_levies,0.040000,0.890000,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,12,0,12,EFFECTIVE_NATIVE_CAP
FTR,Futa Toro,STATE_SENEGAL,28600,YES,law_peasant_levies,0.040000,1.144000,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,12,0,12,EFFECTIVE_NATIVE_CAP
GAL,Galicia-Lodomeria,STATE_EAST_GALICIA,733282,YES,law_professional_army,0.010000,7.332820,8,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,7,VANILLA_1_13_9_EFFECTIVE_FORMULA,13,18,0,18,STRUCTURAL_DEFER
GAL,Galicia-Lodomeria,STATE_WEST_GALICIA,684121,YES,law_professional_army,0.010000,6.841210,7,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,6,VANILLA_1_13_9_EFFECTIVE_FORMULA,13,18,0,18,STRUCTURAL_DEFER
GAR,Garhwal,STATE_AGRA,48205,YES,law_professional_army,0.010000,0.482050,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,3,0,3,EFFECTIVE_NATIVE_CAP
GBR,Great Britain,STATE_BAHAMAS,29900,NO,law_professional_army,0.010000,0.299000,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,0,R2_EXACT_CENTER_LEVEL,43,60,43,17,EFFECTIVE_NATIVE_CAP
GBR,Great Britain,STATE_BALEARIC_ISLANDS,31421,NO,law_professional_army,0.010000,0.314210,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,0,R2_EXACT_CENTER_LEVEL,43,60,43,17,EFFECTIVE_NATIVE_CAP
GBR,Great Britain,STATE_BERMUDA,6800,NO,law_professional_army,0.010000,0.068000,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,0,R2_EXACT_CENTER_LEVEL,43,60,43,17,EFFECTIVE_NATIVE_CAP
GBR,Great Britain,STATE_CEYLON,733,YES,law_professional_army,0.010000,0.007330,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,0,R2_EXACT_CENTER_LEVEL,43,60,43,17,EFFECTIVE_NATIVE_CAP
GBR,Great Britain,STATE_EAST_ANGLIA,393302,YES,law_professional_army,0.010000,3.933020,4,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,4,R2_EXACT_CENTER_LEVEL,43,60,43,17,EFFECTIVE_NATIVE_CAP
GBR,Great Britain,STATE_FLORIDA,18544,NO,law_professional_army,0.010000,0.185440,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,0,R2_EXACT_CENTER_LEVEL,43,60,43,17,EFFECTIVE_NATIVE_CAP
GBR,Great Britain,STATE_GUATEMALA,1802,NO,law_professional_army,0.010000,0.018020,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,0,R2_EXACT_CENTER_LEVEL,43,60,43,17,EFFECTIVE_NATIVE_CAP
GBR,Great Britain,STATE_HIGHLANDS,187891,YES,law_professional_army,0.010000,1.878910,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,2,R2_EXACT_CENTER_LEVEL,43,60,43,17,EFFECTIVE_NATIVE_CAP
GBR,Great Britain,STATE_HOME_COUNTIES,701499,YES,law_professional_army,0.010000,7.014990,8,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,7,R2_EXACT_CENTER_LEVEL,43,60,43,17,EFFECTIVE_NATIVE_CAP
GBR,Great Britain,STATE_INDIAN_OCEAN_TERRITORY,25850,NO,law_professional_army,0.010000,0.258500,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,0,R2_EXACT_CENTER_LEVEL,43,60,43,17,EFFECTIVE_NATIVE_CAP
GBR,Great Britain,STATE_JAMAICA,95409,NO,law_professional_army,0.010000,0.954090,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,0,R2_EXACT_CENTER_LEVEL,43,60,43,17,EFFECTIVE_NATIVE_CAP
GBR,Great Britain,STATE_LANCASHIRE,538201,YES,law_professional_army,0.010000,5.382010,6,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,6,R2_EXACT_CENTER_LEVEL,43,60,43,17,EFFECTIVE_NATIVE_CAP
GBR,Great Britain,STATE_LOWLANDS,409400,YES,law_professional_army,0.010000,4.094000,5,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,4,R2_EXACT_CENTER_LEVEL,43,60,43,17,EFFECTIVE_NATIVE_CAP
GBR,Great Britain,STATE_MIDLANDS,645001,YES,law_professional_army,0.010000,6.450010,7,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,7,R2_EXACT_CENTER_LEVEL,43,60,43,17,EFFECTIVE_NATIVE_CAP
GBR,Great Britain,STATE_NEWFOUNDLAND,21994,NO,law_professional_army,0.010000,0.219940,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,0,R2_EXACT_CENTER_LEVEL,43,60,43,17,EFFECTIVE_NATIVE_CAP
GBR,Great Britain,STATE_SOUTH_ATLANTIC_ISLANDS,3635,NO,law_professional_army,0.010000,0.036350,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,0,R2_EXACT_CENTER_LEVEL,43,60,43,17,EFFECTIVE_NATIVE_CAP
GBR,Great Britain,STATE_UPPER_ANDALUSIA,3446,NO,law_professional_army,0.010000,0.034460,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,0,R2_EXACT_CENTER_LEVEL,43,60,43,17,EFFECTIVE_NATIVE_CAP
GBR,Great Britain,STATE_WALES,243299,YES,law_professional_army,0.010000,2.432990,3,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,2,R2_EXACT_CENTER_LEVEL,43,60,43,17,EFFECTIVE_NATIVE_CAP
GBR,Great Britain,STATE_WEST_COUNTRY,496600,YES,law_professional_army,0.010000,4.966000,5,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,5,R2_EXACT_CENTER_LEVEL,43,60,43,17,EFFECTIVE_NATIVE_CAP
GBR,Great Britain,STATE_WEST_INDIES,67467,NO,law_professional_army,0.010000,0.674670,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,0,R2_EXACT_CENTER_LEVEL,43,60,43,17,EFFECTIVE_NATIVE_CAP
GBR,Great Britain,STATE_YORKSHIRE,522648,YES,law_professional_army,0.010000,5.226480,6,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,6,R2_EXACT_CENTER_LEVEL,43,60,43,17,EFFECTIVE_NATIVE_CAP
GEN,Most Serene Republic of Genoa,STATE_PIEDMONT,115997,YES,law_professional_army,0.010000,1.159970,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,1,1,1,0,NONE
GLD,Geledi,STATE_SOMALILAND,60640,YES,law_peasant_levies,0.040000,2.425600,3,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,1,6,1,5,EFFECTIVE_NATIVE_CAP
GR3,Sicily,STATE_SICILY,411899,YES,law_professional_army,0.010000,4.118990,5,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,4,VANILLA_1_13_9_EFFECTIVE_FORMULA,4,0,0,0,NONE
GR5,Santo Domingo,STATE_SANTO_DOMINGO,32847,YES,law_professional_army,0.010000,0.328470,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,0,0,0,STRUCTURAL_DEFER
GWA,Gwalior,STATE_MALWA,433410,YES,law_professional_army,0.010000,4.334100,5,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,4,VANILLA_1_13_9_EFFECTIVE_FORMULA,17,50,17,33,EFFECTIVE_NATIVE_CAP
GWA,Gwalior,STATE_RAJPUTANA,1324705,YES,law_professional_army,0.010000,13.247050,14,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,13,VANILLA_1_13_9_EFFECTIVE_FORMULA,17,50,17,33,EFFECTIVE_NATIVE_CAP
HAI,Haiti,STATE_HAITI,214567,YES,law_professional_army,0.010000,2.145670,3,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,2,VANILLA_1_13_9_EFFECTIVE_FORMULA,2,0,0,0,STRUCTURAL_DEFER
HAM,Hamburg,STATE_ELBE,37601,YES,law_professional_army,0.010000,0.376010,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,0,0,0,NONE
HAN,Hanover,STATE_BRUNSWICK,46000,YES,law_professional_army,0.010000,0.460000,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,3,10,3,7,EFFECTIVE_NATIVE_CAP
HAN,Hanover,STATE_ELBE,128197,YES,law_professional_army,0.010000,1.281970,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,3,10,3,7,EFFECTIVE_NATIVE_CAP
HAN,Hanover,STATE_HANNOVER,287552,YES,law_professional_army,0.010000,2.875520,3,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,2,VANILLA_1_13_9_EFFECTIVE_FORMULA,3,10,3,7,EFFECTIVE_NATIVE_CAP
HAU,Gobir,STATE_OUTER_HAUSALAND,107159,YES,law_peasant_levies,0.040000,4.286360,5,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,2,VANILLA_1_13_9_EFFECTIVE_FORMULA,2,12,2,10,EFFECTIVE_NATIVE_CAP
HAW,Hawaii,STATE_HAWAIIAN_ISLANDS,57631,YES,law_peasant_levies,0.040000,2.305240,3,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,2,VANILLA_1_13_9_EFFECTIVE_FORMULA,2,0,0,0,STRUCTURAL_DEFER
HBC,Hudson's Bay Company,STATE_MANITOBA,16712,YES,law_professional_army,0.010000,0.167120,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_total_separation,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,1,0,1,EFFECTIVE_NATIVE_CAP
HBC,Hudson's Bay Company,STATE_NUNAVUT,4490,NO,law_professional_army,0.010000,0.044900,1,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_total_separation,0.500,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,1,0,1,EFFECTIVE_NATIVE_CAP
HBC,Hudson's Bay Company,STATE_ONTARIO,12049,YES,law_professional_army,0.010000,0.120490,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_total_separation,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,1,0,1,EFFECTIVE_NATIVE_CAP
HBC,Hudson's Bay Company,STATE_QUEBEC,12351,YES,law_professional_army,0.010000,0.123510,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_total_separation,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,1,0,1,EFFECTIVE_NATIVE_CAP
HBC,Hudson's Bay Company,STATE_SASKATCHEWAN,5800,YES,law_professional_army,0.010000,0.058000,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_total_separation,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,1,0,1,EFFECTIVE_NATIVE_CAP
HDJ,Hedjaz,STATE_HEDJAZ,123525,YES,law_peasant_levies,0.040000,4.941000,5,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,2,VANILLA_1_13_9_EFFECTIVE_FORMULA,2,8,2,6,EFFECTIVE_NATIVE_CAP
HDJ,Hedjaz,STATE_YEMEN,17950,YES,law_peasant_levies,0.040000,0.718000,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,2,8,2,6,EFFECTIVE_NATIVE_CAP
HEK,Hesse-Kassel,STATE_HESSE,158322,YES,law_professional_army,0.010000,1.583220,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,1,2,1,1,EFFECTIVE_NATIVE_CAP
HES,Hesse-Darmstadt,STATE_HESSE,182277,YES,law_professional_army,0.010000,1.822770,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,1,2,1,1,EFFECTIVE_NATIVE_CAP
HOH,Hohenzollern,STATE_WURTTEMBERG,15333,YES,law_professional_army,0.010000,0.153330,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,0,0,0,NONE
HOL,Holstein,STATE_SCHLESWIG_HOLSTEIN,101151,YES,law_professional_army,0.010000,1.011510,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,1,2,1,1,EFFECTIVE_NATIVE_CAP
HUN,Hungary,STATE_BANAT,356898,YES,law_professional_army,0.010000,3.568980,4,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,3,VANILLA_1_13_9_EFFECTIVE_FORMULA,26,35,0,35,STRUCTURAL_DEFER
HUN,Hungary,STATE_BEKES,456647,YES,law_professional_army,0.010000,4.566470,5,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,4,VANILLA_1_13_9_EFFECTIVE_FORMULA,26,35,0,35,STRUCTURAL_DEFER
HUN,Hungary,STATE_CENTRAL_HUNGARY,358596,YES,law_professional_army,0.010000,3.585960,4,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,3,VANILLA_1_13_9_EFFECTIVE_FORMULA,26,35,0,35,STRUCTURAL_DEFER
HUN,Hungary,STATE_DELVIDEK,228418,YES,law_professional_army,0.010000,2.284180,3,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,2,VANILLA_1_13_9_EFFECTIVE_FORMULA,26,35,0,35,STRUCTURAL_DEFER
HUN,Hungary,STATE_RUTHENIA,102506,YES,law_professional_army,0.010000,1.025060,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,26,35,0,35,STRUCTURAL_DEFER
HUN,Hungary,STATE_SLOVAKIA,612975,YES,law_professional_army,0.010000,6.129750,7,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,6,VANILLA_1_13_9_EFFECTIVE_FORMULA,26,35,0,35,STRUCTURAL_DEFER
