tag,formation,state,unit_type,raw_cap,effective_cap,r1_assigned,final_assigned,rejection_reason,materialization_expected,law_forced_composition_simplification,mismatch_after
KZH,FIRST_SCRIPTED_LAND_FORMATION,STATE_SYRDARYA,combat_unit_type_irregular_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
KZH,FIRST_SCRIPTED_LAND_FORMATION,STATE_URALSK,combat_unit_type_irregular_infantry,3,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
LAH,NONE,STATE_YEMEN,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
LAN,FIRST_SCRIPTED_LAND_FORMATION,STATE_WEST_BORNEO,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
LIP,NONE,STATE_WESTPHALIA,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
LOU,NONE,STATE_LOUISIANA,N/A_NO_SCRIPTED_CONSCRIPTS,2,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
LUA,FIRST_SCRIPTED_LAND_FORMATION,STATE_LAOS,combat_unit_type_irregular_infantry,4,3,4,3,NONE,YES,YES,0
LUB,NONE,STATE_SCHLESWIG_HOLSTEIN,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
LUC,NONE,STATE_EMILIA,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
LUX,FIRST_SCRIPTED_LAND_FORMATION,STATE_WALLONIA,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
MAD,FIRST_SCRIPTED_LAND_FORMATION,STATE_NORTH_MADAGASCAR,combat_unit_type_irregular_infantry,11,10,11,10,NONE,YES,YES,0
MAD,FIRST_SCRIPTED_LAND_FORMATION,STATE_SOUTH_MADAGASCAR,combat_unit_type_irregular_infantry,10,9,10,9,NONE,YES,YES,0
MARATH,FIRST_SCRIPTED_LAND_FORMATION,STATE_AGRA,combat_unit_type_irregular_infantry,25,25,25,25,NONE,YES,YES,0
MARATH,FIRST_SCRIPTED_LAND_FORMATION,STATE_BOMBAY,combat_unit_type_irregular_infantry,25,25,25,25,NONE,YES,YES,0
MARATH,FIRST_SCRIPTED_LAND_FORMATION,STATE_BUNDELKHAND,combat_unit_type_irregular_infantry,21,20,21,20,NONE,YES,YES,0
MARATH,FIRST_SCRIPTED_LAND_FORMATION,STATE_CENTRAL_PROVINCES,combat_unit_type_irregular_infantry,10,4,10,4,NONE,YES,YES,0
MARATH,FIRST_SCRIPTED_LAND_FORMATION,STATE_MALWA,combat_unit_type_irregular_infantry,6,5,6,5,NONE,YES,YES,0
MAS,FIRST_SCRIPTED_LAND_FORMATION,STATE_ALGIERS,combat_unit_type_irregular_infantry,4,1,4,1,NONE,YES,NO,0
MAS,FIRST_SCRIPTED_LAND_FORMATION,STATE_ORAN,combat_unit_type_irregular_infantry,2,1,2,1,NONE,YES,NO,0
MBS,FIRST_SCRIPTED_LAND_FORMATION,STATE_KENYA,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
MEC,FIRST_SCRIPTED_LAND_FORMATION,STATE_MECKLENBURG,combat_unit_type_line_infantry,2,1,2,1,NONE,YES,NO,0
MEI,NONE,STATE_SAXONY,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
MGD,FIRST_SCRIPTED_LAND_FORMATION,STATE_MINDANAO,combat_unit_type_irregular_infantry,4,1,4,1,NONE,YES,YES,0
MJT,FIRST_SCRIPTED_LAND_FORMATION,STATE_SOMALILAND,combat_unit_type_irregular_infantry,4,3,4,3,NONE,YES,YES,0
MKT,FIRST_SCRIPTED_LAND_FORMATION,STATE_NICARAGUA,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
MLD,NONE,STATE_CEYLON,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
MLT,NONE,STATE_MALTA,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
MOD,FIRST_SCRIPTED_LAND_FORMATION,STATE_EMILIA,combat_unit_type_irregular_infantry,2,1,2,1,NONE,YES,NO,0
MOL,FIRST_SCRIPTED_LAND_FORMATION,STATE_MOLDAVIA,combat_unit_type_line_infantry,15,14,2,2,NONE,YES,YES,0
MON,FIRST_SCRIPTED_LAND_FORMATION,STATE_MONTENEGRO,combat_unit_type_irregular_infantry,2,1,2,1,NONE,YES,YES,0
MOR,FIRST_SCRIPTED_LAND_FORMATION,STATE_AL_RIF,combat_unit_type_irregular_infantry,6,1,0,1,NONE,YES,YES,0
MOR,FIRST_SCRIPTED_LAND_FORMATION,STATE_FEZ,combat_unit_type_irregular_infantry,12,7,12,7,NONE,YES,YES,0
MOR,FIRST_SCRIPTED_LAND_FORMATION,STATE_INNER_MOROCCO,combat_unit_type_irregular_infantry,7,1,0,1,NONE,YES,YES,0
MOR,FIRST_SCRIPTED_LAND_FORMATION,STATE_MARRAKECH,combat_unit_type_irregular_infantry,11,6,10,6,NONE,YES,YES,0
MSN,FIRST_SCRIPTED_LAND_FORMATION,STATE_EASTERN_MALI,combat_unit_type_irregular_infantry,11,6,11,6,NONE,YES,YES,0
MSN,FIRST_SCRIPTED_LAND_FORMATION,STATE_TIMBUKTU,combat_unit_type_irregular_infantry,3,1,3,1,NONE,YES,YES,0
MST,NONE,STATE_MECKLENBURG,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
MUG,FIRST_SCRIPTED_LAND_FORMATION,STATE_DELHI,combat_unit_type_irregular_infantry,25,17,3,3,NONE,YES,YES,0
MYS,FIRST_SCRIPTED_LAND_FORMATION,STATE_MYSORE,combat_unit_type_line_infantry,11,10,11,10,NONE,YES,NO,0
NAG,FIRST_SCRIPTED_LAND_FORMATION,STATE_CENTRAL_PROVINCES,combat_unit_type_irregular_infantry,10,9,10,9,NONE,YES,NO,0
NAG,FIRST_SCRIPTED_LAND_FORMATION,STATE_ORISSA,combat_unit_type_irregular_infantry,4,3,4,3,NONE,YES,NO,0
NAS,FIRST_SCRIPTED_LAND_FORMATION,STATE_HESSE,combat_unit_type_line_infantry,2,1,2,1,NONE,YES,NO,0
NBS,NONE,STATE_NEW_BRUNSWICK,N/A_NO_SCRIPTED_CONSCRIPTS,2,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
NEP,FIRST_SCRIPTED_LAND_FORMATION,STATE_HIMALAYAS,combat_unit_type_irregular_infantry,11,10,11,10,NONE,YES,NO,0
NET,FIRST_SCRIPTED_LAND_FORMATION,STATE_FRIESLAND,combat_unit_type_line_infantry,2,1,2,1,NONE,YES,NO,0
NET,FIRST_SCRIPTED_LAND_FORMATION,STATE_GELRE,combat_unit_type_line_infantry,2,1,2,1,NONE,YES,NO,0
NET,FIRST_SCRIPTED_LAND_FORMATION,STATE_GOLD_COAST,combat_unit_type_line_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
NET,FIRST_SCRIPTED_LAND_FORMATION,STATE_GUAYANA,combat_unit_type_line_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
NET,FIRST_SCRIPTED_LAND_FORMATION,STATE_HOLLAND,combat_unit_type_line_infantry,4,3,4,3,NONE,YES,NO,0
NET,FIRST_SCRIPTED_LAND_FORMATION,STATE_TRAVANCORE,combat_unit_type_line_infantry,3,1,3,1,NONE,YES,NO,0
NET,FIRST_SCRIPTED_LAND_FORMATION,STATE_WEST_INDIES,combat_unit_type_line_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
NVS,NONE,STATE_NEW_BRUNSWICK,N/A_NO_SCRIPTED_CONSCRIPTS,3,2,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
OLD,FIRST_SCRIPTED_LAND_FORMATION,STATE_HANNOVER,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
OMA,FIRST_SCRIPTED_LAND_FORMATION,STATE_ABU_DHABI,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
OMA,FIRST_SCRIPTED_LAND_FORMATION,STATE_BALUCHISTAN,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
OMA,FIRST_SCRIPTED_LAND_FORMATION,STATE_KENYA,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
OMA,FIRST_SCRIPTED_LAND_FORMATION,STATE_LARISTAN,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
OMA,FIRST_SCRIPTED_LAND_FORMATION,STATE_OMAN,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
OMA,FIRST_SCRIPTED_LAND_FORMATION,STATE_SISTAN,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
OMA,FIRST_SCRIPTED_LAND_FORMATION,STATE_ZANZIBAR,combat_unit_type_irregular_infantry,4,3,4,3,NONE,YES,NO,0
ONT,NONE,STATE_ONTARIO,N/A_NO_SCRIPTED_CONSCRIPTS,5,4,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
ORA,NONE,STATE_VRYSTAAT,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
OYO,FIRST_SCRIPTED_LAND_FORMATION,STATE_YORUBA_STATES,combat_unit_type_irregular_infantry,17,16,17,16,NONE,YES,YES,0
OZH,FIRST_SCRIPTED_LAND_FORMATION,STATE_AKMOLINSK,combat_unit_type_irregular_infantry,2,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
OZH,FIRST_SCRIPTED_LAND_FORMATION,STATE_CHELYABINSK,combat_unit_type_irregular_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
OZH,FIRST_SCRIPTED_LAND_FORMATION,STATE_SEMIRECHE,combat_unit_type_irregular_infantry,3,1,3,1,NONE,YES,YES,0
OZH,FIRST_SCRIPTED_LAND_FORMATION,STATE_SYRDARYA,combat_unit_type_irregular_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
PAN,FIRST_SCRIPTED_LAND_FORMATION,STATE_PUNJAB,combat_unit_type_irregular_infantry,14,13,14,13,NONE,YES,NO,0
PAP,FIRST_SCRIPTED_LAND_FORMATION,STATE_LAZIO,combat_unit_type_line_infantry,4,3,3,3,NONE,YES,NO,0
PAP,FIRST_SCRIPTED_LAND_FORMATION,STATE_ROMAGNA,combat_unit_type_line_infantry,3,2,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
PAP,FIRST_SCRIPTED_LAND_FORMATION,STATE_UMBRIA,combat_unit_type_line_infantry,2,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
PAR,FIRST_SCRIPTED_LAND_FORMATION,STATE_EMILIA,combat_unit_type_irregular_infantry,2,1,2,1,NONE,YES,NO,0
PCO,NONE,STATE_PUERTO_RICO,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
PER,FIRST_SCRIPTED_LAND_FORMATION,STATE_ARMENIA,combat_unit_type_irregular_infantry,3,1,0,1,NONE,YES,YES,0
PER,FIRST_SCRIPTED_LAND_FORMATION,STATE_AZERBAIJAN,combat_unit_type_irregular_infantry,3,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
PER,FIRST_SCRIPTED_LAND_FORMATION,STATE_ELIZAVETPOL,combat_unit_type_irregular_infantry,3,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
PER,FIRST_SCRIPTED_LAND_FORMATION,STATE_FARS,combat_unit_type_irregular_infantry,6,3,6,3,NONE,YES,YES,0
PER,FIRST_SCRIPTED_LAND_FORMATION,STATE_IRAKAJEMI,combat_unit_type_irregular_infantry,16,9,16,9,NONE,YES,YES,0
PER,FIRST_SCRIPTED_LAND_FORMATION,STATE_ISFAHAN,combat_unit_type_irregular_infantry,6,3,6,3,NONE,YES,YES,0
PER,FIRST_SCRIPTED_LAND_FORMATION,STATE_KERMAN,combat_unit_type_irregular_infantry,3,1,0,1,NONE,YES,YES,0
PER,FIRST_SCRIPTED_LAND_FORMATION,STATE_KHORASAN,combat_unit_type_irregular_infantry,8,4,8,4,NONE,YES,YES,0
PER,FIRST_SCRIPTED_LAND_FORMATION,STATE_LARISTAN,combat_unit_type_irregular_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
PER,FIRST_SCRIPTED_LAND_FORMATION,STATE_LURISTAN,combat_unit_type_irregular_infantry,4,2,0,2,NONE,YES,YES,0
PER,FIRST_SCRIPTED_LAND_FORMATION,STATE_MAZANDARAN,combat_unit_type_irregular_infantry,11,6,11,6,NONE,YES,YES,0
PER,FIRST_SCRIPTED_LAND_FORMATION,STATE_PERSIAN_KURDISTAN,combat_unit_type_irregular_infantry,5,2,3,2,NONE,YES,YES,0
PER,FIRST_SCRIPTED_LAND_FORMATION,STATE_SEMNAN,combat_unit_type_irregular_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
PER,FIRST_SCRIPTED_LAND_FORMATION,STATE_TABRIZ,combat_unit_type_irregular_infantry,10,5,10,5,NONE,YES,YES,0
PER,FIRST_SCRIPTED_LAND_FORMATION,STATE_URMIA,combat_unit_type_irregular_infantry,4,2,0,2,NONE,YES,YES,0
PHI,NONE,STATE_LUZON,N/A_NO_SCRIPTED_CONSCRIPTS,4,3,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
PHI,NONE,STATE_MINDANAO,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
PHI,NONE,STATE_VISAYAS,N/A_NO_SCRIPTED_CONSCRIPTS,3,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
PHI,NONE,STATE_WEST_MICRONESIA,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
PHL,NONE,STATE_VRYSTAAT,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
PLC,FIRST_SCRIPTED_LAND_FORMATION,STATE_BREST,combat_unit_type_irregular_infantry,8,7,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
PLC,FIRST_SCRIPTED_LAND_FORMATION,STATE_COURLAND,combat_unit_type_irregular_infantry,5,4,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
PLC,FIRST_SCRIPTED_LAND_FORMATION,STATE_GREATER_POLAND,combat_unit_type_irregular_infantry,25,25,18,18,NONE,YES,YES,0
PLC,FIRST_SCRIPTED_LAND_FORMATION,STATE_KAUNAS,combat_unit_type_irregular_infantry,7,6,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
PLC,FIRST_SCRIPTED_LAND_FORMATION,STATE_KIEV,combat_unit_type_irregular_infantry,25,25,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
PLC,FIRST_SCRIPTED_LAND_FORMATION,STATE_LESSER_POLAND,combat_unit_type_irregular_infantry,10,9,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
PLC,FIRST_SCRIPTED_LAND_FORMATION,STATE_MAZOVIA,combat_unit_type_irregular_infantry,14,13,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
PLC,FIRST_SCRIPTED_LAND_FORMATION,STATE_MINSK,combat_unit_type_irregular_infantry,8,7,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
PLC,FIRST_SCRIPTED_LAND_FORMATION,STATE_POSEN,combat_unit_type_irregular_infantry,16,15,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
PLC,FIRST_SCRIPTED_LAND_FORMATION,STATE_VILNIUS,combat_unit_type_irregular_infantry,6,5,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
PLC,FIRST_SCRIPTED_LAND_FORMATION,STATE_VOLHYNIA,combat_unit_type_irregular_infantry,8,7,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
PLC,FIRST_SCRIPTED_LAND_FORMATION,STATE_WEST_PRUSSIA,combat_unit_type_irregular_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
PLY,NONE,STATE_TAHITI,N/A_NO_SCRIPTED_CONSCRIPTS,3,2,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
PON,FIRST_SCRIPTED_LAND_FORMATION,STATE_WEST_BORNEO,combat_unit_type_irregular_infantry,2,0,2,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
POR,FIRST_SCRIPTED_LAND_FORMATION,STATE_ALENTEJO,combat_unit_type_line_infantry,5,4,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
POR,FIRST_SCRIPTED_LAND_FORMATION,STATE_AZORES,combat_unit_type_line_infantry,3,2,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
POR,FIRST_SCRIPTED_LAND_FORMATION,STATE_BEIRA,combat_unit_type_line_infantry,12,11,12,11,NONE,YES,YES,0
POR,FIRST_SCRIPTED_LAND_FORMATION,STATE_BOMBAY,combat_unit_type_line_infantry,5,2,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
POR,FIRST_SCRIPTED_LAND_FORMATION,STATE_CAPE_VERDE,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
POR,FIRST_SCRIPTED_LAND_FORMATION,STATE_ENTRE_DOURO_E_MINHO,combat_unit_type_line_infantry,13,12,13,12,NONE,YES,YES,0
POR,FIRST_SCRIPTED_LAND_FORMATION,STATE_ESTREMADURA,combat_unit_type_line_infantry,8,7,5,7,NONE,YES,YES,0
POR,FIRST_SCRIPTED_LAND_FORMATION,STATE_GUANGDONG,combat_unit_type_line_infantry,4,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
POR,FIRST_SCRIPTED_LAND_FORMATION,STATE_GUINEA,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
POR,FIRST_SCRIPTED_LAND_FORMATION,STATE_GUJARAT,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
POR,FIRST_SCRIPTED_LAND_FORMATION,STATE_LOURENCO_MARQUES,combat_unit_type_line_infantry,2,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
POR,FIRST_SCRIPTED_LAND_FORMATION,STATE_MADEIRA,combat_unit_type_line_infantry,2,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
POR,FIRST_SCRIPTED_LAND_FORMATION,STATE_MOCAMBIQUE,combat_unit_type_line_infantry,4,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
POR,FIRST_SCRIPTED_LAND_FORMATION,STATE_NORTH_ANGOLA,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
POR,FIRST_SCRIPTED_LAND_FORMATION,STATE_SENEGAL,combat_unit_type_line_infantry,7,3,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
POR,FIRST_SCRIPTED_LAND_FORMATION,STATE_SOUTH_ANGOLA,combat_unit_type_line_infantry,3,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
POR,FIRST_SCRIPTED_LAND_FORMATION,STATE_SOUTH_CAMEROON,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
POR,FIRST_SCRIPTED_LAND_FORMATION,STATE_SUNDA_ISLANDS,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
POR,FIRST_SCRIPTED_LAND_FORMATION,STATE_ZAMBEZIA,combat_unit_type_line_infantry,4,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
PRK,FIRST_SCRIPTED_LAND_FORMATION,STATE_MALAYA,combat_unit_type_irregular_infantry,2,0,2,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
PRU,FIRST_SCRIPTED_LAND_FORMATION,STATE_ANHALT,combat_unit_type_line_infantry,4,2,4,2,NONE,YES,NO,0
PRU,FIRST_SCRIPTED_LAND_FORMATION,STATE_BRANDENBURG,combat_unit_type_line_infantry,5,4,5,4,NONE,YES,NO,0
PRU,FIRST_SCRIPTED_LAND_FORMATION,STATE_BRUNSWICK,combat_unit_type_line_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
PRU,FIRST_SCRIPTED_LAND_FORMATION,STATE_EAST_PRUSSIA,combat_unit_type_line_infantry,3,2,3,2,NONE,YES,NO,0
PRU,FIRST_SCRIPTED_LAND_FORMATION,STATE_LOWER_SILESIA,combat_unit_type_line_infantry,5,4,5,4,NONE,YES,NO,0
PRU,FIRST_SCRIPTED_LAND_FORMATION,STATE_NORTH_RHINE,combat_unit_type_line_infantry,3,2,3,2,NONE,YES,NO,0
PRU,FIRST_SCRIPTED_LAND_FORMATION,STATE_POMERANIA,combat_unit_type_line_infantry,3,2,3,2,NONE,YES,NO,0
PRU,FIRST_SCRIPTED_LAND_FORMATION,STATE_RHINELAND,combat_unit_type_line_infantry,2,1,2,1,NONE,YES,NO,0
PRU,FIRST_SCRIPTED_LAND_FORMATION,STATE_RUHR,combat_unit_type_line_infantry,3,2,3,2,NONE,YES,NO,0
PRU,FIRST_SCRIPTED_LAND_FORMATION,STATE_UPPER_SILESIA,combat_unit_type_line_infantry,2,1,2,1,NONE,YES,NO,0
PRU,FIRST_SCRIPTED_LAND_FORMATION,STATE_WESTPHALIA,combat_unit_type_line_infantry,4,3,4,3,NONE,YES,NO,0
PRU,FIRST_SCRIPTED_LAND_FORMATION,STATE_WEST_PRUSSIA,combat_unit_type_line_infantry,2,1,2,1,NONE,YES,NO,0
PUD,FIRST_SCRIPTED_LAND_FORMATION,STATE_MADRAS,combat_unit_type_irregular_infantry,23,22,3,3,NONE,YES,NO,0
QUE,NONE,STATE_QUEBEC,N/A_NO_SCRIPTED_CONSCRIPTS,6,5,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_AKMOLINSK,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_ARKHANGELSK,combat_unit_type_line_infantry,3,2,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_ASTRAKHAN,combat_unit_type_line_infantry,3,2,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_BURYATIA,combat_unit_type_line_infantry,2,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_CHELYABINSK,combat_unit_type_line_infantry,4,3,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_CHERNIHIV,combat_unit_type_line_infantry,15,14,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_CHUVASHIA,combat_unit_type_line_infantry,6,5,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_DOBRUDJA,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_EAST_KARELIA,combat_unit_type_line_infantry,2,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_GALICH,combat_unit_type_line_infantry,8,7,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_INGRIA,combat_unit_type_line_infantry,10,9,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_IRKUTSK,combat_unit_type_line_infantry,3,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_KALMYKIA,combat_unit_type_line_infantry,2,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_KAMCHATKA,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_KAZAN,combat_unit_type_line_infantry,12,11,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_KHARKOV,combat_unit_type_line_infantry,25,25,25,25,NONE,YES,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_KOLA,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_KOLYMA,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_KRASNOYARSK,combat_unit_type_line_infantry,2,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_KURSK,combat_unit_type_line_infantry,22,21,20,20,NONE,YES,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_MOGILEV,combat_unit_type_line_infantry,7,6,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_MOSCOW,combat_unit_type_line_infantry,13,12,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
