tag,country_name,state,direct_owner,incorporated_if_required,conscription_eligible,target_conscript_units,infantry,cavalry,artillery,other,formation,service_type,historical_role,mechanism,static_result,notes
NET,Netherlands,STATE_FRIESLAND,YES,YES,YES,1,1,0,0,0,Koninklijk_Nederlands_Leger,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE
NET,Netherlands,STATE_GELRE,YES,YES,YES,1,1,0,0,0,Koninklijk_Nederlands_Leger,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE
NET,Netherlands,STATE_HOLLAND,YES,YES,YES,1,1,0,0,0,Koninklijk_Nederlands_Leger,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE
OMA,Oman,STATE_ZANZIBAR,YES,YES,YES,3,2,1,0,0,OMA_existing_army,conscript,CENTRAL_ASIAN_TRIBAL,NATIVE_CONSCRIPT_UNIT,PASS,CENTRAL_ASIAN_TRIBAL
OYO,Oyo,STATE_YORUBA_STATES,YES,YES,YES,9,9,0,0,0,cleanup2d3b_oyo_land_1,conscript,AFRICAN_LEVY,NATIVE_CONSCRIPT_UNIT,PASS,AFRICAN_LEVY evidence retained; law_peasant_levies permits infantry-group conscripts only.
OZH,Orta Zhuz,STATE_SEMIRECHE,YES,YES,YES,1,1,0,0,0,cleanup2d3b_ozh_land_1,conscript,CENTRAL_ASIAN_TRIBAL,NATIVE_CONSCRIPT_UNIT,PASS,CENTRAL_ASIAN_TRIBAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
PAN,Punjab,STATE_PUNJAB,YES,YES,YES,16,14,1,1,0,FaujiKhas,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE
PAP,Papal States,STATE_LAZIO,YES,YES,YES,2,2,0,0,0,Esercito_dello_Stato_della_Chiesa,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.
PAP,Papal States,STATE_ROMAGNA,YES,YES,YES,1,1,0,0,0,Esercito_dello_Stato_della_Chiesa,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.
PER,Persia,STATE_ARMENIA,YES,YES,YES,1,1,0,0,0,PER_existing_army,conscript,PERSIAN_TRIBAL_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,PERSIAN_TRIBAL_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
PER,Persia,STATE_FARS,YES,YES,YES,3,3,0,0,0,PER_existing_army,conscript,PERSIAN_TRIBAL_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,PERSIAN_TRIBAL_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
PER,Persia,STATE_IRAKAJEMI,YES,YES,YES,9,9,0,0,0,PER_existing_army,conscript,PERSIAN_TRIBAL_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,PERSIAN_TRIBAL_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
PER,Persia,STATE_ISFAHAN,YES,YES,YES,3,3,0,0,0,PER_existing_army,conscript,PERSIAN_TRIBAL_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,PERSIAN_TRIBAL_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
PER,Persia,STATE_KERMAN,YES,YES,YES,1,1,0,0,0,PER_existing_army,conscript,PERSIAN_TRIBAL_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,PERSIAN_TRIBAL_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
PER,Persia,STATE_KHORASAN,YES,YES,YES,4,4,0,0,0,PER_existing_army,conscript,PERSIAN_TRIBAL_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,PERSIAN_TRIBAL_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
PER,Persia,STATE_LURISTAN,YES,YES,YES,2,2,0,0,0,PER_existing_army,conscript,PERSIAN_TRIBAL_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,PERSIAN_TRIBAL_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
PER,Persia,STATE_MAZANDARAN,YES,YES,YES,6,6,0,0,0,PER_existing_army,conscript,PERSIAN_TRIBAL_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,PERSIAN_TRIBAL_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
PER,Persia,STATE_PERSIAN_KURDISTAN,YES,YES,YES,2,2,0,0,0,PER_existing_army,conscript,PERSIAN_TRIBAL_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,PERSIAN_TRIBAL_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
PER,Persia,STATE_TABRIZ,YES,YES,YES,5,5,0,0,0,PER_existing_army,conscript,PERSIAN_TRIBAL_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,PERSIAN_TRIBAL_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
PER,Persia,STATE_URMIA,YES,YES,YES,2,2,0,0,0,PER_existing_army,conscript,PERSIAN_TRIBAL_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,PERSIAN_TRIBAL_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
PLC,Poland-Lithuania,STATE_BREST,YES,YES,YES,1,1,0,0,0,PLC_existing_army,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
PLC,Poland-Lithuania,STATE_GREATER_POLAND,YES,YES,YES,4,4,0,0,0,PLC_existing_army,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
PLC,Poland-Lithuania,STATE_KAUNAS,YES,YES,YES,1,1,0,0,0,PLC_existing_army,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
PLC,Poland-Lithuania,STATE_KIEV,YES,YES,YES,4,4,0,0,0,PLC_existing_army,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
PLC,Poland-Lithuania,STATE_LESSER_POLAND,YES,YES,YES,1,1,0,0,0,PLC_existing_army,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
PLC,Poland-Lithuania,STATE_MAZOVIA,YES,YES,YES,2,2,0,0,0,PLC_existing_army,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
PLC,Poland-Lithuania,STATE_MINSK,YES,YES,YES,1,1,0,0,0,PLC_existing_army,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
PLC,Poland-Lithuania,STATE_POSEN,YES,YES,YES,2,2,0,0,0,PLC_existing_army,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
PLC,Poland-Lithuania,STATE_VILNIUS,YES,YES,YES,1,1,0,0,0,PLC_existing_army,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
PLC,Poland-Lithuania,STATE_VOLHYNIA,YES,YES,YES,1,1,0,0,0,PLC_existing_army,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
POR,Portugal,STATE_ALENTEJO,YES,YES,YES,2,2,0,0,0,Exercito_Portugues,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
POR,Portugal,STATE_AZORES,YES,YES,YES,1,1,0,0,0,Exercito_Portugues,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
POR,Portugal,STATE_BEIRA,YES,YES,YES,6,6,0,0,0,Exercito_Portugues,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
POR,Portugal,STATE_ENTRE_DOURO_E_MINHO,YES,YES,YES,7,7,0,0,0,Exercito_Portugues,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
POR,Portugal,STATE_ESTREMADURA,YES,YES,YES,4,4,0,0,0,Exercito_Portugues,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
PRU,Prussia,STATE_ANHALT,YES,YES,YES,2,2,0,0,0,cleanup2d3b_pru_land_4,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE
PRU,Prussia,STATE_BRANDENBURG,YES,YES,YES,2,2,0,0,0,cleanup2d3b_pru_land_4,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE
PRU,Prussia,STATE_EAST_PRUSSIA,YES,YES,YES,1,1,0,0,0,cleanup2d3b_pru_land_4,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE
PRU,Prussia,STATE_LOWER_SILESIA,YES,YES,YES,2,2,0,0,0,cleanup2d3b_pru_land_4,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE
PRU,Prussia,STATE_NORTH_RHINE,YES,YES,YES,1,1,0,0,0,cleanup2d3b_pru_land_4,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE
PRU,Prussia,STATE_POMERANIA,YES,YES,YES,1,1,0,0,0,cleanup2d3b_pru_land_4,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE
PRU,Prussia,STATE_RHINELAND,YES,YES,YES,1,1,0,0,0,cleanup2d3b_pru_land_4,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE
PRU,Prussia,STATE_RUHR,YES,YES,YES,1,1,0,0,0,cleanup2d3b_pru_land_4,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE
PRU,Prussia,STATE_UPPER_SILESIA,YES,YES,YES,1,1,0,0,0,cleanup2d3b_pru_land_4,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE
PRU,Prussia,STATE_WESTPHALIA,YES,YES,YES,1,0,1,0,0,cleanup2d3b_pru_land_4,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE
PRU,Prussia,STATE_WEST_PRUSSIA,YES,YES,YES,1,0,0,1,0,cleanup2d3b_pru_land_4,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE
PUD,Pudukottai,STATE_MADRAS,YES,YES,YES,3,3,0,0,0,PudukottaiArmy,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.
RUS,Russia,STATE_ARKHANGELSK,YES,YES,YES,1,1,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_ASTRAKHAN,YES,YES,YES,1,1,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_BURYATIA,YES,YES,YES,1,1,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_CHELYABINSK,YES,YES,YES,1,1,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_CHERNIHIV,YES,YES,YES,5,5,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_CHUVASHIA,YES,YES,YES,2,2,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_GALICH,YES,YES,YES,2,2,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_INGRIA,YES,YES,YES,3,3,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_KAZAN,YES,YES,YES,4,4,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_KHARKOV,YES,YES,YES,11,11,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_KRASNOYARSK,YES,YES,YES,1,1,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_KURSK,YES,YES,YES,8,8,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_MOGILEV,YES,YES,YES,2,2,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_MOSCOW,YES,YES,YES,4,4,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_NIZHNY_NOVGOROD,YES,YES,YES,6,6,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_NOVGOROD,YES,YES,YES,3,3,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_ORYOL,YES,YES,YES,13,13,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_PERM,YES,YES,YES,3,3,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_PSKOV,YES,YES,YES,3,3,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_ROSTOV,YES,YES,YES,2,2,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_RYAZAN,YES,YES,YES,4,4,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_SMOLENSK,YES,YES,YES,4,4,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_TAMBOV,YES,YES,YES,10,10,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_TARTARIA,YES,NO_NOT_REQUIRED,YES,1,1,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_TVER,YES,YES,YES,4,4,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_UFA,YES,YES,YES,1,1,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_VITEBSK,YES,YES,YES,1,1,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_VYATKA,YES,YES,YES,6,6,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_WEST_KARELIA,YES,YES,YES,1,1,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RUS,Russia,STATE_YAROSLAVL,YES,YES,YES,12,12,0,0,0,cleanup2d3b_rus_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
RWD,Rwanda,STATE_TANGANYIKA,YES,YES,YES,3,3,0,0,0,cleanup2d3b_rwd_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
SAK,Siak,STATE_NORTH_SUMATRA,YES,YES,YES,2,2,0,0,0,cleanup2d3b_sak_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
SAR,Sardinia-Piedmont,STATE_PIEDMONT,YES,YES,YES,3,3,0,0,0,I_Corpo_dArmata,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE
SAT,Satara,STATE_BOMBAY,YES,YES,YES,1,1,0,0,0,SataraArmy,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.
SAX,Saxony,STATE_SAXONY,YES,YES,YES,4,4,0,0,0,Kniglich_Schsische_Armee,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE
SEL,Selangor,STATE_MALAYA,YES,YES,YES,1,1,0,0,0,cleanup2d3b_sel_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
SGU,Segou,STATE_WESTERN_MALI,YES,YES,YES,1,1,0,0,0,cleanup2d3b_sgu_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
SIA,Siam,STATE_BANGKOK,YES,YES,YES,10,10,0,0,0,cleanup2d3b_sia_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
SIA,Siam,STATE_CAMBODIA,YES,YES,YES,1,1,0,0,0,cleanup2d3b_sia_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
SIA,Siam,STATE_MALAYA,YES,YES,YES,1,1,0,0,0,cleanup2d3b_sia_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
SIA,Siam,STATE_NAKHON_RATCHASIMA,YES,YES,YES,7,7,0,0,0,cleanup2d3b_sia_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
SIN,Sindh,STATE_SINDH,YES,YES,YES,12,12,0,0,0,SindhArmy,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
SPA,Spain,STATE_ARAGON,YES,YES,YES,3,3,0,0,0,cleanup2d3b_spa_land_2,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
SPA,Spain,STATE_ASTURIAS,YES,YES,YES,2,2,0,0,0,cleanup2d3b_spa_land_2,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
SPA,Spain,STATE_BASQUE_COUNTRY,YES,YES,YES,3,3,0,0,0,cleanup2d3b_spa_land_2,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
SPA,Spain,STATE_CANARY_ISLANDS,YES,YES,YES,1,1,0,0,0,cleanup2d3b_spa_land_2,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
SPA,Spain,STATE_CATALONIA,YES,YES,YES,5,5,0,0,0,cleanup2d3b_spa_land_2,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
SPA,Spain,STATE_EXTREMADURA,YES,YES,YES,3,3,0,0,0,cleanup2d3b_spa_land_2,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
SPA,Spain,STATE_GALICIA,YES,YES,YES,8,8,0,0,0,cleanup2d3b_spa_land_2,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
