tag,country_name,standing_regular_units_3b,target_mobilization_capacity_2d2,historical_mobilization_type,mobilization_model,army_model_law,native_conscription_limit,target_fits_native_limit,implementation_mechanism,conscript_infantry,conscript_cavalry,conscript_artillery,conscript_other,total_conscript_capacity,target_delta,formations_used,new_reserve_formation_created,structural_defer,structural_action,law_limited,law_limit_shortfall,modeled_from_qualitative_evidence,peacetime_cost_expected,budget_risk,static_result,confidence,notes
KHI,Khiva,8,24,TRIBAL_CONFEDERAL_LEVY,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,7,NO,NATIVE_CONSCRIPT_UNITS,7,0,0,0,7,-17,cleanup2d3b_khi_land_1,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=CENTRAL_ASIAN_TRIBAL evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
KHP,Kolhapur,4,6,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,0,NO,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,-6,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=POPULATION; no temporary modifier applied.
KNO,Kurnool,5,8,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,2,NO,NATIVE_CONSCRIPT_UNITS,2,0,0,0,2,-6,KurnoolArmy,NO,NO,NOT_APPLICABLE,YES,6,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=LAW; no temporary modifier applied.
KOK,Kokand,8,24,TRIBAL_CONFEDERAL_LEVY,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,8,NO,NATIVE_CONSCRIPT_UNITS,8,0,0,0,8,-16,cleanup2d3b_kok_land_1,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=CENTRAL_ASIAN_TRIBAL evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=TECH; no temporary modifier applied.
KON,Kongo,2,6,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,5,NO,NATIVE_CONSCRIPT_UNITS,5,0,0,0,5,-1,cleanup2d3b_kon_land_1,NO,NO,NOT_APPLICABLE,YES,1,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=LAW; no temporary modifier applied.
KOR,Korea,18,30,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,116,YES,NATIVE_CONSCRIPT_UNITS,30,0,0,0,30,0,cleanup2d3b_kor_land_1,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=NONE; no temporary modifier applied.
KRG,Karagwe,1,3,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,0,NO,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,-3,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
KRT,Kaarta,4,12,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,1,NO,NATIVE_CONSCRIPT_UNITS,1,0,0,0,1,-11,cleanup2d3b_krt_land_1,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
KTI,Kutai,1,2,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,1,NO,NATIVE_CONSCRIPT_UNITS,1,0,0,0,1,-1,cleanup2d3b_kti_land_1,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=TECH; no temporary modifier applied.
KZH,Kishi Zhuz,1,3,TRIBAL_CONFEDERAL_LEVY,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,11,YES,NATIVE_CONSCRIPT_UNITS,3,0,0,0,3,0,cleanup2d3b_kzh_land_1,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=CENTRAL_ASIAN_TRIBAL evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=NONE; no temporary modifier applied.
LAH,Lahej,0,0,PROVINCIAL_TRIBAL_CONTINGENTS,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,0,YES,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,0,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=CENTRAL_ASIAN_TRIBAL evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=NONE; no temporary modifier applied.
LAN,Lanfang,1,2,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,0,NO,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,-2,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
LIP,Lippe-Detmold,0,0,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,0,YES,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,0,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=NONE; no temporary modifier applied.
LOU,Louisiana,0,0,MILITIA_LEVY_OR_LOCAL_OBLIGATION,ALLOCATE_FROM_OVERLORD_POOL,law_professional_army,0,NO,STRUCTURAL_DEFER_UNCHANGED,0,0,0,0,0,0,,NO,YES,UNCHANGED,NO,0,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=NONE; no temporary modifier applied.
LUA,Luang Prabang,3,6,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,1,NO,NATIVE_CONSCRIPT_UNITS,1,0,0,0,1,-5,cleanup2d3b_lua_land_1,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
LUB,Lübeck,1,0,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,0,YES,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,0,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=NONE; no temporary modifier applied.
LUC,Lucca,1,0,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,0,YES,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,0,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=NONE; no temporary modifier applied.
LUX,Luxembourg,3,2,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,0,NO,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,-2,,NO,NO,NOT_APPLICABLE,YES,2,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=LAW; no temporary modifier applied.
MAD,Madagascar,8,24,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,11,NO,NATIVE_CONSCRIPT_UNITS,11,0,0,0,11,-13,cleanup2d3b_mad_land_1,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=TECH; no temporary modifier applied.
MARATH,Maratha Confederacy,45,100,TRIBAL_CONFEDERAL_LEVY,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,65,NO,NATIVE_CONSCRIPT_UNITS,65,0,0,0,65,-35,cleanup2d3b_marath_land_2,NO,NO,NOT_APPLICABLE,YES,35,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=MARATHA_CONFEDERAL evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=LAW; no temporary modifier applied.
MAS,Mascara,17,34,PROVINCIAL_TRIBAL_CONTINGENTS,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,2,NO,NATIVE_CONSCRIPT_UNITS,1,1,0,0,2,-32,Jaish_alMohammadi,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=CENTRAL_ASIAN_TRIBAL; shortfall_reason=POPULATION; no temporary modifier applied.
MBS,Mombasa,1,3,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,0,NO,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,-3,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
MEC,Mecklenburg-Schwerin,5,2,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,1,NO,NATIVE_CONSCRIPT_UNITS,1,0,0,0,1,-1,Groherzoglich_MecklenburgischSchwerinsche_Armee,NO,NO,NOT_APPLICABLE,YES,1,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=LAW; no temporary modifier applied.
MEI,Saxe-Meiningen,1,0,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,0,YES,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,0,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=NONE; no temporary modifier applied.
MGD,Maguindanao,2,4,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,1,NO,NATIVE_CONSCRIPT_UNITS,1,0,0,0,1,-3,cleanup2d3b_mgd_land_1,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=TECH; no temporary modifier applied.
MJT,Majerteen,3,9,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,3,NO,NATIVE_CONSCRIPT_UNITS,3,0,0,0,3,-6,cleanup2d3b_mjt_land_1,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
MKT,Miskitia,1,2,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,0,NO,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,-2,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
MLD,Maldives,0,0,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,0,YES,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,0,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=NONE; no temporary modifier applied.
MLT,Order of Malta,0,0,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,0,YES,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,0,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=NONE; no temporary modifier applied.
MOD,Modena,4,2,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,0,NO,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,-2,,NO,NO,NOT_APPLICABLE,YES,2,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=LAW; no temporary modifier applied.
MOL,Moldavia,3,2,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,8,YES,NATIVE_CONSCRIPT_UNITS,2,0,0,0,2,0,Armata_Principatului_Moldovei,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=NONE; no temporary modifier applied.
MON,Montenegro,6,3,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,0,NO,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,-3,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
MOR,Morocco,11,22,PROVINCIAL_TRIBAL_CONTINGENTS,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,13,NO,NATIVE_CONSCRIPT_UNITS,13,0,0,0,13,-9,cleanup2d3b_mor_land_1,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=CENTRAL_ASIAN_TRIBAL evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=TECH; no temporary modifier applied.
MSN,Massina,8,24,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,7,NO,NATIVE_CONSCRIPT_UNITS,7,0,0,0,7,-17,cleanup2d3b_msn_land_1,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
MST,Mecklenburg-Strelitz,1,0,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,0,YES,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,0,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=NONE; no temporary modifier applied.
MUG,Hindustan,2,3,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,17,YES,NATIVE_CONSCRIPT_UNITS,3,0,0,0,3,0,MughalArmy,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=NONE; no temporary modifier applied.
MYS,Mysore,32,55,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,6,NO,NATIVE_CONSCRIPT_UNITS,6,0,0,0,6,-49,cleanup2d3b_mys_land_2,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; shortfall_reason=POPULATION; no temporary modifier applied.
NAG,Nagpur,16,24,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,6,NO,NATIVE_CONSCRIPT_UNITS,6,0,0,0,6,-18,NagpurArmy,NO,NO,NOT_APPLICABLE,YES,18,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; shortfall_reason=LAW; no temporary modifier applied.
NAS,Nassau,3,2,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,1,NO,NATIVE_CONSCRIPT_UNITS,1,0,0,0,1,-1,Herzoglich_Nassauische_Armee,NO,NO,NOT_APPLICABLE,YES,1,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=LAW; no temporary modifier applied.
NBS,New Brunswick,0,0,MILITIA_LEVY_OR_LOCAL_OBLIGATION,NO_INDEPENDENT_1776_FORCE,law_peasant_levies,1,NO,STRUCTURAL_DEFER_UNCHANGED,0,0,0,0,0,0,,NO,YES,UNCHANGED,NO,0,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=NONE; no temporary modifier applied.
NEP,Nepal,14,21,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,6,NO,NATIVE_CONSCRIPT_UNITS,6,0,0,0,6,-15,cleanup2d3b_nep_land_1,NO,NO,NOT_APPLICABLE,YES,15,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; shortfall_reason=LAW; no temporary modifier applied.
NET,Netherlands,24,25,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,3,NO,NATIVE_CONSCRIPT_UNITS,3,0,0,0,3,-22,Koninklijk_Nederlands_Leger,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; shortfall_reason=POPULATION; no temporary modifier applied.
NVS,Nova Scotia,0,0,MILITIA_LEVY_OR_LOCAL_OBLIGATION,ALLOCATE_FROM_OVERLORD_POOL,law_peasant_levies,2,NO,STRUCTURAL_DEFER_UNCHANGED,0,0,0,0,0,0,,NO,YES,UNCHANGED,NO,0,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=NONE; no temporary modifier applied.
OLD,Oldenburg,3,2,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,0,NO,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,-2,,NO,NO,NOT_APPLICABLE,YES,2,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=LAW; no temporary modifier applied.
OMA,Oman,10,25,PROVINCIAL_TRIBAL_CONTINGENTS,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,3,NO,NATIVE_CONSCRIPT_UNITS,2,1,0,0,3,-22,OMA_existing_army,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=CENTRAL_ASIAN_TRIBAL; shortfall_reason=POPULATION; no temporary modifier applied.
