"section","key","fork_value_before","reference_value","final_value","classification","action","scenario_required","military_related","evidence","notes"
"NMilitary","FLEET_SUPPLY_REPLENISH_SHIP_MULT","","1.1","1.1","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","FORMATION_AUTO_MERGE_GRACE_PERIOD_DAYS","","3","3","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","FORMATIONS_MERGE_DISTANCE","","1","1","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","FRIENDLY_PORT_MAX_DISTANCE","","2500","2500","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","FRIENDLY_PORT_MAX_SUPPLY_DISTANCE_DISCOUNT","","0.5","0.5","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","GENERAL_AUTO_TRAVEL_MAX_DAYS","30","","","OBSOLETE_KEY","REMOVE","NO","YES","Absent from canonical 1.13.9; Git history shows only the initial full-file import.",""
"NMilitary","GENERAL_INVALID_TRAVEL_DAYS","0","","","OBSOLETE_KEY","REMOVE","NO","YES","Absent from canonical 1.13.9; Git history shows only the initial full-file import.",""
"NMilitary","GENERAL_TRAVEL_AUTO_REASSIGN_INSTANTLY","15","","","OBSOLETE_KEY","REMOVE","NO","YES","Absent from canonical 1.13.9; Git history shows only the initial full-file import.",""
"NMilitary","GENERAL_TRAVEL_CAP","50","","","RENAMED_KEY","REMOVE_RENAMED_SOURCE_KEY","NO","YES","Canonical 1.13.9 define uses the paired The Great Wave key.","paired_with=NMilitary|COMMANDER_TRAVEL_MAX"
"NMilitary","GENERAL_TRAVEL_OVERSEAS_SCALE","1.25","","","OBSOLETE_KEY","REMOVE","NO","YES","Absent from canonical 1.13.9; Git history shows only the initial full-file import.",""
"NMilitary","GENERAL_TRAVEL_PIXELS_TO_DAYS_SCALE","0.045","","","RENAMED_KEY","REMOVE_RENAMED_SOURCE_KEY","NO","YES","Canonical 1.13.9 define uses the paired The Great Wave key.","paired_with=NMilitary|COMMANDER_TRAVEL_PIXELS_TO_DAYS_SCALE"
"NMilitary","INVALID_NAVAL_MISSION_GRACE_PERIOD_DAYS","","10","10","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","LOGISTICS_CENTER_SUPPLY_PER_LEVEL","","10","10","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","LOW_COMMAND_LIMIT_GRACE_PERIOD_DAYS","","30","30","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","MAX_NUM_COMMANDERS_PER_FORMATION","4","","","OBSOLETE_KEY","REMOVE","NO","YES","Absent from canonical 1.13.9; Git history shows only the initial full-file import.",""
"NMilitary","MILITARY_FORMATION_COMMAND_LIMIT_NO_COMMANDER","10","20","20","STALE_VANILLA_VALUE","REPLACE_WITH_REFERENCE","NO","YES","Value differs from canonical 1.13.9; no post-import intentional edit or scenario dependency exists.",""
"NMilitary","MILITARY_FORMATION_MIN_RESUPPLY_PER_WEEK","","10","10","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","MILITARY_FORMATION_ORGANIZATION_SUPPLY_SHORTAGE_EFFECT_THRESHOLD","0.05","0.25","0.25","STALE_VANILLA_VALUE","REPLACE_WITH_REFERENCE","NO","YES","Value differs from canonical 1.13.9; no post-import intentional edit or scenario dependency exists.",""
"NMilitary","MILITARY_FROMATION_MAX_RESUPPLY_RATIO_PER_WEEK","","0.1","0.1","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","NAVAL_MISSION_BASE_MAX_SEA_REGIONS","","2","2","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","NAVAL_MISSION_SUPPLY_COST_FACTOR_SCALING","","0.1","0.1","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","NAVAL_MISSION_TYPE_INTERCEPT","","""naval_mission_type_intercept""","""naval_mission_type_intercept""","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","NAVAL_MISSION_TYPE_PROJECT_POWER","","""naval_mission_type_project_power""","""naval_mission_type_project_power""","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","RECENTLY_PROMOTED_YEARS","","5","5","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SAILORS_PER_ASSIGNMENT_SLOT","","100","100","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SAILORS_PER_BUILDING_LEVEL","","1000","1000","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SHIP_COMBAT_POWER_CREW_DAMAGE_MULTIPLIER","","0.25","0.25","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SHIP_COMBAT_POWER_HULL_DAMAGE_MULTIPLIER","","0.75","0.75","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SHIP_COMBAT_POWER_SPEED_MULTIPLIER","","3.0","3.0","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SHIP_CONSTRUCTION_COST_MODIFICATION_LEVEL_FACTOR","","1.05","1.05","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SHIP_CONSTRUCTION_MAINTENANCE_DAMAGE_RATIO","","0.2","0.2","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SHIP_CONSTRUCTION_MAINTENANCE_FRACTION","","0.0003","0.0003","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SHIP_CONSTRUCTION_MAINTENANCE_MAX_HP_PENALTY_FRACTION","","0.05","0.05","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SHIP_CONSTRUCTION_MAINTENANCE_PENALTY_THRESHOLD","","0.5","0.5","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SHIP_CREW_STARTING_VETERANCY_EXPERIENCE","","0","0","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SHIP_MAINTENANCE_GOODS_TO_CONSTRUCTION_GOODS_FACTOR","","0.002","0.002","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SHIP_MAINTENANCE_SHIPYARD_PREMIUM_FACTOR","","0.2","0.2","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SHIP_MAX_VETERANCY_EXPERIENCE","","1000","1000","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SHIP_PARTICIPATE_IN_UPRISING_CREW_PERCENTAGE","","0.33","0.33","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SHIP_POWER_PROJECTION_ARMOR_MULTIPLIER","","0.33","0.33","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SHIP_POWER_PROJECTION_CREW_DAMAGE_MULTIPLIER","","0.33","0.33","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SHIP_POWER_PROJECTION_HIT_POINTS_MULTIPLIER","","0.1","0.1","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SHIP_POWER_PROJECTION_HULL_DAMAGE_MULTIPLIER","","0.33","0.33","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SHIP_TEMPLATE_DEFAULT_MODIFICATION_LEVEL","","2","2","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SHIP_UPKEEP_GOODS_DOCKED_MULT","","-0.8","-0.8","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SHIP_UPKEEP_GOODS_TO_CONSTRUCTION_GOODS_FACTOR","","0.002","0.002","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SHIP_VETERANCY_BASE_EXPERIENCE_GAIN_BATTLE_DEFEAT","","2","2","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SHIP_VETERANCY_BASE_EXPERIENCE_GAIN_BATTLE_SUNK_ENEMY_SHIP","","1","1","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SHIP_VETERANCY_BASE_EXPERIENCE_GAIN_BATTLE_VICTORY","","5","5","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SHIP_VETERANCY_EXPERIENCE_DECAY_RATE","","0.01","0.01","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SHIP_VETERANCY_EXPERIENCE_MIN_DECAY","","1","1","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SUPPLY_SHIP_CONSTRUCTION_MAINTENANCE_FRACTION","","0.0003","0.0003","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SUPPLY_SHIP_MAINTENANCE_COST_PER_SHIP","","1","1","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SUPPLY_SHIP_MAINTENANCE_STOCKPILE_REMOVAL_FRACTION","","0.05","0.05","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","SUPPLY_SHIP_TYPE","","""ship_type_supply_ship""","""ship_type_supply_ship""","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","UNNECESSARY_PROMOTION_ARMED_FORCES_IG","","""ig_armed_forces""","""ig_armed_forces""","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NMilitary","UNNECESSARY_PROMOTION_PENALTY_YEARS","","5","5","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NPolitics","CHARACTER_PROMINENCE_AND_ROLE_LEADER_IDEOLOGY_FACTOR","","1.0","1.0","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NPolitics","CHILD_IDEOLOGY","","""ideology_child""","""ideology_child""","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NPolitics","CIVIL_WAR_CONSCRIPTION_RATE_POPULAR_SUPPORT_MULTIPLIER","0.25","0.15","0.15","STALE_VANILLA_VALUE","REPLACE_WITH_REFERENCE","NO","YES","Value differs from canonical 1.13.9; no post-import intentional edit or scenario dependency exists.",""
"NPolitics","CIVIL_WAR_STOCKPILE_AMMUNITION_MULTIPLIER","0.80","0.50","0.50","STALE_VANILLA_VALUE","REPLACE_WITH_REFERENCE","NO","YES","Value differs from canonical 1.13.9; no post-import intentional edit or scenario dependency exists.",""
"NPolitics","CIVIL_WAR_STOCKPILE_ARTILLERY_MULTIPLIER","0.65","0.40","0.40","STALE_VANILLA_VALUE","REPLACE_WITH_REFERENCE","NO","YES","Value differs from canonical 1.13.9; no post-import intentional edit or scenario dependency exists.",""
"NPolitics","CIVIL_WAR_STOCKPILE_SMALL_ARMS_MULTIPLIER","0.80","0.50","0.50","STALE_VANILLA_VALUE","REPLACE_WITH_REFERENCE","NO","YES","Value differs from canonical 1.13.9; no post-import intentional edit or scenario dependency exists.",""
"NPolitics","LAW_ENACTMENT_MIN_SPEED_FACTOR","","0.1","0.1","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NPolitics","MIN_AFFILIATION_TO_STAY_IN_PARTY","0","0.5","0.5","STALE_VANILLA_VALUE","REPLACE_WITH_REFERENCE","NO","NO","Value differs from canonical 1.13.9; no post-import intentional edit or scenario dependency exists.",""
"NPolitics","MOVEMENT_PRESSURE_IDEOLOGY_FACTOR","4.0","1000","1000","STALE_VANILLA_VALUE","REPLACE_WITH_REFERENCE","NO","NO","Value differs from canonical 1.13.9; no post-import intentional edit or scenario dependency exists.",""
"NPops","LITERACY_DIEOFF_BIAS","0.7","1.0","1.0","STALE_VANILLA_VALUE","REPLACE_WITH_REFERENCE","NO","NO","Value differs from canonical 1.13.9; no post-import intentional edit or scenario dependency exists.",""
"NPowerBlocs","LEVERAGE_INIT_NO_BLOC_FACTOR","0.5","","","OBSOLETE_KEY","REMOVE","NO","NO","Absent from canonical 1.13.9; Git history shows only the initial full-file import.",""
"NPowerBlocs","LEVERAGE_INIT_OTHER_BLOC_MEMBER_FACTOR","0.3","","","OBSOLETE_KEY","REMOVE","NO","NO","Absent from canonical 1.13.9; Git history shows only the initial full-file import.",""
"NPowerBlocs","LEVERAGE_INIT_STARTING_POWER_BLOC_UNCLAIMED_LEVERAGE_FACTOR","0.5","","","OBSOLETE_KEY","REMOVE","NO","NO","Absent from canonical 1.13.9; Git history shows only the initial full-file import.",""
"NText","TEXT_MATCHING_SCORE_MAX_NON_PREFIX_MATCH","","0.99","0.99","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NText","TEXT_MATCHING_SCORE_MIN_MATCHING_SCORE","","0.1","0.1","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NText","TEXT_MATCHING_SCORE_PREFIX_MATCH","","1.0","1.0","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NTravelNetwork","PAVED_ROAD_MIN_INFRASTRUCTURE","","500.0","500.0","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NTravelNetwork","PAVED_ROAD_TECH","","""paved_roads""","""paved_roads""","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","NO","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NWar","FRONT_ADVANCEMENT_RATIO","","1.1","1.1","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NWar","FRONT_DECISIVE_ADVANCEMENT_RATIO","","1.5","1.5","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NWar","OCCUPATION_PROGRESS_DECAY","","0.7","0.7","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NWar","OCCUPATION_PROGRESS_DECAY_ZERO_THRESHOLD","","0.1","0.1","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
"NWar","STATE_PARTIAL_OCCUPATION_THRESHOLD","","0.5","0.5","MISSING_REFERENCE_KEY","ADD_REFERENCE_KEY","NO","YES","Present in canonical 1.13.9 SHA256 398C364C... and absent from the imported fork copy.",""
