tag,country_name,state,population_relevant,incorporated,military_law,technology_factor,existing_modifier_factor,native_conscription_rate,native_max_capacity,allocated_target,implemented_capacity,shortfall,shortfall_reason,temporary_modifier_candidate,confidence,notes,true_native_formula_rate,true_native_raw,true_native_max_capacity,r1_allocated
MSN,Massina,STATE_TIMBUKTU,71100,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=267400; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,2.844000,3,3
MST,Mecklenburg-Strelitz,STATE_MECKLENBURG,21250,YES,law_professional_army,1.0,NONE,0.010000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=85002; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.212500,1,0
MUG,Hindustan,STATE_DELHI,855314,NO,law_peasant_levies,1.0,unincorporated=-0.5,0.020000,17,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=3421258; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,34.212560,25,3
MYS,Mysore,STATE_MYSORE,1083495,YES,law_professional_army,1.0,church_law=-0.4,0.006000,6,55,6,49,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=4333983; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.010000,10.834950,11,11
NAG,Nagpur,STATE_CENTRAL_PROVINCES,932669,YES,law_professional_army,1.0,church_law=-0.4,0.006000,5,23,5,18,LAW,NO,MEDIUM_HIGH_STATIC,Total population=3683538; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.010000,9.326690,10,10
NAG,Nagpur,STATE_ORISSA,328066,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1312267; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,3.280660,4,4
NAS,Nassau,STATE_HESSE,100601,YES,law_professional_army,1.0,NONE,0.010000,1,2,1,1,LAW,NO,MEDIUM_HIGH_STATIC,Total population=402404; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.010000,1.006010,2,2
NBS,New Brunswick,STATE_NEW_BRUNSWICK,30215,YES,law_peasant_levies,1.0,NONE,0.040000,1,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=120860; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,1.208600,2,0
NEP,Nepal,STATE_HIMALAYAS,1060606,YES,law_professional_army,1.0,church_law=-0.4,0.006000,6,21,6,15,LAW,NO,MEDIUM_HIGH_STATIC,Total population=4242426; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.010000,10.606060,11,11
NET,Netherlands,STATE_FRIESLAND,168518,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,23,1,22,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=674072; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.010000,1.685180,2,2
NET,Netherlands,STATE_GELRE,195665,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=782660; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,1.956650,2,2
NET,Netherlands,STATE_GOLD_COAST,13686,NO,law_professional_army,1.0,church_law=-0.4;unincorporated=-0.5,0.001000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=54744; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.136860,1,1
NET,Netherlands,STATE_GUAYANA,35308,NO,law_professional_army,1.0,church_law=-0.4;unincorporated=-0.5,0.001000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=141232; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.353080,1,1
NET,Netherlands,STATE_HOLLAND,309866,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1239464; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,3.098660,4,4
NET,Netherlands,STATE_TRAVANCORE,272587,NO,law_professional_army,1.0,church_law=-0.4;unincorporated=-0.5,0.001000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1090404; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,2.725870,3,3
NET,Netherlands,STATE_WEST_INDIES,5209,NO,law_professional_army,1.0,church_law=-0.4;unincorporated=-0.5,0.001000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=20838; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.052090,1,1
NVS,Nova Scotia,STATE_NEW_BRUNSWICK,50393,YES,law_peasant_levies,1.0,NONE,0.040000,2,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=201572; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,2.015720,3,0
OLD,Oldenburg,STATE_HANNOVER,64424,YES,law_professional_army,1.0,NONE,0.010000,0,2,0,2,LAW,NO,MEDIUM_HIGH_STATIC,Total population=257696; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.010000,0.644240,1,1
OMA,Oman,STATE_ABU_DHABI,1232,YES,law_professional_army,1.0,NONE,0.010000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=4830; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.012320,1,1
OMA,Oman,STATE_BALUCHISTAN,1215,NO,law_professional_army,1.0,unincorporated=-0.5,0.005000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=4560; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.012150,1,1
OMA,Oman,STATE_KENYA,17225,YES,law_professional_army,1.0,NONE,0.010000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=60900; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.172250,1,1
OMA,Oman,STATE_LARISTAN,18107,NO,law_professional_army,1.0,unincorporated=-0.5,0.005000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=64230; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.181070,1,1
OMA,Oman,STATE_OMAN,62500,YES,law_professional_army,1.0,NONE,0.010000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=234000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.625000,1,1
OMA,Oman,STATE_SISTAN,1458,NO,law_professional_army,1.0,unincorporated=-0.5,0.005000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=5521; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.014580,1,1
OMA,Oman,STATE_ZANZIBAR,312300,YES,law_professional_army,1.0,NONE,0.010000,3,25,3,22,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=1176200; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.010000,3.123000,4,4
ONT,Ontario,STATE_ONTARIO,102699,YES,law_peasant_levies,1.0,NONE,0.040000,4,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=410796; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,4.107960,5,0
ORA,Oranje,STATE_VRYSTAAT,13305,YES,law_national_militia,1.0,church_law=-0.4,0.030000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=43220; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=100; techs=NONE.,0.050000,0.665250,1,0
OYO,Oyo,STATE_YORUBA_STATES,401000,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,9,35,9,26,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=1576004; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.040000,16.040000,17,17
OZH,Orta Zhuz,STATE_AKMOLINSK,29689,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=118756; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,1.187560,2,0
OZH,Orta Zhuz,STATE_CHELYABINSK,15372,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=61490; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.614880,1,0
OZH,Orta Zhuz,STATE_SEMIRECHE,60668,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,3,1,2,TECH,NO,MEDIUM_HIGH_STATIC,Total population=242674; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.040000,2.426720,3,3
OZH,Orta Zhuz,STATE_SYRDARYA,9125,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=36500; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.365000,1,0
PAN,Punjab,STATE_PUNJAB,1370062,YES,law_professional_army,1.2,NONE,0.012000,16,80,16,64,LAW,NO,MEDIUM_HIGH_STATIC,Total population=5480251; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=mandatory_service. Country-level residual recorded once; no unit attempted above state capacity.,0.010000,13.700620,14,14
PAP,Papal States,STATE_LAZIO,334866,YES,law_professional_army,1.0,church_law=-0.4,0.006000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1339464; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,3.348660,4,3
PAP,Papal States,STATE_ROMAGNA,200900,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=803600; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,2.009000,3,0
PAP,Papal States,STATE_UMBRIA,112750,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=451000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,1.127500,2,0
PAR,Parma,STATE_EMILIA,118001,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,2,0,2,LAW,NO,MEDIUM_HIGH_STATIC,Total population=472004; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.010000,1.180010,2,2
PCO,Puerto Rico,STATE_PUERTO_RICO,81667,NO,law_professional_army,1.0,church_law=-0.4;unincorporated=-0.5,0.001000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=294668; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.816670,1,0
PER,Persia,STATE_ARMENIA,63241,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=252964; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,2.529640,3,0
PER,Persia,STATE_AZERBAIJAN,71320,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=285283; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,2.852800,3,0
PER,Persia,STATE_ELIZAVETPOL,65198,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=260795; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,2.607920,3,0
PER,Persia,STATE_FARS,137659,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=538436; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,5.506360,6,6
PER,Persia,STATE_IRAKAJEMI,380278,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,9,31,9,22,TECH,NO,MEDIUM_HIGH_STATIC,Total population=1509713; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.040000,15.211120,16,16
PER,Persia,STATE_ISFAHAN,128445,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=499382; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,5.137800,6,6
PER,Persia,STATE_KERMAN,59522,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=227689; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,2.380880,3,0
PER,Persia,STATE_KHORASAN,180555,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=715822; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,7.222200,8,8
PER,Persia,STATE_LARISTAN,10680,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=39521; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.427200,1,0
PER,Persia,STATE_LURISTAN,84400,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=325202; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,3.376000,4,0
PER,Persia,STATE_MAZANDARAN,258284,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,6,6,6,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1026936; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,10.331360,11,11
PER,Persia,STATE_PERSIAN_KURDISTAN,101692,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=401370; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,4.067680,5,3
PER,Persia,STATE_SEMNAN,14902,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=59311; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.596080,1,0
PER,Persia,STATE_TABRIZ,230571,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=914086; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,9.222840,10,10
PER,Persia,STATE_URMIA,91285,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=360941; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,3.651400,4,0
PHI,Philippines,STATE_LUZON,358614,YES,law_professional_army,1.0,church_law=-0.4,0.006000,2,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1434456; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,3.586140,4,0
PHI,Philippines,STATE_MINDANAO,24521,NO,law_professional_army,1.0,church_law=-0.4;unincorporated=-0.5,0.001000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=98086; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.245210,1,0
PHI,Philippines,STATE_VISAYAS,258435,NO,law_professional_army,1.0,church_law=-0.4;unincorporated=-0.5,0.001000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1033743; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,2.584350,3,0
PHI,Philippines,STATE_WEST_MICRONESIA,2248,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=8994; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.022480,1,0
PHL,Philippolis,STATE_VRYSTAAT,7820,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=31280; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.312800,1,0
PLC,Poland-Lithuania,STATE_BREST,192833,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=771332; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,7.713320,8,0
PLC,Poland-Lithuania,STATE_COURLAND,116688,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=467752; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,4.667520,5,0
PLC,Poland-Lithuania,STATE_GREATER_POLAND,645707,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,15,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=2588291; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,25.828280,25,18
PLC,Poland-Lithuania,STATE_KAUNAS,151534,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=607037; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,6.061360,7,0
PLC,Poland-Lithuania,STATE_KIEV,826425,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,19,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=3313761; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,33.057000,25,0
PLC,Poland-Lithuania,STATE_LESSER_POLAND,248049,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=992197; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,9.921960,10,0
PLC,Poland-Lithuania,STATE_MAZOVIA,328257,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,7,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1315511; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,13.130280,14,0
PLC,Poland-Lithuania,STATE_MINSK,197006,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=788027; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,7.880240,8,0
PLC,Poland-Lithuania,STATE_POSEN,391591,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,9,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1568764; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,15.663640,16,0
PLC,Poland-Lithuania,STATE_VILNIUS,130309,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=522137; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,5.212360,6,0
PLC,Poland-Lithuania,STATE_VOLHYNIA,179211,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=716846; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,7.168440,8,0
PLC,Poland-Lithuania,STATE_WEST_PRUSSIA,16401,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=67004; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.656040,1,0
PLY,Tahiti,STATE_TAHITI,50869,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=169564; workforce formula applies base/pop-type ratio plus law_women_own_property; law cap=25; techs=NONE.,0.040000,2.034760,3,0
PON,Pontianak,STATE_WEST_BORNEO,30325,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,2,0,2,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=115200; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.040000,1.213000,2,2
POR,Portugal,STATE_ALENTEJO,114253,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=457012; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,4.570120,5,0
POR,Portugal,STATE_AZORES,52633,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=210532; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,2.105320,3,0
POR,Portugal,STATE_BEIRA,276530,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,6,6,6,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1106122; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,11.061200,12,12
POR,Portugal,STATE_BOMBAY,111597,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=446391; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,4.463880,5,0
POR,Portugal,STATE_CAPE_VERDE,22677,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=78819; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.907080,1,0
POR,Portugal,STATE_ENTRE_DOURO_E_MINHO,300753,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,7,17,7,10,TECH,NO,MEDIUM_HIGH_STATIC,Total population=1203012; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.040000,12.030120,13,13
POR,Portugal,STATE_ESTREMADURA,197753,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=791012; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,7.910120,8,5
POR,Portugal,STATE_GUANGDONG,86999,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=347996; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,3.479960,4,0
POR,Portugal,STATE_GUINEA,1426,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=5105; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.057040,1,0
POR,Portugal,STATE_GUJARAT,13906,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=55624; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.556240,1,0
POR,Portugal,STATE_LOURENCO_MARQUES,29440,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=117761; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,1.177600,2,0
POR,Portugal,STATE_MADEIRA,27550,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=110202; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,1.102000,2,0
POR,Portugal,STATE_MOCAMBIQUE,84998,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=339992; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,3.399920,4,0
POR,Portugal,STATE_NORTH_ANGOLA,842,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=3368; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.033680,1,0
POR,Portugal,STATE_SENEGAL,170564,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=681914; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,6.822560,7,0
POR,Portugal,STATE_SOUTH_ANGOLA,58001,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=232004; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,2.320040,3,0
POR,Portugal,STATE_SOUTH_CAMEROON,6671,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=15652; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.266840,1,0
