tag,country_name,region,total_registered_warships,commissioned_combat_warships,reserve_or_ordinary_warships,under_construction_warships,ships_of_the_line_total,ships_of_the_line_commissioned,frigates_total,frigates_commissioned,other_warships_total,other_warships_commissioned,total_naval_personnel,active_seagoing_personnel,typical_ship_of_the_line_crew,typical_frigate_crew,principal_bases,historical_squadrons,geographic_distribution,date_of_evidence,evidence_window,source_1,source_2,source_3,source_disagreement,recommended_historical_range,quantitative_confidence,organization_confidence,research_status,notes
SC1,Nueva España,Americas,,,,,,,,,,,,,,,,,,,,,,,,,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,"Nueva España is a Spanish imperial administrative structure, not an independent 1776 sovereign force."
SC2,Nueva Granada,Americas,,,,,,,,,,,,,,,,,,,,,,,,,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,Nueva Granada is a Spanish imperial administrative structure.
SC3,Perú,Americas,,,,,,,,,,,,,,,,,,,,,,,,,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,Perú is a Spanish imperial administrative structure.
SC4,Río de la Plata,Americas,,,,,,,,,,,,,,,,,,,,,,,,,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,Río de la Plata is a Spanish imperial administrative structure; viceroyalty created 1776 but its fleet/garrison is imperial.
SCH,Schleswig,Europe,,,,,,,,,,,,,,,,,,,,https://www.cambridge.org/core/journals/international-review-of-social-history/article/seamen-on-late-eighteenthcentury-european-warships/B9DD11186E6574618F424E02E5341146,,,,,LOW,LOW,QUALITATIVE_ONLY,No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review.
SCM,Schaumburg-Lippe,Europe,,,,,,,,,,,,,,,,,,,,https://www.cambridge.org/core/journals/international-review-of-social-history/article/seamen-on-late-eighteenthcentury-european-warships/B9DD11186E6574618F424E02E5341146,,,,,LOW,LOW,QUALITATIVE_ONLY,No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review.
SCW,Schwarzburg,Europe,,,,,,,,,,,,,,,,,,,,https://www.cambridge.org/core/journals/international-review-of-social-history/article/seamen-on-late-eighteenthcentury-european-warships/B9DD11186E6574618F424E02E5341146,,,,,LOW,LOW,QUALITATIVE_ONLY,No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review.
SEL,Selangor,Southeast Asia,,,,,,,,,,,,,,,,,,,,https://www.cambridge.org/core/books/abs/cambridge-history-of-war/warfare-in-southeast-asia-14481851/E1F8804B3EFF6CCFE3FF6861C83C27FF,,,,,LOW,LOW,QUALITATIVE_ONLY,"No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. Regional warfare included sea/river power, but European SOL/frigate categories may be inappropriate."
SGU,Segou,Sub-Saharan Africa / Indian Ocean,,,,,,,,,,,,,,,,,,,,,,,,,LOW,LOW,QUALITATIVE_ONLY,No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review.
SHS,Shan,Southeast Asia,,,,,,,,,,,,,,,,,,,,https://www.cambridge.org/core/books/abs/cambridge-history-of-war/warfare-in-southeast-asia-14481851/E1F8804B3EFF6CCFE3FF6861C83C27FF,,,,,LOW,LOW,QUALITATIVE_ONLY,"No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. Regional warfare included sea/river power, but European SOL/frigate categories may be inappropriate."
SIA,Siam,Southeast Asia,,,,,,,,,,,,,,,,,,,,https://www.cambridge.org/core/books/abs/cambridge-history-of-war/warfare-in-southeast-asia-14481851/E1F8804B3EFF6CCFE3FF6861C83C27FF,,,,,LOW,LOW,QUALITATIVE_ONLY,"No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. Regional warfare included sea/river power, but European SOL/frigate categories may be inappropriate."
SIC,Two Sicilies,Europe,,,,,,,,,,,,,,,,,,,,https://www.cambridge.org/core/journals/international-review-of-social-history/article/seamen-on-late-eighteenthcentury-european-warships/B9DD11186E6574618F424E02E5341146,,,,,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,The fork's Two Sicilies tag is anachronistic/overlapping for 1776 and must be reconciled with Naples/Sicily representation.
SIK,Sikkim,South Asia,,,,,,,,,,,,,,,,,,,,https://www.cambridge.org/core/books/abs/asian-military-revolution/military-revolution-in-south-asia-17501850/4CE7B83571AA90662C44497252E8F42A,,,,,LOW,LOW,QUALITATIVE_ONLY,No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review.
SIL,Sierra Leone,Sub-Saharan Africa / Indian Ocean,,,,,,,,,,,,,,,,,,,,,,,,,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,Sierra Leone colony/state representation is later than 1776.
SIN,Sindh,South Asia,,,,,,,,,,,,,,,,,,,,https://www.cambridge.org/core/books/abs/asian-military-revolution/military-revolution-in-south-asia-17501850/4CE7B83571AA90662C44497252E8F42A,,,,,LOW,LOW,QUALITATIVE_ONLY,No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review.
SMB,Sambas,Southeast Asia,,,,,,,,,,,,,,,,,,,,https://www.cambridge.org/core/books/abs/cambridge-history-of-war/warfare-in-southeast-asia-14481851/E1F8804B3EFF6CCFE3FF6861C83C27FF,,,,,LOW,LOW,QUALITATIVE_ONLY,"No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. Regional warfare included sea/river power, but European SOL/frigate categories may be inappropriate."
SOK,Sokoto,Other / requires map review,,,,,,,,,,,,,,,,,,,,,,,,,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,Sokoto Caliphate is a later polity; do not back-project its nineteenth-century military establishment.
SPA,Spain,Europe,59 ships of the line listed in Feb 1777 near-date inventory (not total all-class warships),,,,59 (Feb 1777 inventory),17 in full commission by March 1776; 28 in armament by Feb 1777,,,,,,,,,Cadiz; Cartagena; Ferrol; Havana/Caribbean; South American stations,Multiple geographically distinct armaments/stations are historically justified,"Europe, Buenos Aires/South Atlantic, Havana/Vera Cruz, Lima/Pacific",March 1776 / February 1777,Near-target readiness and inventory,https://www.jstor.org/stable/j.ctt13x0t7s,https://dokumen.pub/the-french-navy-and-american-independence-a-study-of-arms-and-diplomacy-1774-1787-9781400868131.html,https://www.cambridge.org/core/journals/international-review-of-social-history/article/seamen-on-late-eighteenthcentury-european-warships/B9DD11186E6574618F424E02E5341146,"17 full commission (Mar 1776), later 28 in armament, and 59 total SOL inventory measure different readiness levels.",Represent multiple historical squadrons only if distinct; one current duplicate Real Armada must not survive as an identical clone.,HIGH,HIGH,QUANTITATIVE_HIGH_CONFIDENCE,"Historical verdict: MULTIPLE_SQUADRONS_JUSTIFIED, TWO_IDENTICAL_REAL_ARMADA_BLOCKS_NOT_JUSTIFIED."
SRK,Surakarta,Southeast Asia,,,,,,,,,,,,,,,,,,,,https://www.cambridge.org/core/books/abs/cambridge-history-of-war/warfare-in-southeast-asia-14481851/E1F8804B3EFF6CCFE3FF6861C83C27FF,,,,,LOW,LOW,QUALITATIVE_ONLY,"No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. Regional warfare included sea/river power, but European SOL/frigate categories may be inappropriate."
STG,Sintang,Southeast Asia,,,,,,,,,,,,,,,,,,,,https://www.cambridge.org/core/books/abs/cambridge-history-of-war/warfare-in-southeast-asia-14481851/E1F8804B3EFF6CCFE3FF6861C83C27FF,,,,,LOW,LOW,QUALITATIVE_ONLY,"No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. Regional warfare included sea/river power, but European SOL/frigate categories may be inappropriate."
SUL,Sulu,Southeast Asia,,,,,,,,,,,,,,,,,,,,https://www.cambridge.org/core/books/abs/cambridge-history-of-war/warfare-in-southeast-asia-14481851/E1F8804B3EFF6CCFE3FF6861C83C27FF,,,,,LOW,LOW,QUALITATIVE_ONLY,"No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. Regional warfare included sea/river power, but European SOL/frigate categories may be inappropriate."
SWE,Sweden,Europe,,,At least six SOL were technologically obsolete by the 1772 assessment,,"22 in service in 1772, of which six were very old/obsolete",,,,,,,,,,Karlskrona,,,1772 / end-1776 renewal planning,Four years before target plus exact end-1776 modernization evidence,https://www.saab.com/newsroom/stories/2018/may/karlskrona-shipyard---the-greatest-investment-of-swedens-era-as-a-great-power,https://sok.riksarkivet.se/sbl/mobil/Artikel/14787,https://www.cambridge.org/core/journals/international-review-of-social-history/article/seamen-on-late-eighteenthcentury-european-warships/B9DD11186E6574618F424E02E5341146,In-service nominal count does not equal battle-ready count; major renewal had not yet occurred.,"Use 22 nominal SOL as a ceiling-like inventory anchor, with meaningful readiness discount for obsolete ships.",MEDIUM,HIGH,QUANTITATIVE_MEDIUM_CONFIDENCE,"Sweden remains a significant regional Baltic navy, below first-rank Atlantic powers."
SWI,Switzerland,Europe,,,,,,,,,,,,,,,,,,,,https://www.cambridge.org/core/journals/international-review-of-social-history/article/seamen-on-late-eighteenthcentury-european-warships/B9DD11186E6574618F424E02E5341146,,,,,LOW,LOW,QUALITATIVE_ONLY,No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review.
SWZ,Swaziland,Sub-Saharan Africa / Indian Ocean,,,,,,,,,,,,,,,,,,,,,,,,,LOW,LOW,QUALITATIVE_ONLY,No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review.
TGI,Tungi,South Asia,,,,,,,,,,,,,,,,,,,,https://www.cambridge.org/core/books/abs/asian-military-revolution/military-revolution-in-south-asia-17501850/4CE7B83571AA90662C44497252E8F42A,,,,,LOW,LOW,QUALITATIVE_ONLY,No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review.
TIB,Tibet,East Asia,,,,,,,,,,,,,,,,,,,,,,,,,LOW,LOW,QUALITATIVE_ONLY,No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review.
TID,Tidore,Southeast Asia,,,,,,,,,,,,,,,,,,,,https://www.cambridge.org/core/books/abs/cambridge-history-of-war/warfare-in-southeast-asia-14481851/E1F8804B3EFF6CCFE3FF6861C83C27FF,,,,,LOW,LOW,QUALITATIVE_ONLY,"No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. Regional warfare included sea/river power, but European SOL/frigate categories may be inappropriate."
TRA,Travancore,South Asia,,,,,,,,,,,,,,,,,,,,https://www.cambridge.org/core/books/abs/asian-military-revolution/military-revolution-in-south-asia-17501850/4CE7B83571AA90662C44497252E8F42A,,,,,LOW,LOW,QUALITATIVE_ONLY,
TRI,Tripolitania,Middle East / North Africa,,,,,,,,,,,,,,,,,,,,,,,,,LOW,LOW,QUALITATIVE_ONLY, Active current fleet is not historically approved by this pass; retain LOW confidence.
TRN,Transvaal,Americas,,,,,,,,,,,,,,,,,,,,,,,,,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,Transvaal/South African Republic is anachronistic for 1776.
TRS,Transylvania,Europe,,,,,,,,,,,,,,,,,,,,,,,,,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,Transylvania is Habsburg territory; avoid independent national double-counting.
TUG,Touggourt,Middle East / North Africa,,,,,,,,,,,,,,,,,,,,,,,,,LOW,LOW,QUALITATIVE_ONLY,No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review.
TUN,Tunis,Middle East / North Africa,,,,,,,,,,,,,,,,,,,,,,,,,LOW,LOW,QUALITATIVE_ONLY, Active current fleet is not historically approved by this pass; retain LOW confidence.
TUR,Ottoman Empire,Middle East / North Africa,,,,,,,,,,,,,,,,,,,,,,,,,LOW,LOW,QUALITATIVE_ONLY, Active current fleet is not historically approved by this pass; retain LOW confidence.
TUS,Tuscany,Europe,,,,,,,,,,,,,,,,,,,,https://www.cambridge.org/core/journals/international-review-of-social-history/article/seamen-on-late-eighteenthcentury-european-warships/B9DD11186E6574618F424E02E5341146,,,,,LOW,LOW,QUALITATIVE_ONLY,
UBD,United Baltic Provinces,Europe,,,,,,,,,,,,,,,,,,,,,,,,,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,United Baltic Provinces abstraction must be reconciled with Russian imperial military structures.
UNT,United Tribes,Oceania,,,,,,,,,,,,,,,,,,,,,,,,,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,The fork tag does not map cleanly to an independent 1776 sovereign navy. Imperial/colonial/local vessels must be attributed before V3 conversion.
USA,America,Americas,"about 27 colonial/Continental warships by 1776 (whole-year statement, not 1 Jan inventory)",Small improvised Continental force; exact 1 Jan 1776 commissioned count lower than later-1776 total,,,,,13 frigates authorized 13 Dec 1775; authorization/construction does not equal active service,,,,"3,090 in 1776 annual personnel statistics (90 officers + 3,000 enlisted)",not all annual personnel simultaneously afloat,,,,First Continental squadron formed from purchased/converted vessels; state navies and privateers separate,Atlantic seaboard / Bahamas raid / commerce raiding,1775–1776,1776 annual statistics and whole-year fleet development,https://www.history.navy.mil/content/history/nhhc/browse-by-topic/wars-conflicts-and-operations/american-revolution.html,https://www.history.navy.mil/research/library/online-reading-room/title-list-alphabetically/u/usn-personnel-strength.html,https://www.history.navy.mil/browse-by-topic/heritage/uniforms-and-personal-equipment/uniforms-1776-1783.html,27-warship figure is by 1776/whole-year scale; 13 frigates were authorized for construction and were not all active on 1 Jan.,"Jan-1776 active fleet must be markedly below the later-1776 27-warship ceiling; personnel annual total ~3,090.",HIGH,HIGH,QUANTITATIVE_HIGH_CONFIDENCE,"Privateers and state navies are mobilization/auxiliary maritime power, not standing Continental Navy V3 units. No Continental SOL should exist at Jan start."
UZH,Uly Zhuz,Central Asia / Caucasus,,,,,,,,,,,,,,,,,,,,,,,,,LOW,LOW,QUALITATIVE_ONLY,No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review.
VEN,Venice,Europe,,,,,,,,,,,,,,,,,,,,https://www.cambridge.org/core/journals/international-review-of-social-history/article/seamen-on-late-eighteenthcentury-european-warships/B9DD11186E6574618F424E02E5341146,,,,,LOW,LOW,QUALITATIVE_ONLY,
WAD,Wadai,Sub-Saharan Africa / Indian Ocean,,,,,,,,,,,,,,,,,,,,,,,,,LOW,LOW,QUALITATIVE_ONLY,No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review.
WAL,Wallachia,Europe,,,,,,,,,,,,,,,,,,,,https://www.cambridge.org/core/journals/international-review-of-social-history/article/seamen-on-late-eighteenthcentury-european-warships/B9DD11186E6574618F424E02E5341146,,,,,LOW,LOW,QUALITATIVE_ONLY,No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review.
WBL,Griqualand,Sub-Saharan Africa / Indian Ocean,,,,,,,,,,,,,,,,,,,,,,,,,LOW,LOW,QUALITATIVE_ONLY,No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review.
WEI,Saxe-Weimar-Eisenach,Europe,,,,,,,,,,,,,,,,,,,,https://www.cambridge.org/core/journals/international-review-of-social-history/article/seamen-on-late-eighteenthcentury-european-warships/B9DD11186E6574618F424E02E5341146,,,,,LOW,LOW,QUALITATIVE_ONLY,No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review.
WLD,Waldeck,Europe,,,,,,,,,,,,,,,,,,,,https://www.cambridge.org/core/journals/international-review-of-social-history/article/seamen-on-late-eighteenthcentury-european-warships/B9DD11186E6574618F424E02E5341146,,,,,LOW,LOW,QUALITATIVE_ONLY,No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review.
WSG,Warsangali,Sub-Saharan Africa / Indian Ocean,,,,,,,,,,,,,,,,,,,,,,,,,LOW,LOW,QUALITATIVE_ONLY,No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review.
WTU,Witu,Sub-Saharan Africa / Indian Ocean,,,,,,,,,,,,,,,,,,,,,,,,,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,Witu Sultanate representation is later than 1776.
WUR,Württemberg,Europe,,,,,,,,,,,,,,,,,,,,https://www.cambridge.org/core/journals/international-review-of-social-history/article/seamen-on-late-eighteenthcentury-european-warships/B9DD11186E6574618F424E02E5341146,,,,,LOW,LOW,QUALITATIVE_ONLY,No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review.
YOG,Yogyakarta,Southeast Asia,,,,,,,,,,,,,,,,,,,,https://www.cambridge.org/core/books/abs/cambridge-history-of-war/warfare-in-southeast-asia-14481851/E1F8804B3EFF6CCFE3FF6861C83C27FF,,,,,LOW,LOW,QUALITATIVE_ONLY,"No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review. Regional warfare included sea/river power, but European SOL/frigate categories may be inappropriate."
ZAI,Azal,Middle East / North Africa,,,,,,,,,,,,,,,,,,,,,,,,,LOW,LOW,QUALITATIVE_ONLY,No current V3 fleet. This research pass found no reason to invent a state battle fleet without polity-specific evidence; absence remains subject to 2D-2 map/structural review.
