record_id,tag,formation,source_file,character_scope,general_category,reused_ruler_general,starting_standing_battalions,potential_conscript_battalions,rank_before,base_command_limit_before,explicit_traits,deterministic_command_limit_modifier,reliable_command_limit_before,status_before,action,final_rank,final_base_command_limit,final_reliable_command_limit,standing_capacity_result,conscripts_used_to_select_rank,character_source_file
GEN1776-177,SRK,cleanup2d3b_srk_land_1,06_military_formations_asia.txt,cleanup2d4_general_177,PROCEDURAL,NO,1,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-178,STG,cleanup2d3b_stg_land_1,06_military_formations_asia.txt,cleanup2d4_general_178,PROCEDURAL,NO,1,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-179,SUL,cleanup2d3b_sul_land_1,06_military_formations_asia.txt,cleanup2d4_general_179,PROCEDURAL,NO,1,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-180,TID,cleanup2d3b_tid_land_1,06_military_formations_asia.txt,cleanup2d4_general_180,PROCEDURAL,NO,2,1,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-181,YOG,cleanup2d3b_yog_land_1,06_military_formations_asia.txt,cleanup2d4_general_181,PROCEDURAL,NO,1,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/06_military_formations_asia.txt
GEN1776-182,AGC,army_of_angoche,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_182,PROCEDURAL,NO,4,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-183,ANK,cleanup2d3b_ank_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_183,PROCEDURAL,NO,1,2,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-184,ASH,cleanup2d3b_ash_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_184,PROCEDURAL,NO,18,11,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-185,BEN,cleanup2d3b_ben_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_185,PROCEDURAL,NO,8,18,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-186,BGI,cleanup2d3b_bgi_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_186,PROCEDURAL,NO,1,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-187,BNY,cleanup2d3b_bny_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_187,PROCEDURAL,NO,1,2,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-188,BOR,cleanup2d3b_bor_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_188,PROCEDURAL,NO,6,3,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-189,BRD,cleanup2d3b_brd_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_189,PROCEDURAL,NO,2,4,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-190,BRG,cleanup2d3b_brg_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_190,PROCEDURAL,NO,1,1,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-191,BST,cleanup2d3b_bst_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_191,PROCEDURAL,NO,2,1,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-192,BUG,cleanup2d3b_bug_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_192,PROCEDURAL,NO,4,7,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-193,DAH,cleanup2d3b_dah_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_193,PROCEDURAL,NO,7,4,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-194,ETH,cleanup2d3b_eth_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_194,HISTORICAL,NO,16,48,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-195,FTJ,cleanup2d3b_ftj_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d5_reuse_195,HISTORICAL,YES,4,2,commander_rank_ruler,50,NONE,NONE,50,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_ruler,50,50,PASS,NO,common/history/characters/cleanup2c1 - non europe rulers 1776.txt
GEN1776-196,FTR,cleanup2d3b_ftr_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_196,PROCEDURAL,NO,4,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-197,GLD,cleanup2d3b_gld_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_197,PROCEDURAL,NO,2,1,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-198,HAU,cleanup2d3b_hau_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_198,PROCEDURAL,NO,4,2,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-199,ISQ,cleanup2d3b_isq_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_199,PROCEDURAL,NO,1,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-200,KON,cleanup2d3b_kon_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_200,PROCEDURAL,NO,2,6,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-201,KRG,cleanup2d3b_krg_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_201,PROCEDURAL,NO,1,1,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-202,KRT,cleanup2d3b_krt_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d5_reuse_202,HISTORICAL,YES,4,2,commander_rank_ruler,50,NONE,NONE,50,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_ruler,50,50,PASS,NO,common/history/characters/cleanup2c1 - non europe rulers 1776.txt
GEN1776-203,MAD,cleanup2d3b_mad_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_203,PROCEDURAL,NO,8,19,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-204,MBS,cleanup2d3b_mbs_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_204,PROCEDURAL,NO,1,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-205,MJT,cleanup2d3b_mjt_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_205,PROCEDURAL,NO,3,3,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-206,MSN,cleanup2d3b_msn_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_206,PROCEDURAL,NO,8,7,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-207,OYO,cleanup2d3b_oyo_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_207,PROCEDURAL,NO,12,16,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-208,RWD,cleanup2d3b_rwd_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_208,PROCEDURAL,NO,2,5,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-209,SGU,cleanup2d3b_sgu_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d5_reuse_209,HISTORICAL,YES,4,3,commander_rank_ruler,50,NONE,NONE,50,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_ruler,50,50,PASS,NO,common/history/characters/cleanup2c1 - non europe rulers 1776.txt
GEN1776-210,SWZ,cleanup2d3b_swz_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d5_reuse_210,HISTORICAL,YES,1,0,commander_rank_ruler,50,NONE,NONE,50,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_ruler,50,50,PASS,NO,common/history/characters/cleanup2c1 - non europe rulers 1776.txt
GEN1776-211,TGI,cleanup2d3b_tgi_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_211,PROCEDURAL,NO,1,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-212,WAD,cleanup2d3b_wad_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_212,PROCEDURAL,NO,4,1,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-213,WBL,cleanup2d3b_wbl_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_213,PROCEDURAL,NO,1,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
GEN1776-214,WSG,cleanup2d3b_wsg_land_1,07_military_formations_subsaharan_africa.txt,cleanup2d4_general_214,PROCEDURAL,NO,1,0,commander_rank_1,30,NONE,NONE,30,SUFFICIENT,KEEP_CURRENT_RANK,commander_rank_1,30,30,PASS,NO,common/history/military_formations/07_military_formations_subsaharan_africa.txt
