tag,country_name,domain,action,old_formation,new_formation,old_scope,new_scope,hq,unit_type,old_unit_count,new_unit_count,infantry,cavalry,artillery,other_land,frigates,ships_of_the_line,other_ships,manpower_or_crew,commander_preserved,commander_reassignment_required_2d4,cross_reference_risk,plan_row_match,static_result,notes
STG,Sintang,land,CREATE,,Modeled 1776 Field Force 1,,,region_indonesia,combat_unit_type_irregular_infantry=1,0,1,1,0,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_186,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_indochina lacked direct STG territory
SUL,Sulu,land,CREATE,,Modeled 1776 Field Force 1,,,region_indonesia,combat_unit_type_irregular_infantry=1,0,1,1,0,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_187,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_indochina lacked direct SUL territory
SWE,Sweden,land,KEEP,Kungliga_Svenska_Armn,Kungliga_Svenska_Armn,,,region_northern_europe,combat_unit_type_cannon_artillery=2;combat_unit_type_hussars=5;combat_unit_type_line_infantry=23,30,30,23,5,2,0,0,0,0,30000,NO,NO,NONE_STATIC,ROW_188,PASS,
SWI,Switzerland,land,CREATE,,Modeled 1776 Field Force 1,,,region_central_europe,combat_unit_type_hussars=1;combat_unit_type_line_infantry=3,0,4,3,1,0,0,0,0,0,4000,NO,NO,NONE_STATIC,ROW_189,PASS,
SWZ,Swaziland,land,CREATE,,Modeled 1776 Field Force 1,,,region_southern_africa,combat_unit_type_irregular_infantry=1,0,1,1,0,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_190,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_west_africa lacked direct SWZ territory
TGI,Tungi,land,CREATE,,Modeled 1776 Field Force 1,,,region_east_africa,combat_unit_type_irregular_infantry=1,0,1,1,0,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_191,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_north_india lacked direct TGI territory
TIB,Tibet,land,CREATE,,Modeled 1776 Field Force 1,,,region_himalayas,combat_unit_type_dragoons=1;combat_unit_type_irregular_infantry=6,0,7,6,1,0,0,0,0,0,7000,NO,NO,NONE_STATIC,ROW_192,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_northeast_asia lacked direct TIB territory
TID,Tidore,land,CREATE,,Modeled 1776 Field Force 1,,,region_indonesia,combat_unit_type_irregular_infantry=2,0,2,2,0,0,0,0,0,0,2000,NO,NO,NONE_STATIC,ROW_193,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_indochina lacked direct TID territory
TRA,Travancore,land,RESIZE,TravancoreArmy,TravancoreArmy,,,region_south_india,combat_unit_type_cannon_artillery=1;combat_unit_type_lancers=2;combat_unit_type_line_infantry=4,9,7,4,2,1,0,0,0,0,7000,NO,NO,NONE_STATIC,ROW_194,PASS,
TRI,Tripolitania,land,CREATE,,Modeled 1776 Field Force 1,,,region_north_africa,combat_unit_type_dragoons=2;combat_unit_type_irregular_infantry=4,0,6,4,2,0,0,0,0,0,6000,NO,NO,NONE_STATIC,ROW_195,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_near_east lacked direct TRI territory
TRS,Transylvania,land,RESIZE,generalkommando_hermannstadt,generalkommando_hermannstadt,,,region_balkans,combat_unit_type_cannon_artillery=1;combat_unit_type_line_infantry=7,19,8,7,0,1,0,0,0,0,8000,NO,NO,NONE_STATIC,ROW_196,PASS,
TUG,Touggourt,land,CREATE,,Modeled 1776 Field Force 1,,,region_north_africa,combat_unit_type_irregular_infantry=1,0,1,1,0,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_197,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_near_east lacked direct TUG territory
TUN,Tunis,land,CREATE,,Modeled 1776 Field Force 1,,,region_north_africa,combat_unit_type_dragoons=2;combat_unit_type_irregular_infantry=3,0,5,3,2,0,0,0,0,0,5000,NO,NO,NONE_STATIC,ROW_198,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_near_east lacked direct TUN territory
TUR,Ottoman Empire,land,RESIZE,Hassa_Ordusu,KapÄ±kulu and Capital Army,hassa_ordusu,hassa_ordusu,region_balkans,combat_unit_type_cannon_artillery=2;combat_unit_type_hussars=5;combat_unit_type_irregular_infantry=11,14,18,11,5,2,0,0,0,0,18000,YES,NO,NONE_STATIC,ROW_199,PASS,
TUR,Ottoman Empire,land,RESIZE,Rumeli_Ordusu,Rumelian Army,rumeli_ordusu,rumeli_ordusu,region_balkans,combat_unit_type_cannon_artillery=1;combat_unit_type_hussars=4;combat_unit_type_irregular_infantry=11,29,16,11,4,1,0,0,0,0,16000,YES,NO,NONE_STATIC,ROW_200,PASS,
TUR,Ottoman Empire,land,RESIZE,Konstantiniyye_Ordusu,Anatolian Army,,,region_near_east,combat_unit_type_cannon_artillery=1;combat_unit_type_irregular_infantry=11;combat_unit_type_lancers=4,11,16,11,4,1,0,0,0,0,16000,NO,NO,NONE_STATIC,ROW_201,PASS,
TUR,Ottoman Empire,land,RESIZE,Anadolu_Ordusu,Frontier Garrison Command,,,region_near_east,combat_unit_type_cannon_artillery=1;combat_unit_type_hussars=4;combat_unit_type_irregular_infantry=10,24,15,10,4,1,0,0,0,0,15000,NO,NO,NONE_STATIC,ROW_202,PASS,
TUS,Tuscany,land,RESIZE,Esercito_del_Granducato_di_Toscana,Esercito_del_Granducato_di_Toscana,,,region_southern_europe,combat_unit_type_cannon_artillery=1;combat_unit_type_lancers=1;combat_unit_type_line_infantry=5,8,7,5,1,1,0,0,0,0,7000,NO,NO,NONE_STATIC,ROW_203,PASS,
UBD,United Baltic Provinces,land,STRUCTURAL_DEFER,<unnamed@4103>,<unnamed@4103>,,,region_eastern_europe,combat_unit_type_lancers=1;combat_unit_type_line_infantry=5,6,6,0,0,0,0,0,0,0,6000,NO,NO,NONE_STATIC,ROW_204,PASS,Frozen exactly as directed by 2D2 STRUCTURAL_DEFER
USA,America,land,MERGE,Army_of_Observation;Regular_Army;Army_of_Florida,Continental Army,dannys_army;regular_army;nabes_army,dannys_army;regular_army;nabes_army,region_atlantic_coast,combat_unit_type_cannon_artillery=1;combat_unit_type_hussars=2;combat_unit_type_line_infantry=17,164,20,17,2,1,0,0,0,0,20000,YES,NO,NONE_STATIC,ROW_205,PASS,Merged source formations; all technical scopes preserved
VEN,Venice,land,RESIZE,<unnamed@537>,<unnamed@537>,,,region_southern_europe,combat_unit_type_cannon_artillery=1;combat_unit_type_dragoons=2;combat_unit_type_line_infantry=8,12,11,8,2,1,0,0,0,0,11000,NO,NO,NONE_STATIC,ROW_206,PASS,
WAD,Wadai,land,CREATE,,Modeled 1776 Field Force 1,,,region_equatorial_africa,combat_unit_type_dragoons=1;combat_unit_type_irregular_infantry=3,0,4,3,1,0,0,0,0,0,4000,NO,NO,NONE_STATIC,ROW_207,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_west_africa lacked direct WAD territory
WAL,Wallachia,land,KEEP,Armata_rii_Romneti,Armata_rii_Romneti,,,region_balkans,combat_unit_type_hussars=1;combat_unit_type_line_infantry=3,4,4,3,1,0,0,0,0,0,4000,NO,NO,NONE_STATIC,ROW_208,PASS,
WBL,Griqualand,land,CREATE,,Modeled 1776 Field Force 1,,,region_southern_africa,combat_unit_type_irregular_infantry=1,0,1,1,0,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_209,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_west_africa lacked direct WBL territory
WEI,Saxe-Weimar-Eisenach,land,CREATE,,Modeled 1776 Field Force 1,,,region_central_europe,combat_unit_type_line_infantry=1,0,1,1,0,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_210,PASS,
WLD,Waldeck,land,KEEP,Waldecksches_Bataillon,Waldecksches_Bataillon,,,region_central_europe,combat_unit_type_line_infantry=1,1,1,1,0,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_211,PASS,
WSG,Warsangali,land,CREATE,,Modeled 1776 Field Force 1,,,region_east_africa,combat_unit_type_irregular_infantry=1,0,1,1,0,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_212,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_west_africa lacked direct WSG territory
WUR,Württemberg,land,RESIZE,Kniglich_Wrttembergische_Armee,Kniglich_Wrttembergische_Armee,,,region_central_europe,combat_unit_type_cannon_artillery=1;combat_unit_type_lancers=2;combat_unit_type_line_infantry=10,14,13,10,2,1,0,0,0,0,13000,NO,NO,NONE_STATIC,ROW_213,PASS,
YOG,Yogyakarta,land,CREATE,,Modeled 1776 Field Force 1,,,region_indonesia,combat_unit_type_irregular_infantry=1,0,1,1,0,0,0,0,0,0,1000,NO,NO,NONE_STATIC,ROW_214,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_indochina lacked direct YOG territory
ZAI,Azal,land,CREATE,,Modeled 1776 Field Force 1,,,region_arabia,combat_unit_type_irregular_infantry=1;combat_unit_type_lancers=1,0,2,1,1,0,0,0,0,0,2000,NO,NO,NONE_STATIC,ROW_215,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_near_east lacked direct ZAI territory
AUS,Austria,naval,RESIZE,<unnamed@571>,<unnamed@571>,,,region_balkans,ship_type_frigate=3,9,3,0,0,0,0,3,0,0,1500,NO,NO,NONE_STATIC,ROW_216,PASS,
BEO,Austrian Netherlands (BEO/Belgium),naval,REMOVE,Marine_Royale,,,,,ship_type_frigate=1,1,0,0,0,0,0,0,0,0,0,NO,NO,NONE_STATIC,ROW_217,PASS,
BRZ,Brazil,naval,STRUCTURAL_DEFER,Armada_Nacional,Armada_Nacional,,,region_brazil,ship_type_frigate=8;ship_type_ship_of_the_line=1,9,9,0,0,0,0,0,0,0,DEFERRED_CURRENT_BASELINE,NO,NO,NONE_STATIC,ROW_218,PASS,Frozen exactly as directed by 2D2 STRUCTURAL_DEFER
CHI,China,naval,RESIZE,Bohai_Gulf_Fleet,Bohai Coastal Fleet,bohai_gulf_fleet,bohai_gulf_fleet,region_north_china,ship_type_frigate=4,7,4,0,0,0,0,4,0,0,2000,YES,NO,NONE_STATIC,ROW_219,PASS,
CHI,China,naval,RESIZE,Guangdong_Fleet,Guangdong Coastal Fleet,guangdong_fleet,guangdong_fleet,region_south_china,ship_type_frigate=4,8,4,0,0,0,0,4,0,0,2000,YES,NO,NONE_STATIC,ROW_220,PASS,
DEI,East Indies,naval,RESIZE,Koloniale_Marine,Koloniale_Marine,,,region_indonesia,ship_type_frigate=2,1,2,0,0,0,0,2,0,0,1000,NO,NO,NONE_STATIC,ROW_221,PASS,
DENNOR,Denmark-Norway,naval,KEEP,Kongelige_Danske_Marine,Kongelige_Danske_Marine,,,region_northern_europe,ship_type_frigate=8;ship_type_ship_of_the_line=6,14,14,0,0,0,0,8,6,0,8800,NO,NO,NONE_STATIC,ROW_222,PASS,
FRA,France,naval,MERGE,Escadre_du_Nord,Escadre de Brest,,,region_western_europe,ship_type_frigate=9;ship_type_ship_of_the_line=13,35,22,0,0,0,0,9,13,0,14900,NO,NO,NONE_STATIC,ROW_223,PASS,
FRA,France,naval,MERGE,Escadre_de_la_Mditerrane,Escadre de Toulon,,,region_southern_europe,ship_type_frigate=5;ship_type_ship_of_the_line=8,32,13,0,0,0,0,5,8,0,8900,NO,NO,NONE_STATIC,ROW_224,PASS,
FRA,France,naval,MERGE,Station_de_latlantique_sud;Station_des_Antilles,Rochefort and Overseas Station,,,region_central_america,ship_type_frigate=4;ship_type_ship_of_the_line=2,7,6,0,0,0,0,4,2,0,3600,NO,NO,NONE_STATIC,ROW_225,PASS,Merged source formations; all technical scopes preserved
GBR,Great Britain,naval,MERGE,Portsmouth_Station,Channel Fleet,,,region_western_europe,ship_type_frigate=12;ship_type_ship_of_the_line=38,52,50,0,0,0,0,12,38,0,36400,NO,NO,NONE_STATIC,ROW_226,PASS,
GBR,Great Britain,naval,MERGE,Plymouth_Station,Western Approaches Fleet,,,region_western_europe,ship_type_frigate=8;ship_type_ship_of_the_line=20,45,28,0,0,0,0,8,20,0,20000,NO,NO,NONE_STATIC,ROW_227,PASS,
GBR,Great Britain,naval,MERGE,Mediterranean_Station;Lisbon_Station,Mediterranean Station,med_fleet_gbr,med_fleet_gbr,region_southern_europe,ship_type_frigate=4;ship_type_ship_of_the_line=8,21,12,0,0,0,0,4,8,0,8400,NO,NO,NONE_STATIC,ROW_228,PASS,Merged source formations; all technical scopes preserved
GBR,Great Britain,naval,MERGE,North_America_and_West_Indies_Station,North America and West Indies Station,,,region_atlantic_coast,ship_type_frigate=8;ship_type_ship_of_the_line=4,8,12,0,0,0,0,8,4,0,7200,NO,NO,NONE_STATIC,ROW_229,PASS,
GBR,Great Britain,naval,MERGE,East_Indies_and_China_Station,East Indies Station,,,region_south_india,ship_type_frigate=4;ship_type_ship_of_the_line=3,8,7,0,0,0,0,4,3,0,4400,NO,NO,NONE_STATIC,ROW_230,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_indochina lacked direct GBR territory
GBR,Great Britain,naval,MERGE,Cape_of_Good_Hope_Station;South_America_Station,Cape and South Atlantic Station,,,region_east_africa,ship_type_frigate=3;ship_type_ship_of_the_line=2,9,5,0,0,0,0,3,2,0,3100,NO,NO,NONE_STATIC,ROW_231,PASS,Merged source formations; all technical scopes preserved
GBR,Great Britain,naval,MERGE,Sheerness_Station;Chatham_Station,Home Reserve and Coastal Station,,,region_western_europe,ship_type_frigate=3;ship_type_ship_of_the_line=3,53,6,0,0,0,0,3,3,0,3900,NO,NO,NONE_STATIC,ROW_232,PASS,Merged source formations; all technical scopes preserved
GEN,Most Serene Republic of Genoa,naval,RESIZE,merchant_venice_fleet,merchant_venice_fleet,,,region_southern_europe,ship_type_frigate=3,5,3,0,0,0,0,3,0,0,1500,NO,NO,NONE_STATIC,ROW_233,PASS,
HAN,Hanover,naval,REMOVE,Elbzollstation,,,,,ship_type_frigate=1,1,0,0,0,0,0,0,0,0,0,NO,NO,NONE_STATIC,ROW_234,PASS,
MARATH,Maratha Confederacy,naval,KEEP,Konkan_Flotilla,Konkan_Flotilla,konkan_flotilla,konkan_flotilla,region_south_india,ship_type_frigate=2,2,2,0,0,0,0,2,0,0,1000,YES,NO,NONE_STATIC,ROW_235,PASS,
NET,Netherlands,naval,SPLIT,Koninklijke_Marine,Amsterdam and North Sea Squadron,,,region_western_europe,ship_type_frigate=5;ship_type_ship_of_the_line=4,24,9,0,0,0,0,5,4,0,5700,NO,NO,NONE_STATIC,ROW_236,PASS,
NET,Netherlands,naval,CREATE,,Convoy and Mediterranean Squadron,,,region_western_europe,ship_type_frigate=3;ship_type_ship_of_the_line=2,0,5,0,0,0,0,3,2,0,3100,NO,NO,NONE_STATIC,ROW_237,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_southern_europe lacked direct NET territory
OMA,Oman,naval,RESIZE,Bahriat_alMasqat,Bahriat_alMasqat,,,region_arabia,ship_type_frigate=8,15,8,0,0,0,0,8,0,0,4000,NO,NO,NONE_STATIC,ROW_238,PASS,
PAP,Papal States,naval,KEEP,Marina_Pontificia,Marina_Pontificia,,,region_southern_europe,ship_type_frigate=1,1,1,0,0,0,0,1,0,0,500,NO,NO,NONE_STATIC,ROW_239,PASS,
POR,Portugal,naval,SPLIT,Marinha_Real_Portuguesa,Lisbon Squadron,,,region_southern_europe,ship_type_frigate=5;ship_type_ship_of_the_line=3,10,8,0,0,0,0,5,3,0,4900,NO,NO,NONE_STATIC,ROW_240,PASS,
POR,Portugal,naval,CREATE,,South Atlantic Squadron,,,region_southern_europe,ship_type_frigate=3;ship_type_ship_of_the_line=1,0,4,0,0,0,0,3,1,0,2300,NO,NO,NONE_STATIC,ROW_241,PASS,HQ_TEMPORARY_MAP_ABSTRACTION=YES; proposed region_brazil lacked direct POR territory
PRU,Prussia,naval,REMOVE,Kniglich_Preuische_Marine,,fleet_scope_prussian_navy,,,,0,0,0,0,0,0,0,0,0,0,NO,NO,UNREFERENCED_SCOPE_REMOVED,ROW_242,PASS,
RUS,Russia,naval,RESIZE,Baltiyskiy_Flot,Baltic Fleet,rus_baltic_fleet,rus_baltic_fleet,region_russia,ship_type_frigate=10;ship_type_ship_of_the_line=15,52,25,0,0,0,0,10,15,0,17000,NO,NO,NONE_STATIC,ROW_243,PASS,
RUS,Russia,naval,RESIZE,Chernomorskiy_Flot,Archipelago Return Squadron,rus_black_sea_fleet,rus_black_sea_fleet,region_balkans,ship_type_frigate=4;ship_type_ship_of_the_line=3,24,7,0,0,0,0,4,3,0,4400,NO,NO,NONE_STATIC,ROW_244,PASS,
SAR,Sardinia-Piedmont,naval,KEEP,Marina_del_Regno_di_Sardegna,Marina_del_Regno_di_Sardegna,,,region_southern_europe,ship_type_frigate=5,5,5,0,0,0,0,5,0,0,2500,NO,NO,NONE_STATIC,ROW_245,PASS,
SC4,Río de la Plata,naval,STRUCTURAL_DEFER,Armada_Argentina,Armada_Argentina,,,region_la_plata,ship_type_frigate=1,1,1,0,0,0,0,0,0,0,DEFERRED_CURRENT_BASELINE,NO,NO,NONE_STATIC,ROW_246,PASS,Frozen exactly as directed by 2D2 STRUCTURAL_DEFER
SIC,Two Sicilies,naval,STRUCTURAL_DEFER,Armata_di_Mare_di_SM_il_Re_del_Regno_delle_Due_Sicilie,Armata_di_Mare_di_SM_il_Re_del_Regno_delle_Due_Sicilie,,,region_southern_europe,ship_type_frigate=6;ship_type_ship_of_the_line=2,8,8,0,0,0,0,0,0,0,DEFERRED_CURRENT_BASELINE,NO,NO,NONE_STATIC,ROW_247,PASS,Frozen exactly as directed by 2D2 STRUCTURAL_DEFER
SPA,Spain,naval,RENAME,Real_Armada_Espaola,Escuadra de Cádiz,spanishnavy1,spanishnavy1,region_southern_europe,ship_type_frigate=7;ship_type_ship_of_the_line=10,40,17,0,0,0,0,7,10,0,11500,YES,NO,NONE_STATIC,ROW_248,PASS,
SPA,Spain,naval,RESIZE,Real_Armada_Espaola,Escuadra de Cartagena,spanishnavy2,spanishnavy2,region_southern_europe,ship_type_frigate=4;ship_type_ship_of_the_line=6,40,10,0,0,0,0,4,6,0,6800,YES,NO,NONE_STATIC,ROW_249,PASS,
SPA,Spain,naval,CREATE,,Escuadra de América,,,region_central_america,ship_type_frigate=7;ship_type_ship_of_the_line=6,0,13,0,0,0,0,7,6,0,8300,NO,NO,NONE_STATIC,ROW_250,PASS,
SPA,Spain,naval,REMOVE,Real_Armada_Espaola,Escuadra de Cádiz,spanishnavy1,spanishnavy1,region_southern_europe,ship_type_frigate=30;ship_type_ship_of_the_line=10,40,0,0,0,0,0,0,0,0,0,YES,NO,NONE_STATIC,ROW_251,PASS,Planning tombstone only: duplicate identity removed while the scoped physical block was rebuilt as Escuadra de Cádiz
SWE,Sweden,naval,SPLIT,Hgsjflottan,Swedish Line Fleet,,,region_northern_europe,ship_type_frigate=2;ship_type_ship_of_the_line=14,15,16,0,0,0,0,2,14,0,12200,NO,NO,NONE_STATIC,ROW_252,PASS,
SWE,Sweden,naval,CREATE,,Archipelago and Coastal Squadron,,,region_northern_europe,ship_type_frigate=4;ship_type_ship_of_the_line=2,0,6,0,0,0,0,4,2,0,3600,NO,NO,NONE_STATIC,ROW_253,PASS,
TRA,Travancore,naval,KEEP,TravancoreNavy,TravancoreNavy,,,region_south_india,ship_type_frigate=1,1,1,0,0,0,0,1,0,0,500,NO,NO,NONE_STATIC,ROW_254,PASS,
TRI,Tripolitania,naval,KEEP,Escadre_de_Tripoli,Escadre_de_Tripoli,,,region_north_africa,ship_type_frigate=1,1,1,0,0,0,0,1,0,0,500,NO,NO,NONE_STATIC,ROW_255,PASS,
TUN,Tunis,naval,KEEP,Bahriat_alTuwnusia,Bahriat_alTuwnusia,,,region_north_africa,ship_type_frigate=1,1,1,0,0,0,0,1,0,0,500,NO,NO,NONE_STATIC,ROW_256,PASS,
TUR,Ottoman Empire,naval,RESIZE,Donanmay_Humyn,Donanmay_Humyn,,,region_balkans,ship_type_frigate=6;ship_type_ship_of_the_line=3,12,9,0,0,0,0,6,3,0,5400,NO,NO,NONE_STATIC,ROW_257,PASS,
TUS,Tuscany,naval,KEEP,Marina_del_Granducato_di_Toscana,Marina_del_Granducato_di_Toscana,,,region_southern_europe,ship_type_frigate=1,1,1,0,0,0,0,1,0,0,500,NO,NO,NONE_STATIC,ROW_258,PASS,
USA,America,naval,MERGE,Navy_Yard_Gosport;Navy_Yard_New_York;Navy_Yard_Boston;Mediterranean_Squadron;Pacific_Squadron;West_Indies_Squadron,Continental Squadron,,,region_atlantic_coast,ship_type_frigate=5,15,5,0,0,0,0,5,0,0,2500,NO,NO,NONE_STATIC,ROW_259,PASS,Merged source formations; all technical scopes preserved
VEN,Venice,naval,RESIZE,merchant_venice_fleet,merchant_venice_fleet,,,region_southern_europe,ship_type_frigate=5;ship_type_ship_of_the_line=2,10,7,0,0,0,0,5,2,0,4100,NO,NO,NONE_STATIC,ROW_260,PASS,
