record_id,tag,country_name,formation,source_file,hq_region,expected_runtime_total,implementation_decision,recommended_character,formation_scopes_before,commanders_before,planned_action,formation_scope_after,character_scope_after,commander_after,historical_after,attachment_after,static_result
GEN1776-149,CHI,China,cleanup2d3b_chi_land_7,06_military_formations_asia.txt,region_south_china,35,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_149,cleanup2d4_general_149,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_149->scope:cleanup2d4_formation_149,PASS
GEN1776-150,CHI,China,cleanup2d3b_chi_land_8,06_military_formations_asia.txt,region_south_china,35,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_150,cleanup2d4_general_150,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_150->scope:cleanup2d4_formation_150,PASS
GEN1776-151,DEI,East Indies,Koninklijk_Nederlandsch_Indisch_Leger,06_military_formations_asia.txt,region_indonesia,30,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_151,cleanup2d4_general_151,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_151->scope:cleanup2d4_formation_151,PASS
GEN1776-152,BUR,Burma,tatmadaw,06_military_formations_asia.txt,region_indochina,66,IMPLEMENT_NAMED_HISTORICAL_GENERAL,Maha Thiha Thura,NONE,NONE,ADD_NAMED,cleanup2d4_formation_152,cleanup2d4_general_152,Maha Thiha Thura,YES,scope:cleanup2d4_general_152->scope:cleanup2d4_formation_152,PASS
GEN1776-153,PHI,Philippines,ejercito_de_filipinas,06_military_formations_asia.txt,region_indonesia,7,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_153,cleanup2d4_general_153,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_153->scope:cleanup2d4_formation_153,PASS
GEN1776-154,JAP,Japan,Edo_Guard_Army,06_military_formations_asia.txt,region_northeast_asia,91,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_154,cleanup2d4_general_154,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_154->scope:cleanup2d4_formation_154,PASS
GEN1776-155,JAP,Japan,Kinai_Guard_Army,06_military_formations_asia.txt,region_northeast_asia,21,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_155,cleanup2d4_general_155,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_155->scope:cleanup2d4_formation_155,PASS
GEN1776-156,ACE,Aceh,cleanup2d3b_ace_land_1,06_military_formations_asia.txt,region_indonesia,4,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_156,cleanup2d4_general_156,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_156->scope:cleanup2d4_formation_156,PASS
GEN1776-157,BAL,Bali,cleanup2d3b_bal_land_1,06_military_formations_asia.txt,region_indonesia,12,PROCEDURAL_ALLOWED_PENDING_STRUCTURE_REWORK,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_157,cleanup2d4_general_157,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_157->scope:cleanup2d4_formation_157,PASS
GEN1776-158,BLG,Bulungan,cleanup2d3b_blg_land_1,06_military_formations_asia.txt,region_indonesia,1,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_158,cleanup2d4_general_158,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_158->scope:cleanup2d4_formation_158,PASS
GEN1776-159,BNJ,Banjar,cleanup2d3b_bnj_land_1,06_military_formations_asia.txt,region_indonesia,3,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_159,cleanup2d4_general_159,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_159->scope:cleanup2d4_formation_159,PASS
GEN1776-160,BRU,Brunei,cleanup2d3b_bru_land_1,06_military_formations_asia.txt,region_indonesia,2,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_160,cleanup2d4_general_160,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_160->scope:cleanup2d4_formation_160,PASS
GEN1776-161,BTN,Buton,cleanup2d3b_btn_land_1,06_military_formations_asia.txt,region_indonesia,1,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_161,cleanup2d4_general_161,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_161->scope:cleanup2d4_formation_161,PASS
GEN1776-162,CAM,Cambodia,cleanup2d3b_cam_land_1,06_military_formations_asia.txt,region_indochina,13,PROCEDURAL_ALLOWED_PENDING_STRUCTURE_REWORK,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_162,cleanup2d4_general_162,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_162->scope:cleanup2d4_formation_162,PASS
GEN1776-163,CHP,Champasak,cleanup2d3b_chp_land_1,06_military_formations_asia.txt,region_indochina,2,PROCEDURAL_ALLOWED_PENDING_STRUCTURE_REWORK,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_163,cleanup2d4_general_163,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_163->scope:cleanup2d4_formation_163,PASS
GEN1776-164,CMI,Chiang Mai,cleanup2d3b_cmi_land_1,06_military_formations_asia.txt,region_indochina,12,PROCEDURAL_ALLOWED_PENDING_STRUCTURE_REWORK,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_164,cleanup2d4_general_164,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_164->scope:cleanup2d4_formation_164,PASS
GEN1776-165,JMB,Jambi,cleanup2d3b_jmb_land_1,06_military_formations_asia.txt,region_indonesia,2,PROCEDURAL_ALLOWED_PENDING_STRUCTURE_REWORK,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_165,cleanup2d4_general_165,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_165->scope:cleanup2d4_formation_165,PASS
GEN1776-166,JOH,Johore,cleanup2d3b_joh_land_1,06_military_formations_asia.txt,region_indochina,5,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_166,cleanup2d4_general_166,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_166->scope:cleanup2d4_formation_166,PASS
GEN1776-167,KTI,Kutai,cleanup2d3b_kti_land_1,06_military_formations_asia.txt,region_indonesia,2,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_167,cleanup2d4_general_167,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_167->scope:cleanup2d4_formation_167,PASS
GEN1776-168,LAN,Lanfang,cleanup2d3b_lan_land_1,06_military_formations_asia.txt,region_indonesia,1,PROCEDURAL_ALLOWED_PENDING_STRUCTURE_REWORK,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_168,cleanup2d4_general_168,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_168->scope:cleanup2d4_formation_168,PASS
GEN1776-169,LUA,Luang Prabang,cleanup2d3b_lua_land_1,06_military_formations_asia.txt,region_indochina,6,PROCEDURAL_ALLOWED_PENDING_STRUCTURE_REWORK,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_169,cleanup2d4_general_169,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_169->scope:cleanup2d4_formation_169,PASS
GEN1776-170,MGD,Maguindanao,cleanup2d3b_mgd_land_1,06_military_formations_asia.txt,region_indonesia,3,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_170,cleanup2d4_general_170,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_170->scope:cleanup2d4_formation_170,PASS
GEN1776-171,PON,Pontianak,cleanup2d3b_pon_land_1,06_military_formations_asia.txt,region_indonesia,1,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_171,cleanup2d4_general_171,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_171->scope:cleanup2d4_formation_171,PASS
GEN1776-172,PRK,Perak,cleanup2d3b_prk_land_1,06_military_formations_asia.txt,region_indochina,2,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_172,cleanup2d4_general_172,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_172->scope:cleanup2d4_formation_172,PASS
GEN1776-173,SAK,Siak,cleanup2d3b_sak_land_1,06_military_formations_asia.txt,region_indonesia,4,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_173,cleanup2d4_general_173,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_173->scope:cleanup2d4_formation_173,PASS
GEN1776-174,SEL,Selangor,cleanup2d3b_sel_land_1,06_military_formations_asia.txt,region_indochina,3,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_174,cleanup2d4_general_174,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_174->scope:cleanup2d4_formation_174,PASS
GEN1776-175,SIA,Siam,cleanup2d3b_sia_land_1,06_military_formations_asia.txt,region_indochina,52,IMPLEMENT_NAMED_HISTORICAL_GENERAL,Chao Phraya Chakri (Thongduang),NONE,NONE,ADD_NAMED,cleanup2d4_formation_175,cleanup2d4_general_175,Chao Phraya Chakri (Thongduang),YES,scope:cleanup2d4_general_175->scope:cleanup2d4_formation_175,PASS
GEN1776-176,SMB,Sambas,cleanup2d3b_smb_land_1,06_military_formations_asia.txt,region_indonesia,1,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_176,cleanup2d4_general_176,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_176->scope:cleanup2d4_formation_176,PASS
GEN1776-177,SRK,Surakarta,cleanup2d3b_srk_land_1,06_military_formations_asia.txt,region_indonesia,1,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_177,cleanup2d4_general_177,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_177->scope:cleanup2d4_formation_177,PASS
GEN1776-178,STG,Sintang,cleanup2d3b_stg_land_1,06_military_formations_asia.txt,region_indonesia,1,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_178,cleanup2d4_general_178,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_178->scope:cleanup2d4_formation_178,PASS
GEN1776-179,SUL,Sulu,cleanup2d3b_sul_land_1,06_military_formations_asia.txt,region_indonesia,1,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_179,cleanup2d4_general_179,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_179->scope:cleanup2d4_formation_179,PASS
GEN1776-180,TID,Tidore,cleanup2d3b_tid_land_1,06_military_formations_asia.txt,region_indonesia,3,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_180,cleanup2d4_general_180,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_180->scope:cleanup2d4_formation_180,PASS
GEN1776-181,YOG,Yogyakarta,cleanup2d3b_yog_land_1,06_military_formations_asia.txt,region_indonesia,1,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_181,cleanup2d4_general_181,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_181->scope:cleanup2d4_formation_181,PASS
GEN1776-182,AGC,Angoche,army_of_angoche,07_military_formations_subsaharan_africa.txt,region_east_africa,4,PROCEDURAL_ALLOWED_PENDING_STRUCTURE_REWORK,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_182,cleanup2d4_general_182,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_182->scope:cleanup2d4_formation_182,PASS
GEN1776-183,ANK,Ankole,cleanup2d3b_ank_land_1,07_military_formations_subsaharan_africa.txt,region_east_africa,3,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_183,cleanup2d4_general_183,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_183->scope:cleanup2d4_formation_183,PASS
GEN1776-184,ASH,Ashanti,cleanup2d3b_ash_land_1,07_military_formations_subsaharan_africa.txt,region_west_africa,29,PROCEDURAL_REQUIRED_COLLECTIVE_STRUCTURE,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_184,cleanup2d4_general_184,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_184->scope:cleanup2d4_formation_184,PASS
GEN1776-185,BEN,Benin,cleanup2d3b_ben_land_1,07_military_formations_subsaharan_africa.txt,region_west_africa,26,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_185,cleanup2d4_general_185,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_185->scope:cleanup2d4_formation_185,PASS
GEN1776-186,BGI,Bagirmi,cleanup2d3b_bgi_land_1,07_military_formations_subsaharan_africa.txt,region_equatorial_africa,1,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_186,cleanup2d4_general_186,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_186->scope:cleanup2d4_formation_186,PASS
GEN1776-187,BNY,Bunyoro,cleanup2d3b_bny_land_1,07_military_formations_subsaharan_africa.txt,region_east_africa,3,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_187,cleanup2d4_general_187,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_187->scope:cleanup2d4_formation_187,PASS
GEN1776-188,BOR,Bornu,cleanup2d3b_bor_land_1,07_military_formations_subsaharan_africa.txt,region_west_africa,9,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_188,cleanup2d4_general_188,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_188->scope:cleanup2d4_formation_188,PASS
GEN1776-189,BRD,Burundi,cleanup2d3b_brd_land_1,07_military_formations_subsaharan_africa.txt,region_east_africa,6,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_189,cleanup2d4_general_189,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_189->scope:cleanup2d4_formation_189,PASS
GEN1776-190,BRG,Borgu,cleanup2d3b_brg_land_1,07_military_formations_subsaharan_africa.txt,region_west_africa,2,PROCEDURAL_ALLOWED_PENDING_STRUCTURE_REWORK,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_190,cleanup2d4_general_190,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_190->scope:cleanup2d4_formation_190,PASS
GEN1776-191,BST,Basutoland,cleanup2d3b_bst_land_1,07_military_formations_subsaharan_africa.txt,region_southern_africa,3,PROCEDURAL_ALLOWED_PENDING_STRUCTURE_REWORK,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_191,cleanup2d4_general_191,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_191->scope:cleanup2d4_formation_191,PASS
GEN1776-192,BUG,Buganda,cleanup2d3b_bug_land_1,07_military_formations_subsaharan_africa.txt,region_east_africa,11,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_192,cleanup2d4_general_192,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_192->scope:cleanup2d4_formation_192,PASS
GEN1776-193,DAH,Dahomey,cleanup2d3b_dah_land_1,07_military_formations_subsaharan_africa.txt,region_west_africa,11,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_193,cleanup2d4_general_193,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_193->scope:cleanup2d4_formation_193,PASS
GEN1776-194,ETH,Ethiopia,cleanup2d3b_eth_land_1,07_military_formations_subsaharan_africa.txt,region_east_africa,64,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_194,cleanup2d4_general_194,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_194->scope:cleanup2d4_formation_194,PASS
GEN1776-195,FTJ,Futa Jallon,cleanup2d3b_ftj_land_1,07_military_formations_subsaharan_africa.txt,region_west_africa,6,PROCEDURAL_REQUIRED_COLLECTIVE_STRUCTURE,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_195,cleanup2d4_general_195,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_195->scope:cleanup2d4_formation_195,PASS
GEN1776-196,FTR,Futa Toro,cleanup2d3b_ftr_land_1,07_military_formations_subsaharan_africa.txt,region_west_africa,4,PROCEDURAL_ALLOWED_PENDING_STRUCTURE_REWORK,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_196,cleanup2d4_general_196,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_196->scope:cleanup2d4_formation_196,PASS
GEN1776-197,GLD,Geledi,cleanup2d3b_gld_land_1,07_military_formations_subsaharan_africa.txt,region_east_africa,3,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_197,cleanup2d4_general_197,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_197->scope:cleanup2d4_formation_197,PASS
GEN1776-198,HAU,Gobir,cleanup2d3b_hau_land_1,07_military_formations_subsaharan_africa.txt,region_west_africa,6,PROCEDURAL_ALLOWED_PENDING_STRUCTURE_REWORK,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_198,cleanup2d4_general_198,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_198->scope:cleanup2d4_formation_198,PASS
GEN1776-199,ISQ,Isaaq,cleanup2d3b_isq_land_1,07_military_formations_subsaharan_africa.txt,region_east_africa,1,PROCEDURAL_REQUIRED_COLLECTIVE_STRUCTURE,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_199,cleanup2d4_general_199,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_199->scope:cleanup2d4_formation_199,PASS
GEN1776-200,KON,Kongo,cleanup2d3b_kon_land_1,07_military_formations_subsaharan_africa.txt,region_equatorial_africa,8,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_200,cleanup2d4_general_200,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_200->scope:cleanup2d4_formation_200,PASS
GEN1776-201,KRG,Karagwe,cleanup2d3b_krg_land_1,07_military_formations_subsaharan_africa.txt,region_east_africa,2,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_201,cleanup2d4_general_201,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_201->scope:cleanup2d4_formation_201,PASS
GEN1776-202,KRT,Kaarta,cleanup2d3b_krt_land_1,07_military_formations_subsaharan_africa.txt,region_west_africa,6,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_202,cleanup2d4_general_202,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_202->scope:cleanup2d4_formation_202,PASS
GEN1776-203,MAD,Madagascar,cleanup2d3b_mad_land_1,07_military_formations_subsaharan_africa.txt,region_east_africa,27,PROCEDURAL_ALLOWED_PENDING_STRUCTURE_REWORK,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_203,cleanup2d4_general_203,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_203->scope:cleanup2d4_formation_203,PASS
GEN1776-204,MBS,Mombasa,cleanup2d3b_mbs_land_1,07_military_formations_subsaharan_africa.txt,region_east_africa,1,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_204,cleanup2d4_general_204,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_204->scope:cleanup2d4_formation_204,PASS
GEN1776-205,MJT,Majerteen,cleanup2d3b_mjt_land_1,07_military_formations_subsaharan_africa.txt,region_east_africa,6,PROCEDURAL_ALLOWED_PENDING_STRUCTURE_REWORK,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_205,cleanup2d4_general_205,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_205->scope:cleanup2d4_formation_205,PASS
GEN1776-206,MSN,Massina,cleanup2d3b_msn_land_1,07_military_formations_subsaharan_africa.txt,region_west_africa,15,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_206,cleanup2d4_general_206,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_206->scope:cleanup2d4_formation_206,PASS
GEN1776-207,OYO,Oyo,cleanup2d3b_oyo_land_1,07_military_formations_subsaharan_africa.txt,region_west_africa,28,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_207,cleanup2d4_general_207,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_207->scope:cleanup2d4_formation_207,PASS
GEN1776-208,RWD,Rwanda,cleanup2d3b_rwd_land_1,07_military_formations_subsaharan_africa.txt,region_east_africa,7,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_208,cleanup2d4_general_208,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_208->scope:cleanup2d4_formation_208,PASS
GEN1776-209,SGU,Segou,cleanup2d3b_sgu_land_1,07_military_formations_subsaharan_africa.txt,region_west_africa,7,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_209,cleanup2d4_general_209,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_209->scope:cleanup2d4_formation_209,PASS
GEN1776-210,SWZ,Swaziland,cleanup2d3b_swz_land_1,07_military_formations_subsaharan_africa.txt,region_southern_africa,1,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_210,cleanup2d4_general_210,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_210->scope:cleanup2d4_formation_210,PASS
GEN1776-211,TGI,Tungi,cleanup2d3b_tgi_land_1,07_military_formations_subsaharan_africa.txt,region_east_africa,1,PROCEDURAL_ALLOWED_PENDING_STRUCTURE_REWORK,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_211,cleanup2d4_general_211,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_211->scope:cleanup2d4_formation_211,PASS
GEN1776-212,WAD,Wadai,cleanup2d3b_wad_land_1,07_military_formations_subsaharan_africa.txt,region_equatorial_africa,5,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_212,cleanup2d4_general_212,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_212->scope:cleanup2d4_formation_212,PASS
GEN1776-213,WBL,Griqualand,cleanup2d3b_wbl_land_1,07_military_formations_subsaharan_africa.txt,region_southern_africa,1,PROCEDURAL_ALLOWED_PENDING_STRUCTURE_REWORK,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_213,cleanup2d4_general_213,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_213->scope:cleanup2d4_formation_213,PASS
GEN1776-214,WSG,Warsangali,cleanup2d3b_wsg_land_1,07_military_formations_subsaharan_africa.txt,region_east_africa,1,PROCEDURAL_ALLOWED,,NONE,NONE,ADD_PROCEDURAL,cleanup2d4_formation_214,cleanup2d4_general_214,DEFAULT_TEMPLATE_PROCEDURAL,NO,scope:cleanup2d4_general_214->scope:cleanup2d4_formation_214,PASS
