Owner_TAG,Owner_Name,State_ID,State_Display_Name,Building_ID,Building_Name,Category,Recommended_Level,Confidence,Tech_Distribution_Review,Technology_Gate_or_Review,ROAD_LEVEL_JUSTIFICATION,CANAL_LEVEL_JUSTIFICATION,Rail_PM_1776,Reason,Source_1,Source_2,Research_Note
OUA,Tagant,STATE_TIMBUKTU,Timbuktu,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
PER,Persia,STATE_ARMENIA,Armenia,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_ARMENIA,Armenia,building_vineyard,Vineyards,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Viticulture is deeply established in Armenian highland agriculture.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_ARMENIA,Armenia,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_ARMENIA,Armenia,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,HIGH,NO,,One Caucasus–Tabriz road level.,No transport-canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.iranicaonline.org/articles/caravansary/,,
PER,Persia,STATE_ARMENIA,Armenia,building_textile_mill,Textile Manufacture,MANUFACTURING,1,MEDIUM,NO,organized_textile_production,,,,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_AZERBAIJAN,Baku,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_AZERBAIJAN,Baku,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_AZERBAIJAN,Baku,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,HIGH,NO,,One road level.,No transport-canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.iranicaonline.org/articles/caravansary/,,
PER,Persia,STATE_AZERBAIJAN,Baku,building_textile_mill,Textile Manufacture,MANUFACTURING,1,MEDIUM,NO,organized_textile_production,,,,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_FARS,Fars,building_government_administration,Government Administration,ADMINISTRATION,1,HIGH,NO,systematic_administrative_statistics,,,,Shiraz was Karim Khan Zand’s capital in 1776 and supported the central court/administration.,https://www.iranicaonline.org/articles/karim-khan-zand/,,
PER,Persia,STATE_FARS,Fars,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.iranicaonline.org/articles/karim-khan-zand/,,
PER,Persia,STATE_FARS,Fars,building_vineyard,Vineyards,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Shiraz wine/viticulture and fruit production were long-established and exported to India in the seventeenth-eighteenth centuries.,https://www.iranicaonline.org/articles/karim-khan-zand/,,
PER,Persia,STATE_FARS,Fars,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.iranicaonline.org/articles/karim-khan-zand/,,
PER,Persia,STATE_FARS,Fars,building_railway,Regional Infrastructure,INFRASTRUCTURE,2,HIGH,NO,,Two road-network levels for the Zand capital and Gulf route.,No transport-canal level recommended.,pm_no_rail_network,Shiraz lay on the Bushehr–Isfahan caravan axis with established caravanserais.,https://www.iranicaonline.org/articles/caravansary/,,
PER,Persia,STATE_FARS,Fars,building_food_industry,Food Industries,MANUFACTURING,1,MEDIUM,YES,traditional_food_processing,,,,"Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.iranicaonline.org/articles/karim-khan-zand/,,
PER,Persia,STATE_FARS,Fars,building_textile_mill,Textile Manufacture,MANUFACTURING,1,MEDIUM,NO,organized_textile_production,,,,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.iranicaonline.org/articles/karim-khan-zand/,,
PER,Persia,STATE_FARS,Fars,building_tooling_workshop,Tooling Workshops,MANUFACTURING,1,MEDIUM,YES,GATE_NOT_IN_TECH_AUDIT_INDEX:organized_workshops,,,,Shiraz supported metalwork and weapons crafts; one generic tooling-workshop level is safer than a large modern arms industry.,https://www.iranicaonline.org/articles/karim-khan-zand/,,
PER,Persia,STATE_FARS,Fars,building_port,Port,PORT,1,HIGH,YES,enclosed_dock_systems,,,,Bushehr had emerged as the principal Persian Gulf port under the Zands by the 1760s.,https://www.iranicaonline.org/articles/commerce-vi/,https://www.iranicaonline.org/articles/karim-khan-zand/,
PER,Persia,STATE_FARS,Fars,building_shipyard,Shipyards,SHIPBUILDING,1,MEDIUM,NO,state_dockyard_systems,,,,Zand Persian Gulf naval ambitions and Bushehr maritime activity justify one modest shipyard level.,https://www.iranicaonline.org/articles/karim-khan-zand/,,
PER,Persia,STATE_FARS,Fars,building_trade_center,Trade Center,TRADE_CENTER,1,HIGH,NO,,,,,"Shiraz/Bushehr formed the core of Zand foreign trade, including EIC agencies and Indian/Armenian merchants.",https://www.iranicaonline.org/articles/karim-khan-zand/,https://www.iranicaonline.org/articles/commerce-vi/,
PER,Persia,STATE_IRAKAJEMI,Irak-i-Ajami,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_IRAKAJEMI,Irak-i-Ajami,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_IRAKAJEMI,Irak-i-Ajami,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,HIGH,NO,,One central-plateau road level.,No transport-canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.iranicaonline.org/articles/caravansary/,,
PER,Persia,STATE_IRAKAJEMI,Irak-i-Ajami,building_textile_mill,Textile Manufacture,MANUFACTURING,1,MEDIUM,NO,organized_textile_production,,,,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_ISFAHAN,Isfahan,building_university,University,EDUCATION,1,MEDIUM,YES,specialized_technical_academies,,,,"Major madrasa and scholarly institutions existed, but the current specialized-technical-academies technology gate does not map cleanly to traditional higher learning.",https://www.iranicaonline.org/articles/isfahan-xiii-crafts/,,
PER,Persia,STATE_ISFAHAN,Isfahan,building_railway,Regional Infrastructure,INFRASTRUCTURE,2,HIGH,NO,,Two road-network levels for the national caravan nexus.,No transport-canal level recommended.,pm_no_rail_network,"Safavid road/caravanserai systems linked Isfahan to Fars, Kerman, Khorasan and the north.",https://www.iranicaonline.org/articles/caravansary/,,
PER,Persia,STATE_ISFAHAN,Isfahan,building_food_industry,Food Industries,MANUFACTURING,1,MEDIUM,YES,traditional_food_processing,,,,"Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.iranicaonline.org/articles/isfahan-xiii-crafts/,,
PER,Persia,STATE_ISFAHAN,Isfahan,building_furniture_manufactory,Furniture Manufacturies,MANUFACTURING,1,HIGH,YES,GATE_NOT_IN_TECH_AUDIT_INDEX:organized_workshops,,,,"Woodwork and inlay crafts are well-attested, including Zand-period khatam work.",https://www.iranicaonline.org/articles/isfahan-xiii-crafts/,,
PER,Persia,STATE_ISFAHAN,Isfahan,building_glassworks,Glassworks,MANUFACTURING,1,HIGH,YES,GATE_NOT_IN_TECH_AUDIT_INDEX:organized_workshops,,,,Glass and ceramic crafts remained part of Isfahan’s urban manufacturing base.,https://www.iranicaonline.org/articles/isfahan-xiii-crafts/,,
PER,Persia,STATE_ISFAHAN,Isfahan,building_textile_mill,Textile Manufacture,MANUFACTURING,2,HIGH,NO,organized_textile_production,,,,"Isfahan retained major textile, carpet and artisan production despite the post-1722 decline.",https://www.iranicaonline.org/articles/isfahan-xiii-crafts/,,
PER,Persia,STATE_ISFAHAN,Isfahan,building_tooling_workshop,Tooling Workshops,MANUFACTURING,1,HIGH,YES,GATE_NOT_IN_TECH_AUDIT_INDEX:organized_workshops,,,,Metalworking and diverse bazaar crafts justify one tooling-workshop level.,https://www.iranicaonline.org/articles/isfahan-xiii-crafts/,,
PER,Persia,STATE_ISFAHAN,Isfahan,building_arms_industry,Arms Industries,MILITARY,1,MEDIUM,NO,regulated_small_arms,,,,Isfahan’s artisans produced weaponry and war materiel during eighteenth-century conflicts; one workshop-level arms industry is plausible.,https://www.iranicaonline.org/articles/isfahan-xiii-crafts/,,
PER,Persia,STATE_ISFAHAN,Isfahan,building_khaju_bridge,Khaju Bridge,OTHER,1,HIGH,NO,,,,,The seventeenth-century Khaju Bridge was extant in Isfahan in 1776.,https://www.iranicaonline.org/articles/caravansary/,,
PER,Persia,STATE_ISFAHAN,Isfahan,building_trade_center,Trade Center,TRADE_CENTER,1,HIGH,NO,,,,,Isfahan remained a central bazaar and caravan nexus even after losing capital status.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_KERMAN,Kerman,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Kerman’s goat-wool economy was significant and linked to European trading companies.,https://www.iranicaonline.org/articles/kerman-08-afsharid-zand-period/,,
PER,Persia,STATE_KERMAN,Kerman,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,HIGH,NO,,"One road level on Kerman’s caravan links to India, Isfahan and the Gulf.",No transport-canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.iranicaonline.org/articles/caravansary/,,
PER,Persia,STATE_KERMAN,Kerman,building_textile_mill,Textile Manufacture,MANUFACTURING,1,HIGH,NO,organized_textile_production,,,,Kermani wool and textiles were traded through EIC/VOC networks.,https://www.iranicaonline.org/articles/kerman-08-afsharid-zand-period/,,
PER,Persia,STATE_KERMAN,Kerman,building_tooling_workshop,Tooling Workshops,MANUFACTURING,1,MEDIUM,YES,GATE_NOT_IN_TECH_AUDIT_INDEX:organized_workshops,,,,Metal/mineral trades and urban craft production justify one artisanal workshop level.,https://www.iranicaonline.org/articles/kerman-08-afsharid-zand-period/,,
PER,Persia,STATE_KERMAN,Kerman,building_argebam,Arg-e Bam,OTHER,1,HIGH,NO,,,,,Arg-e Bam predates 1776 and belongs in the Kerman state.,https://www.iranicaonline.org/articles/kerman-08-afsharid-zand-period/,,
PER,Persia,STATE_KERMAN,Kerman,building_copper_mine,Copper Mine,RESOURCE_EXTRACTION,1,HIGH,NO,shaft_mining,,,,Kerman possessed long-worked copper deposits and contemporary observers described major copper resources.,https://www.iranicaonline.org/articles/copper/ii-copper-resources-in-iran/,,
PER,Persia,STATE_KHORASAN,Khorasan,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_KHORASAN,Khorasan,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_KHORASAN,Khorasan,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,HIGH,NO,,One major caravan-road level.,No transport-canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.iranicaonline.org/articles/caravansary/,,
PER,Persia,STATE_KHORASAN,Khorasan,building_textile_mill,Textile Manufacture,MANUFACTURING,1,MEDIUM,NO,organized_textile_production,,,,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_KHORASAN,Khorasan,building_copper_mine,Copper Mine,RESOURCE_EXTRACTION,1,MEDIUM,NO,shaft_mining,,,,Contemporary accounts note copper resources in Khorasan; one low-scale mine level is plausible.,https://www.iranicaonline.org/articles/copper/ii-copper-resources-in-iran/,,
PER,Persia,STATE_KHORASAN,Khorasan,building_trade_center,Trade Center,TRADE_CENTER,1,MEDIUM,NO,,,,,Mashhad/Khorasan lay on Iran–Central Asia–Afghanistan caravan routes; one conservative trade-center seed.,https://www.iranicaonline.org/articles/caravansary/,,
PER,Persia,STATE_LARISTAN,Hormuz,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_LARISTAN,Hormuz,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,MEDIUM,NO,,One Gulf-interior caravan-road level.,No canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.iranicaonline.org/articles/caravansary/,,
PER,Persia,STATE_LURISTAN,Luristan,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,2,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_LURISTAN,Luristan,building_textile_mill,Textile Manufacture,MANUFACTURING,1,MEDIUM,NO,organized_textile_production,,,,Wool/felt and household-to-market textile production supports one conservative level.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_MAZANDARAN,Mazandaran,building_rice_farm,Rice Farms,AGRICULTURE_COMMERCIAL,2,HIGH,NO,improved_husbandry,,,,The humid Caspian region is a longstanding rice-growing zone.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_MAZANDARAN,Mazandaran,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,MEDIUM,NO,,One road level across the Caspian-hinterland network.,No transport-canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.iranicaonline.org/articles/caravansary/,,
PER,Persia,STATE_MAZANDARAN,Mazandaran,building_silk_plantation,Silk Plantations,PLANTATION,2,HIGH,NO,improved_husbandry,,,,Caspian provinces formed the historic core of Persian sericulture and silk supply.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_MAZANDARAN,Mazandaran,building_logging_camp,Logging Camps,RESOURCE_EXTRACTION,1,MEDIUM,NO,,,,,Forested Caspian terrain supports one conservative logging level.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_PERSIAN_KURDISTAN,Persian Kurdistan,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,2,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_PERSIAN_KURDISTAN,Persian Kurdistan,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,MEDIUM,NO,,One road level.,No canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.iranicaonline.org/articles/caravansary/,,
PER,Persia,STATE_PERSIAN_KURDISTAN,Persian Kurdistan,building_textile_mill,Textile Manufacture,MANUFACTURING,1,MEDIUM,NO,organized_textile_production,,,,Wool and textile crafts support one conservative level.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_SEMNAN,Semnan,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_SEMNAN,Semnan,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,MEDIUM,NO,,One east-west caravan-road level.,No canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.iranicaonline.org/articles/caravansary/,,
PER,Persia,STATE_TABRIZ,Tabriz,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_TABRIZ,Tabriz,building_railway,Regional Infrastructure,INFRASTRUCTURE,2,HIGH,NO,,Two road-network levels for the major northwestern caravan nexus.,No transport-canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.iranicaonline.org/articles/caravansary/,,
PER,Persia,STATE_TABRIZ,Tabriz,building_food_industry,Food Industries,MANUFACTURING,1,MEDIUM,YES,traditional_food_processing,,,,"Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_TABRIZ,Tabriz,building_textile_mill,Textile Manufacture,MANUFACTURING,2,HIGH,NO,organized_textile_production,,,,Tabriz was a major northwestern craft and textile/bazaar center on trans-Caucasian and Ottoman routes.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_TABRIZ,Tabriz,building_trade_center,Trade Center,TRADE_CENTER,1,HIGH,NO,,,,,"Tabriz sat on major routes to Anatolia, the Caucasus and central Iran; one long-distance trade-center level is justified.",https://www.iranicaonline.org/articles/caravansary/,https://www.iranicaonline.org/articles/commerce-vi/,
PER,Persia,STATE_URMIA,Urmia,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_URMIA,Urmia,building_vineyard,Vineyards,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Viticulture and orchard agriculture are established in northwestern Iran.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_URMIA,Urmia,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.iranicaonline.org/articles/commerce-vi/,,
PER,Persia,STATE_URMIA,Urmia,building_textile_mill,Textile Manufacture,MANUFACTURING,1,MEDIUM,NO,organized_textile_production,,,,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.iranicaonline.org/articles/commerce-vi/,,
RGB,Reguibat,STATE_INNER_MAURITANIA,Inner Mauritania,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/fortunes-commerciales-a-shingiti-adrar-mauritanien-au-dixneuvieme-siecle/11CB84108760623CA588046FACE1B916,,
RGB,Reguibat,STATE_SAHARA,Sahara,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
RGB,Reguibat,STATE_TIMBUKTU,Timbuktu,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
RGB,Reguibat,STATE_WEST_SAHARA,West Sahara,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/fortunes-commerciales-a-shingiti-adrar-mauritanien-au-dixneuvieme-siecle/11CB84108760623CA588046FACE1B916,,
RUS,Russia,STATE_ASTRAKHAN,Astrakhan,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,HIGH,NO,,One lower-Volga/caravan road level.,No canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.cambridge.org/core/journals/itinerario/article/passage-to-india-rhetoric-and-diplomacy-between-muscovy-and-central-asia-in-the-seventeenth-century/6F44E4354E2D87889FC2995CB1C1AEAF,,
RUS,Russia,STATE_ASTRAKHAN,Astrakhan,building_fishing_wharf,Fishing Wharves,RESOURCE_EXTRACTION,1,HIGH,YES,marine_chronometry,,,,Lower Volga/Caspian fisheries were a major regional resource; one wharf level is conservative.,https://www.cambridge.org/core/journals/itinerario/article/passage-to-india-rhetoric-and-diplomacy-between-muscovy-and-central-asia-in-the-seventeenth-century/6F44E4354E2D87889FC2995CB1C1AEAF,,
RUS,Russia,STATE_ASTRAKHAN,Astrakhan,building_trade_center,Trade Center,TRADE_CENTER,1,HIGH,NO,,,,,Astrakhan was a major gateway for Persian and Central Asian merchants into Muscovy/Russia.,https://www.cambridge.org/core/journals/itinerario/article/passage-to-india-rhetoric-and-diplomacy-between-muscovy-and-central-asia-in-the-seventeenth-century/6F44E4354E2D87889FC2995CB1C1AEAF,,
RUS,Russia,STATE_TARTARIA,Saratov,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/journals/itinerario/article/passage-to-india-rhetoric-and-diplomacy-between-muscovy-and-central-asia-in-the-seventeenth-century/6F44E4354E2D87889FC2995CB1C1AEAF,,
RUS,Russia,STATE_TARTARIA,Saratov,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.cambridge.org/core/journals/itinerario/article/passage-to-india-rhetoric-and-diplomacy-between-muscovy-and-central-asia-in-the-seventeenth-century/6F44E4354E2D87889FC2995CB1C1AEAF,,
RUS,Russia,STATE_TARTARIA,Saratov,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,MEDIUM,NO,,One Volga road/trade level.,No canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.cambridge.org/core/journals/itinerario/article/passage-to-india-rhetoric-and-diplomacy-between-muscovy-and-central-asia-in-the-seventeenth-century/6F44E4354E2D87889FC2995CB1C1AEAF,,
SD1,The Sudan,STATE_BLUE_NILE,Blue Nile,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
SD1,The Sudan,STATE_BLUE_NILE,Blue Nile,building_millet_farm,Millet Farms,AGRICULTURE_COMMERCIAL,2,HIGH,NO,improved_husbandry,,,,Millet/grain cultivation supported settled Sudanese economies.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
SD1,The Sudan,STATE_DONGOLA,Dongola,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
SD1,The Sudan,STATE_DONGOLA,Dongola,building_millet_farm,Millet Farms,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Millet/grain cultivation supported settled Sudanese economies.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
SD1,The Sudan,STATE_EGYPTIAN_DESERT,Egyptian Desert,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
SD1,The Sudan,STATE_ERITREA,Eritrea,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/journals/journal-of-global-history/article/between-commerce-and-sanctity-ottoman-policies-and-international-boundaries-in-the-early-modern-red-sea/940FD84400E0A8584345C5108C10956A,,
