Building_ID,Display_Name_EN,Display_Name_FR,Building_Group,Category,History_Placeable,Auto_Generated,Technology_Gates,Base_PM,Important_Inputs,Important_Outputs,Max_Level_Rules,Resource_Constraint,Relevant_For_1776_Start_Research,Notes
building_suez_canal,Suez Canal,Canal de Suez,bg_canals,INFRASTRUCTURE,CONDITIONAL_POTENTIAL,NO,quinine,pmg_canal:pm_canal,coal|tools,NONE,NO_EXPLICIT_DEFINITION_CAP,NONE_EXPLICIT,NO_POST_1776,FORK_OVERRIDE
building_sugar_plantation,Sugar Plantations,Plantations de cannes à sucre,bg_plantations,PLANTATION,YES_USED_IN_CURRENT_HISTORY,NO,NONE,pmg_base_building_sugar_plantation:default_building_sugar_plantation|pmg_refinement_building_sugar_plantation:ox_driven_rollers_sugar|pmg_exploitation_sugar:slave_exploitation_sugar|pmg_train_automation_building_sugar_plantation:pm_road_carts,transportation,NONE,NO_EXPLICIT_DEFINITION_CAP,ARABLE_LAND_AND_STATE_ARABLE_RESOURCE,YES,FORK_OVERRIDE; PM_Gates=railways
building_sulfur_mine,Sulfur Mines,Mines de soufre,bg_mining,RESOURCE_EXTRACTION,YES_TECHNICALLY,NO,shaft_mining,pmg_mining_equipment_building_sulfur_mine:pm_picks_and_shovels_building_sulfur_mine|pmg_explosives_building_sulfur_mine:pm_no_explosives|pmg_steam_automation_building_sulfur_mine:pm_no_steam_automation|pmg_train_automation_building_sulfur_mine:pm_road_carts|pmg_ore_concentration_building_sulfur_mine:pm_no_ore_concentration_building_sulfur_mine|pmg_mine_ventilation:pm_no_mine_ventilation,coal|electricity|engines|explosives|industrial_chemicals|refined_fuels|tools|transportation,sulfur,NO_EXPLICIT_DEFINITION_CAP,STATE_REGION_RESOURCE_CAP_OR_DISCOVERY,YES_TECH_DISTRIBUTION_REVIEW,FORK_OVERRIDE; PM_Gates=atmospheric_engine|compression_ignition|condensing_steam_engines|deep_mine_engineering|dynamite|electrical_capacitors|geological_surveying|nitroglycerin|railways|steam_donkey
building_synthetics_plant,Synthetics Plants,Usines de produits synthétiques,bg_heavy_industry,MANUFACTURING,YES_TECHNICALLY,NO,aniline,pmg_synthetic_dyes:pm_dye_production|pmg_synthetic_silk:pm_no_artificial_fibers,heavy_petroleum_products|industrial_chemicals|salt|sulfur|wood,dye|silk,NO_EXPLICIT_DEFINITION_CAP,NONE_EXPLICIT,NO_POST_1776,FORK_OVERRIDE; Aliases=building_synthetics_plants; PM_Gates=art_silk
building_taj_mahal,Taj Mahal,Taj Mahal,bg_monuments,OTHER,YES_USED_IN_CURRENT_HISTORY,NO,NONE,pmg_base_building_taj_mahal:pm_default_building_taj_mahal,NONE,NONE,NO_EXPLICIT_DEFINITION_CAP,STATE_SPECIFIC_POTENTIAL,YES,VANILLA_FALLBACK
building_tea_plantation,Tea Plantations,Plantations de thé,bg_plantations,PLANTATION,YES_USED_IN_CURRENT_HISTORY,NO,improved_husbandry,pmg_base_building_tea_plantation:default_building_tea_plantation|pmg_tea_exploitation:default_labour|pmg_train_automation_building_tea_plantation:pm_road_carts,transportation,NONE,NO_EXPLICIT_DEFINITION_CAP,ARABLE_LAND_AND_STATE_ARABLE_RESOURCE,YES_TECH_DISTRIBUTION_REVIEW,FORK_OVERRIDE; PM_Gates=railways
building_temple_of_poseidon,Temple of Poseidon,Temple de Poséidon,bg_monuments_hidden,OTHER,NO_NONBUILDABLE_OR_EVENT_CONTROLLED,NO,NONE,pmg_dummy:pm_dummy,NONE,NONE,NO_EXPLICIT_DEFINITION_CAP,STATE_SPECIFIC_POTENTIAL,YES,VANILLA_FALLBACK; REPORT_LABEL_FALLBACK_FOR_VANILLA_BUILDING_DUMMY
building_textile_mill,Textile Manufacture,Manufacture textile,bg_light_industry,MANUFACTURING,YES_USED_IN_CURRENT_HISTORY,NO,organized_textile_production,pmg_base_building_textile_mill:pm_handsewn_clothes|pmg_luxury_building_textile_mill:pm_no_luxury_clothes|pmg_automation_building_textile_mill:pm_traditional_looms,dye|electricity|fabric|industrial_chemicals|rubber|silk|tools,clothes|luxury_clothes,NO_EXPLICIT_DEFINITION_CAP,NONE_EXPLICIT,YES_TECH_DISTRIBUTION_REVIEW,FORK_OVERRIDE; Aliases=building_textile_mills; PM_Gates=advanced_spinning|chemical_bleaching|electrical_capacitors|mechanized_spinning|mechanized_weaving|organized_textile_production|vulcanization
building_tobacco_plantation,Tobacco Plantations,Plantations de tabac,bg_plantations,PLANTATION,YES_USED_IN_CURRENT_HISTORY,NO,NONE,pmg_base_building_tobacco_plantation:default_building_tobacco_plantation|pmg_manufacture_tobacco:hand_rolled|pmg_working_conditions_tobacco:worker_exploitation_tobacco|pmg_train_automation_building_tobacco_plantation:pm_road_carts,transportation,NONE,NO_EXPLICIT_DEFINITION_CAP,ARABLE_LAND_AND_STATE_ARABLE_RESOURCE,YES,FORK_OVERRIDE; PM_Gates=railways
building_tooling_workshop,Tooling Workshops,Fabriques d’outils,bg_light_industry,MANUFACTURING,YES_USED_IN_CURRENT_HISTORY,NO,organized_workshops,pmg_base_building_tooling_workshop:pm_crude_tools|pmg_precision_machinery_production:pm_no_precision_machinery|pmg_automation_building_tooling_workshop:pm_automation_disabled|pmg_scientific_management:pm_no_scientific_management,alloys|coal|copper|electricity|industrial_chemicals|iron|lubricants|paper|precision_machinery|rubber|services|steel|tools|wood,precision_machinery|tools,NO_EXPLICIT_DEFINITION_CAP,NONE_EXPLICIT,YES_TECH_DISTRIBUTION_REVIEW,FORK_OVERRIDE; Aliases=building_tooling_workshops; PM_Gates=conveyors|corporate_management|electrical_capacitors|interchangeable_manufacture|mechanical_tools|precision_boring|rotary_valve_engine|vulcanization|watertube_boiler
building_trade_center,Trade Center,Centre de commerce,bg_trade,TRADE_CENTER,YES_USED_IN_CURRENT_HISTORY,NO,NONE,pmg_base_building_trade_center:pm_trade_center|pmg_trade_quantity_trade_center:pm_trade_center_trade_quantity_normal,merchant_marine,NONE,NO_EXPLICIT_DEFINITION_CAP,NONE_EXPLICIT,YES_CASE_BY_CASE_TRADE_SEED,FORK_OVERRIDE; PM_Gates=floating_harbor|mechanized_naval_dockyards
building_university,University,Université,bg_technology,EDUCATION,YES_USED_IN_CURRENT_HISTORY,NO,institutionalized_scientific_exchange,pmg_base_building_university:pm_scholastic_education|pmg_university_academia:pm_religious_academia|pmg_principle_freedom_of_movement_3:pm_principle_freedom_of_movement_3,paper,NONE,NO_EXPLICIT_DEFINITION_CAP,NONE_EXPLICIT,YES_TECH_DISTRIBUTION_REVIEW,FORK_OVERRIDE; PM_Gates=analytical_philosophy|polytechnical_education|specialized_professional_societies
building_urban_center,Urban Center,Centre urbain,bg_service,OTHER,NO_ENGINE_GENERATED,YES,NONE,pmg_amenities:pm_market_stalls|pmg_printing_services:pm_no_printing_services|pmg_street_lighting:pm_no_street_lighting|pmg_public_transport:pm_no_public_transport|pmg_urban_clergy:pm_state_urban_clergy|pmg_medical_services_building_urban_center:pm_no_organized_medical_supply,alloys|automobiles|coal|electricity|engines|glass|paper|pharmaceuticals|refined_fuels|steel|wood,services|transportation,ENGINE_GENERATED_LEVELS,NONE_EXPLICIT,NO_AUTO_GENERATED,FORK_OVERRIDE; DO_NOT_RESEARCH_AS_MANUAL_STARTING_BUILDING; PM_Gates=coal_gasification|combustion_engine|electrical_generation|elevator|mass_circulation_press|mechanized_printing|railways|steel_frame_buildings|turnpike_road_networks
building_vatican_city,Vatican City,Cité du Vatican,bg_monuments,OTHER,YES_USED_IN_CURRENT_HISTORY,NO,NONE,pmg_base_building_vatican_city:pm_default_building_vatican_city,NONE,NONE,NO_EXPLICIT_DEFINITION_CAP,STATE_SPECIFIC_POTENTIAL,YES,VANILLA_FALLBACK
building_victoria_terminus,Victoria Terminus,Victoria Terminus,bg_monuments,OTHER,CONDITIONAL_POTENTIAL,NO,steel_frame_buildings,pmg_base_building_victoria_terminus:pm_default_building_victoria_terminus,NONE,NONE,NO_EXPLICIT_DEFINITION_CAP,STATE_SPECIFIC_POTENTIAL,NO_POST_1776,VANILLA_FALLBACK; POST_1776_EXPLICIT_DATE_FILTER
building_vineyard,Vineyards,Vignobles,bg_agriculture,AGRICULTURE_COMMERCIAL,YES_USED_IN_CURRENT_HISTORY,NO,NONE,pmg_base_building_vineyard:default_building_vineyard|pmg_train_automation_building_vineyard:pm_road_carts,transportation,NONE,NO_EXPLICIT_DEFINITION_CAP,ARABLE_LAND_AND_STATE_ARABLE_RESOURCE,YES,FORK_OVERRIDE; Aliases=building_vineyard_plantations; PM_Gates=railways
building_wat_arun,Wat Arun,Wat Arun,bg_monuments_hidden,OTHER,NO_NONBUILDABLE_OR_EVENT_CONTROLLED,NO,NONE,pmg_dummy:pm_dummy,NONE,NONE,NO_EXPLICIT_DEFINITION_CAP,STATE_SPECIFIC_POTENTIAL,YES,VANILLA_FALLBACK; REPORT_LABEL_FALLBACK_FOR_VANILLA_BUILDING_DUMMY
building_whaling_station,Whaling Stations,Ports de chasse à la baleine,bg_whaling,RESOURCE_EXTRACTION,YES_USED_IN_CURRENT_HISTORY,NO,NONE,pmg_base_building_whaling_station:pm_simple_whaling|pmg_refrigeration_building_whaling_station:pm_unrefrigerated,clippers|coal|electricity|engines|steamers|transportation,meat|oil,NO_EXPLICIT_DEFINITION_CAP,STATE_REGION_RESOURCE_CAP_OR_DISCOVERY,YES,FORK_OVERRIDE; PM_Gates=electric_railway|flash_freezing|high_pressure_steam|pasteurization|watertube_boiler
building_wheat_farm,Wheat Farms,Cultures de blé,bg_staple_crops,AGRICULTURE_COMMERCIAL,YES_USED_IN_CURRENT_HISTORY,NO,NONE,pmg_base_building_wheat_farm:pm_simple_farming|pmg_secondary_building_wheat_farm:pm_no_secondary|pmg_harvesting_process_building_wheat_farm:pm_tools_disabled,coal|engines|fertilizer|fish|refined_fuels|tools,fruit|grain|sugar,NO_EXPLICIT_DEFINITION_CAP,ARABLE_LAND_AND_STATE_ARABLE_RESOURCE,YES,FORK_OVERRIDE; PM_Gates=advanced_crop_rotations|compression_ignition|improved_agricultural_implements|improved_fertilizer|mechanized_farming|nitrogen_fixation|threshing_machine
building_white_house,White House,Maison Blanche,bg_monuments,OTHER,NO_NONBUILDABLE_OR_EVENT_CONTROLLED,NO,NONE,pmg_base_building_white_house:pm_default_building_white_house,NONE,NONE,NO_EXPLICIT_DEFINITION_CAP,STATE_SPECIFIC_POTENTIAL,NO_POST_1776,VANILLA_FALLBACK; POST_1776_EXPLICIT_DATE_FILTER
