Owner_TAG,Country,State_ID,Current_Level,Historical_Target_Level,Gameplay_Minimum_Component,Final_Target_Level,Current_Bureaucracy_Context,Projected_Bureaucracy_Context,Tax_Capacity_Context,Capital_or_Admin_Center,Decision,Reason,Runtime_Validation_Required
KOK,Kokand,STATE_FERGANA,0,0,0,0,country_gross=0; static_structural_cost=79.2; gross_minus_static=-79.2; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-79.2; runtime_deincorp_states=0; post_deincorp_cost=79.2; post_deincorp_net=-79.2; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=123.1,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
KON,Yaka,STATE_BAS_CONGO,0,0,0,0,country_gross=0; static_structural_cost=31.1; gross_minus_static=-31.1; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-31.1; runtime_deincorp_states=0; post_deincorp_cost=31.1; post_deincorp_net=-31.1; laws=2; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=52.8,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
KOR,Korea,STATE_BUSAN,1,0,0,0,country_gross=90; static_structural_cost=698.0; gross_minus_static=-608.0; pm=pm_simple_organization; per_level=10,country_gross=60; near_balance_95pct=664; gross_minus_static=-638.0; runtime_deincorp_states=4; post_deincorp_cost=192.1; post_deincorp_net=-132.1; laws=9; explicit_institution_blocks=0,state_pm_per_level=2; country_current=18; country_projected=12; incorporated_population_need=1620.1,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
KOR,Korea,STATE_PYONGYANG,2,0,1,1,country_gross=90; static_structural_cost=698.0; gross_minus_static=-608.0; pm=pm_simple_organization; per_level=10,country_gross=60; near_balance_95pct=664; gross_minus_static=-638.0; runtime_deincorp_states=4; post_deincorp_cost=192.1; post_deincorp_net=-132.1; laws=9; explicit_institution_blocks=0,state_pm_per_level=2; country_current=18; country_projected=12; incorporated_population_need=1620.1,CURRENT_ADMIN_CENTER,DECREASE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
KOR,Korea,STATE_SARIWON,1,0,0,0,country_gross=90; static_structural_cost=698.0; gross_minus_static=-608.0; pm=pm_simple_organization; per_level=10,country_gross=60; near_balance_95pct=664; gross_minus_static=-638.0; runtime_deincorp_states=4; post_deincorp_cost=192.1; post_deincorp_net=-132.1; laws=9; explicit_institution_blocks=0,state_pm_per_level=2; country_current=18; country_projected=12; incorporated_population_need=1620.1,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
KOR,Korea,STATE_SEOUL,3,2,1,3,country_gross=90; static_structural_cost=698.0; gross_minus_static=-608.0; pm=pm_simple_organization; per_level=10,country_gross=60; near_balance_95pct=664; gross_minus_static=-638.0; runtime_deincorp_states=4; post_deincorp_cost=192.1; post_deincorp_net=-132.1; laws=9; explicit_institution_blocks=0,state_pm_per_level=2; country_current=18; country_projected=12; incorporated_population_need=1620.1,HISTORICAL_ADMIN_CENTER,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
KOR,Korea,STATE_YANGHO,2,0,2,2,country_gross=90; static_structural_cost=698.0; gross_minus_static=-608.0; pm=pm_simple_organization; per_level=10,country_gross=60; near_balance_95pct=664; gross_minus_static=-638.0; runtime_deincorp_states=4; post_deincorp_cost=192.1; post_deincorp_net=-132.1; laws=9; explicit_institution_blocks=0,state_pm_per_level=2; country_current=18; country_projected=12; incorporated_population_need=1620.1,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
KRG,Usukuma,STATE_TANGANYIKA,0,0,0,0,country_gross=0; static_structural_cost=14.9; gross_minus_static=-14.9; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-14.9; runtime_deincorp_states=0; post_deincorp_cost=14.9; post_deincorp_net=-14.9; laws=2; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=12.4,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
KRI,Douriango,STATE_VICTORIA,0,0,0,0,country_gross=0; static_structural_cost=20.5; gross_minus_static=-20.5; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-20.5; runtime_deincorp_states=0; post_deincorp_cost=20.5; post_deincorp_net=-20.5; laws=0; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=1.1,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
KRT,Segou,STATE_WESTERN_MALI,0,0,0,0,country_gross=0; static_structural_cost=19.6; gross_minus_static=-19.6; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-19.6; runtime_deincorp_states=0; post_deincorp_cost=19.6; post_deincorp_net=-19.6; laws=2; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=24.0,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
KRU,Mandinka,STATE_LIBERIA,0,0,0,0,country_gross=0; static_structural_cost=52.6; gross_minus_static=-52.6; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-52.6; runtime_deincorp_states=0; post_deincorp_cost=52.6; post_deincorp_net=-52.6; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=81.5,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
KSN,Barotse,STATE_EAST_ANGOLA,0,0,0,0,country_gross=0; static_structural_cost=16.6; gross_minus_static=-16.6; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-16.6; runtime_deincorp_states=0; post_deincorp_cost=16.6; post_deincorp_net=-16.6; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=16.4,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
KTI,Kutai,STATE_EAST_BORNEO,0,0,0,0,country_gross=0; static_structural_cost=16.6; gross_minus_static=-16.6; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-16.6; runtime_deincorp_states=0; post_deincorp_cost=16.6; post_deincorp_net=-16.6; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=16.5,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
KTU,Anangu,STATE_WESTERN_AUSTRALIA,0,0,0,0,country_gross=0; static_structural_cost=10.4; gross_minus_static=-10.4; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-10.4; runtime_deincorp_states=0; post_deincorp_cost=10.4; post_deincorp_net=-10.4; laws=0; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=1.1,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
KYN,Anangu,STATE_WESTERN_AUSTRALIA,0,0,0,0,country_gross=0; static_structural_cost=10.5; gross_minus_static=-10.5; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-10.5; runtime_deincorp_states=0; post_deincorp_cost=10.5; post_deincorp_net=-10.5; laws=0; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=1.4,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
KZH,Kishi Zhuz,STATE_SAMARA,0,0,0,0,country_gross=0; static_structural_cost=152.3; gross_minus_static=-152.3; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-152.3; runtime_deincorp_states=0; post_deincorp_cost=152.3; post_deincorp_net=-152.3; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=230.7,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
KZM,Lunda,STATE_KATANGA,0,0,0,0,country_gross=0; static_structural_cost=38.7; gross_minus_static=-38.7; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-38.7; runtime_deincorp_states=0; post_deincorp_cost=38.7; post_deincorp_net=-38.7; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=46.8,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
LAH,Azal,STATE_YEMEN,0,0,0,0,country_gross=0; static_structural_cost=13.0; gross_minus_static=-13.0; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-13.0; runtime_deincorp_states=0; post_deincorp_cost=13.0; post_deincorp_net=-13.0; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=7.4,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
LAN,Sintang,STATE_WEST_BORNEO,0,0,0,0,country_gross=0; static_structural_cost=12.9; gross_minus_static=-12.9; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-12.9; runtime_deincorp_states=0; post_deincorp_cost=12.9; post_deincorp_net=-12.9; laws=6; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=7.4,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
LBA,Luba,STATE_KASAI,0,0,0,0,country_gross=0; static_structural_cost=54.7; gross_minus_static=-54.7; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-54.7; runtime_deincorp_states=0; post_deincorp_cost=54.7; post_deincorp_net=-54.7; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=61.8,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
LGA,Azande,STATE_CONGO_ORIENTALE,0,0,0,0,country_gross=0; static_structural_cost=19.6; gross_minus_static=-19.6; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-19.6; runtime_deincorp_states=0; post_deincorp_cost=19.6; post_deincorp_net=-19.6; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=24.0,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
LIP,Schaumburg-Lippe,STATE_WESTPHALIA,0,0,0,0,country_gross=0; static_structural_cost=13.1; gross_minus_static=-13.1; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-13.1; runtime_deincorp_states=0; post_deincorp_cost=13.1; post_deincorp_net=-13.1; laws=1; explicit_institution_blocks=1,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=7.8,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
LKT,Lakota,STATE_MINNESOTA,0,0,0,0,country_gross=0; static_structural_cost=76.0; gross_minus_static=-76.0; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-76.0; runtime_deincorp_states=0; post_deincorp_cost=76.0; post_deincorp_net=-76.0; laws=0; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=15.0,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
LND,Lunda,STATE_KATANGA,0,0,0,0,country_gross=0; static_structural_cost=38.0; gross_minus_static=-38.0; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-38.0; runtime_deincorp_states=0; post_deincorp_cost=38.0; post_deincorp_net=-38.0; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=44.9,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
LNG,Loango,STATE_GABON,0,0,0,0,country_gross=0; static_structural_cost=29.1; gross_minus_static=-29.1; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-29.1; runtime_deincorp_states=0; post_deincorp_cost=29.1; post_deincorp_net=-29.1; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=22.8,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
LOU,Louisiana,STATE_LOUISIANA,0,1,0,1,country_gross=0; static_structural_cost=21.8; gross_minus_static=-21.8; pm=pm_simple_organization; per_level=10,country_gross=10; near_balance_95pct=21; gross_minus_static=-11.8; runtime_deincorp_states=0; post_deincorp_cost=21.8; post_deincorp_net=-11.8; laws=14; explicit_institution_blocks=1,state_pm_per_level=2; country_current=0; country_projected=2; incorporated_population_need=29.5,CAPITAL,ADD,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
LRR,Yolngu,STATE_NORTHERN_TERRITORY,0,0,0,0,country_gross=0; static_structural_cost=10.6; gross_minus_static=-10.6; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-10.6; runtime_deincorp_states=0; post_deincorp_cost=10.6; post_deincorp_net=-10.6; laws=0; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=1.6,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
LUA,Siam,STATE_LAOS,0,0,0,0,country_gross=0; static_structural_cost=0.0; gross_minus_static=0.0; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=0.0; runtime_deincorp_states=0; post_deincorp_cost=0.0; post_deincorp_net=0.0; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=0.0,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
LUB,Schleswig,STATE_SCHLESWIG_HOLSTEIN,0,0,0,0,country_gross=0; static_structural_cost=13.4; gross_minus_static=-13.4; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-13.4; runtime_deincorp_states=0; post_deincorp_cost=13.4; post_deincorp_net=-13.4; laws=5; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=8.4,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
LUC,Parma,STATE_EMILIA,0,0,0,0,country_gross=0; static_structural_cost=14.3; gross_minus_static=-14.3; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-14.3; runtime_deincorp_states=0; post_deincorp_cost=14.3; post_deincorp_net=-14.3; laws=3; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=10.8,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
LUO,Turkana,STATE_RIFT_VALLEY,0,0,0,0,country_gross=0; static_structural_cost=14.3; gross_minus_static=-14.3; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-14.3; runtime_deincorp_states=0; post_deincorp_cost=14.3; post_deincorp_net=-14.3; laws=0; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=10.8,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
LUX,Luxembourg,STATE_WALLONIA,0,1,0,1,country_gross=0; static_structural_cost=17.1; gross_minus_static=-17.1; pm=pm_simple_organization; per_level=10,country_gross=10; near_balance_95pct=17; gross_minus_static=-7.1; runtime_deincorp_states=0; post_deincorp_cost=17.1; post_deincorp_net=-7.1; laws=2; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=2; incorporated_population_need=17.7,CAPITAL,ADD,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
LZO,Barotse,STATE_ZAMBIA,0,0,0,0,country_gross=0; static_structural_cost=35.2; gross_minus_static=-35.2; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-35.2; runtime_deincorp_states=0; post_deincorp_cost=35.2; post_deincorp_net=-35.2; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=13.1,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
MAD,Madagascar,STATE_NORTH_MADAGASCAR,0,0,0,0,country_gross=0; static_structural_cost=97.7; gross_minus_static=-97.7; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-97.7; runtime_deincorp_states=0; post_deincorp_cost=97.7; post_deincorp_net=-97.7; laws=2; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=194.3,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
MARATH,Maratha Confederacy,STATE_AGRA,8,0,8,8,country_gross=230; static_structural_cost=969.9; gross_minus_static=-739.9; pm=pm_simple_organization; per_level=10,country_gross=160; near_balance_95pct=922; gross_minus_static=-809.9; runtime_deincorp_states=2; post_deincorp_cost=847.3; post_deincorp_net=-687.3; laws=17; explicit_institution_blocks=0,state_pm_per_level=2; country_current=46; country_projected=32; incorporated_population_need=2349.9,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
MARATH,Satara,STATE_BOMBAY,14,0,8,8,country_gross=230; static_structural_cost=969.9; gross_minus_static=-739.9; pm=pm_simple_organization; per_level=10,country_gross=160; near_balance_95pct=922; gross_minus_static=-809.9; runtime_deincorp_states=2; post_deincorp_cost=847.3; post_deincorp_net=-687.3; laws=17; explicit_institution_blocks=0,state_pm_per_level=2; country_current=46; country_projected=32; incorporated_population_need=2349.9,CURRENT_ADMIN_CENTER,DECREASE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
MARATH,Nagpur,STATE_CENTRAL_PROVINCES,1,0,0,0,country_gross=230; static_structural_cost=969.9; gross_minus_static=-739.9; pm=pm_simple_organization; per_level=10,country_gross=160; near_balance_95pct=922; gross_minus_static=-809.9; runtime_deincorp_states=2; post_deincorp_cost=847.3; post_deincorp_net=-687.3; laws=17; explicit_institution_blocks=0,state_pm_per_level=2; country_current=46; country_projected=32; incorporated_population_need=2349.9,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
MAS,Mascara,STATE_ALGIERS,1,0,1,1,country_gross=40; static_structural_cost=100.4; gross_minus_static=-60.4; pm=pm_simple_organization; per_level=10,country_gross=30; near_balance_95pct=96; gross_minus_static=-70.4; runtime_deincorp_states=1; post_deincorp_cost=60.9; post_deincorp_net=-30.9; laws=9; explicit_institution_blocks=0,state_pm_per_level=2; country_current=8; country_projected=6; incorporated_population_need=200.9,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
