Owner_TAG,Country,State_ID,Current_Level,Historical_Target_Level,Supply_Calibration_Addition,Final_Target_Level,Start_PM,Estimated_Wood_Output,Estimated_Local_or_Market_Demand,Market_Context,Decision,Reason,Runtime_Validation_Required
RUS,Russia,STATE_GALICH,2,1,0,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,55.0 (per_level=55.0),670.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,DECREASE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
RUS,Russia,STATE_KAZAN,5,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),670.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
RUS,Russia,STATE_KURSK,10,0,0,0,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_simple_forestry,0.0 (per_level=40.0),670.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
RUS,Russia,STATE_MOGILEV,0,1,0,1,pm_simple_forestry|pm_no_hardwood|pm_no_equipment|pm_road_carts,40.0 (per_level=40.0),670.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,ADD,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
RUS,Russia,STATE_MOSCOW,10,0,0,0,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_saw_mills,0.0 (per_level=80.0),670.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
RUS,Russia,STATE_NIZHNY_NOVGOROD,3,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),670.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
RUS,Russia,STATE_NOVGOROD,5,1,0,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,55.0 (per_level=55.0),670.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,DECREASE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
RUS,Russia,STATE_ORYOL,10,0,0,0,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_saw_mills,0.0 (per_level=80.0),670.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
RUS,Russia,STATE_PERM,2,2,0,2,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,110.0 (per_level=55.0),670.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
RUS,Russia,STATE_PSKOV,2,1,0,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,55.0 (per_level=55.0),670.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,DECREASE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
RUS,United Baltic Provinces,STATE_RIGA,0,1,0,1,pm_simple_forestry|pm_no_hardwood|pm_no_equipment|pm_road_carts,40.0 (per_level=40.0),670.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,ADD,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
RUS,Russia,STATE_ROSTOV,2,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),670.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
RUS,Russia,STATE_RYAZAN,2,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),670.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
RUS,Russia,STATE_SMOLENSK,8,1,0,1,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_saw_mills,80.0 (per_level=80.0),670.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,DECREASE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
RUS,Russia,STATE_TAMBOV,1,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),670.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
RUS,Russia,STATE_TVER,10,0,0,0,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_saw_mills,0.0 (per_level=80.0),670.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
RUS,Russia,STATE_UFA,0,1,0,1,pm_simple_forestry|pm_no_hardwood|pm_no_equipment|pm_road_carts,40.0 (per_level=40.0),670.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,ADD,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
RUS,Russia,STATE_URAL,2,2,0,2,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,110.0 (per_level=55.0),670.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
RUS,Russia,STATE_VITEBSK,3,1,0,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,55.0 (per_level=55.0),670.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,DECREASE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
RUS,Russia,STATE_VYATKA,2,1,0,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,55.0 (per_level=55.0),670.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,DECREASE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
RUS,Russia,STATE_WEST_KARELIA,1,1,0,1,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_saw_mills,80.0 (per_level=80.0),670.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
RUS,Russia,STATE_YAROSLAVL,4,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),670.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
RYU,Ryukyu,STATE_RYUKYU_ISLANDS,0,2,0,2,pm_simple_forestry|pm_no_hardwood|pm_no_equipment|pm_road_carts,80.0 (per_level=40.0),40.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,ADD,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SAR,Sardinia-Piedmont,STATE_SARDINIA,5,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),10.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SAR,Sardinia-Piedmont,STATE_SAVOY,2,1,0,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,55.0 (per_level=55.0),10.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,DECREASE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SC1,Nueva España,STATE_GUERRERO,1,0,1,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,55.0 (per_level=55.0),140.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SC1,Nueva España,STATE_HONDURAS,0,1,0,1,pm_simple_forestry|pm_no_hardwood|pm_no_equipment|pm_road_carts,40.0 (per_level=40.0),140.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,ADD,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SC1,Nueva España,STATE_JALISCO,2,0,2,2,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,110.0 (per_level=55.0),140.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SC1,Nueva España,STATE_RIO_GRANDE,1,0,1,1,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_saw_mills,80.0 (per_level=80.0),140.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SC2,Nueva Granada,STATE_CUNDINAMARCA,2,0,2,2,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_simple_forestry,80.0 (per_level=40.0),50.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SC2,Nueva Granada,STATE_GUAVIARE,1,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,0.0 (per_level=15.0),50.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SC3,Tehuelche,STATE_ARAUCANIA,1,0,0,0,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_saw_mills,0.0 (per_level=80.0),20.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SC3,Perú,STATE_ICA,1,0,0,0,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_simple_forestry,0.0 (per_level=40.0),20.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SC3,Perú,STATE_LOS_RIOS,2,1,1,2,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_saw_mills,160.0 (per_level=80.0),20.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SC3,Perú,STATE_POTOSI,1,0,0,0,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_saw_mills,0.0 (per_level=80.0),20.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SC4,Río de la Plata,STATE_BAJO_PARAGUAY,1,0,0,0,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_saw_mills,0.0 (per_level=80.0),25.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SC4,Río de la Plata,STATE_SANTA_FE,2,0,2,2,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_saw_mills,160.0 (per_level=80.0),25.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SC4,Río de la Plata,STATE_URUGUAY,1,0,0,0,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_simple_forestry,0.0 (per_level=40.0),25.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SIC,Two Sicilies,STATE_ABRUZZO,3,0,2,2,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,110.0 (per_level=55.0),85.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,DECREASE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SIC,Two Sicilies,STATE_CAMPANIA,2,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),85.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SIL,Temne,STATE_SIERRA_LEONE,1,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,0.0 (per_level=15.0),0.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SPA,Spain,STATE_ARAGON,2,0,2,2,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_saw_mills,160.0 (per_level=80.0),900.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SPA,Spain,STATE_ASTURIAS,3,1,2,3,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,165.0 (per_level=55.0),900.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SPA,Spain,STATE_BASQUE_COUNTRY,2,0,2,2,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_saw_mills,160.0 (per_level=80.0),900.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SPA,Spain,STATE_CATALONIA,3,0,3,3,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,165.0 (per_level=55.0),900.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SPA,Spain,STATE_GALICIA,3,0,3,3,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_saw_mills,240.0 (per_level=80.0),900.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SPA,Spain,STATE_LEON,1,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),900.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SPA,Spain,STATE_LOWER_ANDALUSIA,1,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),900.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SPA,Spain,STATE_OLD_CASTILE,2,0,2,2,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,110.0 (per_level=55.0),900.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SPA,Spain,STATE_VALENCIA,2,0,2,2,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_simple_forestry,80.0 (per_level=40.0),900.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SWE,Sweden,STATE_GOTALAND,6,1,5,6,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,330.0 (per_level=55.0),225.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SWE,Sweden,STATE_KUOPIO,2,1,0,1,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_saw_mills,80.0 (per_level=80.0),225.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,DECREASE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SWE,Sweden,STATE_NORRLAND,3,2,0,2,pm_increased_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,80.0 (per_level=40.0),225.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,DECREASE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SWE,Sweden,STATE_OSTROBOTHNIA,1,1,0,1,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_saw_mills,80.0 (per_level=80.0),225.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SWE,Sweden,STATE_OULU,1,1,0,1,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_saw_mills,80.0 (per_level=80.0),225.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SWE,Sweden,STATE_SVEALAND,6,0,4,4,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,220.0 (per_level=55.0),225.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,DECREASE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SWE,Sweden,STATE_UUSIMAA,2,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),225.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
SWI,Switzerland,STATE_EAST_SWITZERLAND,1,0,1,1,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_simple_forestry,40.0 (per_level=40.0),35.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
TRA,Travancore,STATE_TRAVANCORE,0,2,0,2,pm_simple_forestry|pm_no_hardwood|pm_no_equipment|pm_road_carts,80.0 (per_level=40.0),0.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,ADD,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
TRS,Transylvania,STATE_NORTHERN_TRANSYLVANIA,3,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,0.0 (per_level=15.0),0.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
TRS,Transylvania,STATE_SOUTHERN_TRANSYLVANIA,5,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),0.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
TUN,Tunis,STATE_TUNISIA,4,0,2,2,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_simple_forestry,80.0 (per_level=40.0),50.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,DECREASE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
