Research_Region,Owner_TAG,Owner_Name,State_ID,State_Name,Supplemental_Status,Positive_Row_Count,Evidence_Source_1,Evidence_Source_2,Evidence_Class,Coverage_Confidence,Map_Rework_Risk,Original_Reason_Missing,Notes
R7_SUBSAHARAN_AFRICA,OVB,Ovambo,STATE_HEREROLAND,Hereroland,COVERED_POSITIVE,1,https://www.cambridge.org/core/journals/international-review-of-social-history/article/economics-of-slavery-in-the-eighteenthcentury-cape-colony-revising-the-nieboerdomar-hypothesis/B7EB0A6EC343E570F6D339D8BB1EAC2F,https://www.cambridge.org/core/books/abs/environment-power-and-injustice/goat-people-and-fish-people-on-the-agropastoral-frontier-c-17501830/3EC2991A8638CAA4331F244484C3B558,REGIONAL_OR_DIRECT_18C_SOUTHERN_AFRICA_CONTEXT,LOW,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,Supplemental historical review completed for 1776-01-01. 1 conservative positive building recommendation(s) retained; see BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv.
R7_SUBSAHARAN_AFRICA,SAN,San,STATE_HEREROLAND,Hereroland,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/journals/international-review-of-social-history/article/economics-of-slavery-in-the-eighteenthcentury-cape-colony-revising-the-nieboerdomar-hypothesis/B7EB0A6EC343E570F6D339D8BB1EAC2F,https://www.cambridge.org/core/books/abs/environment-power-and-injustice/goat-people-and-fish-people-on-the-agropastoral-frontier-c-17501830/3EC2991A8638CAA4331F244484C3B558,REGIONAL_OR_DIRECT_18C_SOUTHERN_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,AYI,Anyi,STATE_IVORY_COAST,Ivory Coast,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/gold-assortments-and-the-trade-ounce-fante-merchants-and-the-problem-of-supply-and-demand-in-the-1770s/7BAE1078545429A48B2865011F599D2A,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,REGIONAL_WEST_AFRICAN_CONTEXT_INSUFFICIENT_FOR_EXACT_OWNER_STATE_POSITIVE,LOW,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,BLE,Baule,STATE_IVORY_COAST,Ivory Coast,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/gold-assortments-and-the-trade-ounce-fante-merchants-and-the-problem-of-supply-and-demand-in-the-1770s/7BAE1078545429A48B2865011F599D2A,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,REGIONAL_WEST_AFRICAN_CONTEXT_INSUFFICIENT_FOR_EXACT_OWNER_STATE_POSITIVE,LOW,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,FRA,France,STATE_IVORY_COAST,Ivory Coast,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/gold-assortments-and-the-trade-ounce-fante-merchants-and-the-problem-of-supply-and-demand-in-the-1770s/7BAE1078545429A48B2865011F599D2A,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,REGIONAL_WEST_AFRICAN_CONTEXT_INSUFFICIENT_FOR_EXACT_OWNER_STATE_POSITIVE,LOW,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,KNG,Kong,STATE_IVORY_COAST,Ivory Coast,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/gold-assortments-and-the-trade-ounce-fante-merchants-and-the-problem-of-supply-and-demand-in-the-1770s/7BAE1078545429A48B2865011F599D2A,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,REGIONAL_WEST_AFRICAN_CONTEXT_INSUFFICIENT_FOR_EXACT_OWNER_STATE_POSITIVE,LOW,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,KBA,Kuba,STATE_KASAI,Kasai,COVERED_ZERO_POSITIVE,0,https://www.metmuseum.org/fr/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/en-afrique-portugaise-langola-au-xviiie-siecle/F08953C4BB15740565FE8E7246F3719B,REGIONAL_OR_DIRECT_18C_CENTRAL_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,LBA,Luba,STATE_KASAI,Kasai,COVERED_ZERO_POSITIVE,0,https://www.metmuseum.org/fr/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/en-afrique-portugaise-langola-au-xviiie-siecle/F08953C4BB15740565FE8E7246F3719B,REGIONAL_OR_DIRECT_18C_CENTRAL_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,KZM,Kazembe,STATE_KATANGA,Katanga,COVERED_POSITIVE,1,https://www.metmuseum.org/fr/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/en-afrique-portugaise-langola-au-xviiie-siecle/F08953C4BB15740565FE8E7246F3719B,REGIONAL_OR_DIRECT_18C_CENTRAL_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,Supplemental historical review completed for 1776-01-01. 1 conservative positive building recommendation(s) retained; see BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv.
R7_SUBSAHARAN_AFRICA,LBA,Luba,STATE_KATANGA,Katanga,COVERED_POSITIVE,1,https://www.metmuseum.org/fr/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/en-afrique-portugaise-langola-au-xviiie-siecle/F08953C4BB15740565FE8E7246F3719B,REGIONAL_OR_DIRECT_18C_CENTRAL_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,Supplemental historical review completed for 1776-01-01. 1 conservative positive building recommendation(s) retained; see BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv.
R7_SUBSAHARAN_AFRICA,LND,Lunda,STATE_KATANGA,Katanga,COVERED_POSITIVE,1,https://www.metmuseum.org/fr/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/en-afrique-portugaise-langola-au-xviiie-siecle/F08953C4BB15740565FE8E7246F3719B,REGIONAL_OR_DIRECT_18C_CENTRAL_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,Supplemental historical review completed for 1776-01-01. 1 conservative positive building recommendation(s) retained; see BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv.
R7_SUBSAHARAN_AFRICA,BMB,Bemba,STATE_KAZEMBE,Kazembe,COVERED_ZERO_POSITIVE,0,https://www.metmuseum.org/fr/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/en-afrique-portugaise-langola-au-xviiie-siecle/F08953C4BB15740565FE8E7246F3719B,REGIONAL_OR_DIRECT_18C_CENTRAL_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,KZM,Kazembe,STATE_KAZEMBE,Kazembe,COVERED_POSITIVE,1,https://www.metmuseum.org/fr/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/en-afrique-portugaise-langola-au-xviiie-siecle/F08953C4BB15740565FE8E7246F3719B,REGIONAL_OR_DIRECT_18C_CENTRAL_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,Supplemental historical review completed for 1776-01-01. 1 conservative positive building recommendation(s) retained; see BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv.
R7_SUBSAHARAN_AFRICA,MRV,Maravi,STATE_KAZEMBE,Kazembe,COVERED_ZERO_POSITIVE,0,https://www.metmuseum.org/fr/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/en-afrique-portugaise-langola-au-xviiie-siecle/F08953C4BB15740565FE8E7246F3719B,REGIONAL_OR_DIRECT_18C_CENTRAL_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,AJR,Ajuran,STATE_KENYA,Kenya,COVERED_ZERO_POSITIVE,0,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/beyond-chiefdoms/invisible-roots-of-bunyorokitara-and-buganda-in-the-lakes-region-ad-8001300/76A51E54A44465D2657D4C8874235DF3,REGIONAL_OR_DIRECT_EAST_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,AUL,Aulihan,STATE_KENYA,Kenya,COVERED_ZERO_POSITIVE,0,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/beyond-chiefdoms/invisible-roots-of-bunyorokitara-and-buganda-in-the-lakes-region-ad-8001300/76A51E54A44465D2657D4C8874235DF3,REGIONAL_OR_DIRECT_EAST_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,KKY,Kikuyu,STATE_KENYA,Kenya,COVERED_ZERO_POSITIVE,0,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/beyond-chiefdoms/invisible-roots-of-bunyorokitara-and-buganda-in-the-lakes-region-ad-8001300/76A51E54A44465D2657D4C8874235DF3,REGIONAL_OR_DIRECT_EAST_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,MBS,Mombasa,STATE_KENYA,Kenya,COVERED_POSITIVE,1,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/beyond-chiefdoms/invisible-roots-of-bunyorokitara-and-buganda-in-the-lakes-region-ad-8001300/76A51E54A44465D2657D4C8874235DF3,REGIONAL_OR_DIRECT_EAST_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,Supplemental historical review completed for 1776-01-01. 1 conservative positive building recommendation(s) retained; see BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv.
R7_SUBSAHARAN_AFRICA,MJK,Mijikenda,STATE_KENYA,Kenya,COVERED_ZERO_POSITIVE,0,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/beyond-chiefdoms/invisible-roots-of-bunyorokitara-and-buganda-in-the-lakes-region-ad-8001300/76A51E54A44465D2657D4C8874235DF3,REGIONAL_OR_DIRECT_EAST_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,OMA,Oman,STATE_KENYA,Kenya,COVERED_POSITIVE,2,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/beyond-chiefdoms/invisible-roots-of-bunyorokitara-and-buganda-in-the-lakes-region-ad-8001300/76A51E54A44465D2657D4C8874235DF3,REGIONAL_OR_DIRECT_EAST_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,Supplemental historical review completed for 1776-01-01. 2 conservative positive building recommendation(s) retained; see BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv.
R7_SUBSAHARAN_AFRICA,ORM,Orma,STATE_KENYA,Kenya,COVERED_ZERO_POSITIVE,0,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/beyond-chiefdoms/invisible-roots-of-bunyorokitara-and-buganda-in-the-lakes-region-ad-8001300/76A51E54A44465D2657D4C8874235DF3,REGIONAL_OR_DIRECT_EAST_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,SKY,Sakuye,STATE_KENYA,Kenya,COVERED_ZERO_POSITIVE,0,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/beyond-chiefdoms/invisible-roots-of-bunyorokitara-and-buganda-in-the-lakes-region-ad-8001300/76A51E54A44465D2657D4C8874235DF3,REGIONAL_OR_DIRECT_EAST_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,WTU,Witu,STATE_KENYA,Kenya,COVERED_ZERO_POSITIVE,0,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/beyond-chiefdoms/invisible-roots-of-bunyorokitara-and-buganda-in-the-lakes-region-ad-8001300/76A51E54A44465D2657D4C8874235DF3,REGIONAL_OR_DIRECT_EAST_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,KRU,Kru,STATE_LIBERIA,Grain Coast,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/gold-assortments-and-the-trade-ounce-fante-merchants-and-the-problem-of-supply-and-demand-in-the-1770s/7BAE1078545429A48B2865011F599D2A,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,REGIONAL_WEST_AFRICAN_CONTEXT_INSUFFICIENT_FOR_EXACT_OWNER_STATE_POSITIVE,LOW,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,MDK,Mandinka,STATE_LIBERIA,Grain Coast,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/gold-assortments-and-the-trade-ounce-fante-merchants-and-the-problem-of-supply-and-demand-in-the-1770s/7BAE1078545429A48B2865011F599D2A,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,REGIONAL_WEST_AFRICAN_CONTEXT_INSUFFICIENT_FOR_EXACT_OWNER_STATE_POSITIVE,LOW,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,GGO,Gogo,STATE_LINDI,Rufiji,COVERED_ZERO_POSITIVE,0,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/beyond-chiefdoms/invisible-roots-of-bunyorokitara-and-buganda-in-the-lakes-region-ad-8001300/76A51E54A44465D2657D4C8874235DF3,REGIONAL_OR_DIRECT_EAST_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,HHE,Hehe,STATE_LINDI,Rufiji,COVERED_ZERO_POSITIVE,0,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/beyond-chiefdoms/invisible-roots-of-bunyorokitara-and-buganda-in-the-lakes-region-ad-8001300/76A51E54A44465D2657D4C8874235DF3,REGIONAL_OR_DIRECT_EAST_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,SNG,Sangu,STATE_LINDI,Rufiji,COVERED_ZERO_POSITIVE,0,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/beyond-chiefdoms/invisible-roots-of-bunyorokitara-and-buganda-in-the-lakes-region-ad-8001300/76A51E54A44465D2657D4C8874235DF3,REGIONAL_OR_DIRECT_EAST_AFRICA_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,POR,Portugal,STATE_LOURENCO_MARQUES,Lourenço Marques,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/books/abs/inbetween-textiles-14001800/african-cotton-cultural-and-economic-resistance-in-mozambique-in-the-mideighteenth-century/B38977C8386AC25234A7C547619AD249,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,REGIONAL_OR_DIRECT_MID_18C_MOZAMBIQUE_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,TSW,Tswana,STATE_LOURENCO_MARQUES,Lourenço Marques,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/books/abs/inbetween-textiles-14001800/african-cotton-cultural-and-economic-resistance-in-mozambique-in-the-mideighteenth-century/B38977C8386AC25234A7C547619AD249,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,REGIONAL_OR_DIRECT_MID_18C_MOZAMBIQUE_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,AGC,Angoche,STATE_MOCAMBIQUE,Mocambique,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/books/abs/inbetween-textiles-14001800/african-cotton-cultural-and-economic-resistance-in-mozambique-in-the-mideighteenth-century/B38977C8386AC25234A7C547619AD249,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,REGIONAL_OR_DIRECT_MID_18C_MOZAMBIQUE_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,MRV,Maravi,STATE_MOCAMBIQUE,Mocambique,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/books/abs/inbetween-textiles-14001800/african-cotton-cultural-and-economic-resistance-in-mozambique-in-the-mideighteenth-century/B38977C8386AC25234A7C547619AD249,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,REGIONAL_OR_DIRECT_MID_18C_MOZAMBIQUE_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,POR,Portugal,STATE_MOCAMBIQUE,Mocambique,COVERED_POSITIVE,2,https://www.cambridge.org/core/books/abs/inbetween-textiles-14001800/african-cotton-cultural-and-economic-resistance-in-mozambique-in-the-mideighteenth-century/B38977C8386AC25234A7C547619AD249,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,REGIONAL_OR_DIRECT_MID_18C_MOZAMBIQUE_CONTEXT,HIGH,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,Supplemental historical review completed for 1776-01-01. 2 conservative positive building recommendation(s) retained; see BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv.
R7_SUBSAHARAN_AFRICA,TGI,Tungi,STATE_MOCAMBIQUE,Mocambique,COVERED_ZERO_POSITIVE,0,https://www.cambridge.org/core/books/abs/inbetween-textiles-14001800/african-cotton-cultural-and-economic-resistance-in-mozambique-in-the-mideighteenth-century/B38977C8386AC25234A7C547619AD249,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,REGIONAL_OR_DIRECT_MID_18C_MOZAMBIQUE_CONTEXT,MEDIUM,NONE,NO_EXPLICIT_OWNER_STATE_COVERAGE_FOUND_IN_SUPPLIED_REGIONAL_DELIVERABLES,"Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
