technology_id,era,category,prerequisite_count,prerequisites,dependent_count,dependents,connected_component,component_size,minimum_depth,source_status,temporary_status,root_in_category,terminal_in_category,isolated_in_category,same_category_degree,hub_degree_5_plus,articulation_point,bridge_count,bridges,large_single_bridge_count,large_single_bridges,long_edges_span_2,long_edges_span_3,long_edges_span_4_plus,long_edges_span_6,maximum_era_gap,cross_category_prerequisite_count,era_inversion_count,non_layout_sha256
pumpjacks,era_9,production,2,steam_donkey;dynamite,0,,production-C01,89,3,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,YES,NO,2,NO,NO,0,,0,,0,0,0,0,1,0,0,0e5c8f94b774dcd66797ba522e337c6640f44726419b35770f9cd74dc4d61c7f
vulcanization,era_9,production,1,rubber_mastication,2,automatic_bottle_blowers;conveyors,production-C01,89,3,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,3,NO,YES,1,automatic_bottle_blowers--vulcanization:1,0,,0,0,0,0,1,0,0,65508aefb836b98a84a647f445480431b9d1891ebfdbe0b227fc334e3aab8bfb
art_silk,era_10,production,1,aniline,0,,production-C01,89,4,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,YES,NO,1,NO,NO,1,aniline--art_silk:1,0,,0,0,0,0,1,0,0,1b688b930a44f29835776cc074751488b2c8ec0b0c7db1674ab130165e58a402
automatic_bottle_blowers,era_10,production,1,vulcanization,0,,production-C01,89,4,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,YES,NO,1,NO,NO,1,automatic_bottle_blowers--vulcanization:1,0,,0,0,0,0,1,0,0,6389978bd14dcea8f419e27983247890abc6c0ddf091af9866894ae36ffd8a00
combustion_engine,era_10,production,1,rotary_valve_engine,1,compression_ignition,production-C01,89,4,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,2,NO,YES,2,combustion_engine--compression_ignition:1;combustion_engine--rotary_valve_engine:2,0,,1,0,0,0,2,0,0,af28093602b0506e3226bb6ab1d4971afe1b0f9f9cac4fbb206f76048e935300
conveyors,era_10,production,3,vulcanization;shift_work;electrical_generation,1,dough_rollers,production-C01,89,3,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,4,NO,YES,1,conveyors--dough_rollers:1,0,,1,0,0,0,2,0,0,ca1e9a70f404ff35c0c53497aeb491447f9e402d9f28c96bffb15b8a124e4b1f
electric_arc_process,era_10,production,1,open_hearth_process,1,arc_welding,production-C01,89,5,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,2,NO,NO,0,,0,,1,0,0,0,2,0,0,def1fab6b5569d2bcf5b758f1210619bb4f6ae29c12f6c41ffe9dd54995c943e
electrical_capacitors,era_10,production,1,electrical_generation,2,electric_railway;pasteurization,production-C01,89,5,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,3,NO,NO,0,,0,,0,0,0,0,1,0,0,64f2af3242a8700f9ad93735f54a4ecdeac3f58a87981278f5beaaae6dc43d7f
nitrogen_fixation,era_10,production,1,improved_fertilizer,0,,production-C01,89,3,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,YES,NO,1,NO,NO,1,improved_fertilizer--nitrogen_fixation:1,0,,1,0,0,0,2,0,0,a07187e200f7a6f58a1e6c00f0545908d892444a53feaf77b673eacc90ac69e1
plastics,era_10,production,1,reinforced_concrete,0,,production-C01,89,3,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,YES,NO,1,NO,NO,1,plastics--reinforced_concrete:1,0,,1,0,0,0,2,0,0,d76a1a12219da69634757686d5c5c5cb4ca6b8559592fef42d44a03d16481a29
pneumatic_tools,era_10,production,2,rotary_valve_engine;reinforced_concrete,1,arc_welding,production-C01,89,3,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,3,NO,NO,0,,0,,2,0,0,0,2,0,0,a577d162ae1e5cb0cf397504a8a8fbf5b175e17cb43adf2f2fbd7834a42f9aee
steam_turbine,era_10,production,1,electrical_generation,1,oil_turbine,production-C01,89,5,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,2,NO,YES,2,electrical_generation--steam_turbine:2;oil_turbine--steam_turbine:1,0,,0,0,0,0,1,0,0,0595dd3b59392a6ea0bc6e3f0308b697feb9ba8bd3be4d2f9b9993712a0c003c
telephone,era_10,production,2,shift_work;electrical_generation,1,radio,production-C01,89,3,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,3,NO,YES,1,radio--telephone:1,0,,1,0,0,0,2,0,0,adb2711d9129141831b992ef56ebb319191950f1498c9a6b88ab0e30eebb93ee
electric_railway,era_11,production,2,electrical_capacitors;steel_railway_cars,0,,production-C01,89,4,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,YES,NO,2,NO,NO,0,,0,,0,1,0,0,3,0,0,af355ea8aae3a28c6b66ae385e359546c4df3e36ffddf208dc45f25ed24d1cd9
pasteurization,era_11,production,2,vacuum_canning;electrical_capacitors,1,flash_freezing,production-C01,89,3,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,3,NO,YES,1,flash_freezing--pasteurization:1,0,,0,1,0,0,3,0,0,4c6f28321efc610f98dd4ce45d7437e91e97f9eb703b14472a794d46179fa7f1
radio,era_11,production,1,telephone,0,,production-C01,89,4,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,YES,NO,1,NO,NO,1,radio--telephone:1,0,,0,0,0,0,1,0,0,d8a90ec89e166d9d172be5a45486483ff28e9d345b12ef65333980a8d16523a6
arc_welding,era_12,production,2,electric_arc_process;pneumatic_tools,0,,production-C01,89,4,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,YES,NO,2,NO,NO,0,,0,,2,0,0,0,2,0,0,d1c05d9d18a274ee3fe73d174e11760a4d4cb925508b37f1726bda7df4c944ff
compression_ignition,era_12,production,1,combustion_engine,0,,production-C01,89,5,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,YES,NO,1,NO,NO,1,combustion_engine--compression_ignition:1,0,,1,0,0,0,2,0,0,14633804f47f709ac75a67ac18babea769ca4514657ee94f3802c32e78f73405
dough_rollers,era_12,production,1,conveyors,0,,production-C01,89,4,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,YES,NO,1,NO,NO,1,conveyors--dough_rollers:1,0,,1,0,0,0,2,0,0,4ca32381507f104d58ec67594bb09180f308e080c1626b4e0f8551458b47988a
flash_freezing,era_12,production,1,pasteurization,0,,production-C01,89,4,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,YES,NO,1,NO,NO,1,flash_freezing--pasteurization:1,0,,0,0,0,0,1,0,0,4f1b03e114fe60ba46edf5c4809390f50aa73bb5440fc1b5c78fedc09f7551a4
oil_turbine,era_12,production,1,steam_turbine,0,,production-C01,89,6,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,YES,NO,1,NO,NO,1,oil_turbine--steam_turbine:1,0,,1,0,0,0,2,0,0,b87273ce6665d37846ac5fd04180a76a21f5936a116a1387360092f8c4897f0a
commercial_insurance_markets,era_1,society,1,institutionalized_public_credit,0,,society-C01,98,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,YES,NO,1,NO,NO,1,commercial_insurance_markets--institutionalized_public_credit:1,0,,0,0,0,0,0,0,0,8881407fc8fa067d5dc3f2987254bf6ac2c081fcc2ec0c2a45cb20d0578593b5
institutionalized_public_credit,era_1,society,0,,4,commercial_insurance_markets;postal_savings;state_dockyard_systems;stock_exchange,society-C01,98,0,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,YES,NO,NO,3,NO,YES,1,commercial_insurance_markets--institutionalized_public_credit:1,0,,0,0,0,0,0,0,0,b2ede7948a0510743d5ac14795c66f82047613760cab3ffcd81210ca9d71ce13
institutionalized_scientific_exchange,era_1,society,0,,6,codified_practical_knowledge;experimental_research_laboratories;medical_degrees;scientific_metrology;specialized_technical_academies;veterinary_science,society-C01,98,0,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,YES,NO,NO,6,YES,YES,1,institutionalized_scientific_exchange--veterinary_science:1,0,,0,0,0,0,0,0,0,12505155d6f210c93e98ea971aba43650f10f4df2739c8c36894896b065cd504
international_relations,era_1,society,0,,1,colonization,society-C01,98,0,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,YES,NO,NO,1,NO,NO,1,colonization--international_relations:1,0,,0,0,0,0,0,0,0,6734422c56194197a58a3517923b4fad0448153440626bf5488ff233a343054a
periodical_print_networks,era_1,society,0,,7,codified_practical_knowledge;constitutional_government;human_rights;mechanized_printing;national_sovereignty;optical_telegraph_networks;organized_reform_movements,society-C01,98,0,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,YES,NO,NO,7,YES,YES,2,mechanized_printing--periodical_print_networks:3;optical_telegraph_networks--periodical_print_networks:1,1,mechanized_printing--periodical_print_networks:3,0,0,0,0,0,0,0,387a369d86e8aeb696376931dbb970c6d8e96636edb3fceef57f51fa7855e9c5
stock_exchange,era_1,society,1,institutionalized_public_credit,1,corporate_charters,society-C01,98,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,2,NO,NO,0,,0,,0,0,0,0,0,0,0,4bafa5952b037a5eb3cf05432c3340a6235244f42fb95fc7d2dccdac7c9dbc7e
systematic_administrative_statistics,era_2,society,0,,8,central_statistical_offices;logistics;political_economy;professional_civil_policing;scientific_metrology;systematic_cadastral_surveying;systematic_legal_codification;systematic_population_registration,society-C01,98,0,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,YES,NO,NO,7,YES,YES,1,systematic_administrative_statistics--systematic_cadastral_surveying:1,0,,0,0,0,0,0,0,0,de13058cfcd6a9cfd3905cf30d60e897458533f2ded455f5fa992c0e9929e25c
variolation_networks,era_2,society,0,,1,vaccination,society-C01,98,0,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,YES,NO,NO,1,NO,NO,1,vaccination--variolation_networks:1,0,,0,0,0,0,0,0,0,e2923210e51be7b3dcda7f4ed5b306f730eafa54654981245a3cb54509944ddb
codified_practical_knowledge,era_3,society,2,institutionalized_scientific_exchange;periodical_print_networks,1,political_economy,society-C01,98,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,3,NO,NO,0,,0,,2,0,0,0,2,0,0,8353fda75b544b478934810c411bf5ed408dee1eddda8e14e1e8f9d1fc233bc2
medical_degrees,era_3,society,1,institutionalized_scientific_exchange,3,clinicopathological_medicine;permanent_military_hospitals;pharmaceuticals,society-C01,98,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,3,NO,NO,0,,0,,1,0,0,0,2,0,0,d000fa93f2dbde670dfeb070e510b1ad04ad27dbcc969c48ff7eeee2fa0368d7
organized_elementary_schooling,era_3,society,0,,1,mass_circulation_press,society-C01,98,0,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,YES,NO,NO,1,NO,NO,1,mass_circulation_press--organized_elementary_schooling:1,0,,0,0,0,0,0,0,0,afd6bb0f9d6e51a9850367939044881eebd517282d6abea8493f2b31fbe2bbba
political_economy,era_3,society,2,systematic_administrative_statistics;codified_practical_knowledge,1,classical_political_economy,society-C01,98,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,3,NO,NO,0,,0,,0,0,0,0,1,0,0,20c3ba2c4ada01f3428585b00734dd950a243779472bca9241d2abda566ad22a
specialized_technical_academies,era_3,society,1,institutionalized_scientific_exchange,2,polytechnical_education;specialized_professional_societies,society-C01,98,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,3,NO,NO,0,,0,,1,0,0,0,2,0,0,b86a1e17fccf826823e7c19d965dd4f9be4a702d78825c24f4be099aa415eddc
systematic_population_registration,era_3,society,1,systematic_administrative_statistics,1,central_statistical_offices,society-C01,98,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,2,NO,NO,0,,0,,0,0,0,0,1,0,0,bd636b1081690c7d126f25ee96ddb1342f9a2b8f9471fdd698e6ae17489401b7
veterinary_science,era_3,society,1,institutionalized_scientific_exchange,1,military_veterinary_services,society-C01,98,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,YES,NO,1,NO,NO,1,institutionalized_scientific_exchange--veterinary_science:1,0,,1,0,0,0,2,0,0,9768969192fb4954ab843b8e9c28c2b04ed91eb47580bdc8cadaf2bf1493660b
abolitionist_mobilization,era_4,society,2,organized_reform_movements;human_rights,0,,society-C01,98,2,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,YES,NO,2,NO,NO,0,,0,,0,0,0,0,0,0,0,29fd7a9b515e78c7f9145985717705bdf11930d2c44878e534cef2b361e82914
classical_political_economy,era_4,society,1,political_economy,2,early_socialism_cooperativism;liberal_constitutionalism,society-C01,98,2,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,3,NO,NO,0,,0,,0,0,0,0,1,0,0,78917caf1a9eacb3317731e3c1d0c22cd62a844b40da3a1df0f88890870291f4
colonization,era_4,society,1,international_relations,1,quinine,society-C01,98,1,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,2,NO,YES,2,colonization--international_relations:1;colonization--quinine:2,0,,0,1,0,0,3,0,0,a364e178988a10c266bb8debe4d40b28f5229c79ad2b6a0d9b751be820c58bac
constitutional_government,era_4,society,1,periodical_print_networks,3,human_rights;liberal_constitutionalism;national_sovereignty,society-C01,98,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,4,NO,NO,0,,0,,0,1,0,0,3,0,0,50718bdd82c6cb045986eea80610f27d61d467581110685e17673b48eca8566b
corporate_charters,era_4,society,1,stock_exchange,1,joint_stock_companies,society-C01,98,2,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,2,NO,NO,0,,0,,0,1,0,0,3,0,0,58f11d0364722c63ff127ed96f216369c7d71cc19969ac346ea7c9f24b101745
human_rights,era_4,society,2,constitutional_government;periodical_print_networks,4,abolitionist_mobilization;feminism;liberal_constitutionalism;organized_reform_movements,society-C01,98,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,6,YES,YES,1,feminism--human_rights:1,0,,0,1,0,0,3,0,0,d3bf1e2e4c24a45b1e79380c233cd7ab5f947afd2ecde994a6fa104288c8a45b
national_sovereignty,era_4,society,2,constitutional_government;periodical_print_networks,1,nationalism,society-C01,98,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,3,NO,NO,0,,0,,0,1,0,0,3,0,0,07de65812e44010da57245f2e9390ee6e3ec8ed7b1ce1047c77ff014a1de0788
optical_telegraph_networks,era_4,society,1,periodical_print_networks,1,electric_telegraph,society-C01,98,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,YES,NO,1,NO,NO,1,optical_telegraph_networks--periodical_print_networks:1,0,,0,1,0,0,3,0,0,96c1ef0eb44b907bb6d712dee641dd5c830b8b2d45ea0e22ec86690228c9399d
organized_reform_movements,era_4,society,2,periodical_print_networks;human_rights,3,abolitionist_mobilization;early_socialism_cooperativism;labor_movement,society-C01,98,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,5,YES,NO,0,,0,,0,1,0,0,3,0,0,ad87c4affc4b4db066f64bcccbd890571019525c137646547e7f539878244585
polytechnical_education,era_4,society,1,specialized_technical_academies,1,experimental_research_laboratories,society-C01,98,2,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,2,NO,NO,0,,0,,0,0,0,0,1,0,0,b3cfbb4914cff114e00e265f2b629d0f66a117c35fdf205c30bd82bbc4eb0561
scientific_metrology,era_4,society,2,systematic_administrative_statistics;institutionalized_scientific_exchange,0,,society-C01,98,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,YES,NO,2,NO,NO,0,,0,,1,1,0,0,3,0,0,fc65ccf1a1d2640762395796d5dc8bc8f90d073d5cee4f2dec717bb1c99910dd
systematic_cadastral_surveying,era_4,society,2,systematic_administrative_statistics;turnpike_road_networks,0,,society-C01,98,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,YES,NO,1,NO,NO,1,systematic_administrative_statistics--systematic_cadastral_surveying:1,0,,2,0,0,0,2,1,0,2030820b49a4d9888f68a45f7e1f3d2a0617b93c626772affa4ac16a0bf94b1c
systematic_legal_codification,era_4,society,1,systematic_administrative_statistics,1,professional_civil_policing,society-C01,98,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,2,NO,NO,0,,0,,1,0,0,0,2,0,0,185eb12b4a1327890b588dbb840e4e839522d8ece2bda91a99e6ed486586e50a
vaccination,era_4,society,1,variolation_networks,1,organized_immunization_campaigns,society-C01,98,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,2,NO,YES,2,organized_immunization_campaigns--vaccination:2;vaccination--variolation_networks:1,0,,1,0,0,0,2,0,0,3127381574859c3e3b0375299e8aa64d16f64004fb773a18e839771966cb792c
active_principle_pharmacy,era_5,society,2,experimental_research_laboratories;industrial_acids,0,,society-C01,98,2,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,YES,NO,1,NO,NO,1,active_principle_pharmacy--experimental_research_laboratories:1,0,,0,1,0,0,3,1,0,da2522d562a54f3536973cf8146ce54de88ebc229d02a771ee26902f00a4c80a
central_statistical_offices,era_5,society,2,systematic_administrative_statistics;systematic_population_registration,0,,society-C01,98,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,YES,NO,2,NO,NO,0,,0,,1,1,0,0,3,0,0,316cd4e19c3f21e9624e037a297b678e16d4c291858f6892ab9e5b0f60c41a06
clinicopathological_medicine,era_5,society,2,medical_degrees;experimental_research_laboratories,0,,society-C01,98,2,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,YES,NO,2,NO,NO,0,,0,,1,0,0,0,2,0,0,27c6e747908e2f69db54905da9ce8c0e34b861d293c4559af0e7aba3633d25b3
experimental_research_laboratories,era_5,society,2,polytechnical_education;institutionalized_scientific_exchange,3,active_principle_pharmacy;clinicopathological_medicine;specialized_professional_societies,society-C01,98,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,5,YES,YES,1,active_principle_pharmacy--experimental_research_laboratories:1,0,,0,0,1,0,4,0,0,b966adebf8de58113e659c8fd2e717636b1caaf4865daa5b0dbb7f7fc5f7a5c4
mechanized_printing,era_5,society,4,periodical_print_networks;mechanical_tools;rotative_steam_power;continuous_papermaking,1,mass_circulation_press,society-C01,98,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,2,NO,YES,2,mass_circulation_press--mechanized_printing:2;mechanized_printing--periodical_print_networks:3,1,mechanized_printing--periodical_print_networks:3,0,0,1,0,4,3,0,0ef255c5f17feefd01c00799d050af4718078cb603e375724761a76fcf5d426d
organized_immunization_campaigns,era_5,society,1,vaccination,1,pharmaceuticals,society-C01,98,2,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,2,NO,YES,2,organized_immunization_campaigns--pharmaceuticals:3;organized_immunization_campaigns--vaccination:2,1,organized_immunization_campaigns--pharmaceuticals:3,0,0,0,0,1,0,0,6eefbc8a4832a4f4ff5c8d4b2896913612d7c0ba8e27b9701ce74b81231949bb
postal_savings,era_5,society,1,institutionalized_public_credit,1,mutual_funds,society-C01,98,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,2,NO,NO,0,,0,,0,0,1,0,4,0,0,25ed9006bc4c5f02574c48951f9fb21512cb17a539635939892d56cd46728ec0
specialized_professional_societies,era_5,society,2,specialized_technical_academies;experimental_research_laboratories,0,,society-C01,98,2,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,YES,NO,2,NO,NO,0,,0,,1,0,0,0,2,0,0,241e5959d161d6a6463f3dd0e04076bb58cefab4bc96c2bf010d3712070dc9d9
early_socialism_cooperativism,era_6,society,2,organized_reform_movements;classical_political_economy,2,anarchism;socialism,society-C01,98,2,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,4,NO,NO,0,,0,,2,0,0,0,2,0,0,c6ccb395e3956c9be8760c6d8e49687ba7564c2fb9e467446aa95be93c69272d
labor_movement,era_6,society,1,organized_reform_movements,2,corporatism;socialism,society-C01,98,2,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,3,NO,NO,0,,0,,1,0,0,0,2,0,0,9017d2962d9351e4b5690ffef37bbaf94a9e59ca6d01c6559cde4625a337ee16
liberal_constitutionalism,era_6,society,3,constitutional_government;human_rights;classical_political_economy,0,,society-C01,98,2,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,YES,NO,3,NO,NO,0,,0,,3,0,0,0,2,0,0,84a03fcb42c9b7bcbe9e36255079e5dae9c904cc73868b87c366f57f3ddb7c8e
mass_circulation_press,era_6,society,2,mechanized_printing;organized_elementary_schooling,0,,society-C01,98,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,YES,NO,2,NO,YES,2,mass_circulation_press--mechanized_printing:2;mass_circulation_press--organized_elementary_schooling:1,0,,0,1,0,0,3,0,0,744d691dcf7956185918baed9ea1ce7c053e2e206315757f86b99f5517fac1b5
pharmaceuticals,era_6,society,2,medical_degrees;organized_immunization_campaigns,1,quinine,society-C01,98,2,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,3,NO,YES,1,organized_immunization_campaigns--pharmaceuticals:3,1,organized_immunization_campaigns--pharmaceuticals:3,0,1,0,0,3,0,0,ac15f834f2f126628f3de886e69a1fc914e425c0b0a885971a7eae24368d61c8
professional_civil_policing,era_6,society,2,systematic_legal_codification;systematic_administrative_statistics,1,law_enforcement,society-C01,98,1,CUSTOM_PROTECTED,PROTECTED_TECH3A_BASELINE,NO,NO,NO,3,NO,NO,0,,0,,1,0,1,0,4,0,0,611edbbecb8ce9ae6939d8c82e84b03bb1f164fc4c833ebfc4bc5d21f2722be5
academia,era_7,society,1,rationalism,2,empiricism;romanticism,society-C01,98,1,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,3,NO,NO,0,,0,,0,0,0,0,0,0,0,17f4ae9227731607d295c45c6c6d2d8a1930227924cf0d33a47c5110b1be4896
banking,era_7,society,1,currency_standards,2,central_banking;joint_stock_companies,society-C01,98,4,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,3,NO,YES,1,banking--currency_standards:14,1,banking--currency_standards:14,0,0,0,0,0,0,0,dcdd8a9bf821e749558bc7f43af18f4847724a18e0a4a13a154a8634f9bbe432
central_archives,era_7,society,1,centralization,1,identification_documents,society-C01,98,3,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,2,NO,YES,2,central_archives--centralization:4;central_archives--identification_documents:3,2,central_archives--centralization:4;central_archives--identification_documents:3,0,0,0,0,0,0,0,91202c7c6fa8b09039056e114e0d803e41643348e66b2d4d2cbaacb36c745b83
central_banking,era_7,society,1,banking,1,mutual_funds,society-C01,98,5,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,2,NO,NO,0,,0,,0,0,0,0,0,0,0,178318df36e24391476712c85fc87bb2cccf31b9aecc5ce0cbf2ff0bff6be7f2
centralization,era_7,society,2,tech_bureaucracy;nationalism,2,central_archives;currency_standards,society-C01,98,2,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,4,NO,YES,1,central_archives--centralization:4,1,central_archives--centralization:4,0,0,0,0,0,0,0,10de8b44391116d112b92e106f8495c5ac4b8c3ecdfcacca3d09a29c2520d147
currency_standards,era_7,society,2,international_trade;centralization,1,banking,society-C01,98,3,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,3,NO,YES,1,banking--currency_standards:14,1,banking--currency_standards:14,0,0,0,0,0,0,0,752315d612d32b317de633bb4ad48adc2b9ae8090e2a83973f4bc7248f393449
democracy,era_7,society,1,rationalism,2,egalitarianism;mass_communication,society-C01,98,1,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,3,NO,NO,0,,0,,0,0,0,0,0,0,0,e9d2f9756fad5aced6f239b6abf52adfacf393386776509972b16526df05d772
dialectics,era_7,society,1,empiricism,1,socialism,society-C01,98,3,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,2,NO,NO,0,,0,,0,0,0,0,0,0,0,74c444615233a77a48bc51481d573c758622c6ceb777abf25ecd079c3b4f4bfd
egalitarianism,era_7,society,1,democracy,1,anarchism,society-C01,98,2,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,2,NO,NO,0,,0,,0,0,0,0,0,0,0,946a8acaf395b90106ded535829e8d7334cddd77480836f74b75233e413e9cb5
empiricism,era_7,society,1,academia,2,dialectics;psychiatry,society-C01,98,2,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,3,NO,YES,1,empiricism--psychiatry:5,1,empiricism--psychiatry:5,0,0,0,0,0,0,0,0a88a0917ef999a3310a77412ace868c48f2a9b996206ace6ccab3549e44ffe8
international_trade,era_7,society,1,tech_bureaucracy,1,currency_standards,society-C01,98,2,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,2,NO,NO,0,,0,,0,0,0,0,0,0,0,ed840974a77e226c94c8e163a6b7b456e6d8ee83e449848c8f214fc0d69cddd0
joint_stock_companies,era_7,society,2,banking;corporate_charters,1,investment_banks,society-C01,98,3,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,3,NO,NO,0,,0,,0,1,0,0,3,0,0,132f743c2ea7327a396218a6c0962b5a4d074104c418d4c355a41b862a76bd08
law_enforcement,era_7,society,3,tech_bureaucracy;urban_planning;professional_civil_policing,0,,society-C01,98,2,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,YES,NO,3,NO,NO,0,,0,,0,0,0,0,1,0,0,b7fd7a2dbbc7e080cce3fa0b97f032cef5958b511431cdb0f8b91a0c62135dc9
mass_communication,era_7,society,1,democracy,1,nationalism,society-C01,98,2,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,2,NO,NO,0,,0,,0,0,0,0,0,0,0,71b71989706825bfdbc12deae2bf12f54f2c800fc8b91dc44e888b31804c6cbf
modern_sewerage,era_7,society,1,urban_planning,1,steel_frame_buildings,society-C01,98,2,VANILLA_COMPATIBILITY,TEMPORARY_COMPATIBILITY,NO,NO,NO,2,NO,YES,2,modern_sewerage--steel_frame_buildings:4;modern_sewerage--urban_planning:5,2,modern_sewerage--steel_frame_buildings:4;modern_sewerage--urban_planning:5,0,0,0,0,0,0,0,eb90f3b462548657cbc011c26e049fe2378be3ffd72836d070087f32728da068
