TAG,Country,Region,Research_Status,Current_Technology_Count,Historical_Target_Count,Add_Count_vs_Local,Remove_Count_vs_Local,Unresolved_Count,Tree_Blocker_Count,Classification_Blocker_Count,Historical_Target_Technologies,Unresolved_Technologies,Tree_Blockers,Classification_Blockers,Implementation_Status
ION,Ionian Islands,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,6,12,7,1,0,2,0,codified_practical_knowledge;commercial_insurance_markets;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;scientific_fortification_siegecraft;state_dockyard_systems;traditional_food_processing;urbanization,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks;commercial_insurance_markets->institutionalized_public_credit",,READY_AFTER_TREE_FIX
IQU,Iquicha,AMERICAS_CARIBBEAN,RESEARCHED,6,4,2,4,0,1,0,international_relations;light_infantry_tactics;shaft_mining;traditional_food_processing,,light_infantry_tactics->regulated_small_arms,,READY_AFTER_TREE_FIX
IR1,Mamluk Iraq,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,8,12,6,2,0,2,0,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;standardized_field_artillery;state_dockyard_systems;traditional_food_processing;traditional_furniture_making;urbanization,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks;regulated_small_arms->scientific_fortification_siegecraft",,READY_AFTER_TREE_FIX
IRC,Iron Confederacy,AMERICAS_CARIBBEAN,RESEARCHED,2,0,0,2,0,0,0,,,,,READY
IREK,Kingdom of Ireland,WESTERN_EUROPE,RESEARCHED,12,26,16,2,0,2,5,advanced_crop_rotations;codified_practical_knowledge;distillation;improved_agricultural_implements;improved_husbandry;industrial_canals;institutionalized_scientific_exchange;light_infantry_tactics;medical_degrees;military_topographic_surveying;organized_forestry;organized_textile_production;periodical_print_networks;permanent_engineer_services;permanent_military_hospitals;regulated_small_arms;scientific_fortification_siegecraft;shaft_mining;standardized_field_artillery;sugar_refining;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking;variolation_networks,,advanced_crop_rotations->selective_breeding;industrial_canals->turnpike_road_networks,advanced_crop_rotations;improved_agricultural_implements;industrial_canals;medical_degrees;sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
ISQ,Isaaq,AFRICA,RESEARCHED,6,7,4,3,0,0,1,distillation;improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
JAB,Jabal Shammar,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,5,8,3,0,0,2,0,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;urbanization,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks;regulated_small_arms->scientific_fortification_siegecraft",,READY_AFTER_TREE_FIX
JAI,Dhundhar,SOUTH_ASIA,RESEARCHED,7,14,8,1,1,2,3,advanced_crop_rotations;codified_practical_knowledge;distillation;improved_agricultural_implements;improved_husbandry;institutionalized_scientific_exchange;international_relations;organized_textile_production;scientific_fortification_siegecraft;sugar_refining;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making;traditional_papermaking,cotton_gin,advanced_crop_rotations->selective_breeding;codified_practical_knowledge->periodical_print_networks,advanced_crop_rotations;improved_agricultural_implements;sugar_refining,NEEDS_REVIEW
JAP,Japan,EAST_ASIA_SE_ASIA,RESEARCHED,15,28,16,3,1,3,8,advanced_crop_rotations;codified_practical_knowledge;distillation;improved_agricultural_implements;improved_husbandry;industrial_canals;industrial_ceramics;institutionalized_public_credit;institutionalized_scientific_exchange;international_relations;military_topographic_surveying;organized_elementary_schooling;organized_forestry;organized_textile_production;periodical_print_networks;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery;stock_exchange;systematic_administrative_statistics;systematic_cadastral_surveying;systematic_legal_codification;systematic_population_registration;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking;variolation_networks,medical_degrees,advanced_crop_rotations->selective_breeding;industrial_canals->turnpike_road_networks;military_topographic_surveying->permanent_engineer_services,advanced_crop_rotations;improved_agricultural_implements;industrial_canals;industrial_ceramics;organized_elementary_schooling;systematic_cadastral_surveying;systematic_legal_codification;systematic_population_registration,NEEDS_REVIEW
JAS,Jaisalmer,SOUTH_ASIA,RESEARCHED,6,4,2,4,0,0,1,distillation;improved_husbandry;sugar_refining;traditional_food_processing,,,sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
JBB,Jabal,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,2,8,6,0,0,2,0,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;urbanization,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks;regulated_small_arms->scientific_fortification_siegecraft",,READY_AFTER_TREE_FIX
JEY,Jeypore,SOUTH_ASIA,RESEARCHED,6,4,2,4,0,0,1,distillation;improved_husbandry;sugar_refining;traditional_food_processing,,,sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
JHN,Jhansi,SOUTH_ASIA,RESEARCHED,6,4,2,4,0,0,1,distillation;improved_husbandry;sugar_refining;traditional_food_processing,,,sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
JLF,Jolof,AFRICA,RESEARCHED,1,7,6,0,0,0,1,improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making;variolation_networks,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
JMB,Jambi,EAST_ASIA_SE_ASIA,RESEARCHED,7,4,0,3,0,0,0,distillation;improved_husbandry;international_relations;organized_textile_production,,,,READY
JOD,Marwar,SOUTH_ASIA,RESEARCHED,6,8,4,2,1,1,2,advanced_crop_rotations;distillation;improved_husbandry;international_relations;organized_textile_production;sugar_refining;traditional_food_processing;traditional_furniture_making,cotton_gin,advanced_crop_rotations->selective_breeding,advanced_crop_rotations;sugar_refining,NEEDS_REVIEW
JOH,Johore,EAST_ASIA_SE_ASIA,RESEARCHED,7,8,3,2,0,2,0,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;systematic_administrative_statistics;traditional_food_processing,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks;light_infantry_tactics->regulated_small_arms",,READY_AFTER_TREE_FIX
JUN,Junagadh,SOUTH_ASIA,RESEARCHED,6,8,4,2,1,0,1,distillation;improved_husbandry;international_relations;organized_textile_production;sugar_refining;traditional_food_processing;traditional_papermaking;variolation_networks,cotton_gin,,sugar_refining,NEEDS_REVIEW
KAB,Kabul,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,7,10,5,2,0,2,0,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;traditional_food_processing;traditional_furniture_making;urbanization,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks;regulated_small_arms->scientific_fortification_siegecraft",,READY_AFTER_TREE_FIX
KAF,Kafiristan,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,5,6,1,0,0,1,0,distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;urbanization,,light_infantry_tactics->regulated_small_arms,,READY_AFTER_TREE_FIX
KAL,Kalat,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,6,7,2,1,0,2,0,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;urbanization,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks;light_infantry_tactics->regulated_small_arms",,READY_AFTER_TREE_FIX
KAN,Kandahar,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,7,10,5,2,0,2,0,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;traditional_food_processing;traditional_furniture_making;urbanization,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks;regulated_small_arms->scientific_fortification_siegecraft",,READY_AFTER_TREE_FIX
KAS,Kashmir,SOUTH_ASIA,RESEARCHED,8,10,4,2,1,1,1,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;sugar_refining;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making;traditional_papermaking,cotton_gin,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks",sugar_refining,NEEDS_REVIEW
KAT,Kathiri,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,5,7,2,0,0,1,0,distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;traditional_food_processing;urbanization,,light_infantry_tactics->regulated_small_arms,,READY_AFTER_TREE_FIX
KAU,Kaurna,OCEANIA_PACIFIC,RESEARCHED,2,1,0,1,0,0,0,traditional_food_processing,,,,READY
KBA,Kuba,AFRICA,RESEARCHED,4,6,3,1,0,0,1,improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
KBB,Kathiri,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,2,7,5,0,0,1,0,distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;traditional_food_processing;urbanization,,light_infantry_tactics->regulated_small_arms,,READY_AFTER_TREE_FIX
KBD,Kabadougou,AFRICA,RESEARCHED,2,1,0,1,0,0,0,improved_husbandry,,,,READY
KBU,Kaabu,AFRICA,RESEARCHED,2,6,5,1,0,0,1,improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
KFA,Kaffa,AFRICA,RESEARCHED,5,8,6,3,0,0,1,distillation;improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making;variolation_networks,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
KHI,Khiva,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,6,9,4,1,0,1,0,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;urbanization,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks",,READY_AFTER_TREE_FIX
KHP,Kolhapur,SOUTH_ASIA,RESEARCHED,6,6,2,2,1,0,1,distillation;improved_husbandry;international_relations;organized_textile_production;sugar_refining;traditional_food_processing,cotton_gin,,sugar_refining,NEEDS_REVIEW
KKI,Kuki,SOUTH_ASIA,RESEARCHED,1,2,1,0,0,1,1,improved_husbandry;sugar_refining,,sugar_refining->traditional_food_processing,sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
KKY,Kikuyu,AFRICA,RESEARCHED,1,1,0,0,0,0,0,improved_husbandry,,,,READY
KLN,Kulin,OCEANIA_PACIFIC,RESEARCHED,2,1,0,1,0,0,0,traditional_food_processing,,,,READY
KLO,Khmer Loeu,EAST_ASIA_SE_ASIA,RESEARCHED,1,1,0,0,0,0,0,improved_husbandry,,,,READY
KNC,Karna,OCEANIA_PACIFIC,RESEARCHED,2,1,0,1,0,0,0,traditional_food_processing,,,,READY
KNG,Kong,AFRICA,RESEARCHED,2,6,5,1,0,0,1,improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
KNK,Kanak,OCEANIA_PACIFIC,RESEARCHED,2,3,1,0,0,1,1,advanced_crop_rotations;improved_husbandry;traditional_food_processing,,advanced_crop_rotations->selective_breeding,advanced_crop_rotations,READY_AFTER_CLASSIFICATION_DECISION
KNO,Kurnool,SOUTH_ASIA,RESEARCHED,6,4,2,4,0,0,1,distillation;improved_husbandry;sugar_refining;traditional_food_processing,,,sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
KOK,Kokand,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,6,9,4,1,0,1,0,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;urbanization,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks",,READY_AFTER_TREE_FIX
KON,Kongo,AFRICA,RESEARCHED,6,6,3,3,0,0,1,improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
KOR,Korea,EAST_ASIA_SE_ASIA,RESEARCHED,10,20,13,3,0,5,8,advanced_crop_rotations;codified_practical_knowledge;distillation;improved_agricultural_implements;improved_husbandry;industrial_ceramics;international_relations;medical_degrees;organized_elementary_schooling;organized_textile_production;periodical_print_networks;scientific_fortification_siegecraft;standardized_field_artillery;systematic_administrative_statistics;systematic_cadastral_surveying;systematic_legal_codification;systematic_population_registration;traditional_food_processing;traditional_furniture_making;traditional_papermaking,,advanced_crop_rotations->selective_breeding;codified_practical_knowledge->institutionalized_scientific_exchange;industrial_ceramics->traditional_glassmaking;medical_degrees->institutionalized_scientific_exchange;standardized_field_artillery->regulated_small_arms,advanced_crop_rotations;improved_agricultural_implements;industrial_ceramics;medical_degrees;organized_elementary_schooling;systematic_cadastral_surveying;systematic_legal_codification;systematic_population_registration,READY_AFTER_CLASSIFICATION_DECISION
KOT,Kotah,SOUTH_ASIA,RESEARCHED,6,7,4,3,1,1,2,advanced_crop_rotations;distillation;improved_husbandry;organized_textile_production;sugar_refining;traditional_food_processing;traditional_papermaking,cotton_gin,advanced_crop_rotations->selective_breeding,advanced_crop_rotations;sugar_refining,NEEDS_REVIEW
KRA,Krakow,NORTHERN_EASTERN_EUROPE,RESEARCHED,11,24,16,3,0,4,7,advanced_crop_rotations;applied_mineralogy;codified_practical_knowledge;constitutional_government;distillation;improved_agricultural_implements;improved_husbandry;industrial_ceramics;institutionalized_scientific_exchange;medical_degrees;military_topographic_surveying;organized_elementary_schooling;organized_textile_production;periodical_print_networks;permanent_engineer_services;permanent_military_hospitals;political_economy;selective_breeding;sugar_refining;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking;variolation_networks,,"applied_mineralogy->shaft_mining;permanent_engineer_services->scientific_fortification_siegecraft;permanent_military_hospitals->scientific_fortification_siegecraft;political_economy->commercial_insurance_markets,systematic_administrative_statistics",advanced_crop_rotations;constitutional_government;improved_agricultural_implements;industrial_ceramics;medical_degrees;organized_elementary_schooling;sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
KRG,Karagwe,AFRICA,RESEARCHED,2,0,0,2,0,0,0,,,,,READY
KRI,Douriango,OCEANIA_PACIFIC,RESEARCHED,2,1,0,1,0,0,0,traditional_food_processing,,,,READY
KRT,Kaarta,AFRICA,RESEARCHED,5,7,5,3,0,0,1,improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making;variolation_networks,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
KRU,Kru,AFRICA,RESEARCHED,1,5,4,0,0,0,1,improved_agricultural_implements;improved_husbandry;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
KSN,Kasanje,AFRICA,RESEARCHED,2,6,4,0,0,0,1,improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
KTI,Kutai,EAST_ASIA_SE_ASIA,RESEARCHED,7,4,0,3,0,0,0,distillation;improved_husbandry;international_relations;organized_textile_production,,,,READY
KTU,Kartu,OCEANIA_PACIFIC,RESEARCHED,2,1,0,1,0,0,0,traditional_food_processing,,,,READY
KUN,Kunduz,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,5,9,4,0,0,2,0,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;traditional_food_processing;urbanization,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks;regulated_small_arms->scientific_fortification_siegecraft",,READY_AFTER_TREE_FIX
KUT,Kutch,SOUTH_ASIA,RESEARCHED,7,9,5,3,1,1,1,commercial_insurance_markets;distillation;improved_husbandry;international_relations;organized_textile_production;sugar_refining;traditional_food_processing;traditional_papermaking;variolation_networks,cotton_gin,commercial_insurance_markets->institutionalized_public_credit,sugar_refining,NEEDS_REVIEW
KYN,Pilbara,OCEANIA_PACIFIC,RESEARCHED,2,1,0,1,0,0,0,traditional_food_processing,,,,READY
KZH,Kishi Zhuz,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,5,5,0,0,0,0,0,distillation;improved_husbandry;international_relations;organized_textile_production;urbanization,,,,READY
KZM,Kazembe,AFRICA,RESEARCHED,2,5,4,1,0,1,1,improved_agricultural_implements;improved_husbandry;international_relations;traditional_food_processing;traditional_furniture_making,,traditional_furniture_making->organized_textile_production,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
LAD,Ladakh,SOUTH_ASIA,RESEARCHED,7,5,2,4,0,0,1,distillation;improved_husbandry;international_relations;sugar_refining;traditional_food_processing,,,sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
LAH,Lahej,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,5,7,2,0,0,1,0,distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;traditional_food_processing;urbanization,,light_infantry_tactics->regulated_small_arms,,READY_AFTER_TREE_FIX
LAN,Lanfang,EAST_ASIA_SE_ASIA,RESEARCHED,7,0,0,7,0,0,0,,,,,READY
LBA,Luba,AFRICA,RESEARCHED,3,6,3,0,0,0,1,improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
LGA,Lega,AFRICA,RESEARCHED,1,2,1,0,0,0,0,improved_husbandry;traditional_food_processing,,,,READY
LIB,Liberia,AFRICA,RESEARCHED,5,2,0,3,0,0,0,improved_husbandry;international_relations,,,,READY
LIP,Lippe,CENTRAL_EUROPE_GERMAN_ITALY,RESEARCHED,7,5,2,4,0,0,0,distillation;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,,READY
LKT,Lakota,AMERICAS_CARIBBEAN,RESEARCHED,2,1,0,1,0,0,0,improved_husbandry,,,,READY
LND,Lunda,AFRICA,RESEARCHED,3,6,3,0,0,0,1,improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
LNG,Loango,AFRICA,RESEARCHED,4,6,3,1,0,0,1,improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
LOU,Louisiana,AMERICAS_CARIBBEAN,RESEARCHED,7,10,5,2,0,2,1,colonization;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;standardized_field_artillery;sugar_refining;traditional_food_processing;traditional_furniture_making,,light_infantry_tactics->regulated_small_arms;standardized_field_artillery->regulated_small_arms,sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
LRR,Larrakia,OCEANIA_PACIFIC,RESEARCHED,2,1,0,1,0,0,0,traditional_food_processing,,,,READY
LUA,Luang Prabang,EAST_ASIA_SE_ASIA,RESEARCHED,7,5,1,3,0,0,0,distillation;improved_husbandry;international_relations;organized_textile_production;traditional_papermaking,,,,READY
LUB,Lübeck,CENTRAL_EUROPE_GERMAN_ITALY,RESEARCHED,7,7,4,4,0,0,1,distillation;enclosed_dock_systems;international_relations;organized_textile_production;sugar_refining;traditional_food_processing;traditional_furniture_making,,,sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
LUC,Lucca,CENTRAL_EUROPE_GERMAN_ITALY,RESEARCHED,7,6,3,4,0,0,0,distillation;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making;traditional_papermaking,,,,READY
LUO,Luo,AFRICA,RESEARCHED,2,1,0,1,0,0,0,improved_husbandry,,,,READY
LUX,Luxembourg,WESTERN_EUROPE,RESEARCHED,12,14,6,4,1,3,2,distillation;improved_husbandry;industrial_ceramics;light_infantry_tactics;organized_textile_production;periodical_print_networks;permanent_engineer_services;scientific_fortification_siegecraft;standardized_field_artillery;sugar_refining;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making;traditional_papermaking,casemated_fortifications,industrial_ceramics->traditional_glassmaking;light_infantry_tactics->regulated_small_arms;standardized_field_artillery->regulated_small_arms,industrial_ceramics;sugar_refining,NEEDS_REVIEW
LZO,Barotse,AFRICA,RESEARCHED,1,5,4,0,0,1,1,improved_agricultural_implements;improved_husbandry;international_relations;traditional_food_processing;traditional_furniture_making,,traditional_furniture_making->organized_textile_production,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
MAD,Madagascar,AFRICA,RESEARCHED,4,7,4,1,0,0,1,distillation;improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
MAH,Mahra,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,5,7,2,0,0,1,0,distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;traditional_food_processing;urbanization,,light_infantry_tactics->regulated_small_arms,,READY_AFTER_TREE_FIX
MAI,Maimana,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,5,9,4,0,0,2,0,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;traditional_food_processing;urbanization,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks;regulated_small_arms->scientific_fortification_siegecraft",,READY_AFTER_TREE_FIX
MAK,Makran,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,6,7,2,1,0,2,0,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;urbanization,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks;light_infantry_tactics->regulated_small_arms",,READY_AFTER_TREE_FIX
MARATH,Maratha Confederacy,SOUTH_ASIA,RESEARCHED,10,18,10,2,1,2,3,advanced_crop_rotations;codified_practical_knowledge;commercial_insurance_markets;distillation;improved_agricultural_implements;improved_husbandry;institutionalized_public_credit;international_relations;organized_textile_production;regulated_small_arms;scientific_fortification_siegecraft;state_dockyard_systems;sugar_refining;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making;traditional_papermaking;variolation_networks,cotton_gin,"advanced_crop_rotations->selective_breeding;codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks",advanced_crop_rotations;improved_agricultural_implements;sugar_refining,NEEDS_REVIEW
MAS,Mascara,AFRICA,RESEARCHED,7,12,8,3,0,0,1,distillation;improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;variolation_networks,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
MBB,Mahra,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,2,7,5,0,0,1,0,distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;traditional_food_processing;urbanization,,light_infantry_tactics->regulated_small_arms,,READY_AFTER_TREE_FIX
MBS,Mombasa,AFRICA,RESEARCHED,7,6,3,4,0,0,1,improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
MCR,Micronesia,OCEANIA_PACIFIC,RESEARCHED,2,4,2,0,0,2,0,codified_practical_knowledge;international_relations;scientific_naval_architecture;traditional_food_processing,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks;scientific_naval_architecture->state_dockyard_systems",,READY_AFTER_TREE_FIX
MDK,Mandinka,AFRICA,RESEARCHED,1,5,4,0,0,0,1,improved_agricultural_implements;improved_husbandry;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
MEC,Mecklenburg,CENTRAL_EUROPE_GERMAN_ITALY,RESEARCHED,7,5,2,4,0,0,0,distillation;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,,READY
MEI,Saxe-Meiningen,CENTRAL_EUROPE_GERMAN_ITALY,RESEARCHED,7,5,2,4,0,0,0,distillation;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,,READY
MEW,Mewar,SOUTH_ASIA,RESEARCHED,7,14,8,1,1,2,3,advanced_crop_rotations;applied_mineralogy;codified_practical_knowledge;distillation;improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;scientific_fortification_siegecraft;shaft_mining;sugar_refining;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making,cotton_gin,"advanced_crop_rotations->selective_breeding;codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks",advanced_crop_rotations;improved_agricultural_implements;sugar_refining,NEEDS_REVIEW
MEX,Mexico,AMERICAS_CARIBBEAN,RESEARCHED,10,16,8,2,0,4,1,applied_mineralogy;colonization;distillation;improved_husbandry;international_relations;light_infantry_tactics;medical_degrees;organized_textile_production;periodical_print_networks;permanent_engineer_services;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making;traditional_glassmaking,,light_infantry_tactics->regulated_small_arms;medical_degrees->institutionalized_scientific_exchange;permanent_engineer_services->scientific_fortification_siegecraft;standardized_field_artillery->regulated_small_arms,medical_degrees,READY_AFTER_CLASSIFICATION_DECISION
MGD,Maguindanao,EAST_ASIA_SE_ASIA,RESEARCHED,7,6,1,2,0,1,0,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;systematic_administrative_statistics,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks",,READY_AFTER_TREE_FIX
MGH,Khasi,SOUTH_ASIA,RESEARCHED,1,2,1,0,0,1,1,improved_husbandry;sugar_refining,,sugar_refining->traditional_food_processing,sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
MICC,Michigan Tribal Confederation,AMERICAS_CARIBBEAN,RESEARCHED,4,4,2,2,0,1,0,improved_husbandry;international_relations;light_infantry_tactics;traditional_food_processing,,light_infantry_tactics->regulated_small_arms,,READY_AFTER_TREE_FIX
MJK,Mijikenda,AFRICA,RESEARCHED,1,6,5,0,0,0,1,improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
MJT,Majerteen,AFRICA,RESEARCHED,6,7,4,3,0,0,1,distillation;improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
