Technology_ID,Category,Era,Parent_Count,Parents,Child_Count,Children,Building_Unlocks,PM_Unlocks,Law_Unlocks,Modifier_Count,Start_Country_Count,Role,Problem_Flags,Recommendation
malaria_prevention,society,era_10,3,civilizing_mission;organized_immunization_campaigns;quinine,1,antibiotics,,,,1,0,Nœud structurel,BAD_ERA_CHAIN,KEEP
multilateral_alliances,society,era_10,2,international_relations;pan-nationalism,0,,,,,1,0,Bonus technologique,LOW_VALUE;BAD_ERA_CHAIN,KEEP
political_agitation,society,era_10,2,mass_circulation_press;organized_reform_movements,1,mass_propaganda,,,law_outlawed_dissent;law_single_party_state,1,0,Déblocage loi,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
psychoanalysis,society,era_10,1,clinicopathological_medicine,0,,,,,1,0,Bonus technologique,LOW_VALUE;BAD_ERA_CHAIN,KEEP
zeppelins,society,era_10,1,steel_frame_buildings,0,,,pm_airship_mooring_post,,1,0,Déblocage PM,OK,KEEP
analytical_philosophy,society,era_11,1,specialized_professional_societies,0,,,pm_analytical_philosophy_department,,1,0,Déblocage PM,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
behaviorism,society,era_11,2,experimental_research_laboratories;philosophical_pragmatism,0,,,,,1,0,Bonus technologique,LOW_VALUE;BAD_ERA_CHAIN,KEEP
central_planning,society,era_11,1,identification_documents,1,mass_surveillance,,pm_switch_boards,law_command_economy,1,0,Déblocage PM/loi,OK,KEEP
mass_propaganda,society,era_11,3,film;organized_sports;political_agitation,0,,,,,1,0,Déblocage contenu militaire/diplomatique,OK,KEEP
antibiotics,society,era_12,3,experimental_research_laboratories;malaria_prevention;organized_immunization_campaigns,0,,,pm_antibiotic_mass_production,,1,0,Déblocage PM,BAD_ERA_CHAIN,REVIEW_TOPOLOGY
macroeconomics,society,era_12,2,central_statistical_offices;classical_political_economy,0,,,,,1,0,Bonus technologique,LOW_VALUE;BAD_ERA_CHAIN,KEEP
mass_surveillance,society,era_12,1,central_planning,0,,,,law_militarized_police,1,0,Déblocage loi,OK,KEEP
modern_financial_instruments,society,era_12,2,corporate_management;international_exchange_standards,0,,,,,1,0,Bonus technologique,LOW_VALUE,KEEP
