"STATE_REGION","RESOURCE_TYPE","LA_GABELLE_TOTAL","KNOWN_1776","HIDDEN_DISCOVERABLE","CLASSIFICATION","HISTORICAL_STATUS_1776","SOURCE_1","SOURCE_2","CONFIDENCE","STARTING_BUILDING_LEVEL","STARTING_OWNER_1776","REQUIRED_TECH","OWNER_HAS_REQUIRED_TECH","NOTES"
"STATE_ALSACE_LORRAINE","building_salt_mine","15","15","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://whc.unesco.org/document/196946","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_FRANCHE_COMTE","building_salt_mine","10","10","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://whc.unesco.org/en/list/203/","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","1","FRA","shaft_mining","DEFERRED_NOT_AUDITED","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_BAVARIA","building_salt_mine","20","20","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://whc.unesco.org/en/list/806","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","1","BAV","shaft_mining","DEFERRED_NOT_AUDITED","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_TYROL","building_salt_mine","18","18","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://whc.unesco.org/en/list/806","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","1","AUS","shaft_mining","DEFERRED_NOT_AUDITED","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_LESSER_POLAND","building_salt_mine","15","15","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://whc.unesco.org/en/list/32/","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","2","PLC","shaft_mining","DEFERRED_NOT_AUDITED","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_TIMBUKTU","building_salt_mine","8","8","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://whc.unesco.org/en/list/119","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_GONDER","building_salt_mine","10","0","10","NOT_RELIABLY_KNOWN_OR_EXPLOITED_BY_1776","No reliable pre-1776 evidence for the mapped rock-salt body; conservative hidden allocation","https://whc.unesco.org/en/list/119","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_QINGHAI","building_salt_mine","25","25","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://www.cambridge.org/core/books/abs/salt-production-and-social-hierarchy-in-ancient-china/ancient-salt-production-in-sichuan/D0ED3D6489F398FFC9FC81AF553F1C1E","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","1","CHI","shaft_mining","DEFERRED_NOT_AUDITED","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_CHAD","building_salt_mine","8","8","0","KNOWN_BY_1776_BUT_NOT_SIGNIFICANTLY_EXPLOITED","Salt source known by 1776; large-scale rock-salt exploitation not demonstrated","https://whc.unesco.org/en/list/119","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_WADDAI","building_salt_mine","8","8","0","KNOWN_BY_1776_BUT_NOT_SIGNIFICANTLY_EXPLOITED","Salt source known by 1776; large-scale rock-salt exploitation not demonstrated","https://whc.unesco.org/en/list/119","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_HEREROLAND","building_salt_mine","8","0","8","NOT_RELIABLY_KNOWN_OR_EXPLOITED_BY_1776","No reliable pre-1776 evidence for the mapped rock-salt body; conservative hidden allocation","https://whc.unesco.org/en/list/119","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_SYRIA","building_salt_mine","20","20","0","KNOWN_BY_1776_BUT_NOT_SIGNIFICANTLY_EXPLOITED","Salt source known by 1776; large-scale rock-salt exploitation not demonstrated","https://whc.unesco.org/en/tentativelists/6198/","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_MUNSTER","building_salt_mine","20","0","20","NOT_RELIABLY_KNOWN_OR_EXPLOITED_BY_1776","No reliable pre-1776 evidence for the mapped rock-salt body; conservative hidden allocation","https://whc.unesco.org/document/196946","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_FRIESLAND","building_salt_mine","5","0","5","NOT_RELIABLY_KNOWN_OR_EXPLOITED_BY_1776","No reliable pre-1776 evidence for the mapped rock-salt body; conservative hidden allocation","https://whc.unesco.org/document/196946","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_NEW_HAMPSHIRE","building_salt_mine","12","0","12","NOT_RELIABLY_KNOWN_OR_EXPLOITED_BY_1776","No reliable pre-1776 evidence for the mapped rock-salt body; conservative hidden allocation","https://pubs.usgs.gov/bul/1019j/report.pdf","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_BASQUE_COUNTRY","building_salt_mine","7","7","0","KNOWN_AND_EXPLOITED_BY_1776","Pre-1776 extraction or regional salt trade documented","https://whc.unesco.org/document/196946","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","MEDIUM","0","","shaft_mining","N/A_NO_STARTING_BUILDING","Binary V1 split; exact total conserved. Country starting-tech audit/grants deferred."
"STATE_EAST_ANGLIA","building_salt_pan","30","30","0","VISIBLE_SALT_PAN","Surface/coastal saline retained fully visible","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","common/history/states/lagab_states.txt","HIGH_GEOGRAPHY","0","","NONE","N/A_NO_GATE","Exact La Gabelle potential; no hidden amount. Curated start only where level > 0."
"STATE_SEOUL","building_salt_pan","8","8","0","VISIBLE_SALT_PAN","Surface/coastal saline retained fully visible","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","common/history/states/lagab_states.txt","HIGH_GEOGRAPHY","0","","NONE","N/A_NO_GATE","Exact La Gabelle potential; no hidden amount. Curated start only where level > 0."
"STATE_SANTIAGO","building_salt_pan","40","40","0","VISIBLE_SALT_PAN","Surface/coastal saline retained fully visible","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","common/history/states/lagab_states.txt","HIGH_GEOGRAPHY","0","","NONE","N/A_NO_GATE","Exact La Gabelle potential; no hidden amount. Curated start only where level > 0."
"STATE_CEARA","building_salt_pan","30","30","0","VISIBLE_SALT_PAN","Surface/coastal saline retained fully visible","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","common/history/states/lagab_states.txt","HIGH_GEOGRAPHY","0","","NONE","N/A_NO_GATE","Exact La Gabelle potential; no hidden amount. Curated start only where level > 0."
"STATE_PROVENCE","building_salt_pan","25","25","0","VISIBLE_SALT_PAN","Surface/coastal saline retained fully visible","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","common/history/states/lagab_states.txt","HIGH_GEOGRAPHY","0","","NONE","N/A_NO_GATE","Exact La Gabelle potential; no hidden amount. Curated start only where level > 0."
"STATE_SICILY","building_salt_pan","35","35","0","VISIBLE_SALT_PAN","Surface/coastal saline retained fully visible","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","common/history/states/lagab_states.txt","HIGH_GEOGRAPHY","0","","NONE","N/A_NO_GATE","Exact La Gabelle potential; no hidden amount. Curated start only where level > 0."
"STATE_SARDINIA","building_salt_pan","40","40","0","VISIBLE_SALT_PAN","Surface/coastal saline retained fully visible","docs/reports/technology/TECH6A1_LA_GABELLE_SALT_RESOURCE_MAP.csv","common/history/states/lagab_states.txt","HIGH_GEOGRAPHY","0","","NONE","N/A_NO_GATE","Exact La Gabelle potential; no hidden amount. Curated start only where level > 0."
