Technology ID,Category,Era,Classification,Countries currently starting,Potential issue,Notes
professional_civil_engineering,production,era_5,C,,,"EN=Civil Engineering | FR=Génie civil | Prerequisites=industrial_canals, improved_road_engineering | Children=geological_surveying, hydraulic_cements, hydraulic_turbines, paved_roads, railways | Unlocks=PM:pm_engineered_canals, PM:pm_iron_frame_buildings, bâtiment:building_cement_works | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
rotative_steam_power,production,era_5,C,,,"EN=Rotative Steam Power | FR=Vapeur rotative | Prerequisites=condensing_steam_engines | Children=high_pressure_steam, hot_blast_smelting, mechanized_irrigation | Unlocks=PM:coffee_plantation_wet_process_mechanical, bâtiment:building_motor_industry | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
systematic_field_drainage,production,era_5,C,,NO_DIRECT_GAMEPLAY_UNLOCK,"EN=Field Drainage | FR=Drainage agricole | Prerequisites=advanced_crop_rotations, improved_road_engineering | Children=mechanized_irrigation | Unlocks=— | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
fractional_distillation,production,era_6,C,,,"EN=Fractional Distillation | FR=Distillation fractionnée | Prerequisites=mechanical_tools, industrial_acids, distillation | Children=aniline | Unlocks=PM:pm_fractional_distillation_refinery, PM:pm_patent_stills, bâtiment:building_oil_refinery | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
geological_surveying,production,era_6,C,,,"EN=Geological Surveying | FR=Levé géologique | Prerequisites=applied_mineralogy, professional_civil_engineering | Children=prospecting, pumpjacks | Unlocks=PM:pm_crushing_and_screening_building_limestone_quarry, PM:pm_ore_concentration_building_coal_mine, PM:pm_ore_concentration_building_copper_mine, PM:pm_ore_concentration_building_gold_mine, PM:pm_ore_concentration_building_iron_mine, PM:pm_ore_concentration_building_lead_mine, PM:pm_ore_concentration_building_phosphate_mine, PM:pm_ore_concentration_building_sulfur_mine, PM:pm_salt_purification_building_salt_mine | Modifier=yes: country_resource_discovery_chance_mult | Développement postérieur à 1776, surtout première industrialisation."
hot_blast_smelting,production,era_6,C,,NO_DIRECT_GAMEPLAY_UNLOCK,"EN=Hot Blast Smelting | FR=Fonte à vent chaud | Prerequisites=puddling_and_rolling, rotative_steam_power | Children=bessemer_process, steelworking | Unlocks=— | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
hydraulic_cements,production,era_6,C,,,"EN=Hydraulic Cements | FR=Ciments hydrauliques | Prerequisites=professional_civil_engineering, industrial_ceramics | Children=portland_cement | Unlocks=PM:pm_hydraulic_cement_process | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
hydraulic_turbines,production,era_6,C,,NO_DIRECT_GAMEPLAY_UNLOCK;LEAF_WITHOUT_DIRECT_UNLOCK,"EN=Hydraulic Turbines | FR=Turbines hydrauliques | Prerequisites=professional_civil_engineering, mechanical_tools | Children=— | Unlocks=— | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
industrial_paper_bleaching,production,era_6,C,,,"EN=Industrial Paper Bleaching | FR=Blanchiment industriel du papier | Prerequisites=continuous_papermaking, chemical_bleaching | Children=— | Unlocks=PM:pm_bleached_paper | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
interchangeable_manufacture,production,era_6,C,,,"EN=Interchangeable Parts | FR=Pièces interchangeables | Prerequisites=mechanical_tools | Children=shift_work, vacuum_canning | Unlocks=PM:pm_mechanized_workshops, PM:pm_precision_machine_tools, décret:decree_encourage_manufacturing_industry | Modifier=yes: building_economy_of_scale_level_cap_add | Développement postérieur à 1776, surtout première industrialisation."
mechanized_irrigation,production,era_6,C,,,"EN=Mechanized Irrigation | FR=Irrigation mécanisée | Prerequisites=systematic_field_drainage, rotative_steam_power | Children=— | Unlocks=PM:automatic_irrigation_building_banana_plantation, PM:automatic_irrigation_building_cotton_plantation, PM:automatic_irrigation_building_dye_plantation, PM:automatic_irrigation_building_opium_plantation, PM:automatic_irrigation_building_rubber_plantation, PM:automatic_irrigation_building_silk_plantation, PM:automatic_irrigation_building_sugar_plantation, PM:automatic_irrigation_building_tea_plantation, PM:automatic_irrigation_building_tobacco_plantation, PM:automatic_irrigation_building_vineyard, PM:pm_mechanized_spice_cultivation | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
pressed_glass,production,era_6,C,,,"EN=Pressed Glass | FR=Verre pressé | Prerequisites=crystal_glass, industrial_alkalis, mechanical_tools | Children=automatic_bottle_blowers | Unlocks=PM:pm_pressed_glass | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
railways,production,era_6,C,BRA,STARTING_ANACHRONISM,"EN=Railways | FR=Chemins de fer | Prerequisites=high_pressure_steam, puddling_and_rolling, professional_civil_engineering | Children=steel_railway_cars | Unlocks=PM:pm_diesel_trains, PM:pm_diesel_trains_principle_transport_3, PM:pm_early_trains, PM:pm_electric_trains, PM:pm_electric_trains_principle_transport_3, PM:pm_public_trams, PM:pm_rail_transport_building_logging_camp, PM:pm_rail_transport_building_oil_rig, PM:pm_rail_transport_mine, PM:pm_steam_rail_transport, PM:pm_steam_trains, PM:pm_steam_trains_principle_transport_3, PM:pm_steel_passenger_carriages, PM:pm_wooden_passenger_carriages | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
baking_powder,production,era_7,D,,,"EN=Baking Powder | FR=Levure chimique | Prerequisites=industrial_acids, sugar_refining | Children=— | Unlocks=PM:pm_baking_powder, PM:pm_refined_spiced_food_preparations | Modifier=no | Technologie nettement tardive pour un départ en 1776."
bessemer_process,production,era_7,D,,,"EN=Bessemer Process | FR=Procédé Bessemer | Prerequisites=hot_blast_smelting | Children=open_hearth_process, reinforced_concrete, steel_railway_cars | Unlocks=PM:pm_bessemer_process, PM:pm_thomas_process | Modifier=no | Technologie nettement tardive pour un départ en 1776."
mechanized_farming,production,era_7,D,,,"EN=Mechanized Farming | FR=Agriculture mécanisée | Prerequisites=threshing_machine, selective_breeding | Children=compression_ignition | Unlocks=PM:pm_intensive_grazing_ranch, PM:pm_mechanized_slaughtering, PM:pm_tractors | Modifier=no | Technologie nettement tardive pour un départ en 1776."
mechanized_workshops,production,era_7,E,,NO_DIRECT_GAMEPLAY_UNLOCK;LEAF_WITHOUT_DIRECT_UNLOCK,"EN=Mechanized Workshops | FR=Ateliers mécanisés | Prerequisites=canneries, mechanical_tools, manufacturies | Children=— | Unlocks=— | Modifier=no | Alias de compatibilité ou nœud non recherchable."
nitroglycerin,production,era_7,D,,,"EN=Nitroglycerin | FR=Nitroglycérine | Prerequisites=industrial_acids | Children=dynamite | Unlocks=PM:pm_ammonia-soda_process, PM:pm_nitroglycerin_building_coal_mine, PM:pm_nitroglycerin_building_copper_mine, PM:pm_nitroglycerin_building_gold_mine, PM:pm_nitroglycerin_building_iron_mine, PM:pm_nitroglycerin_building_lead_mine, PM:pm_nitroglycerin_building_phosphate_mine, PM:pm_nitroglycerin_building_salt_mine, PM:pm_nitroglycerin_building_sulfur_mine, PM:pm_solvay_process_building_chemical_works | Modifier=no | Technologie nettement tardive pour un départ en 1776."
portland_cement,production,era_7,D,,,EN=Portland Cement | FR=Ciment Portland | Prerequisites=hydraulic_cements | Children=reinforced_concrete | Unlocks=PM:pm_portland_cement_process | Modifier=no | Technologie nettement tardive pour un départ en 1776.
prospecting,production,era_7,E,,NO_DIRECT_GAMEPLAY_UNLOCK;LEAF_WITHOUT_DIRECT_UNLOCK,EN=Prospecting | FR=Prospection | Prerequisites=geological_surveying | Children=— | Unlocks=— | Modifier=no | Alias de compatibilité ou nœud non recherchable.
rubber_mastication,production,era_7,D,,,EN=Rubber Mastication | FR=Mastication du caoutchouc | Prerequisites=industrial_acids | Children=vulcanization | Unlocks=bâtiment:building_rubber_plantation | Modifier=no | Technologie nettement tardive pour un départ en 1776.
sericulture,production,era_7,E,,NO_DIRECT_GAMEPLAY_UNLOCK;LEAF_WITHOUT_DIRECT_UNLOCK,EN=Sericulture | FR=Sériciculture | Prerequisites=— | Children=— | Unlocks=— | Modifier=no | Alias de compatibilité ou nœud non recherchable.
steelworking,production,era_7,E,,NO_DIRECT_GAMEPLAY_UNLOCK;LEAF_WITHOUT_DIRECT_UNLOCK,EN=Steelworking | FR=Travail de l’acier | Prerequisites=hot_blast_smelting | Children=— | Unlocks=— | Modifier=no | Alias de compatibilité ou nœud non recherchable.
watertube_boiler,production,era_7,D,,,"EN=Water-tube Boiler | FR=Chaudière à tubes d’eau | Prerequisites=high_pressure_steam | Children=rotary_valve_engine, steam_donkey | Unlocks=PM:pm_steam_trawlers, PM:pm_steam_whaling_ships, PM:pm_watertube_boiler_building_furniture_manufactory, PM:pm_watertube_boiler_building_motor_industry, PM:pm_watertube_boiler_building_paper_mill, PM:pm_watertube_boiler_building_steel_mill, PM:pm_watertube_boiler_building_tooling_workshop, PM:steam_powered_evaporation_sugar | Modifier=no | Technologie nettement tardive pour un départ en 1776."
aniline,production,era_8,D,,,"EN=Aniline | FR=Aniline | Prerequisites=fractional_distillation | Children=art_silk | Unlocks=PM:pm_synthetic_pharmaceuticals, bâtiment:building_synthetics_plant | Modifier=no | Technologie nettement tardive pour un départ en 1776."
dynamite,production,era_8,D,,,"EN=Dynamite | FR=Dynamite | Prerequisites=nitroglycerin | Children=— | Unlocks=PM:pm_dynamite_building_coal_mine, PM:pm_dynamite_building_copper_mine, PM:pm_dynamite_building_gold_mine, PM:pm_dynamite_building_iron_mine, PM:pm_dynamite_building_lead_mine, PM:pm_dynamite_building_phosphate_mine, PM:pm_dynamite_building_salt_mine, PM:pm_dynamite_building_sulfur_mine, PM:pm_explosive_shells, PM:pm_vacuum_evaporation | Modifier=yes: country_resource_discovery_chance_mult | Technologie nettement tardive pour un départ en 1776."
improved_fertilizer,production,era_8,D,,,"EN=Improved Fertilizer | FR=Engrais amélioré | Prerequisites=industrial_acids, advanced_crop_rotations | Children=nitrogen_fixation | Unlocks=PM:pm_fertilization, PM:pm_fertilization_building_rice_farm, PM:pm_improved_fertilizer | Modifier=no | Technologie nettement tardive pour un départ en 1776."
open_hearth_process,production,era_8,D,,,EN=Open Hearth Process | FR=Procédé Martin-Siemens | Prerequisites=bessemer_process | Children=electric_arc_process | Unlocks=PM:pm_open_hearth_process | Modifier=no | Technologie nettement tardive pour un départ en 1776.
reinforced_concrete,production,era_8,D,,,"EN=Reinforced Concrete | FR=Béton armé | Prerequisites=bessemer_process, portland_cement | Children=— | Unlocks=bâtiment:building_kaiserforum_1, bâtiment:building_manila_cathedral_monument, bâtiment:building_sagrada_familia_cathedral_1 | Modifier=yes: building_construction_sector_throughput_add | Technologie nettement tardive pour un départ en 1776."
rotary_valve_engine,production,era_8,D,,,"EN=Rotary Valve Engine | FR=Moteur à valve rotative | Prerequisites=watertube_boiler | Children=combustion_engine, electrical_generation, pneumatic_tools, steam_turbine | Unlocks=PM:centrifugal_machine_sugar, PM:pm_rotary_valve_engine_building_arms_industry, PM:pm_rotary_valve_engine_building_furniture_manufactory, PM:pm_rotary_valve_engine_building_motor_industry, PM:pm_rotary_valve_engine_building_munition_plant, PM:pm_rotary_valve_engine_building_paper_mill, PM:pm_rotary_valve_engine_building_steel_mill, PM:pm_rotary_valve_engine_building_tooling_workshop | Modifier=no | Technologie nettement tardive pour un départ en 1776."
shift_work,production,era_8,D,,,EN=Shift Work | FR=Travail posté | Prerequisites=interchangeable_manufacture | Children=conveyors | Unlocks=— | Modifier=yes: building_economy_of_scale_level_cap_add | Technologie nettement tardive pour un départ en 1776.
steel_railway_cars,production,era_8,D,,,"EN=Steel Railway Cars | FR=Wagons en acier | Prerequisites=railways, bessemer_process | Children=electric_railway | Unlocks=PM:pm_steam_trains, PM:pm_steam_trains_principle_transport_3, PM:pm_steel_passenger_carriages, PM:pm_tanker_cars | Modifier=no | Technologie nettement tardive pour un départ en 1776."
vacuum_canning,production,era_8,D,,,"EN=Vacuum Canning | FR=Conservation sous vide | Prerequisites=interchangeable_manufacture | Children=pasteurization | Unlocks=PM:pm_vacuum_canning, PM:pm_vacuum_canning_principle_3 | Modifier=no | Technologie nettement tardive pour un départ en 1776."
vulcanization,production,era_8,D,,,"EN=Vulcanization | FR=Vulcanisation | Prerequisites=rubber_mastication | Children=conveyors | Unlocks=PM:pm_elastics, PM:pm_rubber_grips | Modifier=no | Technologie nettement tardive pour un départ en 1776."
combustion_engine,production,era_9,D,,,"EN=Combustion Engine | FR=Moteur à combustion | Prerequisites=rotary_valve_engine | Children=compression_ignition, paved_roads | Unlocks=PM:pm_automobile_production, PM:pm_chainsaws, PM:pm_combustion_derricks, PM:pm_public_motor_carriages, bâtiment:building_automotive_industry | Modifier=no | Technologie nettement tardive pour un départ en 1776."
electrical_capacitors,production,era_9,D,,,"EN=Electrical Capacitors and Networks | FR=Condensateurs et réseaux électriques | Prerequisites=electrical_generation, mechanized_weaving | Children=aluminium_metallurgy, electric_railway | Unlocks=PM:pm_automatic_power_looms, PM:pm_brine_electrolysis, PM:pm_brine_electrolysis_building_chemical_works, PM:pm_electric_mine_ventilation, PM:pm_electric_sewing_machines, PM:pm_electrical_precision_machinery, PM:pm_tabulating_offices, PM:pm_unit_electric_drive_building_glassworks, PM:pm_unit_electric_drive_building_motor_industry, PM:pm_unit_electric_drive_building_paper_mill, PM:pm_unit_electric_drive_building_steel_mill, PM:pm_unit_electric_drive_building_tooling_workshop | Modifier=no | Technologie nettement tardive pour un départ en 1776."
electrical_generation,production,era_9,D,,,"EN=Electrical Generation | FR=Production d’électricité | Prerequisites=rotary_valve_engine | Children=conveyors, electrical_capacitors, telephone | Unlocks=PM:electric_rollers, PM:pm_electric_fencing, PM:pm_electric_saw_mills, PM:pm_electric_streetlights, bâtiment:building_power_plant | Modifier=no | Technologie nettement tardive pour un départ en 1776."
pumpjacks,production,era_9,D,,,"EN=Pumpjacks | FR=Chevalet de pompage | Prerequisites=steam_donkey, geological_surveying | Children=— | Unlocks=bâtiment:building_oil_rig | Modifier=no | Technologie nettement tardive pour un départ en 1776."
steam_donkey,production,era_9,D,,,"EN=Steam Donkey | FR=Treuil de débardage à vapeur | Prerequisites=watertube_boiler, mechanical_tools | Children=pumpjacks | Unlocks=PM:pm_steam_donkey_building_coal_mine, PM:pm_steam_donkey_building_logging_camp, PM:pm_steam_donkey_mine | Modifier=no | Technologie nettement tardive pour un départ en 1776."
telephone,production,era_9,D,,,EN=Telephone | FR=Téléphone | Prerequisites=electrical_generation | Children=radio | Unlocks=bâtiment:building_electrics_industry | Modifier=no | Technologie nettement tardive pour un départ en 1776.
aluminium_metallurgy,production,era_10,D,,,"EN=Aluminium Metallurgy | FR=Métallurgie de l’aluminium | Prerequisites=electrical_capacitors, industrial_alkalis | Children=— | Unlocks=PM:pm_all_metal_aircraft, PM:pm_aluminium_conductors_building_power_plant, PM:pm_hall_heroult_process, bâtiment:building_non_ferrous_metallurgy_works | Modifier=no | Technologie nettement tardive pour un départ en 1776."
art_silk,production,era_10,D,,,EN=Art Silk | FR=Soie artificielle | Prerequisites=aniline | Children=plastics | Unlocks=PM:pm_rayon | Modifier=no | Technologie nettement tardive pour un départ en 1776.
automatic_bottle_blowers,production,era_10,D,,,EN=Automatic Bottle Blowers | FR=Souffleuses de bouteilles automatiques | Prerequisites=pressed_glass | Children=— | Unlocks=PM:pm_automatic_bottle_blowers | Modifier=no | Technologie nettement tardive pour un départ en 1776.
conveyors,production,era_10,D,,,"EN=Conveyors | FR=Convoyeur | Prerequisites=vulcanization, shift_work, electrical_generation | Children=dough_rollers | Unlocks=PM:pm_assembly_lines_building_arms_industry, PM:pm_assembly_lines_building_automotive_industry, PM:pm_assembly_lines_building_furniture_manufactory, PM:pm_assembly_lines_building_motor_industry, PM:pm_assembly_lines_building_munition_plant, PM:pm_assembly_lines_building_tooling_workshop | Modifier=no | Technologie nettement tardive pour un départ en 1776."
electric_arc_process,production,era_10,D,,,EN=Electric Arc Process | FR=Procédé à arc électrique | Prerequisites=open_hearth_process | Children=arc_welding | Unlocks=PM:pm_electric_arc_process | Modifier=no | Technologie nettement tardive pour un départ en 1776.
electric_railway,production,era_10,D,,,"EN=Electric Railways | FR=Chemins de fer électriques | Prerequisites=electrical_capacitors, steel_railway_cars | Children=— | Unlocks=PM:pm_electric_engines, PM:pm_electric_trains, PM:pm_electric_trains_principle_transport_3, PM:pm_log_carts, PM:pm_refrigerated_rail_cars_building_fishing_wharf, PM:pm_refrigerated_rail_cars_building_livestock_ranch, PM:pm_refrigerated_rail_cars_building_whaling_station | Modifier=no | Technologie nettement tardive pour un départ en 1776."
pasteurization,production,era_10,D,,,"EN=Pasteurization | FR=Pasteurisation | Prerequisites=vacuum_canning | Children=flash_freezing | Unlocks=PM:pm_refrigerated_storage_building_fishing_wharf, PM:pm_refrigerated_storage_building_livestock_ranch, PM:pm_refrigerated_storage_building_whaling_station | Modifier=no | Technologie nettement tardive pour un départ en 1776."
paved_roads,production,era_10,D,,,"EN=Paved Roads | FR=Routes goudronnées | Prerequisites=professional_civil_engineering, combustion_engine | Children=— | Unlocks=PM:pm_paved_road_network | Modifier=yes: country_max_weekly_construction_progress_add, state_building_construction_sector_max_level_add | Technologie nettement tardive pour un départ en 1776."
plastics,production,era_10,D,,,"EN=Plastics | FR=Plastique | Prerequisites=art_silk | Children=— | Unlocks=PM:pm_houseware_plastics, PM:pm_thermal_catalytic_cracking_refinery | Modifier=no | Technologie nettement tardive pour un départ en 1776."
pneumatic_tools,production,era_10,D,,,"EN=Pneumatic Tools | FR=Outils pneumatiques | Prerequisites=rotary_valve_engine | Children=— | Unlocks=bâtiment:building_cristo_redentor, bâtiment:building_gran_teatro_de_la_habana, bâtiment:building_sagrada_familia_cathedral_3 | Modifier=yes: building_construction_sector_throughput_add, country_resource_discovery_chance_mult, goods_output_hardwood_mult | Technologie nettement tardive pour un départ en 1776."
steam_turbine,production,era_10,D,,,EN=Steam Turbine | FR=Turbine à vapeur | Prerequisites=rotary_valve_engine | Children=oil_turbine | Unlocks=PM:pm_coal-fired_plant | Modifier=no | Technologie nettement tardive pour un départ en 1776.
arc_welding,production,era_11,D,,,"EN=Arc Welding | FR=Soudage à l’arc | Prerequisites=electric_arc_process | Children=— | Unlocks=PM:pm_arc_welded_buildings, PM:pm_arc_welding_shipbuilding, PM:pm_military_shipbuilding_steam_2 | Modifier=yes: country_ship_group_capital_ships_construction_progress_max_add | Technologie nettement tardive pour un départ en 1776."
compression_ignition,production,era_11,D,,,"EN=Compression Ignition | FR=Allumage par compression | Prerequisites=combustion_engine, mechanized_farming | Children=— | Unlocks=PM:pm_compression_ignition_tractors, PM:pm_diesel_engines, PM:pm_diesel_pump_building_coal_mine, PM:pm_diesel_pump_building_copper_mine, PM:pm_diesel_pump_building_gold_mine, PM:pm_diesel_pump_building_iron_mine, PM:pm_diesel_pump_building_lead_mine, PM:pm_diesel_pump_building_phosphate_mine, PM:pm_diesel_pump_building_salt_mine, PM:pm_diesel_pump_building_sulfur_mine, PM:pm_diesel_trains, PM:pm_diesel_trains_principle_transport_3, PM:pm_mass_automobile_production | Modifier=no | Technologie nettement tardive pour un départ en 1776."
nitrogen_fixation,production,era_11,D,,,"EN=Nitrogen Fixation | FR=Fixation de l’azote | Prerequisites=improved_fertilizer | Children=— | Unlocks=PM:pm_chemical_fertilizer, PM:pm_chemical_fertilizer_building_rice_farm, PM:pm_nitrogen_fixation | Modifier=no | Technologie nettement tardive pour un départ en 1776."
radio,production,era_11,D,,,"EN=Radio | FR=Radio | Prerequisites=telephone | Children=— | Unlocks=PM:pm_radios, PM:radio_stations_tobacco | Modifier=no | Technologie nettement tardive pour un départ en 1776."
dough_rollers,production,era_12,D,,,EN=Dough Rollers | FR=Laminoirs | Prerequisites=conveyors | Children=— | Unlocks=PM:pm_automated_bakery | Modifier=no | Technologie nettement tardive pour un départ en 1776.
flash_freezing,production,era_12,D,,,"EN=Flash Freezing | FR=Surgélation | Prerequisites=pasteurization | Children=— | Unlocks=PM:pm_flash_freezing_building_fishing_wharf, PM:pm_flash_freezing_building_whaling_station | Modifier=no | Technologie nettement tardive pour un départ en 1776."
oil_turbine,production,era_12,D,,,EN=Oil Turbine | FR=Turbine à huile | Prerequisites=steam_turbine | Children=— | Unlocks=PM:pm_oil-fired_plant | Modifier=no | Technologie nettement tardive pour un départ en 1776.
institutionalized_public_credit,society,era_1,A,BCE;BEL;FIN;KRA;NSW;ORG;SAF;SAS;TAS;WAS,,"EN=Public Credit | FR=Crédit public | Prerequisites=— | Children=commercial_insurance_markets, international_exchange_standards, mutual_funds, postal_savings, stock_exchange | Unlocks=loi:law_merchant_banking | Modifier=yes: country_loan_interest_rate_add, country_minting_mult, state_max_trade_advantage_from_capacity_add | Capacité établie avant ou au plus tard en 1776."
institutionalized_scientific_exchange,society,era_1,A,ARG;BCE;BEL;BIC;BOL;BRZ;CRO;ECU;FIN;GAL;HAI;HBC;HUN;IR1;IREK;JAP;KRA;LAN;LOU;MEX;NBS;NSW;NVS;ONT;ORG;PEU;PRG;QUE;SAF;SAS;SC1;SC2;SC3;SC4;TAS;TRS;UCA;URU;USA;VNZ;WAS,,"EN=Scientific Exchange | FR=Échanges scientifiques | Prerequisites=— | Children=codified_practical_knowledge, experimental_research_laboratories, medical_degrees, romanticism, scientific_metrology, specialized_technical_academies, veterinary_science | Unlocks=loi:law_freedom_of_conscience | Modifier=yes: country_diplomatic_play_maneuvers_mult, country_influence_mult, country_tech_spread_mult | Capacité établie avant ou au plus tard en 1776."
international_relations,society,era_1,A,ABU;ACE;AGC;AIT;ALK;ALW;ANH;ARG;ARM;ARS;ASH;ASM;AUS;AWA;AWS;BAD;BAS;BAV;BCE;BEL;BEN;BEO;BER;BGI;BHN;BHO;BHU;BHV;BHW;BIC;BIK;BLG;BNJ;BOL;BRA;BRE;BRG;BRU;BRZ;BST;BTN;BUK;BUN;CHC;CHI;CHL;CHP;CHT;CIR;CLM;CMI;COB;CRI;CRO;CUB;DAH;DEI;DEN;DENNOR;DHA;DUR;ECU;EGY;ETH;EZO;FIN;FRA;FRM;FZN;GAL;GAR;GBR;GEN;GLD;GR3;GR4;GR5;GRE;GWA;GZA;HAI;HAM;HAN;HBC;HDJ;HDY;HEK;HER;HES;HOH;HOL;HUN;HYD;IDA;IND;ION;IQU;IR1;IREK;ISQ;JAB;JAI;JAP;JAS;JEY;JHN;JMB;JOD;JOH;JUN;KAB;KAF;KAL;KAN;KAS;KAT;KHI;KHP;KNO;KOK;KOT;KRA;KTI;KUN;KUT;KZH;LAD;LAH;LAN;LIB;LIP;LOU;LUA;LUB;LUC;LUX;MAD;MAH;MAI;MAK;MARATH;MAS;MBS;MEC;MEI;MEW;MEX;MGD;MICC;MJT;MKT;MLD;MLT;MNP;MOD;MOL;MON;MOR;MST;MYB;NAR;NAS;NAW;NBS;NET;NOR;NPU;NSW;NVS;OLD;OMA;ONT;ORA;ORG;OYO;OZH;PAN;PAP;PAR;PCO;PER;PEU;PHI;PHL;PLC;PLP;PLY;PNI;PON;POR;PRA;PRG;PRK;PRU;PTA;PTN;PUD;QUE;RUS;RYU;SAF;SAK;SAR;SAS;SAT;SAX;SC1;SC2;SC3;SC4;SCH;SCM;SCW;SEL;SEQ;SER;SHS;SIC;SIK;SIL;SIN;SMB;SPA;SPC;SPU;SRK;STG;SUL;SUR;SWE;SWI;SWZ;TAS;TEX;TGI;TID;TRA;TRM;TRN;TRS;TUR;TUS;UBD;UCA;URU;USA;UZH;VEN;VNZ;WAL;WAS;WBL;WEI;WLD;WSG;WTU;WUR;YOG;ZAI;ZUL,NO_DIRECT_GAMEPLAY_UNLOCK,"EN=International Relations | FR=Relations extérieures | Prerequisites=— | Children=colonization, commercial_insurance_markets, international_exchange_standards, multilateral_alliances | Unlocks=— | Modifier=no | Capacité établie avant ou au plus tard en 1776."
periodical_print_networks,society,era_1,A,BCE;BEL;FIN;GRE;KRA;NSW;ORG;SAF;SAS;SPC;TAS;WAS,,"EN=Periodical Press | FR=Presse périodique | Prerequisites=— | Children=codified_practical_knowledge, constitutional_government, human_rights, mechanized_printing, national_sovereignty, optical_telegraph_networks, organized_elementary_schooling, organized_reform_movements | Unlocks=loi:law_censorship, loi:law_religious_schools | Modifier=yes: country_authority_mult, country_voting_power_mult | Capacité établie avant ou au plus tard en 1776."
codified_practical_knowledge,society,era_2,A,ABU;ACE;AGC;AIT;ALK;ALW;ANH;ARB;ARG;ARM;ARS;ASM;AUS;AWA;AWS;BAD;BAG;BAL;BAS;BAV;BEN;BEO;BER;BGM;BHN;BHO;BHU;BHV;BHW;BIC;BIK;BLG;BNJ;BOL;BOR;BRA;BRE;BRG;BRU;BRZ;BTN;BUK;BUN;BUR;CAM;CHC;CHI;CHL;CHP;CHT;CIR;CLM;CMI;COB;COC;CON;COO;CRI;CRO;CUB;DAH;DAI;DEI;DEN;DENNOR;DFR;DHA;DUR;ECU;EGY;ETH;EZO;FRA;FRM;FTJ;FTR;FZN;GAL;GAR;GBR;GEN;GJM;GLD;GR3;GR4;GR5;GRE;GWA;HAI;HAM;HAN;HAR;HAU;HAW;HBC;HDJ;HDY;HEK;HER;HES;HOH;HOL;HUN;HYD;IDA;IND;ION;IQU;IR1;IREK;ISQ;JAB;JAI;JAP;JAS;JEY;JHN;JMB;JOD;JOH;JUN;KAB;KAF;KAL;KAN;KAS;KAT;KFA;KHI;KHP;KNO;KOK;KON;KOR;KOT;KRT;KTI;KUN;KUT;KZH;LAD;LAH;LAN;LIB;LIP;LOU;LUA;LUB;LUC;LUX;MAH;MAI;MAK;MARATH;MAS;MBS;MEC;MEI;MEW;MEX;MGD;MICC;MJT;MKT;MLD;MLT;MNP;MOD;MOL;MON;MOR;MSN;MST;MUG;MYB;MYS;NAG;NAR;NAS;NAW;NBS;NEJ;NEP;NET;NOR;NPU;NTO;NTU;NVS;OLD;OMA;ONT;ORA;ORG;OYO;OZH;PAN;PAP;PAR;PCO;PER;PEU;PHI;PLC;PLP;PLY;PNI;PON;POR;PRA;PRG;PRK;PRU;PTA;PTN;PUD;QUE;QWR;RUS;RYU;SAK;SAR;SAT;SAX;SC1;SC2;SC3;SC4;SCH;SCM;SCW;SDM;SEL;SEQ;SER;SGU;SHS;SHW;SIC;SIK;SIL;SIN;SMB;SOK;SPA;SPC;SPU;SRK;STG;SUL;SUR;SWE;SWI;TEX;TGI;TGR;TID;TRA;TRI;TRM;TRN;TRS;TUR;TUS;UBD;UCA;URU;USA;UZH;VEN;VNZ;WAD;WAL;WEI;WLD;WLG;WLT;WSG;WTU;WUR;YOG;ZAI,NO_DIRECT_GAMEPLAY_UNLOCK,"EN=Codified Knowledge | FR=Savoirs codifiés | Prerequisites=institutionalized_scientific_exchange, periodical_print_networks | Children=political_economy | Unlocks=— | Modifier=no | Capacité établie avant ou au plus tard en 1776."
commercial_insurance_markets,society,era_2,A,BCE;BEL;CHL;CLM;EGY;FIN;GRE;ION;IQU;KRA;LIB;NPU;NSW;ORG;PNI;PRA;SAF;SAS;SPC;SPU;TAS;TEX;WAS,,"EN=Commercial Insurance | FR=Assurance commerciale | Prerequisites=institutionalized_public_credit, international_relations | Children=joint_stock_companies, political_economy | Unlocks=loi:law_mercantilism, loi:law_mercantilism_navigation_acts | Modifier=no | Capacité établie avant ou au plus tard en 1776."
stock_exchange,society,era_2,A,BCE;BEL;FIN;KRA;NSW;ORG;SAF;SAS;SPC;TAS;WAS,,"EN=Stock Exchange | FR=Bourse | Prerequisites=institutionalized_public_credit | Children=corporate_charters, investment_banks | Unlocks=— | Modifier=yes: country_free_charters_add, country_max_companies_add, state_market_access_price_impact, state_urbanization_per_level_mult | Capacité établie avant ou au plus tard en 1776."
