TAG,Country,Highest eras by category,Explicit count,Generic source,Anachronism count,Missing prerequisite count,Priority,Region,Explicit technologies,Starting anachronisms,Missing prerequisite details,Compatibility exception,Source file
MARATH,Maratha Confederacy,production=1;military=1;society=2,2,tier_5,0,2,P2,South India,international_relations;state_dockyard_systems,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,common/history/countries/marath - maratha empire.txt
MAS,Mascara,production=1;military=3;society=2,0,tier_4,0,3,P1,North Africa,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\mas - mascara.txt
MBB,Mahra,production=1;military=0;society=0,0,tier_6,0,0,P3,Arabia,,,,,common/history/countries/mbb - Mahra decentralized.txt
MBS,Mombasa,production=1;military=0;society=2,1,tier_5,0,2,P2,East Africa,international_relations,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,common/history/countries/mbs - mombasa.txt
MCR,Micronesia,production=0;military=0;society=0,0,tier_7,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\mcr - micronesia.txt
MDK,Mandinka,production=0;military=0;society=0,0,tier_7,0,0,P3,West Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\mdk - mandinka.txt
MEC,Mecklenburg,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/mec - mecklenburg.txt
MEI,Saxe-Meiningen,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/mei - saxe-meiningen.txt
MEW,Mewar,production=1;military=3;society=2,0,tier_4,0,3,P1,North India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\mew - mewar.txt
MEX,Mexico,production=1;military=3;society=4,2,tier_4,0,2,P2,Central America,colonization;institutionalized_scientific_exchange,,codified_practical_knowledge <- periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft,,common/history/countries/mex - mexico.txt
MGD,Maguindanao,production=1;military=3;society=2,0,tier_4,0,3,P1,Indonesia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\mgd - maguindanao.txt
MGH,Khasi,production=1;military=0;society=0,0,tier_6,0,0,P3,North India,,,,,C:\Games\Victoria 3\game\common\history\countries\mgh - khasi.txt
MICC,Michigan Tribal Confederation,production=1;military=3;society=2,0,tier_4,0,3,P1,Atlantic Coast,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/micc - michigan confederation.txt
MJK,Mijikenda,production=0;military=0;society=0,0,tier_7,0,0,P3,East Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\mjk - mijikenda.txt
MJT,Majerteen,production=1;military=0;society=2,1,tier_5,0,2,P2,East Africa,international_relations,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,common/history/countries/mjt - majerteen.txt
MKT,Miskitia,production=1;military=3;society=2,0,tier_4,0,3,P1,Central America,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\mkt - miskitia.txt
MLD,Maldives,production=1;military=3;society=2,0,tier_4,0,3,P1,South India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\mld - maldives.txt
MLT,Malta,production=1;military=3;society=2,0,tier_4,0,3,P1,Southern Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/mlt - malta.txt
MNB,Mangbetu,production=0;military=0;society=0,0,tier_7,0,0,P3,Equatorial Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\mnb - mangbetu.txt
MNC,Manica,production=0;military=0;society=0,0,tier_7,0,0,P3,East Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\mnc - manica.txt
MND,Mindanao,production=0;military=0;society=0,0,tier_7,0,0,P3,Indonesia,,,,,C:\Games\Victoria 3\game\common\history\countries\mnd - mindanao.txt
MNP,Manipur,production=1;military=3;society=2,0,tier_4,0,3,P1,North India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\mnp - manipur.txt
MOD,Modena,production=1;military=3;society=2,0,tier_4,0,3,P1,Southern Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/mod - modena.txt
MOL,Moldavia,production=1;military=3;society=2,0,tier_4,0,3,P1,Balkans,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/mol - moldavia.txt
MON,Montenegro,production=1;military=3;society=2,0,tier_4,0,3,P1,Balkans,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/mon - montenegro.txt
MOR,Morocco,production=1;military=3;society=2,0,tier_4,0,3,P1,North Africa,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\mor - morocco.txt
MOS,Mossi,production=1;military=0;society=0,0,tier_6,0,0,P3,West Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\mos - mossi.txt
MRA,Mara,production=1;military=0;society=0,0,tier_6,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\mra - mara.txt
MRN,Mirning,production=1;military=0;society=0,0,tier_6,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\mrn - mirning.txt
MRV,Maravi,production=0;military=0;society=0,0,tier_7,0,0,P3,East Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\mrv - maravi.txt
MSH,Mashona,production=0;military=0;society=0,0,tier_7,0,0,P3,East Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\msh - mashona.txt
MSI,Masai,production=0;military=0;society=0,0,tier_7,0,0,P3,East Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\msi - masai.txt
MSK,Maseko,production=0;military=0;society=0,0,tier_7,0,0,P3,East Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\msk - maseko.txt
MSN,Massina,production=1;military=0;society=2,0,tier_5,0,2,P2,West Africa,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,C:\Games\Victoria 3\game\common\history\countries\msn - massina.txt
MST,Mecklenburg-Strelitz,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/mst - mecklenburg-strelitz.txt
MTB,Ndebele,production=1;military=0;society=0,0,tier_6,0,0,P3,East Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\mtb - matabele.txt
MTP,Mutapa,production=0;military=0;society=0,0,tier_7,0,0,P3,East Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\mtp - mutapa.txt
MUG,Hindustan,production=1;military=0;society=2,0,tier_5,0,2,P2,North India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,common/history/countries/mug - mughals.txt
MYB,Mayurbhanj,production=1;military=3;society=2,0,tier_4,0,3,P1,North India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\myb - mayurbhanj.txt
MYS,Mysore,production=1;military=0;society=2,0,tier_5,0,2,P2,South India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,common/history/countries/mys - mysore.txt
MZB,Mzab,production=1;military=0;society=0,0,tier_6,0,0,P3,North Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\mzb - mzab.txt
NAG,Nagpur,production=1;military=0;society=2,0,tier_5,0,2,P2,North India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,common/history/countries/nag - nagpur.txt
NAM,Nama,production=0;military=0;society=0,0,tier_7,0,0,P3,Southern Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\nam - nama.txt
NAR,Narsinghpur,production=1;military=3;society=2,0,tier_4,0,3,P1,North India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\nar - narsinghpur.txt
NAS,Nassau,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/nas - nassau.txt
NAW,Nawanagar,production=1;military=3;society=2,0,tier_4,0,3,P1,North India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\naw - nawanagar.txt
NBB,Nejd,production=1;military=0;society=0,0,tier_6,0,0,P3,Arabia,,,,,common/history/countries/nbb - nejd decentralized.txt
NBS,New Brunswick,production=1;military=3;society=4,2,tier_4,0,2,P2,Atlantic Coast,colonization;institutionalized_scientific_exchange,,codified_practical_knowledge <- periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft,,common/history/countries/nbs - new brunswick.txt
NEJ,Nejd,production=1;military=0;society=2,0,tier_5,0,2,P2,Arabia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,common/history/countries/nej - nejd.txt
NEP,Nepal,production=1;military=0;society=2,0,tier_5,0,2,P2,Himalayas,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,common/history/countries/nep - nepal.txt
NET,Netherlands,production=1;military=3;society=4,2,tier_4,0,3,P1,Western Europe,colonization;specialized_technical_academies,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft | specialized_technical_academies <- institutionalized_scientific_exchange",,common/history/countries/net - netherlands.txt
NGA,Naga,production=1;military=0;society=0,0,tier_6,0,0,P3,North India,,,,,C:\Games\Victoria 3\game\common\history\countries\nga - naga.txt
NNG,Noongar,production=1;military=0;society=0,0,tier_6,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\nng - noongar.txt
NOR,Norway,production=1;military=3;society=3,1,tier_4,0,3,P1,Northern Europe,specialized_technical_academies,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft | specialized_technical_academies <- institutionalized_scientific_exchange",,common/history/countries/nor - norway.txt
NPU,North Peru,production=3;military=3;society=3,0,tier_3,0,5,P1,The Andes,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | coke_smelting <- organized_forestry | commercial_insurance_markets <- institutionalized_public_credit | medical_degrees <- institutionalized_scientific_exchange | regulated_small_arms <- scientific_fortification_siegecraft | specialized_technical_academies <- institutionalized_scientific_exchange",,common/history/countries/npu - north peru.txt
NRU,Nauru,production=0;military=0;society=0,0,tier_7,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\nru - nauru.txt
NSW,New South Wales,production=4;military=1;society=2,0,tier_2,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\nsw - new south wales.txt
NTO,Ngāti Toa,production=1;military=0;society=2,0,tier_5,0,2,P2,Oceania,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,C:\Games\Victoria 3\game\common\history\countries\nto - ngati toa.txt
NTU,Ngāi Tahu,production=1;military=0;society=2,0,tier_5,0,2,P2,Oceania,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,C:\Games\Victoria 3\game\common\history\countries\ntu - ngai tahu.txt
NUE,Nuer,production=0;military=0;society=0,0,tier_7,0,0,P3,Nile Basin,,,,,C:\Games\Victoria 3\game\common\history\countries\nue - nuer.txt
NVJ,Navajo,production=1;military=0;society=0,0,tier_6,0,0,P3,Pacific Coast,,,,,C:\Games\Victoria 3\game\common\history\countries\nvj - navajo.txt
NVS,Nova Scotia,production=1;military=3;society=4,2,tier_4,0,2,P2,Atlantic Coast,colonization;institutionalized_scientific_exchange,,codified_practical_knowledge <- periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft,,common/history/countries/nvs - nova scotia.txt
NYM,Unyamwezi,production=1;military=0;society=0,0,tier_6,0,0,P3,East Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\nym - unyamwezi.txt
NYP,Ngumpin-Yapa,production=1;military=0;society=0,0,tier_6,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\nyp - ngumpin-yapa.txt
NZP,Nimíipuu,production=1;military=0;society=0,0,tier_6,0,0,P3,Pacific Coast,,,,,C:\Games\Victoria 3\game\common\history\countries\nzp - nez perce.txt
OGD,Ogaden,production=0;military=0;society=0,0,tier_7,0,0,P3,East Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\ogd - ogaden.txt
OLD,Oldenburg,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/old - oldenburg.txt
OMA,Oman,production=1;military=3;society=2,0,tier_4,0,3,P1,Arabia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/oma - oman.txt
OMO,Omo,production=0;military=0;society=0,0,tier_7,0,0,P3,East Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\omo - omo.txt
ONT,Ontario,production=1;military=3;society=4,2,tier_4,0,2,P2,Canada,colonization;institutionalized_scientific_exchange,,codified_practical_knowledge <- periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft,,common/history/countries/ont - ontario.txt
ORA,Oranje,production=1;military=3;society=2,0,tier_4,0,3,P1,Southern Africa,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/ora - oranje.txt
ORG,Oregon,production=4;military=3;society=4,2,tier_2;tier_4,0,0,P2,Pacific Coast,colonization;institutionalized_scientific_exchange,,,,C:\Games\Victoria 3\game\common\history\countries\org - oregon.txt;common/history/countries/org -oregan.txt
ORM,Orma,production=0;military=0;society=0,0,tier_7,0,0,P3,East Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\orm - orma.txt
OUA,Tagant,production=1;military=0;society=0,0,tier_6,0,0,P3,West Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\oua - oualata.txt
OVB,Ovambo,production=0;military=0;society=0,0,tier_7,0,0,P3,Southern Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\ovb - ovambo.txt
OVM,Ovimbundu,production=0;military=0;society=0,0,tier_7,0,0,P3,Equatorial Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\ovm - ovimbundu.txt
OYO,Oyo,production=1;military=0;society=2,1,tier_5,0,2,P2,West Africa,international_relations,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,common/history/countries/oyo - oyo.txt
OZH,Orta Zhuz,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Asia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\ozh - orta zhuz.txt
PAA,Paakintyi,production=1;military=0;society=0,0,tier_6,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\paa - paakintyi.txt
PAN,Punjab,production=1;military=3;society=2,0,tier_4,0,3,P1,North India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/pan - panjab.txt
PAP,Rome,production=1;military=3;society=2,0,tier_4,0,3,P1,Southern Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/pap - papal states.txt
PAR,Parma,production=1;military=3;society=2,0,tier_4,0,3,P1,Southern Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/par - parma.txt
PAT,Mapuche,production=1;military=0;society=0,0,tier_6,0,0,P3,La Plata,,,,,C:\Games\Victoria 3\game\common\history\countries\pat - patagonia.txt
PCO,Puerto Rico,production=1;military=3;society=2,0,tier_4,0,3,P1,Central America,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/pco - puerto rico.txt
PDI,Pedi,production=1;military=0;society=0,0,tier_6,0,0,P3,Southern Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\pdi - pedi.txt
PER,Persia,production=1;military=3;society=2,1,tier_4,0,3,P1,Greater Persia,state_dockyard_systems,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/per - persia.txt
PEU,Peru,production=1;military=3;society=4,2,tier_4,0,2,P2,The Andes,colonization;institutionalized_scientific_exchange,,codified_practical_knowledge <- periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft,,common/history/countries/peu - Peru.txt
PHI,Philippines,production=1;military=3;society=4,1,tier_4,0,3,P1,Indonesia,colonization,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/phi - philippines.txt
PHL,Philippolis,production=1;military=0;society=1,1,tier_6,0,0,P2,Southern Africa,international_relations,,,,common/history/countries/phl - philippolis.txt
PLC,Poland-Lithuania,production=1;military=3;society=2,0,tier_4,0,3,P1,Eastern Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/plc - polish-lithuania.txt
PLP,Palanpur,production=1;military=3;society=2,0,tier_4,0,3,P1,North India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\plp - palanpur.txt
PLY,Tahiti,production=1;military=0;society=2,1,tier_5,0,2,P2,Oceania,international_relations,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,common/history/countries/ply - tahiti.txt
PMA,Pama,production=1;military=0;society=0,0,tier_6,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\pma - pama.txt
PNI,Piratini,production=3;military=3;society=3,0,tier_3,0,5,P1,Brazil,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | coke_smelting <- organized_forestry | commercial_insurance_markets <- institutionalized_public_credit | medical_degrees <- institutionalized_scientific_exchange | regulated_small_arms <- scientific_fortification_siegecraft | specialized_technical_academies <- institutionalized_scientific_exchange",,C:\Games\Victoria 3\game\common\history\countries\pni - piratini.txt
PON,Pontianak,production=1;military=3;society=2,0,tier_4,0,3,P1,Indonesia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\pon - pontianak.txt
POR,Portugal,production=1;military=3;society=4,3,tier_4,0,3,P1,Southern Europe,colonization;specialized_technical_academies;systematic_legal_codification,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft | specialized_technical_academies <- institutionalized_scientific_exchange",,common/history/countries/por - portugal.txt
PPU,Papua,production=0;military=0;society=0,0,tier_7,0,0,P3,Indonesia,,,,,C:\Games\Victoria 3\game\common\history\countries\ppu - papua.txt
PRA,Grão-Pará,production=3;military=3;society=3,0,tier_3,0,5,P1,Brazil,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | coke_smelting <- organized_forestry | commercial_insurance_markets <- institutionalized_public_credit | medical_degrees <- institutionalized_scientific_exchange | regulated_small_arms <- scientific_fortification_siegecraft | specialized_technical_academies <- institutionalized_scientific_exchange",,C:\Games\Victoria 3\game\common\history\countries\pra - grao para.txt
PRG,Paraguay,production=1;military=3;society=4,2,tier_4,0,2,P2,La Plata,colonization;institutionalized_scientific_exchange,,codified_practical_knowledge <- periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft,,common/history/countries/prg - Paraguay.txt
PRK,Perak,production=1;military=3;society=2,0,tier_4,0,3,P1,Indochina,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\prk - perak.txt
PRU,Prussia,production=1;military=3;society=7,3,tier_4,1,3,P1,Central Europe,colonization;romanticism;specialized_technical_academies,romanticism,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft | romanticism <- institutionalized_scientific_exchange | specialized_technical_academies <- institutionalized_scientific_exchange",,common/history/countries/pru - prussia.txt
PTA,Patiala,production=1;military=3;society=2,0,tier_4,0,3,P1,North India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\pta - patiala.txt
PTN,Patna,production=1;military=3;society=2,0,tier_4,0,3,P1,North India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\ptn - patna.txt
PUD,Pudukottai,production=1;military=3;society=2,0,tier_4,0,3,P1,South India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/pud - pudukottai.txt
PWN,Pawnee,production=1;military=0;society=0,0,tier_6,0,0,P3,Great Plains,,,,,C:\Games\Victoria 3\game\common\history\countries\pwn - pawnee.txt
QUE,Quebec,production=1;military=3;society=4,2,tier_4,0,2,P2,Canada,colonization;institutionalized_scientific_exchange,,codified_practical_knowledge <- periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft,,common/history/countries/que - quebec.txt
QWR,Qwara,production=1;military=0;society=2,0,tier_5,0,2,P2,East Africa,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,C:\Games\Victoria 3\game\common\history\countries\qwr - qwara.txt
RGB,Reguibat,production=1;military=0;society=0,0,tier_6,0,0,P3,North Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\rgb - riguibat.txt
RUS,Russia,production=1;military=3;society=4,2,tier_4,0,3,P1,Russia,colonization;systematic_legal_codification,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/rus - russia.txt
RWD,Rwanda,production=1;military=0;society=0,0,tier_6,0,0,P3,East Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\rwd - rwanda.txt
RYU,Ryukyu,production=1;military=3;society=2,0,tier_4,0,3,P1,Northeast Asia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/ryu - ryukyu.txt
SAF,South Africa,production=4;military=1;society=2,0,tier_2,0,0,P3,Southern Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\saf - south africa.txt
SAH,Sahrawi,production=1;military=0;society=0,0,tier_6,0,0,P3,North Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\sah - sahrawi.txt
SAK,Siak,production=1;military=3;society=2,0,tier_4,0,3,P1,Indonesia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\sak - siak.txt
SAN,San,production=0;military=0;society=0,0,tier_7,0,0,P3,Southern Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\san - san.txt
SAR,Sardinia-Piedmont,production=1;military=3;society=2,0,tier_4,0,3,P1,Southern Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/sar - sardinia.txt
SAS,South Australia,production=4;military=1;society=2,0,tier_2,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\sas - south australia.txt
SAT,Satara,production=1;military=3;society=2,0,tier_4,0,3,P1,South India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\sat - satara.txt
SAX,Saxony,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/sax - saxony.txt
SC1,Nueva España,production=1;military=3;society=4,2,tier_4,0,2,P2,Central America,colonization;institutionalized_scientific_exchange,,codified_practical_knowledge <- periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft,,common/history/countries/sc1 - colonial mexico.txt
SC2,Nueva Granada,production=1;military=3;society=4,2,tier_4,0,2,P2,Gran Colombia,colonization;institutionalized_scientific_exchange,,codified_practical_knowledge <- periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft,,common/history/countries/sc2 - colonial colombia.txt
SC3,Perú,production=1;military=3;society=4,2,tier_4,0,2,P2,The Andes,colonization;institutionalized_scientific_exchange,,codified_practical_knowledge <- periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft,,common/history/countries/sc3 - colonial peru.txt
SC4,Río de la Plata,production=1;military=3;society=4,2,tier_4,0,2,P2,La Plata,colonization;institutionalized_scientific_exchange,,codified_practical_knowledge <- periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft,,common/history/countries/sc4 - colonial argentina.txt
SCH,Schleswig,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/sch - schleswig.txt
SCM,Schaumburg-Lippe,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/scm - schaumburg-lippe.txt
SCT,Sip Song Chau Tai,production=1;military=0;society=0,0,tier_6,0,0,P3,Indochina,,,,,C:\Games\Victoria 3\game\common\history\countries\sct - sipsong chao tai.txt
SCW,Schwarzburg,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/scw - schwarzburg.txt
