vanilla_tech,vanilla_unlock,unlock_type,relationship_type,target_integrated_tech,reason,risk,status,source_file,source_context
rationalism,law_freedom_of_conscience,laws,UNLOCK,codified_practical_knowledge,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/laws/00_church_and_state.txt,361: rationalism
rationalism,law_religious_schools,laws,UNLOCK,organized_elementary_schooling,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/laws/00_education_system.txt,44: rationalism
standing_army,gunsmithing,technology,PREREQUISITE,corps_organization,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/20_military.txt,76: standing_army
standing_army,mandatory_service,technology,PREREQUISITE,corps_organization,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/20_military.txt,60: standing_army
standing_army,military_drill,technology,PREREQUISITE,light_infantry_tactics,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/20_military.txt,110: standing_army
standing_army,building_barrack,buildings,UNLOCK,corps_organization,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/buildings/05_military.txt,16: standing_army
standing_army,combat_unit_type_hussars,combat_unit_types,UNLOCK,corps_organization,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/combat_unit_types/00_land_combat_unit_types.txt,695: unlocking_technologies = { standing_army }
standing_army,decree_violent_suppression,decrees,UNLOCK,corps_organization,Transferred to the closest integrated descendant of the split source.,MEDIUM,ASSIGNED,common/decrees/00_decree.txt,98: standing_army
steelworking,bessemer_process,technology,PREREQUISITE,hot_blast_smelting,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/10_production.txt,368: steelworking
steelworking,mechanical_tools,technology,PREREQUISITE,mechanical_tools,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/10_production.txt,434: steelworking
steelworking,building_steel_mill,buildings,UNLOCK,puddling_and_rolling,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/buildings/01_industry.txt,261: steelworking
steelworking,company_altos_hornos_de_vizcaya,company_types,UNLOCK,coke_smelting,Transferred to the closest integrated descendant of the split source.,MEDIUM,ASSIGNED,common/company_types/00_companies_europe.txt,1255: has_technology_researched = steelworking
steelworking,company_duro_y_compania,company_types,UNLOCK,coke_smelting,Transferred to the closest integrated descendant of the split source.,MEDIUM,ASSIGNED,common/company_types/00_companies_europe.txt,1335: has_technology_researched = steelworking
steelworking,company_john_brown,company_types,UNLOCK,coke_smelting,Transferred to the closest integrated descendant of the split source.,MEDIUM,ASSIGNED,common/company_types/00_companies_great_britain.txt,189: has_technology_researched = steelworking
steelworking,company_krupp,company_types,UNLOCK,coke_smelting,Transferred to the closest integrated descendant of the split source.,MEDIUM,ASSIGNED,common/company_types/00_companies_germany.txt,37: has_technology_researched = steelworking
steelworking,company_lilpop,company_types,UNLOCK,coke_smelting,Transferred to the closest integrated descendant of the split source.,MEDIUM,ASSIGNED,common/company_types/00_companies_europe.txt,1065: has_technology_researched = steelworking
steelworking,company_schneider_creusot,company_types,UNLOCK,coke_smelting,Transferred to the closest integrated descendant of the split source.,MEDIUM,ASSIGNED,common/company_types/00_companies_france.txt,105: has_technology_researched = steelworking
steelworking,pm_pig_iron,production_methods,UNLOCK,coke_smelting,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/production_methods/01_industry.txt,943: steelworking
steelworking,pm_saw_mills,production_methods,UNLOCK,mechanical_tools,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/production_methods/09_misc_resource.txt,20: steelworking
tech_bureaucracy,country_institution_police_max_investment_add,modifier,MODIFIER,professional_civil_policing,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/30_society.txt,58: technology modifier block
tech_bureaucracy,centralization,technology,PREREQUISITE,central_statistical_offices,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/30_society.txt,170: tech_bureaucracy
tech_bureaucracy,international_relations,technology,PREREQUISITE,central_statistical_offices,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/30_society.txt,269: tech_bureaucracy
tech_bureaucracy,international_trade,technology,PREREQUISITE,central_statistical_offices,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/30_society.txt,150: tech_bureaucracy
tech_bureaucracy,law_enforcement,technology,PREREQUISITE,professional_civil_policing,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/30_society.txt,288: tech_bureaucracy
tech_bureaucracy,building_government_administration,buildings,UNLOCK,systematic_administrative_statistics,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/buildings/07_government.txt,9: tech_bureaucracy
tech_bureaucracy,law_local_police,laws,UNLOCK,professional_civil_policing,Transferred to the closest integrated descendant of the split source.,HIGH,ASSIGNED,common/laws/00_policing.txt,36: tech_bureaucracy
triage,modern_nursing,technology,PREREQUISITE,medical_degrees,Transferred to the closest integrated descendant of the split source.,LOW,ASSIGNED,common/technology/technologies/20_military.txt,441: triage
triage,je_war_nursing,journal_entries,UNLOCK,battlefield_evacuation,Transferred to the closest integrated descendant of the split source.,MEDIUM,ASSIGNED,common/journal_entries/00_nursing.txt,7: has_technology_researched = triage
triage,mobilization_option_first_aid,mobilization_options,UNLOCK,battlefield_evacuation,Transferred to the closest integrated descendant of the split source.,MEDIUM,ASSIGNED,common/mobilization_options/00_mobilization_option.txt,882: triage
