reference_id,scope,production_method_id,production_method_group,building_ids,file,line_or_block,gate_type,gate_expression,technology_id,technology_category,technology_era,technology_status,vanilla_requirement,mod_requirement,vanilla_mod_relationship,hidden_alias,pm_role,frozen_target,frozen_target_source,design_status,notes
PMTG-0001,EFFECTIVE_VANILLA,pm_aeroplane_production,pmg_aeroplanes,building_automotive_industry,common/production_methods/01_industry.txt,2221,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { military_aviation },military_aviation,military,era_10,VISIBLE_POST1836,unlocking_technologies = { military_aviation },INHERITED_FROM_VANILLA: unlocking_technologies = { military_aviation },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0104,EFFECTIVE_VANILLA,pm_chemical_fertilizer,pmg_base_building_wheat_farm,building_wheat_farm,common/production_methods/02_agro.txt,99,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { nitrogen_fixation },nitrogen_fixation,production,era_11,VISIBLE_POST1836,unlocking_technologies = { nitrogen_fixation },INHERITED_FROM_VANILLA: unlocking_technologies = { nitrogen_fixation },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0105,EFFECTIVE_VANILLA,pm_cannery,pmg_canning,building_food_industry,common/production_methods/01_industry.txt,82,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { canneries },canneries,production,era_5,VISIBLE_TECH3A_I_VI,unlocking_technologies = { canneries },INHERITED_FROM_VANILLA: unlocking_technologies = { canneries },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0106,EFFECTIVE_VANILLA,pm_cannery_fish,pmg_canning,building_food_industry,common/production_methods/01_industry.txt,107,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { canneries },canneries,production,era_5,VISIBLE_TECH3A_I_VI,unlocking_technologies = { canneries },INHERITED_FROM_VANILLA: unlocking_technologies = { canneries },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0107,EFFECTIVE_VANILLA,pm_vacuum_canning,pmg_canning,building_food_industry,common/production_methods/01_industry.txt,133,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { vacuum_canning },vacuum_canning,production,era_8,VISIBLE_POST1836,unlocking_technologies = { vacuum_canning },INHERITED_FROM_VANILLA: unlocking_technologies = { vacuum_canning },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0108,EFFECTIVE_VANILLA,pm_vacuum_canning_principle_3,pmg_canning,building_food_industry,common/production_methods/01_industry.txt,166,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { vacuum_canning },vacuum_canning,production,era_8,VISIBLE_POST1836,unlocking_technologies = { vacuum_canning },INHERITED_FROM_VANILLA: unlocking_technologies = { vacuum_canning },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0109,EFFECTIVE_VANILLA,pm_pot_stills,pmg_distillery,building_food_industry,common/production_methods/01_industry.txt,198,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { distillation },distillation,production,era_1,VISIBLE_TECH3A_I_VI,unlocking_technologies = { distillation },INHERITED_FROM_VANILLA: unlocking_technologies = { distillation },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0110,EFFECTIVE_VANILLA,pm_patent_stills,pmg_distillery,building_food_industry,common/production_methods/01_industry.txt,223,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { fractional_distillation },fractional_distillation,production,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { fractional_distillation },INHERITED_FROM_VANILLA: unlocking_technologies = { fractional_distillation },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0111,EFFECTIVE_VANILLA,coffee_plantation_mechanical_drying,pmg_drying_coffee_plantation,building_coffee_plantation,common/production_methods/04_plantations.txt,111,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { mechanized_workshops },mechanized_workshops,production,era_7,HIDDEN_COMPATIBILITY_ALIAS,unlocking_technologies = { mechanized_workshops },INHERITED_FROM_VANILLA: unlocking_technologies = { mechanized_workshops },INHERITED_VANILLA,YES,INTERMEDIATE_PM,interchangeable_manufacture,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,FROZEN_TARGET_AVAILABLE,Expanded per effective PMG; no mod override.
PMTG-0112,EFFECTIVE_VANILLA,pm_steam_donkey_building_logging_camp,pmg_equipment,building_logging_camp,common/production_methods/09_misc_resource.txt,109,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { steam_donkey },steam_donkey,production,era_9,VISIBLE_POST1836,unlocking_technologies = { steam_donkey },INHERITED_FROM_VANILLA: unlocking_technologies = { steam_donkey },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0113,EFFECTIVE_VANILLA,pm_chainsaws,pmg_equipment,building_logging_camp,common/production_methods/09_misc_resource.txt,133,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { combustion_engine },combustion_engine,production,era_9,VISIBLE_POST1836,unlocking_technologies = { combustion_engine },INHERITED_FROM_VANILLA: unlocking_technologies = { combustion_engine },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0114,EFFECTIVE_VANILLA,pm_vacuum_evaporation,pmg_explosives_building_chemical_plant,building_explosives_factory,common/production_methods/01_industry.txt,1406,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { dynamite },dynamite,production,era_8,VISIBLE_POST1836,unlocking_technologies = { dynamite },INHERITED_FROM_VANILLA: unlocking_technologies = { dynamite },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0115,EFFECTIVE_VANILLA,pm_brine_electrolysis,pmg_explosives_building_chemical_plant,building_explosives_factory,common/production_methods/01_industry.txt,1439,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { electrical_capacitors },electrical_capacitors,production,era_9,VISIBLE_POST1836,unlocking_technologies = { electrical_capacitors },INHERITED_FROM_VANILLA: unlocking_technologies = { electrical_capacitors },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0116,EFFECTIVE_VANILLA,pm_nitroglycerin_building_coal_mine,pmg_explosives_building_coal_mine,building_coal_mine,common/production_methods/03_mines.txt,122,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { nitroglycerin },nitroglycerin,production,era_7,VISIBLE_POST1836,unlocking_technologies = { nitroglycerin },INHERITED_FROM_VANILLA: unlocking_technologies = { nitroglycerin },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0117,EFFECTIVE_VANILLA,pm_dynamite_building_coal_mine,pmg_explosives_building_coal_mine,building_coal_mine,common/production_methods/03_mines.txt,156,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { dynamite },dynamite,production,era_8,VISIBLE_POST1836,unlocking_technologies = { dynamite },INHERITED_FROM_VANILLA: unlocking_technologies = { dynamite },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0118,EFFECTIVE_VANILLA,pm_nitroglycerin_building_gold_mine,pmg_explosives_building_gold_mine,building_gold_mine,common/production_methods/03_mines.txt,932,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { nitroglycerin },nitroglycerin,production,era_7,VISIBLE_POST1836,unlocking_technologies = { nitroglycerin },INHERITED_FROM_VANILLA: unlocking_technologies = { nitroglycerin },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0119,EFFECTIVE_VANILLA,pm_dynamite_building_gold_mine,pmg_explosives_building_gold_mine,building_gold_mine,common/production_methods/03_mines.txt,971,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { dynamite },dynamite,production,era_8,VISIBLE_POST1836,unlocking_technologies = { dynamite },INHERITED_FROM_VANILLA: unlocking_technologies = { dynamite },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0120,EFFECTIVE_VANILLA,pm_nitroglycerin_building_iron_mine,pmg_explosives_building_iron_mine,building_iron_mine,common/production_methods/03_mines.txt,341,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { nitroglycerin },nitroglycerin,production,era_7,VISIBLE_POST1836,unlocking_technologies = { nitroglycerin },INHERITED_FROM_VANILLA: unlocking_technologies = { nitroglycerin },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0121,EFFECTIVE_VANILLA,pm_dynamite_building_iron_mine,pmg_explosives_building_iron_mine,building_iron_mine,common/production_methods/03_mines.txt,374,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { dynamite },dynamite,production,era_8,VISIBLE_POST1836,unlocking_technologies = { dynamite },INHERITED_FROM_VANILLA: unlocking_technologies = { dynamite },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0122,EFFECTIVE_VANILLA,pm_nitroglycerin_building_lead_mine,pmg_explosives_building_lead_mine,building_lead_mine,common/production_methods/03_mines.txt,565,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { nitroglycerin },nitroglycerin,production,era_7,VISIBLE_POST1836,unlocking_technologies = { nitroglycerin },INHERITED_FROM_VANILLA: unlocking_technologies = { nitroglycerin },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0123,EFFECTIVE_VANILLA,pm_dynamite_building_lead_mine,pmg_explosives_building_lead_mine,building_lead_mine,common/production_methods/03_mines.txt,598,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { dynamite },dynamite,production,era_8,VISIBLE_POST1836,unlocking_technologies = { dynamite },INHERITED_FROM_VANILLA: unlocking_technologies = { dynamite },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0124,EFFECTIVE_VANILLA,pm_nitroglycerin_building_sulfur_mine,pmg_explosives_building_sulfur_mine,building_sulfur_mine,common/production_methods/03_mines.txt,736,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { nitroglycerin },nitroglycerin,production,era_7,VISIBLE_POST1836,unlocking_technologies = { nitroglycerin },INHERITED_FROM_VANILLA: unlocking_technologies = { nitroglycerin },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0125,EFFECTIVE_VANILLA,pm_dynamite_building_sulfur_mine,pmg_explosives_building_sulfur_mine,building_sulfur_mine,common/production_methods/03_mines.txt,769,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { dynamite },dynamite,production,era_8,VISIBLE_POST1836,unlocking_technologies = { dynamite },INHERITED_FROM_VANILLA: unlocking_technologies = { dynamite },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0126,EFFECTIVE_VANILLA,pm_barbed_wire_fences,pmg_fencing,building_livestock_ranch,common/production_methods/02_agro.txt,594,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { field_works },field_works,military,era_7,VISIBLE_POST1836,unlocking_technologies = { field_works },INHERITED_FROM_VANILLA: unlocking_technologies = { field_works },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0127,EFFECTIVE_VANILLA,pm_electric_fencing,pmg_fencing,building_livestock_ranch,common/production_methods/02_agro.txt,610,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { electrical_generation },electrical_generation,production,era_9,VISIBLE_POST1836,unlocking_technologies = { electrical_generation },INHERITED_FROM_VANILLA: unlocking_technologies = { electrical_generation },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0128,EFFECTIVE_VANILLA,pm_improved_fertilizer,pmg_fertilizer_production,building_chemical_plant,common/production_methods/01_industry.txt,1277,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { improved_fertilizer },improved_fertilizer,production,era_8,VISIBLE_POST1836,unlocking_technologies = { improved_fertilizer },INHERITED_FROM_VANILLA: unlocking_technologies = { improved_fertilizer },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0129,EFFECTIVE_VANILLA,pm_nitrogen_fixation,pmg_fertilizer_production,building_chemical_plant,common/production_methods/01_industry.txt,1308,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { nitrogen_fixation },nitrogen_fixation,production,era_11,VISIBLE_POST1836,unlocking_technologies = { nitrogen_fixation },INHERITED_FROM_VANILLA: unlocking_technologies = { nitrogen_fixation },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0130,EFFECTIVE_VANILLA,pm_rifles,pmg_firearms_manufacturing,building_arms_industry,common/production_methods/01_industry.txt,2339,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { rifling },rifling,military,era_5,VISIBLE_TECH3A_I_VI,unlocking_technologies = { rifling },INHERITED_FROM_VANILLA: unlocking_technologies = { rifling },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0131,EFFECTIVE_VANILLA,pm_repeaters,pmg_firearms_manufacturing,building_arms_industry,common/production_methods/01_industry.txt,2366,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { repeaters },repeaters,military,era_8,VISIBLE_POST1836,unlocking_technologies = { repeaters },INHERITED_FROM_VANILLA: unlocking_technologies = { repeaters },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0132,EFFECTIVE_VANILLA,pm_bolt_action_rifles,pmg_firearms_manufacturing,building_arms_industry,common/production_methods/01_industry.txt,2394,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { bolt_action_rifles },bolt_action_rifles,military,era_9,VISIBLE_POST1836,unlocking_technologies = { bolt_action_rifles },INHERITED_FROM_VANILLA: unlocking_technologies = { bolt_action_rifles },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0133,EFFECTIVE_VANILLA,pm_cannons,pmg_foundries,building_artillery_foundry,common/production_methods/01_industry.txt,2427,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { artillery },artillery,military,era_7,HIDDEN_COMPATIBILITY_ALIAS,unlocking_technologies = { artillery },INHERITED_FROM_VANILLA: unlocking_technologies = { artillery },INHERITED_VANILLA,YES,MILITARY_PM,standardized_field_artillery,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,FROZEN_TARGET_AVAILABLE,Expanded per effective PMG; no mod override.
PMTG-0134,EFFECTIVE_VANILLA,pm_smoothbores,pmg_foundries,building_artillery_foundry,common/production_methods/01_industry.txt,2452,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { shell_gun },shell_gun,military,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { shell_gun },INHERITED_FROM_VANILLA: unlocking_technologies = { shell_gun },INHERITED_VANILLA,NO,MILITARY_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0135,EFFECTIVE_VANILLA,pm_breech_loaders,pmg_foundries,building_artillery_foundry,common/production_methods/01_industry.txt,2478,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { breech_loading_artillery },breech_loading_artillery,military,era_8,VISIBLE_POST1836,unlocking_technologies = { breech_loading_artillery },INHERITED_FROM_VANILLA: unlocking_technologies = { breech_loading_artillery },INHERITED_VANILLA,NO,MILITARY_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0136,EFFECTIVE_VANILLA,pm_recoiled_barrels,pmg_foundries,building_artillery_foundry,common/production_methods/01_industry.txt,2505,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { automatic_machine_guns },automatic_machine_guns,military,era_11,VISIBLE_POST1836,unlocking_technologies = { automatic_machine_guns },INHERITED_FROM_VANILLA: unlocking_technologies = { automatic_machine_guns },INHERITED_VANILLA,NO,MILITARY_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0137,EFFECTIVE_VANILLA,pm_automatic_bottle_blowers,pmg_glassblowing,building_glassworks,common/production_methods/01_industry.txt,893,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { automatic_bottle_blowers },automatic_bottle_blowers,production,era_10,VISIBLE_POST1836,unlocking_technologies = { automatic_bottle_blowers },INHERITED_FROM_VANILLA: unlocking_technologies = { automatic_bottle_blowers },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0138,EFFECTIVE_VANILLA,pm_steam_threshers,pmg_harvesting_process_building_maize_farm,building_maize_farm,common/production_methods/02_agro.txt,196,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { threshing_machine },threshing_machine,production,era_4,VISIBLE_TECH3A_I_VI,unlocking_technologies = { threshing_machine },INHERITED_FROM_VANILLA: unlocking_technologies = { threshing_machine },INHERITED_VANILLA,NO,SECONDARY_OUTPUT_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0139,EFFECTIVE_VANILLA,pm_tractors,pmg_harvesting_process_building_maize_farm,building_maize_farm,common/production_methods/02_agro.txt,221,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { mechanized_farming },mechanized_farming,production,era_7,VISIBLE_POST1836,unlocking_technologies = { mechanized_farming },INHERITED_FROM_VANILLA: unlocking_technologies = { mechanized_farming },INHERITED_VANILLA,NO,SECONDARY_OUTPUT_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0140,EFFECTIVE_VANILLA,pm_compression_ignition_tractors,pmg_harvesting_process_building_maize_farm,building_maize_farm,common/production_methods/02_agro.txt,246,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { compression_ignition },compression_ignition,production,era_11,VISIBLE_POST1836,unlocking_technologies = { compression_ignition },INHERITED_FROM_VANILLA: unlocking_technologies = { compression_ignition },INHERITED_VANILLA,NO,SECONDARY_OUTPUT_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0141,EFFECTIVE_VANILLA,pm_steam_threshers,pmg_harvesting_process_building_millet_farm,building_millet_farm,common/production_methods/02_agro.txt,196,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { threshing_machine },threshing_machine,production,era_4,VISIBLE_TECH3A_I_VI,unlocking_technologies = { threshing_machine },INHERITED_FROM_VANILLA: unlocking_technologies = { threshing_machine },INHERITED_VANILLA,NO,SECONDARY_OUTPUT_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0142,EFFECTIVE_VANILLA,pm_tractors,pmg_harvesting_process_building_millet_farm,building_millet_farm,common/production_methods/02_agro.txt,221,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { mechanized_farming },mechanized_farming,production,era_7,VISIBLE_POST1836,unlocking_technologies = { mechanized_farming },INHERITED_FROM_VANILLA: unlocking_technologies = { mechanized_farming },INHERITED_VANILLA,NO,SECONDARY_OUTPUT_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0143,EFFECTIVE_VANILLA,pm_compression_ignition_tractors,pmg_harvesting_process_building_millet_farm,building_millet_farm,common/production_methods/02_agro.txt,246,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { compression_ignition },compression_ignition,production,era_11,VISIBLE_POST1836,unlocking_technologies = { compression_ignition },INHERITED_FROM_VANILLA: unlocking_technologies = { compression_ignition },INHERITED_VANILLA,NO,SECONDARY_OUTPUT_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0144,EFFECTIVE_VANILLA,pm_steam_threshers_building_rice_farm,pmg_harvesting_process_building_rice_farm,building_rice_farm,common/production_methods/02_agro.txt,430,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { threshing_machine },threshing_machine,production,era_4,VISIBLE_TECH3A_I_VI,unlocking_technologies = { threshing_machine },INHERITED_FROM_VANILLA: unlocking_technologies = { threshing_machine },INHERITED_VANILLA,NO,SECONDARY_OUTPUT_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0145,EFFECTIVE_VANILLA,pm_steam_threshers,pmg_harvesting_process_building_rye_farm,building_rye_farm,common/production_methods/02_agro.txt,196,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { threshing_machine },threshing_machine,production,era_4,VISIBLE_TECH3A_I_VI,unlocking_technologies = { threshing_machine },INHERITED_FROM_VANILLA: unlocking_technologies = { threshing_machine },INHERITED_VANILLA,NO,SECONDARY_OUTPUT_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0146,EFFECTIVE_VANILLA,pm_tractors,pmg_harvesting_process_building_rye_farm,building_rye_farm,common/production_methods/02_agro.txt,221,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { mechanized_farming },mechanized_farming,production,era_7,VISIBLE_POST1836,unlocking_technologies = { mechanized_farming },INHERITED_FROM_VANILLA: unlocking_technologies = { mechanized_farming },INHERITED_VANILLA,NO,SECONDARY_OUTPUT_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0147,EFFECTIVE_VANILLA,pm_compression_ignition_tractors,pmg_harvesting_process_building_rye_farm,building_rye_farm,common/production_methods/02_agro.txt,246,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { compression_ignition },compression_ignition,production,era_11,VISIBLE_POST1836,unlocking_technologies = { compression_ignition },INHERITED_FROM_VANILLA: unlocking_technologies = { compression_ignition },INHERITED_VANILLA,NO,SECONDARY_OUTPUT_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0148,EFFECTIVE_VANILLA,pm_steam_threshers,pmg_harvesting_process_building_wheat_farm,building_wheat_farm,common/production_methods/02_agro.txt,196,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { threshing_machine },threshing_machine,production,era_4,VISIBLE_TECH3A_I_VI,unlocking_technologies = { threshing_machine },INHERITED_FROM_VANILLA: unlocking_technologies = { threshing_machine },INHERITED_VANILLA,NO,SECONDARY_OUTPUT_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0149,EFFECTIVE_VANILLA,pm_tractors,pmg_harvesting_process_building_wheat_farm,building_wheat_farm,common/production_methods/02_agro.txt,221,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { mechanized_farming },mechanized_farming,production,era_7,VISIBLE_POST1836,unlocking_technologies = { mechanized_farming },INHERITED_FROM_VANILLA: unlocking_technologies = { mechanized_farming },INHERITED_VANILLA,NO,SECONDARY_OUTPUT_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0150,EFFECTIVE_VANILLA,pm_compression_ignition_tractors,pmg_harvesting_process_building_wheat_farm,building_wheat_farm,common/production_methods/02_agro.txt,246,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { compression_ignition },compression_ignition,production,era_11,VISIBLE_POST1836,unlocking_technologies = { compression_ignition },INHERITED_FROM_VANILLA: unlocking_technologies = { compression_ignition },INHERITED_VANILLA,NO,SECONDARY_OUTPUT_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0151,EFFECTIVE_VANILLA,pm_precision_tools,pmg_luxury_building_furniture_manufactory,building_furniture_manufactory,common/production_methods/01_industry.txt,598,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { mechanical_tools },mechanical_tools,production,era_5,VISIBLE_TECH3A_I_VI,unlocking_technologies = { mechanical_tools },INHERITED_FROM_VANILLA: unlocking_technologies = { mechanical_tools },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0152,EFFECTIVE_VANILLA,pm_bone_china,pmg_luxury_building_glassworks,building_glassworks,common/production_methods/01_industry.txt,861,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { chemical_bleaching },chemical_bleaching,production,era_4,VISIBLE_TECH3A_I_VI,unlocking_technologies = { chemical_bleaching },INHERITED_FROM_VANILLA: unlocking_technologies = { chemical_bleaching },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0153,EFFECTIVE_VANILLA,pm_elastics,pmg_luxury_building_textile_mill,building_textile_mill,common/production_methods/01_industry.txt,406,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { vulcanization },vulcanization,production,era_8,VISIBLE_POST1836,unlocking_technologies = { vulcanization },INHERITED_FROM_VANILLA: unlocking_technologies = { vulcanization },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0154,EFFECTIVE_VANILLA,electric_rollers,pmg_manufacture_tobacco,building_tobacco_plantation,common/production_methods/04_plantations.txt,427,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { electrical_generation },electrical_generation,production,era_9,VISIBLE_POST1836,unlocking_technologies = { electrical_generation },INHERITED_FROM_VANILLA: unlocking_technologies = { electrical_generation },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0155,EFFECTIVE_VANILLA,pm_military_shipbuilding_wooden_2,pmg_military_base,NONE_RESOLVED,common/production_methods/01_industry.txt,2081,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { screw_frigate },screw_frigate,military,era_7,HIDDEN_COMPATIBILITY_ALIAS,unlocking_technologies = { screw_frigate },INHERITED_FROM_VANILLA: unlocking_technologies = { screw_frigate },INHERITED_VANILLA,YES,MILITARY_PM,,,DESIGN_REVIEW_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0156,EFFECTIVE_VANILLA,pm_military_shipbuilding_steam,pmg_military_base,NONE_RESOLVED,common/production_methods/01_industry.txt,2105,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { ironclad_tech },ironclad_tech,military,era_7,VISIBLE_POST1836,unlocking_technologies = { ironclad_tech },INHERITED_FROM_VANILLA: unlocking_technologies = { ironclad_tech },INHERITED_VANILLA,NO,MILITARY_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
