production_method_group,building_ids,previous_pm,previous_pm_technology,next_pm,next_pm_technology,technology_dependency_exists,same_category,era_order_valid,progression_class,skip_risk,recommended_review,pre_transfer_recommended_review,post_transfer_status,notes
pmg_refrigeration_building_whaling_station,building_whaling_station,pm_refrigerated_storage_building_whaling_station,pasteurization,pm_refrigerated_rail_cars_building_whaling_station,electric_railway,NO,YES,YES,LINEAR_SUCCESSION,YES,PM_PROGRESSION_SKIP_RISK,PM_PROGRESSION_SKIP_RISK,UNCHANGED_RISK,Graph does not require preceding gate before next gate.
pmg_refrigeration_building_whaling_station,building_whaling_station,pm_refrigerated_rail_cars_building_whaling_station,electric_railway,pm_flash_freezing_building_whaling_station,flash_freezing,NO,YES,YES,LINEAR_SUCCESSION,YES,PM_PROGRESSION_SKIP_RISK,PM_PROGRESSION_SKIP_RISK,UNCHANGED_RISK,Graph does not require preceding gate before next gate.
pmg_sheep_ranch,building_livestock_ranch,pm_simple_ranch,NONE,pm_sheep_farms,selective_breeding,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_sheep_ranch,building_livestock_ranch,pm_sheep_farms,selective_breeding,pm_intensive_grazing_ranch,mechanized_farming,NO,YES,YES,LINEAR_SUCCESSION,YES,PM_PROGRESSION_SKIP_RISK,DESIGN_REVIEW_REQUIRED,CLASSIFICATION_CHANGED_OTHER,Graph does not require preceding gate before next gate.
pmg_steelmaking_process,building_steel_mill,pm_blister_steel_process,NONE,pm_bessemer_process,bessemer_process,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_steelmaking_process,building_steel_mill,pm_bessemer_process,bessemer_process,pm_open_hearth_process,open_hearth_process,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_steelmaking_process,building_steel_mill,pm_open_hearth_process,open_hearth_process,pm_electric_arc_process,electric_arc_process,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_trade_quantity_trade_center,building_trade_center,pm_trade_center_trade_quantity_limited,NONE,pm_trade_center_trade_quantity_normal,NONE,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_trade_quantity_trade_center,building_trade_center,pm_trade_center_trade_quantity_normal,NONE,pm_trade_center_trade_quantity_high,hydraulic_cranes,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_trade_quantity_trade_center,building_trade_center,pm_trade_center_trade_quantity_high,hydraulic_cranes,pm_trade_center_trade_quantity_very_high,floating_harbor,NO,YES,YES,LINEAR_SUCCESSION,POSSIBLE,DESIGN_REVIEW_REQUIRED,DESIGN_REVIEW_REQUIRED,UNCHANGED_DESIGN_REVIEW,Missing dependency with a preserved hidden alias; design review remains required.
pmg_training,building_barrack,pm_no_organization,NONE,pm_samurai_training,NONE,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_training,building_barrack,pm_samurai_training,NONE,pm_general_training,general_staff,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_training,building_barrack,pm_general_training,general_staff,pm_advanced_tactics_training,military_statistics,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_training,building_barrack,pm_advanced_tactics_training,military_statistics,pm_training_streamlining,wargaming,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_training,building_barrack,pm_training_streamlining,wargaming,pm_nco_incorporation,nco_training,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_training,building_barrack,pm_nco_incorporation,nco_training,pm_mobile_warfare_tactics,mobile_armor,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_training_conscription,building_conscription_center,pm_no_organization_conscription,NONE,pm_general_training_conscription,general_staff,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_training_conscription,building_conscription_center,pm_general_training_conscription,general_staff,pm_advanced_tactics_training_conscription,military_statistics,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_training_conscription,building_conscription_center,pm_advanced_tactics_training_conscription,military_statistics,pm_training_streamlining_conscription,wargaming,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_training_conscription,building_conscription_center,pm_training_streamlining_conscription,wargaming,pm_nco_incorporation_conscription,nco_training,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_training_conscription,building_conscription_center,pm_nco_incorporation_conscription,nco_training,pm_mobile_warfare_tactics_conscription,mobile_armor,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_transportation_building_logging_camp,building_logging_camp,pm_road_carts,NONE,pm_rail_transport_building_logging_camp,railways,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_transportation_building_logging_camp,building_logging_camp,pm_rail_transport_building_logging_camp,railways,pm_log_carts,electric_railway,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
pmg_transportation_building_oil_rig,building_oil_rig,pm_road_carts,NONE,pm_rail_transport_building_oil_rig,railways,YES,NOT_APPLICABLE,NOT_APPLICABLE,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous PM has no technology gate.
pmg_transportation_building_oil_rig,building_oil_rig,pm_rail_transport_building_oil_rig,railways,pm_tanker_cars,steel_railway_cars,YES,YES,YES,LINEAR_SUCCESSION,NO,PM_PROGRESSION_OK,PM_PROGRESSION_OK,NOT_APPLICABLE,Previous gate is identical to or ancestor of a next gate.
