tech_id,display_name,branch,era,historical_window,historical_anchor,source_tree,vanilla_equivalent,vanilla_action,vanilla_name_preserved,vanilla_id_preserved,prerequisites,cross_branch_prerequisites,successors,post_1836_bridge,technology_scope,1776_adoption_class,regionalization_status,main_unlocks,goods_involved,buildings_involved,pm_pmg_involved,ship_designer_effect,resource_discovery_effect,ai_base_weight_class,ai_context_tags,economic_chain_id,relative_cost_class,proposed_cost_band,placeholder_icon,final_icon_status,description_concept,implementation_complexity,technical_risk,historical_risk,notes
horse_artillery,Horse Artillery,Military,IV,~1775–1799,La Royal Horse Artillery est créée en 1793; concepts analogues se diffusent dans les armées contemporaines.,MILITARY_NAVAL_V1,NONE,NEW,N/A,N/A,standardized_field_artillery,,corps_organization,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Mobile artillery support PM; mobility/speed ↑; cost/horse demand ↑,Artillery; horses/livestock abstraction,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;MILITARY:army+rivals+readiness,NONE_DIRECT,STANDARD,BAND_D_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,À implémenter comme support/PM si le système 1.13 le rend plus approprié qu'un node autonome.,MEDIUM,MEDIUM,MEDIUM,Les rôles de cavalerie restent surtout PM/doctrine; ce node représente l'organisation d'une artillerie réellement mobile.
military_topographic_surveying,Military Topographic Surveying,Military,IV,~1775–1799,Les grands levés militaires s'institutionnalisent au XVIIIe tardif; Ordnance Survey britannique lancé à partir des besoins militaires.,MILITARY_NAVAL_V1,NONE,NEW,N/A,N/A,permanent_engineer_services,,hydrographic_surveying;general_staff,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Campaign maps; route planning; reconnaissance; fortification planning,,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;MILITARY:army+rivals+readiness,NONE_DIRECT,STANDARD,BAND_D_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Lien entre science; génie et commandement.,MEDIUM,MEDIUM,MEDIUM,Peut être acquis via écoles militaires/ingénieurs; y compris chemins de réforme ottomans et autres.
copper_sheathing,Copper Sheathing,Naval,IV,~1775–1799,Expérimenté plus tôt; adopté beaucoup plus largement dans les années 1770–1780.,MILITARY_NAVAL_V1,NONE,NEW,N/A,N/A,scientific_naval_architecture,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Copper-sheathed wooden hull PM/component; fouling ↓; maintenance/range efficiency ↑,copper good DEFERRED; future economic cost UNRESOLVED_PENDING_IMPLEMENTATION_DESIGN,,,REAL COMPONENT using existing ship_mod_slot_utility_2 on wooden frigate/ship-of-the-line allow-lists; runtime/default-template validation required; no new slot definition,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;GEOGRAPHY:coast+ports;MILITARY:navy+strategic_need,NAVAL_SHIPBUILDING_AND_TRADE,STANDARD,BAND_D_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Crée une vraie demande navale de cuivre et un différentiel blue-water.,HIGH,HIGH,MEDIUM,"TECH2H changes utility_1 to existing utility_2: utility_1 already competes with patrol boats, carronades and landing skiffs; armor is reserved for Seppings; range must remain available. Copper good remains deferred."
mysorean_iron_cased_rocketry,Mysorean Iron-Cased Rocketry,Military,IV,~1775–1799,Les forces de Mysore emploient des fusées à enveloppe métallique; des exemplaires capturés inspirent ensuite Congreve.,MILITARY_NAVAL_V1,NONE,NEW,N/A,N/A,,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,REGIONAL_INNOVATION,post-1776,REGIONAL_INNOVATION,Mysorean rocket corps/support; iron-cased rockets; event transfer hooks,Iron; military workshops,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;MILITARY:army+rivals+readiness,NONE_DIRECT,STANDARD,BAND_D_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Prototype canonique de REGIONAL_INNOVATION + technology transfer.,MEDIUM,MEDIUM,MEDIUM,Réservée à Mysore/aire historiquement justifiée; déjà connue en 1776 selon setup. Export par capture/observation; pas recherche universelle directe.
rifling,Rifling,Military,V,~1800–1824,Baker rifle adopté en 1800 pour des unités spécialisées; diffusion graduelle.,MILITARY_NAVAL_V1,rifling,REWIRE,YES,YES,light_infantry_tactics;armament_standardization_inspection,mechanical_tools,percussion_cap,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Rifle specialist PM/unit role; accuracy/range ↑; reload/cost tradeoff,Precision arms manufacture,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;MILITARY:army+rivals+readiness,NONE_DIRECT,CONVERGENCE,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Spécialisation; pas remplacement global du mousquet.,HIGH,HIGH,MEDIUM,Ne remplace pas automatiquement l'infanterie de ligne.
corps_organization,Corps Organization,Military,V,~1800–1824,Le système de corps napoléonien combine plusieurs armes et services dans des formations autonomes.,MILITARY_NAVAL_V1,army_reserves;mandatory_service;napoleonic_warfare;standing_army,SPLIT,NO,NO,horse_artillery;permanent_engineer_services,,general_staff,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Combined-arms corps; operational autonomy; command capacity,,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;MILITARY:army+rivals+readiness,NONE_DIRECT,STANDARD,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Améliore organisation/commandement plutôt qu'un bonus d'arme.,MEDIUM,MEDIUM,MEDIUM,Peut être acquis par réforme; ne suppose pas une copie exacte de l'armée napoléonienne.
logistics,Logistics,Military,V,~1800–1824,Autour de 1800–1807; les armées françaises organisent trains d'artillerie; génie et équipages; d'autres États suivent des trajectoires propres.,MILITARY_NAVAL_V1,logistics,REWIRE,YES,YES,systematic_administrative_statistics,,field_engineering_pontoon_trains;battlefield_evacuation;general_staff,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Supply trains; ammunition trains; engineer trains; campaign attrition/supply capacity improvements,salt + basic cereals for EARLY supply; groceries for ADVANCED supply; NO_DOUBLE_COUNT,barracks; conscription centers; mobilization options,early salted cereal supply OR advanced groceries supply; never both salt charges,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;MILITARY:army+rivals+readiness,MILITARY_SUPPLY_AND_HEALTH,STANDARD,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Doit agir sur supply/attrition/mobilization; pas être un simple attack modifier.,HIGH,HIGH,MEDIUM,Les armées avaient déjà de la logistique; le node représente des services permanents spécialisés.; basic supply consumes salt+cereals; advanced supply consumes groceries and must not consume salt again
field_engineering_pontoon_trains,Field Engineering & Pontoon Trains,Military,V,~1800–1824,Intégration plus systématique du génie; pontage et trains spécialisés dans les grandes armées du début XIXe.,MILITARY_NAVAL_V1,field_works,REWIRE,NO,NO,permanent_engineer_services;logistics,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Bridging; crossings; field works; mobility support,Tools; timber; construction materials,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;MILITARY:army+rivals+readiness,NONE_DIRECT,STANDARD,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Support mobilité/river crossing/defense.,MEDIUM,MEDIUM,MEDIUM,Universalisation possible par écoles/services d'ingénieurs.
explosive_field_ammunition,Explosive Field Ammunition,Military,V,~1800–1824,L'obus Shrapnel est adopté par l'armée britannique en 1803.,MILITARY_NAVAL_V1,NONE,NEW,N/A,N/A,standardized_field_artillery,,standardized_military_rockets,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Shrapnel/spherical shell field ammunition PMs; anti-personnel/artillery flexibility,Artillery/ammunition industry,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;MILITARY:army+rivals+readiness,NONE_DIRECT,STANDARD,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,PM ammunition avec compromis plutôt qu'un node 'meilleur canon'.,MEDIUM,MEDIUM,MEDIUM,Adoption initiale limitée; diffusion par arsenaux et expérience de guerre.
battlefield_evacuation,Battlefield Evacuation,Military,V,~1800–1824,Les ambulances volantes de Larrey rapprochent les soins et l'évacuation du champ de bataille.,MILITARY_NAVAL_V1,triage,SPLIT,NO,NO,permanent_military_hospitals;logistics,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Mobile ambulances; wounded recovery ↑; battlefield mortality ↓,Food/medical inputs later,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;MILITARY:army+rivals+readiness,MILITARY_SUPPLY_AND_HEALTH,STANDARD,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Doit utiliser recovery/mortality.,MEDIUM,MEDIUM,MEDIUM,Larrey = jalon; concept universel.
military_veterinary_services,Military Veterinary Services,Military,V,~1800–1824,À partir de 1796; des veterinary surgeons sont commissionnés dans les régiments de cavalerie britanniques.,MILITARY_NAVAL_V1,NONE,NEW,N/A,N/A,,veterinary_science,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Horse/mule mortality ↓; remount efficiency ↑; cavalry/artillery/logistics animal losses ↓,Livestock/horses abstraction; medicines later,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;ECONOMY:agriculture+eligible_land+shortage;MILITARY:army+rivals+readiness,MILITARY_SUPPLY_AND_HEALTH,STANDARD,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Lien Society→Military très clair; impactant attrition animale et mobilité.,MEDIUM,MEDIUM,MEDIUM,Accès dépend de la diffusion de la science vétérinaire et de l'organisation militaire.
casemated_fortifications,Casemated Fortifications,Military,V,~1800–1824,Montalembert publie en 1777 des théories de fortifications à étages/casemates; diffusion surtout début XIXe.,MILITARY_NAVAL_V1,NONE,NEW,N/A,N/A,permanent_engineer_services,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Casemated/coastal forts; concentrated artillery; fort defense PMs,Stone; construction materials; later cement,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;MILITARY:army+rivals+readiness,NONE_DIRECT,STANDARD,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Fortification de transition post-bastion; utile notamment en défense côtière.,MEDIUM,MEDIUM,MEDIUM,Montalembert sert de jalon; adaptations nationales diverses.
hydrographic_surveying,Hydrographic Surveying,Naval,V,~1800–1824,Hydrographic Office britannique créé en 1795; premières cartes officielles vers 1800.,MILITARY_NAVAL_V1,NONE,NEW,N/A,N/A,marine_chronometry;military_topographic_surveying,,maritime_safety_standards;modern_lighthouse_optics,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Admiralty-style charts; safer navigation; ports/coasts surveyed; naval/commercial efficiency,Paper; precision instruments,,,country/port reach modifier; not a physical component,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;GEOGRAPHY:coast+ports;MILITARY:navy+strategic_need,NAVAL_SHIPBUILDING_AND_TRADE,CONVERGENCE,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Civil + militaire; doit réduire risque/augmenter efficacité navigation.,HIGH,HIGH,MEDIUM,Peut être acquis par écoles navales; missions et administrations hydrographiques.
standardized_naval_signals,Standardized Naval Signals,Naval,V,~1800–1824,Les systèmes de signaux codifiés deviennent beaucoup plus riches autour de 1800.,MILITARY_NAVAL_V1,NONE,NEW,N/A,N/A,scientific_naval_architecture,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Fleet signal books; coordination/command efficiency,,,,fleet modifier; not a physical component,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;GEOGRAPHY:coast+ports;MILITARY:navy+strategic_need,NAVAL_SHIPBUILDING_AND_TRADE,STANDARD,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Probable doctrine/modifier de flotte plutôt que component; audit requis.,HIGH,HIGH,MEDIUM,Systèmes nationaux différents mais fonction universalisable.
paddle_steamer,Paddle Steamer,Naval,V,~1800–1824,Le Comet de 1812 est un jalon de service commercial européen à vapeur.,MILITARY_NAVAL_V1,paddle_steamer,RETIME,YES,YES,scientific_naval_architecture,rotative_steam_power,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Civil steam routes; early naval steam propulsion capability/component,Coal; engines; shipyards,,,propulsion and shipbuilding rewire using existing slots/types,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;GEOGRAPHY:coast+ports;MILITARY:navy+strategic_need;ECONOMY:industry+inputs+prices,STEAM_AND_POWER,CONVERGENCE,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Doit probablement débloquer propulsion/component; pas une unité rigide.,HIGH,HIGH,MEDIUM,Civil d'abord; adoption militaire expérimentale/auxiliaire avant 1836.
mechanized_naval_dockyards,Mechanized Naval Dockyards,Naval,V,~1800–1824,Brunel/Maudslay mécanisent la production de poulies à Portsmouth au début des années 1800.,MILITARY_NAVAL_V1,hydraulic_cranes,RETIME,NO,NO,scientific_naval_architecture;state_dockyard_systems,mechanical_tools;rotative_steam_power,iron_hull_construction,gantry_cranes and concrete_dockyards remain post-1836,UNIVERSAL,post-1776,UNIVERSAL,Shipyard productivity; standardized blocks/rigging components; repair efficiency ↑,Precision Machine Tools; Rotative Steam,,,shipyard PM and ship-construction capacity,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;GEOGRAPHY:coast+ports;MILITARY:navy+strategic_need,NAVAL_SHIPBUILDING_AND_TRADE,CONVERGENCE,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Croisement fort Military ↔ Production.,HIGH,HIGH,MEDIUM,Portsmouth = jalon; la capacité est universalisable via industrialisation.
diagonal_ship_framing,Diagonal Ship Framing,Naval,V,~1800–1824,Réformes de Seppings au début XIXe; avec renforts diagonaux et structures améliorées.,MILITARY_NAVAL_V1,NONE,NEW,N/A,N/A,scientific_naval_architecture,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Gate vanilla ship_mod_frigate_armor_medium and ship_mod_ship_of_the_line_armor_medium (Seppings-Braced Hull),Hardwood construction cost already carried by vanilla modifications,,,DIRECT VANILLA COMPONENT GATE: ship_mod_slot_armor medium objects for frigate and ship_of_the_line; no duplicate shipyard modifier,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;GEOGRAPHY:coast+ports;MILITARY:navy+strategic_need,NAVAL_SHIPBUILDING_AND_TRADE,STANDARD,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Seppings diagonal riders and bracing represented by the two existing vanilla Seppings-Braced Hull objects.,HIGH,HIGH,MEDIUM,TECH2H verdict A; objects are currently ungated in vanilla 1.13.9 and must receive this technology as unlocking technology during implementation.
standardized_military_rockets,Standardized Military Rocket Systems,Military,V,~1800–1824,Congreve développe ses systèmes après étude d'exemplaires mysoréens capturés.,MILITARY_NAVAL_V1,NONE,NEW,N/A,N/A,explosive_field_ammunition;armament_standardization_inspection,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,EVENT_ACQUIRED_UNIVERSAL,post-1776,EVENT_ACQUIRED_UNIVERSAL,Standardized rocket artillery/support PM; incendiary/explosive rocket use,Iron; military workshops,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;MILITARY:army+rivals+readiness,NONE_DIRECT,STANDARD,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Tech universelle de diffusion; mais pas recherche libre initiale avant exposition historique.,MEDIUM,MEDIUM,MEDIUM,GBR via capture/étude des fusées de Mysore; autres États par diffusion/observation/transfert ultérieur.
percussion_cap,Percussion Cap,Military,VI,~1825–1836,Forsyth brevète un percussion lock en 1807; mais adoption militaire large est plus tardive.,MILITARY_NAVAL_V1,percussion_cap,RETIME,YES,YES,armament_standardization_inspection;rifling,,,repeaters and bolt_action_rifles remain post-1836,UNIVERSAL,post-1776,UNIVERSAL,Early percussion firearms PM; reliability ↑; weather resistance ↑; transition not instant,Precision Machine Tools; small arms,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;MILITARY:army+rivals+readiness,NONE_DIRECT,STANDARD,BAND_F_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Frontier tech; PM early-adoption; pas remplacement automatique du silex.,MEDIUM,MEDIUM,MEDIUM,Diffusion militaire surtout années 1830–1840; certains États plus précoces/tardifs.
general_staff,General Staff,Military,VI,~1825–1836,Professionnalisation graduelle des états-majors au tournant XVIIIe–XIXe; maturation au XIXe.,MILITARY_NAVAL_V1,general_staff,RETIME,YES,YES,corps_organization;military_topographic_surveying;logistics,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Staff planning; mobilization/coordination; operational planning; command capacity,,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;MILITARY:army+rivals+readiness,NONE_DIRECT,CONVERGENCE,BAND_F_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Probable overlap vanilla; concept à conserver même si node vanilla modifié.,HIGH,HIGH,MEDIUM,Peut être acquis par écoles/réformes; ne pas imposer modèle prussien unique.
shell_gun,Shell Gun,Naval,VI,~1825–1836,Paixhans démontre les shell guns navals dans les années 1820.,MILITARY_NAVAL_V1,shell_gun,RETIME,YES,YES,standardized_field_artillery;scientific_naval_architecture,,,breech_loading_artillery remains post-1836,UNIVERSAL,post-1776,UNIVERSAL,Early shell-gun naval armament component/PM; wooden hull lethality ↑,Artillery; ammunition,,,weapon modification unlock in existing guns slot,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;GEOGRAPHY:coast+ports;MILITARY:navy+strategic_need,NAVAL_SHIPBUILDING_AND_TRADE,STANDARD,BAND_F_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Frontier component; ne doit pas généraliser immédiatement les obus explosifs à toutes les flottes.,HIGH,HIGH,MEDIUM,Expérimental/early adoption avant 1836; diffusion majeure plus tard.
maritime_safety_standards,Maritime Safety Standards,Naval,VI,~1825–1836,Lloyd's Register introduit une règle de ligne de charge en 1835.,MILITARY_NAVAL_V1,NONE,NEW,N/A,N/A,ship_classification_surveying;hydrographic_surveying,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Seaworthiness/load standards; merchant loss risk ↓; classification efficiency ↑,,,,country/port safety modifier; not a component,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;GEOGRAPHY:coast+ports;MILITARY:navy+strategic_need,NAVAL_SHIPBUILDING_AND_TRADE,STANDARD,BAND_F_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Complète la marine marchande avec sécurité plutôt qu'une simple vitesse commerciale.,HIGH,HIGH,MEDIUM,Peut être porté par sociétés de classification/États/assureurs.
modern_lighthouse_optics,Modern Lighthouse Optics,Naval,VI,~1825–1836,Première optique complète de Fresnel installée à Cordouan en 1823.,MILITARY_NAVAL_V1,NONE,NEW,N/A,N/A,hydrographic_surveying,pressed_glass,,later electrical lighting remains post-1836,UNIVERSAL,post-1776,UNIVERSAL,Fresnel-style lighthouse PM; safer navigation; port/coastal efficiency,Glass; precision manufacture,,,port/state navigation effect; not a component,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;GEOGRAPHY:coast+ports;MILITARY:navy+strategic_need,NAVAL_SHIPBUILDING_AND_TRADE,STANDARD,BAND_F_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Civil maritime node directement utile à ports/navigation.,HIGH,HIGH,MEDIUM,Diffusion par ingénieurs/administrations maritimes.
iron_hull_construction,Iron Hull Construction,Naval,VI,~1825–1836,Aaron Manby (1821–22) constitue un jalon précoce de vapeur/coque en fer; diffusion pratique dans les décennies suivantes.,MILITARY_NAVAL_V1,ironclad_tech;screw_frigate,KEEP,NO,NO,scientific_naval_architecture;mechanized_naval_dockyards,puddling_and_rolling;mechanical_tools,,ironclad_tech remains distinct and post-1836,UNIVERSAL,post-1776,UNIVERSAL,Early iron merchant hull component/type; stronger structural designs; new shipyard inputs,Puddling & Rolling; Precision Machine Tools; iron,,,ship-type/hull structural unlock; explicitly distinct from ironclad armor technology,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;GEOGRAPHY:coast+ports;MILITARY:navy+strategic_need,NAVAL_SHIPBUILDING_AND_TRADE,CONVERGENCE,BAND_F_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Frontier hull material; surtout civil avant 1836.,HIGH,HIGH,MEDIUM,Civil d'abord; ne débloque PAS automatiquement ironclads militaires.
institutionalized_scientific_exchange,Institutionalized Scientific Exchange,Society,I,Pré-1700 puis expansion au XVIIIe siècle,Réseaux institutionnels capables de collecter; vérifier; publier et traduire des savoirs,SOCIETY_V1,academia;empiricism,SPLIT,NO,NO,,,codified_practical_knowledge;specialized_technical_academies;veterinary_science;medical_degrees;scientific_metrology;experimental_research_laboratories,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL_STARTING_DIFFERENTIAL,regionally established before 1776,UNIVERSAL_STARTING_DIFFERENTIAL,Correspondance savante; publications; traduction; circulation internationale des observations; tech spread,Applied Mineralogy; Geological Surveying; chemistry; industrial knowledge,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,RESEARCH_AND_TECHNICAL_CAPACITY,FOUNDATIONAL,BAND_A_LOWEST,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Socle de tech spread et de transferts de connaissances; futur support de l'Industrial Knowledge Loop,MEDIUM,MEDIUM,HIGH,"Qing court science, Rangaku japonais et écoles ottomanes doivent pouvoir interagir avec ce node sans être décrits comme simples copies européennes. TECH2H removes international_relations: TECH1A classified it as NAME_COLLISION_ONLY, not a scientific-equivalence source."
international_relations,International Relations,Society,I,Pré-1700 puis expansion au XVIIIe siècle,"Diplomatie permanente, rivalités, garanties, accès et pratique formalisée des traités",TECH2H_HUMAN_FREEZE_CORRECTION,international_relations,KEEP,YES,YES,,,,multilateral_alliances and later diplomatic institutions remain post-1836,UNIVERSAL_STARTING_DIFFERENTIAL,regionally established before 1776,UNIVERSAL_STARTING_DIFFERENTIAL,"Vanilla rivalry, alliance, guarantee, access, trade-agreement and treaty framework",NONE,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;DIPLOMACY:treaties+rivals+alliances,DIPLOMACY_AND_TREATY_SYSTEM,FOUNDATIONAL,BAND_A_LOWEST,gfx/error_manul.dds,REQUIRED_NOT_CREATED,"Conserve le nœud vanilla pour les institutions diplomatiques, distinct des échanges scientifiques.",HIGH,MEDIUM,LOW,Restored by TECH2H because TECH1A marked the former match as NAME_COLLISION_ONLY; all 18 indexed vanilla relationships remain on this preserved node.
institutionalized_public_credit,Institutionalized Public Credit,Society,I,Fin XVIIe–XVIIIe siècle,Institutionnalisation de créances publiques cessibles/finançables et d'un crédit étatique durable,SOCIETY_V1,banking;central_banking,SPLIT,NO,NO,,,state_dockyard_systems;stock_exchange;commercial_insurance_markets;postal_savings,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL_STARTING_DIFFERENTIAL,regionally established before 1776,UNIVERSAL_STARTING_DIFFERENTIAL,Dette publique structurée; emprunts de long terme; financement de guerre; intermédiaires financiers; bank-of-issue reform hooks,Construction / investment pool,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,FINANCE_AND_INVESTMENT,FOUNDATIONAL,BAND_A_LOWEST,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Dette; war finance; investment confidence; central-bank/law hooks; pas 'invention de la banque',MEDIUM,MEDIUM,HIGH,Les formes ottomanes; indiennes; néerlandaises et anglaises peuvent représenter la même capacité générale par des institutions distinctes.
stock_exchange,Stock Exchange,Society,I,Capacité pré-1700 dans certains centres; diffusion graduelle,Capital permanent et titres transférables à grande échelle,SOCIETY_V1,corporate_charters;joint_stock_companies;stock_exchange,MERGE,YES,YES,institutionalized_public_credit,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL_STARTING_DIFFERENTIAL,regionally established before 1776,UNIVERSAL_STARTING_DIFFERENTIAL,Actions transférables; sociétés par actions; capital privé mutualisé; securities-market hooks,Companies / private construction,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,NONE_DIRECT,STANDARD,BAND_A_LOWEST,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Companies; private investment; capital-market capacity,MEDIUM,MEDIUM,HIGH,Stock Exchange est MERGED dans ce node; ne pas créer une tech séparée.
commercial_insurance_markets,Commercial Insurance Markets,Society,I,Pré-1700 puis institutionnalisation au XVIIIe siècle,Marchés spécialisés d'underwriters et information commerciale structurée,SOCIETY_V1,international_trade,SPLIT,NO,NO,institutionalized_public_credit,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL_STARTING_DIFFERENTIAL,regionally established before 1776,UNIVERSAL_STARTING_DIFFERENTIAL,Underwriting; mutualisation du risque; intelligence maritime; trade-risk reduction,,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,FINANCE_AND_INVESTMENT,STANDARD,BAND_A_LOWEST,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Réduit le risque commercial et soutient finance maritime/companies,MEDIUM,MEDIUM,HIGH,
