hidden_tech_id,responsibility_type,country_or_effect,source_file,current_grant,recommended_successor_from_tech6b3e,reason_deferred,future_phase
academia,starting_technology_grant,c:ARG,common/history/countries/arg - argentina.txt,add_technology_researched -> academia; occurrences=1; lines=5,specialized_technical_academies,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
rationalism,starting_technology_grant,c:BST,common/history/countries/bst - basuto.txt,add_technology_researched -> rationalism; occurrences=1; lines=6,codified_practical_knowledge,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
rationalism,starting_technology_grant,c:KAU,common/history/countries/kau - kaurna.txt,add_technology_researched -> rationalism; occurrences=1; lines=4,codified_practical_knowledge,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
rationalism,starting_technology_grant,c:PHL,common/history/countries/phl - philippolis.txt,add_technology_researched -> rationalism; occurrences=1; lines=6,codified_practical_knowledge,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
rationalism,starting_technology_grant,c:WBL,common/history/countries/wbl - waterboersland.txt,add_technology_researched -> rationalism; occurrences=1; lines=6,codified_practical_knowledge,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
rationalism,starting_technology_grant,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> rationalism; occurrences=1; lines=66,codified_practical_knowledge,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
rationalism,starting_technology_grant,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> rationalism; occurrences=1; lines=104,codified_practical_knowledge,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
rationalism,starting_technology_grant,effect_starting_technology_tier_5_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> rationalism; occurrences=1; lines=127,codified_practical_knowledge,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
screw_frigate,starting_technology_grant,effect_starting_technology_tier_1_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> screw_frigate; occurrences=1; lines=14,iron_hull_construction,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
sericulture,starting_technology_grant,c:CAM,common/history/countries/cam - cambodia.txt,add_technology_researched -> sericulture; occurrences=1; lines=8,selective_breeding,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
sericulture,starting_technology_grant,c:DAI,common/history/countries/dai - dai viet.txt,add_technology_researched -> sericulture; occurrences=1; lines=8,selective_breeding,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
sericulture,starting_technology_grant,c:SIA,common/history/countries/sia - siam.txt,add_technology_researched -> sericulture; occurrences=1; lines=8,selective_breeding,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
sericulture,starting_technology_grant,c:WAL,common/history/countries/wal - wallachia.txt,add_technology_researched -> sericulture; occurrences=1; lines=12,selective_breeding,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
standing_army,starting_technology_grant,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> standing_army; occurrences=1; lines=54,corps_organization,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
standing_army,starting_technology_grant,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> standing_army; occurrences=1; lines=95,corps_organization,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
standing_army,starting_technology_grant,effect_starting_technology_tier_5_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> standing_army; occurrences=1; lines=121,corps_organization,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
standing_army,starting_technology_grant,effect_starting_technology_tier_6_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> standing_army; occurrences=1; lines=137,corps_organization,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
steelworking,starting_technology_grant,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> steelworking; occurrences=1; lines=48,puddling_and_rolling,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
steelworking,starting_technology_grant,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> steelworking; occurrences=1; lines=88,puddling_and_rolling,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
tech_bureaucracy,starting_technology_grant,c:PHL,common/history/countries/phl - philippolis.txt,add_technology_researched -> tech_bureaucracy; occurrences=1; lines=7,central_statistical_offices,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
tech_bureaucracy,starting_technology_grant,c:WBL,common/history/countries/wbl - waterboersland.txt,add_technology_researched -> tech_bureaucracy; occurrences=1; lines=7,central_statistical_offices,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
tech_bureaucracy,starting_technology_grant,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> tech_bureaucracy; occurrences=1; lines=67,central_statistical_offices,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
tech_bureaucracy,starting_technology_grant,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> tech_bureaucracy; occurrences=1; lines=105,central_statistical_offices,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
tech_bureaucracy,starting_technology_grant,effect_starting_technology_tier_5_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> tech_bureaucracy; occurrences=1; lines=128,central_statistical_offices,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
urban_planning,starting_technology_grant,c:JAP,common/history/countries/jap - japan.txt,add_technology_researched -> urban_planning; occurrences=1; lines=6,modern_sewerage,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
urban_planning,starting_technology_grant,c:PER,common/history/countries/per - persia.txt,add_technology_researched -> urban_planning; occurrences=1; lines=15,modern_sewerage,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
urban_planning,starting_technology_grant,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> urban_planning; occurrences=1; lines=76,modern_sewerage,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
urbanization,starting_technology_grant,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> urbanization; occurrences=1; lines=65,paved_roads,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
urbanization,starting_technology_grant,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> urbanization; occurrences=1; lines=103,paved_roads,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
urbanization,starting_technology_grant,effect_starting_technology_tier_5_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> urbanization; occurrences=1; lines=126,paved_roads,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
urbanization,starting_technology_grant,effect_starting_technology_tier_6_tech,common/scripted_effects/00_starting_inventions.txt,add_technology_researched -> urbanization; occurrences=1; lines=140,paved_roads,Historical or tier grant requires country-by-country reconciliation; no automatic successor grant is authorized.,TECH6B3G_STARTING_TECH_RECONCILIATION
