Building,Building_Unlock_Tech,Building_Era,Production_Method,PM_Unlock_Techs,PM_Min_Era,Gap,Ancestor_Status,Violation,Decision
building_pena_convent,,UNLOCKED,pm_monument_prestige_only,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_pena_palace,mechanical_tools,era_5,pm_default_building_pena_palace,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_pena_palace,mechanical_tools,era_5,pm_monument_no_effects,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_pena_palace,mechanical_tools,era_5,pm_monument_prestige_only,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_petra,,UNLOCKED,pm_dummy,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_phosphate_mine,applied_mineralogy,era_3,pm_dynamite_building_phosphate_mine,dynamite,era_8,5,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_phosphate_mine,applied_mineralogy,era_3,pm_nitroglycerin_building_phosphate_mine,nitroglycerin,era_7,4,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_phosphate_mine,applied_mineralogy,era_3,pm_no_explosives,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_phosphate_mine,applied_mineralogy,era_3,pm_electric_mine_ventilation,deep_mine_engineering;electrical_capacitors,era_9,6,YES,NO,GUARANTEED_BY_PM_GATE
building_phosphate_mine,applied_mineralogy,era_3,pm_no_mine_ventilation,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_phosphate_mine,applied_mineralogy,era_3,pm_steam_mine_ventilation,deep_mine_engineering,era_4,1,YES,NO,GUARANTEED_BY_PM_GATE
building_phosphate_mine,applied_mineralogy,era_3,pm_atmospheric_engine_pump_building_phosphate_mine,applied_mineralogy;atmospheric_engine,era_3,0,YES,NO,GUARANTEED_BY_PM_GATE
building_phosphate_mine,applied_mineralogy,era_3,pm_condensing_engine_pump_building_phosphate_mine,applied_mineralogy;condensing_steam_engines,era_4,1,YES,NO,GUARANTEED_BY_PM_GATE
building_phosphate_mine,applied_mineralogy,era_3,pm_diesel_pump_building_phosphate_mine,compression_ignition,era_11,8,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_phosphate_mine,applied_mineralogy,era_3,pm_picks_and_shovels_building_phosphate_mine,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_phosphate_mine,applied_mineralogy,era_3,pm_no_ore_concentration_building_phosphate_mine,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_phosphate_mine,applied_mineralogy,era_3,pm_ore_concentration_building_phosphate_mine,geological_surveying,era_6,3,YES,NO,GUARANTEED_BY_PM_GATE
building_phosphate_mine,applied_mineralogy,era_3,pm_no_steam_automation,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_phosphate_mine,applied_mineralogy,era_3,pm_steam_donkey_mine,steam_donkey,era_9,6,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_phosphate_mine,applied_mineralogy,era_3,pm_rail_transport_mine,railways,era_6,3,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_phosphate_mine,applied_mineralogy,era_3,pm_road_carts,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_port,enclosed_dock_systems,era_1,pm_anchorage,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_port,enclosed_dock_systems,era_1,pm_basic_port,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_port,enclosed_dock_systems,era_1,pm_industrial_port,gantry_cranes,era_8,7,YES,NO,GUARANTEED_BY_PM_GATE
building_port,enclosed_dock_systems,era_1,pm_modern_port,concrete_dockyards,era_10,9,YES,NO,GUARANTEED_BY_PM_GATE
building_power_bloc_statue,,UNLOCKED,pm_monument_no_effects,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_power_bloc_statue,,UNLOCKED,pm_power_bloc_prestige_only,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_power_bloc_statue,,UNLOCKED,pm_power_bloc_statue_ideological_union,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_power_bloc_statue,,UNLOCKED,pm_power_bloc_statue_military_treaty,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_power_bloc_statue,,UNLOCKED,pm_power_bloc_statue_religious,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_power_bloc_statue,,UNLOCKED,pm_power_bloc_statue_sovereign_empire,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_power_bloc_statue,,UNLOCKED,pm_power_bloc_statue_trade_league,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_power_plant,electrical_generation,era_9,pm_coal-fired_plant,electrical_generation;steam_turbine,era_10,1,YES,NO,GUARANTEED_BY_PM_GATE
building_power_plant,electrical_generation,era_9,pm_early_power_plant,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_power_plant,electrical_generation,era_9,pm_oil-fired_plant,oil_turbine,era_12,3,YES,NO,GUARANTEED_BY_PM_GATE
building_power_plant,electrical_generation,era_9,pm_aluminium_conductors_building_power_plant,aluminium_metallurgy,era_10,1,YES,NO,GUARANTEED_BY_PM_GATE
building_power_plant,electrical_generation,era_9,pm_copper_conductors_building_power_plant,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_railway,,UNLOCKED,pm_engineered_road_network,improved_road_engineering,era_5,,NO,NO,NOT_APPLICABLE
building_railway,,UNLOCKED,pm_paved_road_network,paved_roads,era_10,,NO,NO,NOT_APPLICABLE
building_railway,,UNLOCKED,pm_traditional_road_network,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_railway,,UNLOCKED,pm_turnpike_road_network,turnpike_road_networks,era_2,,NO,NO,NOT_APPLICABLE
building_railway,,UNLOCKED,pm_diesel_trains,compression_ignition;railways,era_11,,NO,NO,NOT_APPLICABLE
building_railway,,UNLOCKED,pm_diesel_trains_principle_transport_3,compression_ignition;railways,era_11,,NO,NO,NOT_APPLICABLE
building_railway,,UNLOCKED,pm_early_trains,railways,era_6,,NO,NO,NOT_APPLICABLE
building_railway,,UNLOCKED,pm_electric_trains,electric_railway;railways,era_10,,NO,NO,NOT_APPLICABLE
building_railway,,UNLOCKED,pm_electric_trains_principle_transport_3,electric_railway;railways,era_10,,NO,NO,NOT_APPLICABLE
building_railway,,UNLOCKED,pm_steam_trains,railways;steel_railway_cars,era_8,,NO,NO,NOT_APPLICABLE
building_railway,,UNLOCKED,pm_steam_trains_principle_transport_3,railways;steel_railway_cars,era_8,,NO,NO,NOT_APPLICABLE
building_railway,,UNLOCKED,pm_engineered_canals,professional_civil_engineering,era_5,,NO,NO,NOT_APPLICABLE
building_railway,,UNLOCKED,pm_industrial_canals,industrial_canals,era_3,,NO,NO,NOT_APPLICABLE
building_railway,,UNLOCKED,pm_no_canal_network,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_railway,,UNLOCKED,pm_no_passenger_trains,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_railway,,UNLOCKED,pm_steel_passenger_carriages,railways;steel_railway_cars,era_8,,NO,NO,NOT_APPLICABLE
building_railway,,UNLOCKED,pm_wooden_passenger_carriages,railways,era_6,,NO,NO,NOT_APPLICABLE
building_rialto_commercial_complex,,UNLOCKED,pm_default_building_rialto_commercial_complex,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_rialto_commercial_complex,,UNLOCKED,pm_monument_no_effects,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_rialto_commercial_complex,,UNLOCKED,pm_monument_prestige_only,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_rice_farm,improved_husbandry,era_1,pm_chemical_fertilizer_building_rice_farm,nitrogen_fixation,era_11,10,YES,NO,GUARANTEED_BY_PM_GATE
building_rice_farm,improved_husbandry,era_1,pm_fertilization_building_rice_farm,improved_fertilizer,era_8,7,YES,NO,GUARANTEED_BY_PM_GATE
building_rice_farm,improved_husbandry,era_1,pm_herring_meal_farming_building_rice_farm,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_rice_farm,improved_husbandry,era_1,pm_simple_farming_building_rice_farm,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_rice_farm,improved_husbandry,era_1,pm_soil_enriching_farming_building_rice_farm,advanced_crop_rotations,era_3,2,YES,NO,GUARANTEED_BY_PM_GATE
building_rice_farm,improved_husbandry,era_1,pm_steam_threshers_building_rice_farm,threshing_machine,era_4,3,YES,NO,GUARANTEED_BY_PM_GATE
building_rice_farm,improved_husbandry,era_1,pm_tools_building_rice_farm,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_rice_farm,improved_husbandry,era_1,pm_tools_disabled,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_rice_farm,improved_husbandry,era_1,pm_fig_orchards_building_rice_farm,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_rice_farm,improved_husbandry,era_1,pm_no_secondary,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_rubber_plantation,rubber_mastication,era_7,pm_road_carts,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_rubber_plantation,rubber_mastication,era_7,pm_steam_rail_transport_building_rubber_plantation,railways;rubber_mastication,era_7,0,YES,NO,GUARANTEED_BY_PM_GATE
building_rye_farm,improved_husbandry,era_1,pm_chemical_fertilizer,nitrogen_fixation,era_11,10,YES,NO,GUARANTEED_BY_PM_GATE
building_rye_farm,improved_husbandry,era_1,pm_fertilization,improved_fertilizer,era_8,7,YES,NO,GUARANTEED_BY_PM_GATE
building_rye_farm,improved_husbandry,era_1,pm_simple_farming,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_rye_farm,improved_husbandry,era_1,pm_soil_enriching_farming,advanced_crop_rotations,era_3,2,YES,NO,GUARANTEED_BY_PM_GATE
building_rye_farm,improved_husbandry,era_1,pm_compression_ignition_tractors,compression_ignition,era_11,10,YES,NO,GUARANTEED_BY_PM_GATE
building_rye_farm,improved_husbandry,era_1,pm_steam_threshers,threshing_machine,era_4,3,YES,NO,GUARANTEED_BY_PM_GATE
building_rye_farm,improved_husbandry,era_1,pm_tools,improved_agricultural_implements,era_2,1,YES,NO,GUARANTEED_BY_PM_GATE
building_rye_farm,improved_husbandry,era_1,pm_tools_disabled,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_rye_farm,improved_husbandry,era_1,pm_tractors,mechanized_farming,era_7,6,YES,NO,GUARANTEED_BY_PM_GATE
building_rye_farm,improved_husbandry,era_1,pm_apple_orchards,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_rye_farm,improved_husbandry,era_1,pm_no_secondary,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_rye_farm,improved_husbandry,era_1,pm_potatoes,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_rye_farm,improved_husbandry,era_1,pm_sugar_beets,improved_fertilizer,era_8,7,YES,NO,GUARANTEED_BY_PM_GATE
building_sagrada_familia_cathedral_1,reinforced_concrete,era_8,pm_default_building_sagrada_familia_cathedral_1,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_sagrada_familia_cathedral_1,reinforced_concrete,era_8,pm_monument_no_effects,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_sagrada_familia_cathedral_1,reinforced_concrete,era_8,pm_monument_prestige_only,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_sagrada_familia_cathedral_2,,UNLOCKED,pm_default_building_sagrada_familia_cathedral_2,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_sagrada_familia_cathedral_2,,UNLOCKED,pm_monument_no_effects,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_sagrada_familia_cathedral_2,,UNLOCKED,pm_monument_prestige_only,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_sagrada_familia_cathedral_3,,UNLOCKED,pm_default_building_sagrada_familia_cathedral_3,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_sagrada_familia_cathedral_3,,UNLOCKED,pm_monument_no_effects,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_sagrada_familia_cathedral_3,,UNLOCKED,pm_monument_prestige_only,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_saint_basils_cathedral,,UNLOCKED,pm_default_building_saint_basils_cathedral,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_saint_basils_cathedral,,UNLOCKED,pm_monument_no_effects,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_saint_basils_cathedral,,UNLOCKED,pm_monument_prestige_only,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_salt_mine,shaft_mining,era_1,pm_dynamite_building_salt_mine,dynamite,era_8,7,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_salt_mine,shaft_mining,era_1,pm_nitroglycerin_building_salt_mine,nitroglycerin,era_7,6,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_salt_mine,shaft_mining,era_1,pm_no_explosives,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_salt_mine,shaft_mining,era_1,pm_atmospheric_engine_pump_building_salt_mine,atmospheric_engine,era_2,1,YES,NO,GUARANTEED_BY_PM_GATE
building_salt_mine,shaft_mining,era_1,pm_condensing_engine_pump_building_salt_mine,condensing_steam_engines,era_4,3,YES,NO,GUARANTEED_BY_PM_GATE
building_salt_mine,shaft_mining,era_1,pm_diesel_pump_building_salt_mine,compression_ignition,era_11,10,YES,NO,GUARANTEED_BY_PM_GATE
building_salt_mine,shaft_mining,era_1,pm_picks_and_shovels_building_salt_mine,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_salt_mine,shaft_mining,era_1,pm_no_salt_processing_building_salt_mine,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_salt_mine,shaft_mining,era_1,pm_salt_purification_building_salt_mine,geological_surveying,era_6,5,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_salt_mine,shaft_mining,era_1,pm_no_steam_automation,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_salt_mine,shaft_mining,era_1,pm_steam_donkey_mine,steam_donkey,era_9,8,YES,NO,GUARANTEED_BY_PM_GATE
building_salt_mine,shaft_mining,era_1,pm_rail_transport_mine,railways,era_6,5,YES,NO,GUARANTEED_BY_PM_GATE
building_salt_mine,shaft_mining,era_1,pm_road_carts,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_shipyard,state_dockyard_systems,era_1,pm_arc_welding_shipbuilding,arc_welding,era_11,10,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_shipyard,state_dockyard_systems,era_1,pm_basic_shipbuilding,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_shipyard,state_dockyard_systems,era_1,pm_complex_shipbuilding,paddle_steamer,era_5,4,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_shipyard,state_dockyard_systems,era_1,pm_metal_shipbuilding,gantry_cranes,era_8,7,YES,NO,GUARANTEED_BY_PM_GATE
building_shipyard,state_dockyard_systems,era_1,pm_copper_sheathing_building_shipyard,copper_sheathing,era_4,3,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_shipyard,state_dockyard_systems,era_1,pm_no_copper_sheathing_building_shipyard,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_silk_plantation,improved_husbandry,era_1,pm_road_carts,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_silk_plantation,improved_husbandry,era_1,pm_steam_rail_transport,railways,era_6,5,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_skyscraper,,UNLOCKED,pm_airship_mooring_post,zeppelins,era_10,,NO,NO,NOT_APPLICABLE
building_skyscraper,,UNLOCKED,pm_no_airships,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_skyscraper,,UNLOCKED,pm_skyscraper_bureaucratic_nexus,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_skyscraper,,UNLOCKED,pm_skyscraper_trade_nexus,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_spice_plantation,improved_husbandry,era_1,pm_mechanized_spice_cultivation,mechanized_irrigation,era_6,5,YES,NO,GUARANTEED_BY_PM_GATE
building_spice_plantation,improved_husbandry,era_1,pm_spice_cultivation,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_spice_plantation,improved_husbandry,era_1,pm_road_carts,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_spice_plantation,improved_husbandry,era_1,pm_steam_rail_transport,railways,era_6,5,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_statue_of_liberty,steel_frame_buildings,era_9,pm_default_building_statue_of_liberty,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_statue_of_liberty,steel_frame_buildings,era_9,pm_monument_no_effects,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_statue_of_liberty,steel_frame_buildings,era_9,pm_monument_prestige_only,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_steel_mill,coke_smelting,era_1,pm_automation_disabled,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_steel_mill,coke_smelting,era_1,pm_rotary_valve_engine_building_steel_mill,rotary_valve_engine,era_8,7,YES,NO,GUARANTEED_BY_PM_GATE
building_steel_mill,coke_smelting,era_1,pm_unit_electric_drive_building_steel_mill,electrical_capacitors,era_9,8,YES,NO,GUARANTEED_BY_PM_GATE
building_steel_mill,coke_smelting,era_1,pm_watertube_boiler_building_steel_mill,watertube_boiler,era_7,6,YES,NO,GUARANTEED_BY_PM_GATE
building_steel_mill,coke_smelting,era_1,pm_bessemer_process,bessemer_process,era_7,6,YES,NO,GUARANTEED_BY_PM_GATE
building_steel_mill,coke_smelting,era_1,pm_blister_steel_process,puddling_and_rolling,era_4,3,YES,NO,GUARANTEED_BY_PM_GATE
building_steel_mill,coke_smelting,era_1,pm_coke_blast_furnaces,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_steel_mill,coke_smelting,era_1,pm_electric_arc_process,electric_arc_process,era_10,9,YES,NO,GUARANTEED_BY_PM_GATE
building_steel_mill,coke_smelting,era_1,pm_open_hearth_process,open_hearth_process,era_8,7,YES,NO,GUARANTEED_BY_PM_GATE
building_steel_mill,coke_smelting,era_1,pm_thomas_process,bessemer_process,era_7,6,YES,NO,GUARANTEED_BY_PM_GATE
building_subsistence_farm,,UNLOCKED,pm_home_workshops_building_subsistence_farm,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_farm,,UNLOCKED,pm_home_workshops_no_building_subsistence_farm,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_farm,,UNLOCKED,pm_corvee_labor,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_farm,,UNLOCKED,pm_homesteading_building_subsistence,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_farm,,UNLOCKED,pm_peasant_proprietorship_building_subsistence,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_farm,,UNLOCKED,pm_serfdom,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_farm,,UNLOCKED,pm_serfdom_no,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_fishing_village,,UNLOCKED,pm_home_workshops_building_subsistence_fishing_village,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_fishing_village,,UNLOCKED,pm_home_workshops_no_building_subsistence_fishing_village,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_fishing_village,,UNLOCKED,pm_corvee_labor,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_fishing_village,,UNLOCKED,pm_homesteading_building_subsistence,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_fishing_village,,UNLOCKED,pm_peasant_proprietorship_building_subsistence,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_fishing_village,,UNLOCKED,pm_serfdom_building_subsistence_fishing_village,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_fishing_village,,UNLOCKED,pm_serfdom_no,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_orchard,,UNLOCKED,pm_home_workshops_building_subsistence_orchard,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_orchard,,UNLOCKED,pm_home_workshops_no_building_subsistence_orchard,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_orchard,,UNLOCKED,pm_corvee_labor,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_orchard,,UNLOCKED,pm_homesteading_building_subsistence,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_orchard,,UNLOCKED,pm_peasant_proprietorship_building_subsistence,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_orchard,,UNLOCKED,pm_serfdom_building_subsistence_orchard,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_orchard,,UNLOCKED,pm_serfdom_no,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_pasture,,UNLOCKED,pm_home_workshops_building_subsistence_pasture,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_pasture,,UNLOCKED,pm_home_workshops_no_building_subsistence_pasture,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_pasture,,UNLOCKED,pm_corvee_labor,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_pasture,,UNLOCKED,pm_homesteading_building_subsistence,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_pasture,,UNLOCKED,pm_peasant_proprietorship_building_subsistence,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_pasture,,UNLOCKED,pm_serfdom_building_subsistence_pasture,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_pasture,,UNLOCKED,pm_serfdom_no,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_rice_farm,,UNLOCKED,pm_home_workshops_building_subsistence_rice_farm,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_rice_farm,,UNLOCKED,pm_home_workshops_no_building_subsistence_rice_farm,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_rice_farm,,UNLOCKED,pm_corvee_labor,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_rice_farm,,UNLOCKED,pm_homesteading_building_subsistence,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_rice_farm,,UNLOCKED,pm_peasant_proprietorship_building_subsistence,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_rice_farm,,UNLOCKED,pm_serfdom_building_subsistence_rice_farm,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_subsistence_rice_farm,,UNLOCKED,pm_serfdom_no,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_suez_canal,colonization,era_4,pm_canal,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_sugar_plantation,improved_husbandry,era_1,pm_road_carts,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_sugar_plantation,improved_husbandry,era_1,pm_steam_rail_transport,railways,era_6,5,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_sulfur_mine,shaft_mining,era_1,pm_dynamite_building_sulfur_mine,dynamite,era_8,7,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_sulfur_mine,shaft_mining,era_1,pm_nitroglycerin_building_sulfur_mine,nitroglycerin,era_7,6,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_sulfur_mine,shaft_mining,era_1,pm_no_explosives,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_sulfur_mine,shaft_mining,era_1,pm_electric_mine_ventilation,deep_mine_engineering;electrical_capacitors,era_9,8,YES,NO,GUARANTEED_BY_PM_GATE
building_sulfur_mine,shaft_mining,era_1,pm_no_mine_ventilation,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_sulfur_mine,shaft_mining,era_1,pm_steam_mine_ventilation,deep_mine_engineering,era_4,3,YES,NO,GUARANTEED_BY_PM_GATE
building_sulfur_mine,shaft_mining,era_1,pm_atmospheric_engine_pump_building_sulfur_mine,atmospheric_engine,era_2,1,YES,NO,GUARANTEED_BY_PM_GATE
building_sulfur_mine,shaft_mining,era_1,pm_condensing_engine_pump_building_sulfur_mine,condensing_steam_engines,era_4,3,YES,NO,GUARANTEED_BY_PM_GATE
building_sulfur_mine,shaft_mining,era_1,pm_diesel_pump_building_sulfur_mine,compression_ignition,era_11,10,YES,NO,GUARANTEED_BY_PM_GATE
building_sulfur_mine,shaft_mining,era_1,pm_picks_and_shovels_building_sulfur_mine,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_sulfur_mine,shaft_mining,era_1,pm_no_ore_concentration_building_sulfur_mine,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_sulfur_mine,shaft_mining,era_1,pm_ore_concentration_building_sulfur_mine,geological_surveying,era_6,5,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_sulfur_mine,shaft_mining,era_1,pm_no_steam_automation,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_sulfur_mine,shaft_mining,era_1,pm_steam_donkey_mine,steam_donkey,era_9,8,YES,NO,GUARANTEED_BY_PM_GATE
building_sulfur_mine,shaft_mining,era_1,pm_rail_transport_mine,railways,era_6,5,YES,NO,GUARANTEED_BY_PM_GATE
building_sulfur_mine,shaft_mining,era_1,pm_road_carts,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_synthetics_plant,aniline,era_8,pm_dye_production,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_synthetics_plant,aniline,era_8,pm_no_artificial_fibers,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_synthetics_plant,aniline,era_8,pm_rayon,art_silk,era_10,2,YES,NO,GUARANTEED_BY_PM_GATE
building_taj_mahal,,UNLOCKED,pm_default_building_taj_mahal,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_taj_mahal,,UNLOCKED,pm_monument_no_effects,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_taj_mahal,,UNLOCKED,pm_monument_prestige_only,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_tea_plantation,improved_husbandry,era_1,pm_road_carts,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_tea_plantation,improved_husbandry,era_1,pm_steam_rail_transport,railways,era_6,5,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_temple_of_poseidon,,UNLOCKED,pm_dummy,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_textile_mill,organized_textile_production,era_1,pm_automatic_power_looms,electrical_capacitors,era_9,8,YES,NO,GUARANTEED_BY_PM_GATE
building_textile_mill,organized_textile_production,era_1,pm_mechanized_looms,mechanized_weaving,era_3,2,YES,NO,GUARANTEED_BY_PM_GATE
building_textile_mill,organized_textile_production,era_1,pm_traditional_looms,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_textile_mill,organized_textile_production,era_1,pm_chemical_bleaching_textile_mill,chemical_bleaching,era_5,4,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_textile_mill,organized_textile_production,era_1,pm_dye_workshops,mechanized_spinning,era_3,2,YES,NO,GUARANTEED_BY_PM_GATE
building_textile_mill,organized_textile_production,era_1,pm_electric_sewing_machines,electrical_capacitors,era_9,8,YES,NO,GUARANTEED_BY_PM_GATE
building_textile_mill,organized_textile_production,era_1,pm_handsewn_clothes,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_textile_mill,organized_textile_production,era_1,pm_sewing_machines,advanced_spinning,era_4,3,YES,NO,GUARANTEED_BY_PM_GATE
building_textile_mill,organized_textile_production,era_1,pm_craftsman_sewing,organized_textile_production,era_1,0,YES,NO,GUARANTEED_BY_PM_GATE
