index,hidden_tech_id,grant_type,country_tag,tier_effect,source_file_before,effective_file_after,approved_action,approved_target,implementation_status,old_grant_after,target_grant_after_expansion,final_provider,expanded_duplicate_count,validation,notes
207,screw_frigate,SCRIPTED_TIER,,effect_starting_technology_tier_1_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,scientific_naval_architecture,IMPLEMENTED,0,1,effect_starting_technology_tier_1_tech,0,PASS,
208,sericulture,DIRECT_COUNTRY,CAM,,common/history/countries/cam - cambodia.txt,common/history/countries/cam - cambodia.txt,REPLACE_WITH_VISIBLE_TECH,selective_breeding,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
209,sericulture,DIRECT_COUNTRY,DAI,,common/history/countries/dai - dai viet.txt,common/history/countries/dai - dai viet.txt,REPLACE_WITH_VISIBLE_TECH,selective_breeding,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
210,sericulture,DIRECT_COUNTRY,SIA,,common/history/countries/sia - siam.txt,common/history/countries/sia - siam.txt,REPLACE_WITH_VISIBLE_TECH,selective_breeding,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
211,sericulture,DIRECT_COUNTRY,WAL,,common/history/countries/wal - wallachia.txt,common/history/countries/wal - wallachia.txt,REPLACE_WITH_VISIBLE_TECH,selective_breeding,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
212,standing_army,SCRIPTED_TIER,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
213,standing_army,SCRIPTED_TIER,,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
214,standing_army,SCRIPTED_TIER,,effect_starting_technology_tier_5_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
215,standing_army,SCRIPTED_TIER,,effect_starting_technology_tier_6_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
216,steelworking,SCRIPTED_TIER,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,coke_smelting,IMPLEMENTED,0,1,effect_starting_technology_tier_3_tech,0,PASS,
217,steelworking,SCRIPTED_TIER,,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
218,tech_bureaucracy,DIRECT_COUNTRY,PHL,,common/history/countries/phl - philippolis.txt,common/history/countries/phl - philippolis.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
219,tech_bureaucracy,DIRECT_COUNTRY,WBL,,common/history/countries/wbl - waterboersland.txt,common/history/countries/wbl - waterboersland.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
220,tech_bureaucracy,SCRIPTED_TIER,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,systematic_administrative_statistics,IMPLEMENTED,0,1,effect_starting_technology_tier_3_tech,0,PASS,
221,tech_bureaucracy,SCRIPTED_TIER,,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,systematic_administrative_statistics,IMPLEMENTED,0,1,effect_starting_technology_tier_4_tech,0,PASS,
222,tech_bureaucracy,SCRIPTED_TIER,,effect_starting_technology_tier_5_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,systematic_administrative_statistics,IMPLEMENTED,0,1,effect_starting_technology_tier_5_tech,0,PASS,
223,urban_planning,DIRECT_COUNTRY,JAP,,common/history/countries/jap - japan.txt,common/history/countries/jap - japan.txt,REPLACE_WITH_EARLIER_VISIBLE_TECH,systematic_cadastral_surveying,IMPLEMENTED,0,1,DIRECT_OR_EXPANDED_TIER,0,PASS,
224,urban_planning,DIRECT_COUNTRY,PER,,common/history/countries/per - persia.txt,common/history/countries/per - persia.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
225,urban_planning,SCRIPTED_TIER,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,REMOVE_STARTING_GRANT,,IMPLEMENTED,0,0,,0,PASS,
226,urbanization,SCRIPTED_TIER,,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,KEEP_HIDDEN_ALIAS_COMPATIBILITY_ONLY,urbanization,COMPATIBILITY_RETAINED,1,1,effect_starting_technology_tier_3_tech,0,PASS,
227,urbanization,SCRIPTED_TIER,,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,KEEP_HIDDEN_ALIAS_COMPATIBILITY_ONLY,urbanization,COMPATIBILITY_RETAINED,1,1,effect_starting_technology_tier_4_tech,0,PASS,
228,urbanization,SCRIPTED_TIER,,effect_starting_technology_tier_5_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,KEEP_HIDDEN_ALIAS_COMPATIBILITY_ONLY,urbanization,COMPATIBILITY_RETAINED,1,1,effect_starting_technology_tier_5_tech,0,PASS,
229,urbanization,SCRIPTED_TIER,,effect_starting_technology_tier_6_tech,common/scripted_effects/00_starting_inventions.txt,common/scripted_effects/00_starting_inventions.txt,KEEP_HIDDEN_ALIAS_COMPATIBILITY_ONLY,urbanization,COMPATIBILITY_RETAINED,1,1,effect_starting_technology_tier_6_tech,0,PASS,
