TAG,Country,Audit_Region,Research_Region,Research_Coverage,Current_Tier,Regional_Tier_Action,Synthesis_Strategy,Recommended_Tier,Current_Tech_Count,Final_Tech_Count,ADD_Count,REMOVE_Count,Review_Present_Kept_Count,Review_Absent_Left_Absent_Count,ADD_Technologies,REMOVE_Technologies,Tier_Derived_REMOVEs,Explicit_REMOVEs,Final_Technologies,Source_File,Synthesis_Note,Post_Tier_Change_Explicit_Adds,Post_Tier_Change_Tier_Removals
KZH,Kishi Zhuz,Central Asia,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,6,0,5,1,0,,light_infantry_tactics;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics,light_infantry_tactics;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;urbanization,C:\Games\Victoria 3\game\common\history\countries\kzh - kishi zhuz.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
KZM,Kazembe,East Africa,AFRICA,MATRIX,tier_6,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,2,2,0,0,0,0,,,,,improved_husbandry;urbanization,C:\Games\Victoria 3\game\common\history\countries\kzm - kazembe.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
LAD,Ladakh,Himalayas,SOUTH_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,8,0,3,2,0,,light_infantry_tactics;regulated_small_arms;standardized_field_artillery,light_infantry_tactics;regulated_small_arms;standardized_field_artillery,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;shaft_mining;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\lad - ladakh.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
LAH,Lahej,Arabia,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,8,0,3,3,0,,shaft_mining;standardized_field_artillery;systematic_administrative_statistics,shaft_mining;standardized_field_artillery;systematic_administrative_statistics,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;urbanization,C:\Games\Victoria 3\game\common\history\countries\lah - lahej.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
LAN,Lanfang,Indonesia,EAST_ASIA_SE_ASIA,MATRIX,tier_4,REVIEW_TIER,KEEP_TIER_AND_PATCH,,12,11,0,1,7,0,,institutionalized_scientific_exchange,,institutionalized_scientific_exchange,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/lan - lanfang.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
LBA,Luba,Equatorial Africa,AFRICA,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,3,3,0,0,0,improved_husbandry;international_relations;organized_textile_production,,,,improved_husbandry;international_relations;organized_textile_production,C:\Games\Victoria 3\game\common\history\countries\lba - luba.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
LGA,Lega,Equatorial Africa,AFRICA,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,1,1,0,0,0,improved_husbandry,,,,improved_husbandry,C:\Games\Victoria 3\game\common\history\countries\lga - lega.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
LIB,Liberia,West Africa,AFRICA,MATRIX,tier_3,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,16,6,0,10,1,0,,applied_mineralogy;coke_smelting;commercial_insurance_markets;light_infantry_tactics;medical_degrees;regulated_small_arms;shaft_mining;specialized_technical_academies;standardized_field_artillery;systematic_administrative_statistics,applied_mineralogy;coke_smelting;commercial_insurance_markets;light_infantry_tactics;medical_degrees;regulated_small_arms;shaft_mining;specialized_technical_academies;standardized_field_artillery;systematic_administrative_statistics,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;urbanization,C:\Games\Victoria 3\game\common\history\countries\lib - liberia.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
LIP,Lippe,Central Europe,CENTRAL_EUROPE_GERMAN_ITALY,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,11,11,0,0,4,0,,,,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/lip - lippe.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
LKT,Lakota,Great Plains,AMERICAS_CARIBBEAN,MATRIX,tier_6,REVIEW_TIER,KEEP_TIER_AND_PATCH,,2,2,0,0,1,0,,,,,improved_husbandry;urbanization,C:\Games\Victoria 3\game\common\history\countries\lkt - lakota.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
LND,Lunda,Equatorial Africa,AFRICA,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,3,3,0,0,0,improved_husbandry;international_relations;organized_textile_production,,,,improved_husbandry;international_relations;organized_textile_production,C:\Games\Victoria 3\game\common\history\countries\lnd - lunda.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
LNG,Loango,Equatorial Africa,AFRICA,MATRIX,tier_6,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,2,5,3,0,0,0,codified_practical_knowledge;international_relations;organized_textile_production,,,,codified_practical_knowledge;improved_husbandry;international_relations;organized_textile_production;urbanization,C:\Games\Victoria 3\game\common\history\countries\lng - loango.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
LOU,Louisiana,Great Plains,AMERICAS_CARIBBEAN,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,13,10,0,3,4,0,,codified_practical_knowledge;institutionalized_scientific_exchange;shaft_mining,codified_practical_knowledge;shaft_mining,institutionalized_scientific_exchange,colonization;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/lou - louisiana.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
LRR,Larrakia,Oceania,OCEANIA_PACIFIC,MATRIX,tier_6,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,2,2,1,1,1,0,traditional_food_processing,urbanization,urbanization,,improved_husbandry;traditional_food_processing,C:\Games\Victoria 3\game\common\history\countries\lrr - larrakia.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
LUA,Luang Prabang,Indochina,EAST_ASIA_SE_ASIA,MATRIX,tier_4,REVIEW_TIER,EXPLICIT_SETUP,,11,9,0,2,4,0,,light_infantry_tactics;standardized_field_artillery,light_infantry_tactics;standardized_field_artillery,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;regulated_small_arms;shaft_mining;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\lua - luang prabang.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
LUB,Lübeck,Central Europe,CENTRAL_EUROPE_GERMAN_ITALY,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,11,11,0,0,4,0,,,,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/lub - lubeck.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
LUC,Lucca,Southern Europe,CENTRAL_EUROPE_GERMAN_ITALY,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,11,11,0,0,4,0,,,,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/luc - lucca.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
LUO,Luo,East Africa,AFRICA,MATRIX,tier_6,KEEP_TIER,KEEP_TIER_AND_PATCH,,2,2,0,0,0,0,,,,,improved_husbandry;urbanization,C:\Games\Victoria 3\game\common\history\countries\luo - luo.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
LUX,Luxembourg,Western Europe,WESTERN_EUROPE,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,11,13,2,0,4,1,periodical_print_networks;scientific_fortification_siegecraft,,,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;periodical_print_networks;regulated_small_arms;scientific_fortification_siegecraft;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/lux - luxemburg.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
LZO,Barotse,East Africa,AFRICA,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,1,1,0,0,0,improved_husbandry,,,,improved_husbandry,C:\Games\Victoria 3\game\common\history\countries\lzo - barotse.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MAD,Madagascar,East Africa,AFRICA,MATRIX,tier_6,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,3,5,2,0,0,2,codified_practical_knowledge;organized_textile_production,,,,codified_practical_knowledge;improved_husbandry;international_relations;organized_textile_production;urbanization,common/history/countries/mad - madagascar.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MAH,Mahra,Arabia,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,8,0,3,3,0,,shaft_mining;standardized_field_artillery;systematic_administrative_statistics,shaft_mining;standardized_field_artillery;systematic_administrative_statistics,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;urbanization,C:\Games\Victoria 3\game\common\history\countries\mah - mahra.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
MAI,Maimana,Greater Persia,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,8,0,3,2,0,,shaft_mining;standardized_field_artillery;systematic_administrative_statistics,shaft_mining;standardized_field_artillery;systematic_administrative_statistics,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;urbanization,C:\Games\Victoria 3\game\common\history\countries\mai - maimana.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
MAK,Makran,Greater Persia,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,9,0,2,3,0,,standardized_field_artillery;systematic_administrative_statistics,standardized_field_artillery;systematic_administrative_statistics,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;urbanization,C:\Games\Victoria 3\game\common\history\countries\mak - makran.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
MARATH,Maratha Confederacy,South India,SOUTH_ASIA,MATRIX,tier_5,REVIEW_TIER,KEEP_TIER_AND_PATCH,,8,11,3,0,1,8,scientific_fortification_siegecraft;traditional_food_processing;traditional_papermaking,,,,codified_practical_knowledge;improved_husbandry;international_relations;organized_textile_production;scientific_fortification_siegecraft;shaft_mining;state_dockyard_systems;systematic_administrative_statistics;traditional_food_processing;traditional_papermaking;urbanization,common/history/countries/marath - maratha empire.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MAS,Mascara,North Africa,AFRICA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,11,11,0,0,4,0,,,,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\mas - mascara.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MBB,Mahra,Arabia,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,MATRIX,tier_6,KEEP_TIER,KEEP_TIER_AND_PATCH,,2,2,0,0,0,0,,,,,improved_husbandry;urbanization,common/history/countries/mbb - Mahra decentralized.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MBS,Mombasa,East Africa,AFRICA,MATRIX,tier_5,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,7,8,1,0,2,1,scientific_fortification_siegecraft,,,,codified_practical_knowledge;improved_husbandry;international_relations;organized_textile_production;scientific_fortification_siegecraft;shaft_mining;systematic_administrative_statistics;urbanization,common/history/countries/mbs - mombasa.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MCR,Micronesia,Oceania,OCEANIA_PACIFIC,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,2,2,0,0,1,international_relations;traditional_food_processing,,,,international_relations;traditional_food_processing,C:\Games\Victoria 3\game\common\history\countries\mcr - micronesia.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MDK,Mandinka,West Africa,AFRICA,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,1,1,0,0,0,improved_husbandry,,,,improved_husbandry,C:\Games\Victoria 3\game\common\history\countries\mdk - mandinka.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MEC,Mecklenburg,Central Europe,CENTRAL_EUROPE_GERMAN_ITALY,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,11,11,0,0,4,0,,,,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/mec - mecklenburg.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MEI,Saxe-Meiningen,Central Europe,CENTRAL_EUROPE_GERMAN_ITALY,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,11,11,0,0,4,0,,,,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/mei - saxe-meiningen.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MEW,Mewar,North India,SOUTH_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,9,0,2,1,0,,light_infantry_tactics;standardized_field_artillery,light_infantry_tactics;standardized_field_artillery,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;regulated_small_arms;shaft_mining;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\mew - mewar.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
MEX,Mexico,Central America,AMERICAS_CARIBBEAN,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,13,14,1,0,3,1,applied_mineralogy,,,,applied_mineralogy;codified_practical_knowledge;colonization;distillation;improved_husbandry;institutionalized_scientific_exchange;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/mex - mexico.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MGD,Maguindanao,Indonesia,EAST_ASIA_SE_ASIA,MATRIX,tier_4,REVIEW_TIER,KEEP_TIER_AND_PATCH,,11,11,0,0,4,0,,,,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\mgd - maguindanao.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MGH,Khasi,North India,SOUTH_ASIA,MATRIX,tier_6,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,2,1,0,1,0,0,,urbanization,urbanization,,improved_husbandry,C:\Games\Victoria 3\game\common\history\countries\mgh - khasi.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
MICC,Michigan Tribal Confederation,Atlantic Coast,AMERICAS_CARIBBEAN,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,5,0,6,1,0,,codified_practical_knowledge;distillation;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics,codified_practical_knowledge;distillation;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics,,improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;urbanization,common/history/countries/micc - michigan confederation.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
MJK,Mijikenda,East Africa,AFRICA,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,1,1,0,0,0,improved_husbandry,,,,improved_husbandry,C:\Games\Victoria 3\game\common\history\countries\mjk - mijikenda.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MJT,Majerteen,East Africa,AFRICA,MATRIX,tier_5,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,7,7,0,0,2,1,,,,,codified_practical_knowledge;improved_husbandry;international_relations;organized_textile_production;shaft_mining;systematic_administrative_statistics;urbanization,common/history/countries/mjt - majerteen.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MKT,Miskitia,Central America,AMERICAS_CARIBBEAN,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,5,0,6,2,0,,codified_practical_knowledge;distillation;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics,codified_practical_knowledge;distillation;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics,,improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;urbanization,C:\Games\Victoria 3\game\common\history\countries\mkt - miskitia.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
MLD,Maldives,South India,SOUTH_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,7,0,4,2,0,,light_infantry_tactics;regulated_small_arms;shaft_mining;standardized_field_artillery,light_infantry_tactics;regulated_small_arms;shaft_mining;standardized_field_artillery,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\mld - maldives.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
MLT,Malta,Southern Europe,UNRESEARCHED,GAP,tier_4,UNRESEARCHED,KEEP_CURRENT_RESEARCH_GAP,,11,11,0,0,0,0,,,,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/mlt - malta.txt,No regional deliverable covered this TAG. Preserve current setup in this pass.,,
MNB,Mangbetu,Equatorial Africa,AFRICA,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,1,1,0,0,0,improved_husbandry,,,,improved_husbandry,C:\Games\Victoria 3\game\common\history\countries\mnb - mangbetu.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MNC,Manica,East Africa,AFRICA,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,1,1,0,0,0,improved_husbandry,,,,improved_husbandry,C:\Games\Victoria 3\game\common\history\countries\mnc - manica.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MND,Mindanao,Indonesia,EAST_ASIA_SE_ASIA,MARKDOWN_ONLY,tier_7,KEEP_TIER,KEEP_TIER_AND_PATCH,,0,0,0,0,0,0,,,,,,C:\Games\Victoria 3\game\common\history\countries\mnd - mindanao.txt,Covered in regional Markdown; tier_7 intentionally empty.,,
MNP,Manipur,North India,SOUTH_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,8,0,3,1,0,,light_infantry_tactics;shaft_mining;standardized_field_artillery,light_infantry_tactics;shaft_mining;standardized_field_artillery,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;regulated_small_arms;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\mnp - manipur.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
MOD,Modena,Southern Europe,CENTRAL_EUROPE_GERMAN_ITALY,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,11,11,0,0,4,0,,,,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/mod - modena.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MOL,Moldavia,Balkans,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,10,0,1,3,0,,standardized_field_artillery,standardized_field_artillery,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;systematic_administrative_statistics;urbanization,common/history/countries/mol - moldavia.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
MON,Montenegro,Balkans,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,9,0,2,4,0,,standardized_field_artillery;systematic_administrative_statistics,standardized_field_artillery;systematic_administrative_statistics,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;urbanization,common/history/countries/mon - montenegro.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
MOR,Morocco,North Africa,AFRICA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,11,13,2,0,1,0,scientific_fortification_siegecraft;state_dockyard_systems,,,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;scientific_fortification_siegecraft;shaft_mining;standardized_field_artillery;state_dockyard_systems;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\mor - morocco.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MOS,Mossi,West Africa,AFRICA,MATRIX,tier_6,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,2,2,0,0,0,0,,,,,improved_husbandry;urbanization,C:\Games\Victoria 3\game\common\history\countries\mos - mossi.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MRA,Mara,Oceania,OCEANIA_PACIFIC,MATRIX,tier_6,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,2,2,1,1,1,0,traditional_food_processing,urbanization,urbanization,,improved_husbandry;traditional_food_processing,C:\Games\Victoria 3\game\common\history\countries\mra - mara.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
MRN,Mirning,Oceania,OCEANIA_PACIFIC,MATRIX,tier_6,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,2,2,1,1,1,0,traditional_food_processing,urbanization,urbanization,,improved_husbandry;traditional_food_processing,C:\Games\Victoria 3\game\common\history\countries\mrn - mirning.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
MRV,Maravi,East Africa,AFRICA,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,1,1,0,0,0,improved_husbandry,,,,improved_husbandry,C:\Games\Victoria 3\game\common\history\countries\mrv - maravi.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MSH,Mashona,East Africa,AFRICA,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,1,1,0,0,0,improved_husbandry,,,,improved_husbandry,C:\Games\Victoria 3\game\common\history\countries\msh - mashona.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
MSI,Masai,East Africa,AFRICA,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,1,1,0,0,0,improved_husbandry,,,,improved_husbandry,C:\Games\Victoria 3\game\common\history\countries\msi - masai.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
